Tag,Distance_Center,Nationality_Italy,Education_University,Nationality_Spain,Nationality_UK,POI_Restaurants_Hotels,Intercept
02_097,-0.45077935198702357,,,,,0.3066305924739685,
02_098,,,,,,0.3253914349494451,
02_099,-0.4249325248866193,,,,,0.33053350691636896,
02_100,-0.4612971283716041,,,,,0.3372887413776664,
02_101,,,,,,0.35845815771037126,
02_102,,,,,,0.37244775752694176,
02_103,-0.45141466419990844,,,,,0.38490148298264426,
02_104,-0.5103946061146647,,,,,0.40817284699123924,
02_105,,,,,,0.3961330983112467,
02_106,,,,,,0.4000476024584878,
02_107,-0.45179766163167184,,,,,0.4099351047813818,
02_108,-0.557350584311232,,,,,0.42165084941819986,
02_109,-0.6711170421952192,,,,,0.4141437779496022,
02_110,-0.655594261649508,,,,,0.4086368948833147,
02_111,-0.7605219797179913,,-0.3609818796323518,,,0.38875706666423354,
02_112,-0.7488769276277907,,-0.3827728548733647,,,0.3612133738255222,
02_113,-0.7250832521397533,,-0.38356698994928934,,,0.3781494195750116,
02_114,-0.680208188543185,,-0.38436433455528274,,,0.371238490305228,
02_115,-0.6339593816355363,,-0.37307608904899814,,,0.3683557970679009,
02_116,-0.6084275572204563,,-0.34516752277252,,,0.3806824931987628,
02_117,-0.5586804446415659,,,,,0.3811285456091462,
02_118,-0.515510900536003,,,,,0.35223557167523695,
02_119,-0.5787841094440773,,-0.3282949433670502,,,0.3634522170667226,
02_120,-0.6061337293862091,,-0.3661094435692328,,,0.35400399009786976,
02_121,-0.5685550276149951,,-0.3363164745295094,,,0.34271638059346504,
02_122,-0.6195863017466985,,-0.3884642908529887,,,0.33874202030012884,
02_123,-0.651518869175798,,-0.38928587456890923,,,0.3505359978895104,
02_124,-0.6971399925507119,,-0.39715141462555476,,,0.3356948692144244,
02_125,-0.717289050544153,,-0.39414562525333124,,,0.3329607999659702,
02_126,-0.660384453718454,,-0.39755110544968325,,,0.29860972201227937,
02_127,-0.6395964917123177,,-0.4035147058911639,,,0.2909204060234919,
02_128,-0.622615914460892,,-0.4023328804293431,,,0.31885495247927614,
02_129,-0.6183709883848204,,-0.4119652792941733,,,0.28363753061542274,
02_130,-0.5595061249402135,,-0.4056371253150289,,0.23228839404416454,0.24599718013383498,
02_131,-0.5327912285265689,,-0.4103326808114728,,,0.24629476846189918,
02_132,-0.5475875952381362,,-0.4075959579869669,,,0.2642241939992089,
02_133,-0.5849570521996869,,-0.41615347851905266,,,0.2668419406671872,
02_134,-0.5992925002435431,,-0.41663439008467723,,,0.28829430646592097,
02_135,-0.5630398787369004,,-0.3934769468411926,,,0.2906434444776587,
02_136,-0.589067414265556,,-0.3968259809526273,,,0.3063002801398527,
02_137,-0.5562752689662973,,-0.3561872689032677,,,0.31670076426507876,
02_138,-0.5123109152299807,,,,,0.327959304732298,
02_139,-0.46689197854474523,,,,,0.31305626341522885,
02_140,-0.47107730739632664,,,,,0.3103012475871955,
02_141,-0.48519944355973477,,,,,0.30511404423461785,
02_142,-0.43576546552666545,,,,,0.2932579925695805,
02_143,-0.44525666192162316,,,,,0.28760602963981086,
02_144,-0.4279722984479491,,,,,0.2684448931330637,
02_145,-0.4051266305537348,,,,,0.27489437822903967,
02_146,-0.3939960828741044,,,,,0.27586870815565523,
02_147,-0.47507524510935284,,-0.31780120574607046,,,0.29088501727840094,
02_148,-0.4820862084802073,,-0.36536948450630186,,,0.265690110867698,
02_149,-0.39046813549890663,,,,,0.26481725758542335,
02_150,,,,,,0.25705463981644316,
02_151,-0.333755515392585,,,,,0.2580051377541887,
02_152,-0.35522077953429276,,,,,0.2617014439101076,
02_153,-0.3297025757773416,,,,,0.2501406245512113,
02_154,,,,,,0.24413325529094382,
02_155,,,,,,0.23998824053327802,
02_156,,,,,,0.23531832665760133,
02_157,,,,,,0.24144118322764144,
02_158,-0.3552132041458098,,,,,0.24823591174472448,
02_159,-0.37959130787388856,,,,,0.258647331397381,
02_160,-0.41093555918901886,,,,,0.25172732471708575,
02_161,-0.3783485607681616,,,,,0.2436798754977525,
02_162,,,,,,0.23695206288396511,
02_163,,,,,,0.2432890955980959,
02_164,,,,,,0.2475930277688932,
02_165,,,,,,0.2341313774476375,
02_166,,,,,,0.2279845376280392,
02_167,,,,,,0.2380726720508118,
02_168,,,,,,0.22617519827809762,
02_169,,,,,,0.22184727359709372,
02_170,,,,,,0.2233253241600168,
02_171,,,,,,0.22025524863045481,
02_172,,,,,,0.22237136035754917,
02_173,,,,,,0.2274256436344672,
03_001,,,,,,0.23220727259029406,
03_002,,,,,,0.23072929757083832,0.32742584988832635
03_003,,,,,,0.23615344727089332,0.31122687499249907
03_004,,,,,,0.23911082911218667,0.3138729473331641
03_005,,,,,,0.22664471938462585,0.3380382575481603
03_006,,,,,,0.2242812791199132,0.34225289078099314
03_007,,,,,,0.22741846930297466,
03_008,,,,,,0.22619013049781325,
03_009,,,,,,0.22672549894691973,
03_010,,,,,,0.22155304087307423,
03_011,,,,,,0.2224886044280416,
03_012,,,,,,0.21965975089009313,
03_013,,,,,,0.2189677641032981,
03_014,,,,,,0.2183499157365774,
03_015,,,,,,0.21984067516994482,
03_016,,,,,,0.22350271679534522,
03_017,,,,,,0.21855363086181695,
03_018,,,,,,0.22225630769593754,
03_019,,,,,,0.23649720965453588,
03_020,,,,,,0.2639097827801605,
03_021,,,,,,0.24319904462837197,
03_022,,,,,,0.22533613573921563,
03_023,,,,,,0.21750947467131054,
03_024,,,,,,0.1964743931651586,0.3549027188860874
03_025,,,,,,,0.4668661710658653
03_026,,,,,0.25649228705956656,,0.36700942354797755
03_027,,,,,0.255679258639829,,0.3535056425456775
03_028,,,,,0.25679463677918196,,0.3458071022472245
03_029,,,,,0.25911250645739536,,0.36811928536147964
03_030,,,,,0.2596557690171366,,0.3956584323001244
03_031,,,,,0.2597354136776619,,0.4268214823419127
03_032,,,,,0.2611752037945223,,0.4522210602843433
03_033,,,,,0.2592677421425945,,0.39803411339725886
03_034,,,,,0.2595518938296407,,0.4017796602026119
03_035,,,,,0.25817163275878857,,0.3700308619442147
03_036,,,,,0.25749661284959957,,0.33322326377404815
03_037,,,,,0.25812857930376265,,0.3752268021921078
03_038,,,,,0.25596316790022344,,0.4204792167942233
03_039,,,,,0.2583698229682451,,0.3638882724806585
03_040,,,,,0.2573601925386174,,0.33519091456941413
03_041,,,,,0.25575923438173026,,0.31298869507038096
03_042,,,,,0.24014773828465277,,0.31826026453852546
03_043,,,,,0.24837452454402267,,0.29955786755793234
03_044,,,,,,,0.2690238158408225
03_045,,,,,,0.20966294073301128,0.29202445195222154
03_046,,,,,,0.21248710562974235,0.25581088142323427
03_047,-0.40766699586431987,,,,,0.23557388582120556,
03_048,-0.5180326005021154,,-0.39937310624793365,,0.23638524537504327,0.23048181268742296,
03_049,-0.46647931856094166,,-0.3694009253665725,,0.24556644069311823,0.22097299456977113,
03_050,,,,,0.261496191762137,0.21192554212628506,0.1774424623894414
03_051,,,,,0.26483888268769273,0.20138419960363188,0.21033545908311124
03_052,,,,,0.25068554660692177,0.20533335578115985,0.20230747608865995
03_053,,,,,,0.22527314441373528,
03_054,,,,,,0.20486067880877273,0.23195067260663615
03_055,,,,,0.24763504377689127,,0.2470980065034476
03_056,,,,,0.25290717584645916,,0.26934785432460134
03_057,,,,,0.2663858678661821,0.1905656965271629,0.24100647958977625
03_058,,,,,0.2623173194417475,0.17825448373534653,0.283241608447044
03_059,,,,,0.26309340007702475,0.18011413202523613,0.29066639047719267
03_060,,,,,0.26803159514140656,0.18972850148013395,0.27425820411487234
03_061,,,,,0.2636948362424946,0.1821988986630349,0.2935469669061791
03_062,,,,,0.26971828026770944,0.18940943387168865,0.27584172267682633
03_063,,,,,0.2645112644836439,0.18264532263739294,0.2946554674449554
03_064,,,,,0.2615305855274097,0.17780431249034542,0.3049251273731899
03_065,,,,,0.2636198879612482,0.1807217847499792,0.29609985224271856
03_066,,,,,0.26367706776090327,0.18563094733880348,0.2781862504437859
03_067,,,,,0.2653022762788539,0.18566172594350638,0.2830242879741819
03_068,,,,,0.2688188255312337,0.19078125442040228,0.2666645186979423
03_069,,,,,0.2661912566399304,0.19400352895647593,0.2528862906230126
03_070,,,,,0.262366723340866,0.20239859134269492,0.23427747029569365
03_071,,,,,0.26017737985809053,0.20677208324687527,0.22528831658948864
03_072,,,,,0.25631473883548433,0.21182081411782763,0.21634770414293364
03_073,,,,,0.2577418660812242,0.22135207181133398,0.2005107115885767
03_074,,,,,0.24927781026072457,0.2256058878487191,0.19232102083628855
03_075,,,,,0.24418310568258766,0.220032620000856,0.19934160444387974
03_076,,,,,0.22730390546417695,0.22951256766101816,0.18139657691900912
03_077,,,,,,0.23778099276632106,0.16869217654451552
03_078,,,,,0.23054025607931944,0.2324032516863924,0.17574356276120903
03_079,,,-0.20539867032288092,,,0.2470830561341014,0.15243771242724863
03_080,,,-0.22905273647528548,,,0.25539166158391297,
03_081,,,-0.24325279696324092,,,0.2523554776844453,
03_082,,,-0.23869431633835206,,,0.24551909428207377,
03_083,,,,,0.23498226961011284,0.23547487442028167,0.16776912926460652
03_084,,,,,0.2341502122451971,0.23503749958318568,0.16401439396295683
03_085,,,-0.233568863801728,,0.21922025170018106,0.2376835494007969,0.1478479999668785
03_086,,,-0.2262399203063374,,0.23432227074167197,0.23059807685860587,0.14922516570555236
03_087,,,-0.2233425348499902,,0.2472601486001065,0.22474742157916971,0.1534380994569602
03_088,,,-0.21610305315330539,,0.25901871791669706,0.21966050852918947,0.15822841790351141
03_089,,,,,0.2703805786942489,0.21742219669914006,0.18168460437598952
03_090,,,,,0.2758347695162189,0.21355680364279786,0.20855834196018788
03_091,,,,,0.2721362708272113,0.21793087083166102,0.20434520165051645
03_092,,,,,0.26030822264294046,0.22336185285276122,0.1771107186079937
03_093,,,,,0.24488014909053193,0.22956429227888667,0.1685859403531917
03_094,,,,,0.2583066240254385,0.22414703629818725,0.19039564222367003
03_095,,,,,0.2658302409989814,0.21706694329086978,0.21014576107999272
03_096,,,,,0.27406447712637594,0.211330674677937,0.22223470694490924
03_097,,,,,0.270008334974019,0.20634236152076016,0.23131577714822535
03_098,,,,,0.2726989828056527,0.19743190946772426,0.24926398287691054
03_099,,,,,0.27376297050089793,0.19604283032552128,0.25752029839661006
03_100,,,,,0.276434630532478,0.20343859230321856,0.2370747786257838
03_101,,,,,0.2753170761882547,0.20237954521507207,0.2425679991714643
03_102,,,,,0.2733814543759497,0.2007218012481217,0.24822512829854834
03_103,,,,,0.2716308676857546,0.20013733346389392,0.23330928603908838
03_104,,,,,0.27407510699402193,0.20604714203850893,0.22376068556488748
03_105,,,,,0.27562960662121666,0.20925836659963384,0.2134528098268043
03_106,,,,,0.2701400286971022,0.21404065440971443,0.17092945754458652
03_107,,,,,0.2688692141286356,0.2140839030870234,
03_108,,,,,0.2739227155698299,0.2106301345132724,0.1985662662923321
03_109,,,,,0.27262080853198795,0.2120557456648749,0.1753178929302464
03_110,,,,,0.2684930729575995,0.21382805562475876,0.15216856548032592
03_111,,,-0.2704501314813365,,0.2628552297662755,0.2174320798641236,
03_112,,,-0.2809086037759751,,0.25865608243035004,0.22107937041810982,
03_113,-0.5271599847175461,,-0.35795004478045717,,0.2389525680148393,0.2533073588615688,
03_114,-0.6347036794556357,,-0.38371856270977894,,,0.29024742333945625,
03_211,,,,,0.25956146025194365,,0.38814981262784476
03_212,,,,,0.2572917935844969,,0.35250770745119664
03_213,,,,,0.25691874443748386,,0.3497603106552523
04_001,-0.5993423471570614,,-0.3655784808090288,,,0.28630673298031534,
04_002,,,-0.3246517677621591,,0.23104155696077894,0.23859452049128754,
04_003,-0.47468888452271835,,-0.34109820114808614,,0.22880214640529797,0.2534695128356972,
04_004,,,-0.3049683055825368,,0.2455059699074437,0.22917940975043585,
04_005,,,-0.26872548539849794,,0.2578630650092506,0.216486581805639,
04_006,,,-0.24964599658445036,,0.2557545164468294,0.2166514522436714,
04_007,,,-0.2765822713656236,,0.2498675731205685,0.2166751354930761,
04_008,,,-0.2926078713226272,,0.2425814567056209,0.21674590209211733,
04_009,,,-0.31073625359059387,,0.22954610371633175,0.2169020003808649,
04_010,,,-0.3328449078835985,,,0.213652578015098,
04_011,,,-0.3394995987679246,,,0.22517248689470326,
04_012,-0.4093552480998506,,-0.34582424213736596,,,0.24857764700149398,
04_013,-0.508340400349678,,-0.3465927963242268,,,0.27049857457338994,
04_014,-0.6225851345358692,,-0.3448501282089999,,,0.30374318738561595,
04_015,-0.5453470158593878,,-0.3492490279477378,,,0.2792464493397885,
04_016,-0.6700274438104785,,-0.3735909306695174,,,0.31479407987950786,
04_017,-0.7236525712585348,,-0.3621456574515222,,,0.3389929856994742,
04_018,-0.770926042115057,,-0.34139186777694724,,,0.3761453699447922,
04_019,-0.74873641787969,,,,,0.37801593700013236,
04_020,-0.7511945752247355,,-0.3251263215975207,,,0.3535831258679975,
04_021,-0.7217709764500098,,-0.301563247079747,,,0.3241070961968609,
04_022,-0.5168357225361131,,-0.3366954140881118,,,0.2484062267996237,
04_023,-0.5150623165607986,,-0.313670665561448,,,0.20431544800406887,
04_024,,,-0.37639485857026406,,,0.1793158670574493,
04_025,,,-0.3650280743735818,,,0.21271582298147984,
04_026,,,-0.35532091694668133,,,0.21204073046050537,
04_027,,,-0.3792799321258077,,,0.19917101692543498,
04_028,,,-0.3870589583213651,,,0.201256119516734,
04_029,,,-0.3828536649312992,,,0.21124772635680603,
04_030,,,-0.3429536007884452,,,0.2189897670864636,
04_031,,,-0.31282995727133567,,,0.2161240144451764,
04_032,,,-0.2623638460702755,,0.24090568390474637,0.21932464795056472,
04_033,,,-0.26900674108185996,,0.22994058307929438,0.2221425208570273,
04_034,,,-0.2925442771895855,,,0.22757705085053187,
04_035,,,-0.2555288913596111,,0.22767601124638276,0.22605118525885237,
04_036,,,-0.3081851010830766,,,0.2375485027762091,
04_037,,,-0.27146810209272565,,,0.23970599745066665,
04_038,,,-0.27510905950962744,,,0.24883024507743756,
04_039,,,-0.31095669609908655,,,0.25100587991272977,
04_040,,,-0.2792503091676807,,,0.255058117430173,
04_041,,,-0.2994751764314966,,,0.25843143291856663,
04_042,,,-0.2760968710303603,,,0.2603072211732097,
04_043,,,-0.3369702473424527,,,0.25433440941039454,
04_044,,,-0.315596503700032,,,0.2594431135105345,
04_045,,,-0.3183347908079494,,,0.26053544054747896,
04_046,,,-0.3283823466655346,,,0.2601461063476526,
04_047,,,-0.3447366491238019,,,0.26286303425527247,
04_048,,,-0.34465207411543186,,,0.23340766526828008,
04_049,,,-0.368204411573827,,,0.2385034670647831,
04_050,,,-0.4028459180869275,,,0.1878534265197161,
04_051,,,-0.40803930918473674,,,0.19058918130094687,
04_052,,,-0.40676373025397033,,,0.20977478717040665,
04_053,,,-0.38313239964095036,,,0.2435523084319137,
04_054,,,-0.3618834012147443,,,0.26259859779417244,
04_055,,,-0.3976802136652677,,,0.22794713643041276,
04_056,,,-0.39004133763245785,,,0.25556619740124936,
04_084,,,-0.3539134464067791,,,0.22923834301699894,
05_001,,,,,0.2747922743336915,0.28816365881128697,-0.5054161506301609
05_002,,,-0.26501680641003883,,0.402369081538722,,
05_003,,,-0.2668587376645502,,0.23773231059376998,0.2534576856255036,
05_004,,,,,0.2854721746134426,,
05_005,,,-0.31895158746024055,,,0.23192557384132773,
05_006,,,-0.38672366436177213,,,0.21507269158170184,
05_007,,,-0.314552687470417,,,0.20040680908761418,
05_008,,,,,,,
05_009,,,-0.31918889669718453,,,0.19791452180152805,
05_010,,,-0.3238866212877908,,,0.1928987930239619,
05_011,,,,,,0.17686105609785444,
05_012,,,-0.28495084271432086,,,0.17292000224678256,
05_013,,,-0.3484721038298713,,,0.19198060546003642,
05_014,,,-0.3898690298881954,,,0.19744737486636976,
05_015,,,-0.3584565776132372,,,0.18455378059232747,
05_016,,,-0.3636709132487167,,,0.17843469685587982,
05_017,,,-0.40580489293738015,,,0.1968578260187726,
05_018,,,-0.38716697967408226,,,0.17918939818694662,
05_019,,,-0.3564873948519733,,,0.17194606769889104,
05_020,-0.4757185954281018,,-0.2893594891651692,,,0.17752820809694664,
05_021,-0.6408093818578257,,,,,0.19946852438405166,
05_022,-0.4894264366649841,,,,,0.17022365098738465,
05_023,,,-0.2831240402785182,,,0.16545104825078422,
05_024,-0.49289306692807233,,,,,0.1637230267747832,
05_025,-0.5423782084677516,,,,,,
05_026,-0.5152784367490435,,,,,,
05_027,-0.4745031084211187,,,,,,
05_028,-0.4055437987204837,,,,,0.1632329056533828,
05_029,-0.46759851341104175,,,,,,
05_030,-0.49798633731729,,,,,,
05_031,-0.4990279288637267,,,,,,
05_032,-0.4897611925165388,,-0.28000503767401863,,0.3095091238115022,,
05_033,-0.5752304628660296,,-0.2390588675292965,,0.3590377111309917,,
05_034,-0.6618512242137032,,,,0.32638862639706506,,
05_035,-0.624375877841628,,,,0.27340487538921954,,
05_036,-0.6055082226707093,,,,0.2693842645302527,,
05_037,-0.592001487401476,,,,0.23236272261681287,,
05_038,-0.5695013590464136,,,,0.20386800562938748,,
05_039,-0.5771664609894782,,,,0.23691623382643437,,
05_040,-0.5611489334273063,,,,0.2058651557334492,,
05_041,-0.5549839222544295,,,,,,
05_042,-0.5543986887811596,,,,,,
05_043,-0.5525335656039195,,,,,,
05_044,-0.5474487234951405,,,,,,
05_045,-0.5404079986114542,,,,0.19554974998501667,,
05_046,-0.5151443854708657,,,,,,
05_047,-0.5395665534102386,,,,,,
05_048,-0.568566885464784,,,,,,
05_049,-0.6156330058232241,,,,,,
05_050,-0.5535402649012525,,,,,,
05_051,-0.5026001001172473,,,,,0.1981636013436482,
05_052,-0.5793334134581585,,,,,0.1853325424058165,
05_053,-0.6785476826665813,,,,,0.19663252363080305,
05_054,-0.7195424257177773,,,,,0.23804498850903869,
05_055,-0.7145161942266948,,,,,0.2148196249144681,
05_056,-0.7587586564149555,,,,,0.27304731258025844,
05_057,-0.7589194771256452,,,,,0.31634660720573216,
05_058,-0.709247619922125,,,,,0.3183460050786938,
05_059,-0.6441185681933971,,,,,0.380651644306605,
05_060,-0.6329165504516984,,,,,0.2978999355809896,
05_061,-0.5089254135015798,,,,,0.4013774694791328,
05_062,-0.5689901866407597,,,,,0.28998177721001483,
05_063,-0.48021215542126044,,,,,0.2793239256878589,
05_064,-0.4165799818879542,,,,,0.3584943851655639,
05_065,,,,,,0.3986085954356591,
05_066,,,,,,0.37144768833290287,
05_067,,,,,,0.31518319253503396,
05_068,,,,,,0.23377704867151394,
05_069,,,,,,0.296186511650113,
05_070,,,,,,0.29416033063038566,
05_071,,,,-0.3846270671429416,,,
05_072,,,,,,0.28547227111979556,
05_073,,,,-0.3822915259415968,,0.21974303687922966,
05_074,,,,,,0.2587349863903007,
05_075,-0.4241257368029415,,,-0.37136429288032335,,,
05_076,-0.45844935098387124,,,-0.34636357853803773,,,
05_077,-0.5197627161689277,,,,,,
05_078,-0.50909396439936,,,,,,
05_079,-0.4589187733716089,,,-0.3591363445641636,,,
05_080,-0.48448350976856686,,,-0.3720721399074724,,,
05_081,,,,-0.38376574016439335,,,
05_082,,,,-0.3891116901817162,,,
05_083,-0.48141100126803144,,,-0.3885452925613171,,,
05_084,-0.5275684004816774,,,-0.36759498519786865,,,
05_085,-0.52215495802794,,,-0.367565355527248,,,
05_086,-0.5288436099389405,,,,,,
05_087,-0.5252894758408878,,,,,,
05_088,-0.6005962036230464,,,,,,
05_089,-0.5820081872420907,,,-0.35791245898261786,,,
05_090,-0.6582134372654314,,,,0.2045892044757068,,
05_091,-0.7384364595486513,,,,0.24358118055065536,,
05_092,-0.6485700335129552,,,,0.23356507812021543,,
05_093,-0.5958280792082051,,,,0.22273331725244272,,
05_094,-0.6544447355736731,,,,0.27932695354180676,,
05_095,-0.6900332085884978,,,,0.32259324639959497,,
05_096,-0.7117508253979388,,,,0.30506198130151835,,
05_097,-0.6838353254655022,,,,0.2730386354719248,,
05_098,-0.7314695476106221,,,,0.28391247613952897,,
06_001,-0.5936083107577029,,,,,,
06_002,-0.5367072790663491,,,,,,
06_003,-0.6235450395529523,,,,0.2380412019201629,,
06_004,-0.6701499727324606,,,,0.2655699758566111,,
06_006,-0.7210753495563177,,,,0.3215717752907171,,
06_007,-0.7442879039799201,,,,0.30302087722003124,,
06_008,-0.7196407491496959,,,,0.32375670794292594,,
06_009,-0.5361714353579786,,,,0.4020159959305608,,
