Tag,N_district,N_neighbourhood,N_section,Distance_Center,POI_Daily_Food,POI_Daily_Others,POI_House_Equipment,POI_Clothing,POI_Culture,POI_Vehicles,POI_State_Agents,POI_Education,POI_Finances,POI_Restaurants_Hotels,POI_Health,POI_Souvenirs_Thrift_Store,POI_Car_Parks,POI_Esthetics,POI_Sports,POI_Religion,POI_Administration,Airbnb_Number,Airbnb_Price,Airbnb_Price_Person,Airbnb_Location_Score,Percentage_Gender_Female,Percentage_Age_0_14,Percentage_Age_15_24,Percentage_Age_25_39,Percentage_Age_40_64,Percentage_Age_65_Plus,Household,Education_None,Education_Primary_School,Education_Middle_School,Education_High_School,Education_University,Nationality_Spain,Nationality_Italy,Nationality_France,Nationality_UK,Nationality_Russia,Nationality_Germany,Nationality_Romania,Nationality_Ucrany,Nationality_Portugal,Nationality_Netherlands,Nationality_Poland,Nationality_Bulgaria,Nationality_Sweden,Nationality_Belgium,Nationality_Ireland,Nationality_Greece,Nationality_Morocco,Nationality_Argelia,Nationality_Senegal,Nationality_Colombia,Nationality_Honduras,Nationality_Peru,Nationality_Bolivia,Nationality_Venezuela,Nationality_Ecuador,Nationality_Argentina,Nationality_Brazil,Nationality_Dominican_Republic,Nationality_Mexico,Nationality_Paraguay,Nationality_Chile,Nationality_Cuba,Nationality_Uruguay,Nationality_China,Nationality_Pakistan,Nationality_Philippines,Nationality_India,Nationality_Bangladesh,Nationality_Georgia,Nationality_Armenia,Nationality_Japan,Nationality_Nepal,Nationality_Oceania,Rent_Number_Flats,Rent_Price_Meter_Flats,Rent_Price_Total_Flats,Rent_Area_Flats
03_054,03,15,054,2.579889926812368,12,4,3,1,2,0,0,1,2,11,3,1,0,7,0,0,0,21,56.19047619047619,20.508333333333333,9.5,0.5118510158013544,0.11399548532731377,0.08013544018058691,0.34650112866817157,0.34650112866817157,0.20711060948081264,2.57,0.019884541372674792,0.1802437459910199,0.22963438101347017,0.2386144964720975,0.3175112251443233,0.8002257336343115,0.0208803611738149,0.0056433408577878106,0.002257336343115124,0.005079006772009029,0.002257336343115124,0.011286681715575621,0.000564334085778781,0.0028216704288939053,0.001128668171557562,0.0028216704288939053,0.0,0.000564334085778781,0.000564334085778781,0.001128668171557562,0.000564334085778781,0.007336343115124154,0.001128668171557562,0.001128668171557562,0.007900677200902935,0.005079006772009029,0.006772009029345372,0.006772009029345372,0.006207674943566591,0.002257336343115124,0.0039503386004514675,0.002257336343115124,0.000564334085778781,0.000564334085778781,0.001693002257336343,0.002257336343115124,0.000564334085778781,0.0,0.040632054176072234,0.0208803611738149,0.007336343115124154,0.0028216704288939053,0.0,0.0,0.001128668171557562,0.001128668171557562,0.0028216704288939053,0.0,128.0,11.317567567567584,800.0,77.0
03_055,03,15,055,2.7638862031060554,3,1,2,0,0,0,0,1,1,7,2,0,1,6,0,0,0,19,52.0,27.26842105263158,9.23076923076923,0.5190355329949239,0.09137055837563451,0.08565989847715735,0.3604060913705584,0.3604060913705584,0.20431472081218274,2.32,0.02108222066057625,0.1735769501054111,0.25087842586085735,0.2494729444834856,0.2965565706254392,0.8109137055837563,0.018401015228426396,0.0031725888324873096,0.0038071065989847717,0.0031725888324873096,0.005076142131979695,0.005076142131979695,0.0,0.0025380710659898475,0.0006345177664974619,0.0025380710659898475,0.006345177664974619,0.0012690355329949238,0.0006345177664974619,0.0006345177664974619,0.0012690355329949238,0.005710659898477157,0.0,0.0,0.00951776649746193,0.0012690355329949238,0.005710659898477157,0.0012690355329949238,0.008248730964467006,0.005710659898477157,0.005710659898477157,0.008883248730964468,0.0025380710659898475,0.0012690355329949238,0.0006345177664974619,0.0019035532994923859,0.0006345177664974619,0.0006345177664974619,0.02284263959390863,0.004441624365482234,0.015228426395939087,0.004441624365482234,0.0,0.0,0.0,0.0012690355329949238,0.0,0.0,145.0,12.711828587818083,700.0,63.0
03_056,03,15,056,2.8770059033812503,2,4,2,0,2,0,2,0,0,3,1,1,0,3,1,0,0,11,42.27272727272727,17.757575757575758,9.333333333333334,0.5597269624573379,0.10693970420932879,0.06257110352673492,0.3265073947667804,0.3265073947667804,0.28100113765642776,2.33,0.016602809706257982,0.17113665389527458,0.2503192848020434,0.2567049808429119,0.2962962962962963,0.8373151308304891,0.015927189988623434,0.0034129692832764505,0.0022753128555176336,0.005688282138794084,0.0,0.007963594994311717,0.0011376564277588168,0.0022753128555176336,0.0,0.0,0.0,0.0011376564277588168,0.0,0.0011376564277588168,0.0,0.01478953356086462,0.005688282138794084,0.0,0.0034129692832764505,0.0,0.007963594994311717,0.0034129692832764505,0.006825938566552901,0.0011376564277588168,0.007963594994311717,0.006825938566552901,0.01478953356086462,0.0022753128555176336,0.0011376564277588168,0.0,0.0022753128555176336,0.0,0.006825938566552901,0.0022753128555176336,0.0,0.011376564277588168,0.0034129692832764505,0.007963594994311717,0.0,0.0011376564277588168,0.0,0.0,74.0,13.924730046948333,814.0,63.0
03_057,03,16,057,2.88995595731034,2,1,1,0,1,1,2,6,0,5,1,1,0,1,1,1,0,15,55.333333333333336,16.503571428571426,8.909090909090908,0.5343361674296926,0.1066056245912361,0.08306082406801832,0.34401569653368214,0.34401569653368214,0.25572269457161545,2.32,0.03237674760853569,0.246504782928624,0.23473142016188372,0.2523914643119941,0.21927888153053715,0.8770438194898627,0.014388489208633094,0.003924133420536298,0.0013080444735120995,0.004578155657292348,0.001962066710268149,0.009810333551340745,0.0,0.0,0.001962066710268149,0.0013080444735120995,0.0,0.0,0.0,0.001962066710268149,0.0006540222367560497,0.003924133420536298,0.0006540222367560497,0.0006540222367560497,0.013080444735120994,0.0,0.0013080444735120995,0.007194244604316547,0.011772400261608895,0.0013080444735120995,0.0013080444735120995,0.002616088947024199,0.0006540222367560497,0.0013080444735120995,0.0013080444735120995,0.0006540222367560497,0.002616088947024199,0.0,0.016350555918901243,0.002616088947024199,0.003924133420536298,0.0,0.0,0.001962066710268149,0.0013080444735120995,0.0,0.0,0.0,93.0,9.904906597026168,650.0,69.0
03_058,03,16,058,3.069511709957095,4,0,1,0,0,1,0,3,0,3,3,1,0,0,2,0,0,25,52.72,24.278666666666666,9.052631578947368,0.566145092460882,0.112375533428165,0.08463726884779517,0.3492176386913229,0.3492176386913229,0.2411095305832148,2.7,0.05596107055961071,0.16869424168694241,0.22060016220600162,0.259529602595296,0.28548256285482565,0.8883357041251778,0.015647226173541962,0.0035561877667140826,0.001422475106685633,0.005689900426742532,0.002844950213371266,0.0035561877667140826,0.001422475106685633,0.0021337126600284497,0.0007112375533428165,0.0,0.001422475106685633,0.0007112375533428165,0.0,0.001422475106685633,0.0,0.011379800853485065,0.0,0.0,0.006401137980085348,0.0,0.009246088193456615,0.0,0.0035561877667140826,0.002844950213371266,0.0021337126600284497,0.006401137980085348,0.0,0.002844950213371266,0.0007112375533428165,0.0,0.0021337126600284497,0.0,0.01209103840682788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,11.504702194357334,757.0,66.0
03_059,03,16,059,3.170717070381478,2,2,0,0,1,0,0,0,1,5,0,0,0,5,1,1,0,6,50.5,24.375,9.4,0.5186385737439222,0.13371150729335493,0.07050243111831442,0.33225283630470015,0.33225283630470015,0.24716369529983792,2.4,0.03189493433395872,0.2101313320825516,0.2692307692307692,0.2626641651031895,0.21388367729831145,0.8217179902755267,0.014586709886547812,0.008103727714748784,0.0032414910858995136,0.0024311183144246355,0.0,0.005672609400324149,0.0024311183144246355,0.0016207455429497568,0.0008103727714748784,0.0016207455429497568,0.0,0.0,0.0008103727714748784,0.0,0.0008103727714748784,0.0024311183144246355,0.0,0.0,0.008103727714748784,0.0024311183144246355,0.0024311183144246355,0.007293354943273906,0.008103727714748784,0.007293354943273906,0.0008103727714748784,0.0032414910858995136,0.0024311183144246355,0.0024311183144246355,0.004051863857374392,0.004051863857374392,0.0016207455429497568,0.0,0.014586709886547812,0.023500810372771474,0.009724473257698542,0.01053484602917342,0.0024311183144246355,0.004862236628849271,0.0,0.0,0.0,0.0,104.0,11.257993197278916,706.0,64.0
03_060,03,16,060,3.156900948073512,5,1,0,2,1,0,1,3,4,4,0,0,0,5,0,1,0,13,39.92307692307692,20.807692307692307,9.0,0.5043227665706052,0.10734870317002881,0.08573487031700289,0.3753602305475504,0.3753602305475504,0.23126801152737753,2.51,0.025244299674267102,0.1978827361563518,0.24267100977198697,0.2671009771986971,0.253257328990228,0.8955331412103746,0.011527377521613832,0.006484149855907781,0.001440922190201729,0.0,0.002881844380403458,0.0036023054755043226,0.001440922190201729,0.0007204610951008645,0.0,0.0007204610951008645,0.0,0.0,0.0,0.001440922190201729,0.0,0.006484149855907781,0.0036023054755043226,0.001440922190201729,0.005763688760806916,0.0007204610951008645,0.001440922190201729,0.007204610951008645,0.0007204610951008645,0.002881844380403458,0.005763688760806916,0.002161383285302594,0.001440922190201729,0.002161383285302594,0.004322766570605188,0.0,0.0007204610951008645,0.0007204610951008645,0.006484149855907781,0.0,0.0007204610951008645,0.004322766570605188,0.0007204610951008645,0.002881844380403458,0.002161383285302594,0.0,0.0,0.0,48.0,9.649122807017584,664.0,67.0
03_061,03,16,061,3.2732993323011885,3,2,1,0,0,0,0,1,0,2,1,1,0,2,0,2,0,10,53.5,29.85,9.25,0.5378228782287823,0.08856088560885608,0.06918819188191883,0.3311808118081181,0.3311808118081181,0.28690036900369004,2.13,0.04577822990844354,0.22278738555442523,0.2451678535096643,0.2451678535096643,0.2268565615462869,0.8551660516605166,0.016605166051660517,0.004612546125461255,0.0036900369003690036,0.0018450184501845018,0.004612546125461255,0.0018450184501845018,0.0,0.0009225092250922509,0.0,0.0,0.0009225092250922509,0.0,0.0,0.0,0.0027675276752767526,0.026752767527675275,0.0009225092250922509,0.0,0.004612546125461255,0.0018450184501845018,0.0027675276752767526,0.0036900369003690036,0.0027675276752767526,0.0009225092250922509,0.0036900369003690036,0.006457564575645757,0.0009225092250922509,0.0,0.0018450184501845018,0.0027675276752767526,0.0018450184501845018,0.0009225092250922509,0.01845018450184502,0.007380073800738007,0.0,0.004612546125461255,0.0,0.0,0.0009225092250922509,0.0,0.0,0.0,77.0,11.029829931972749,675.0,65.0
03_062,03,16,062,3.3423519242349995,7,1,2,0,0,0,0,4,1,7,0,0,0,4,0,0,0,5,44.8,21.366666666666667,9.0,0.5366004962779156,0.1184863523573201,0.08436724565756824,0.33002481389578164,0.33002481389578164,0.23635235732009927,2.3,0.019189765458422176,0.20184790334044064,0.24164889836531628,0.2572850035536603,0.26794598436389483,0.8560794044665012,0.014267990074441687,0.009925558312655087,0.0018610421836228288,0.0,0.003101736972704715,0.003101736972704715,0.0006203473945409429,0.003101736972704715,0.0018610421836228288,0.0006203473945409429,0.0,0.0,0.0018610421836228288,0.0,0.0012406947890818859,0.006823821339950372,0.0,0.0012406947890818859,0.007444168734491315,0.003101736972704715,0.007444168734491315,0.008684863523573201,0.004962779156327543,0.005583126550868486,0.0012406947890818859,0.0,0.0006203473945409429,0.0012406947890818859,0.011166253101736972,0.0018610421836228288,0.0,0.0012406947890818859,0.003101736972704715,0.005583126550868486,0.007444168734491315,0.01054590570719603,0.0012406947890818859,0.0,0.0,0.0006203473945409429,0.0,0.0006203473945409429,87.0,11.285266457680251,725.0,65.0
03_063,03,16,063,3.471415869958699,5,0,0,1,0,0,1,4,0,4,1,0,0,1,1,0,0,15,48.0,18.563333333333333,8.916666666666666,0.5153374233128835,0.16319018404907976,0.08159509202453988,0.3374233128834356,0.3374233128834356,0.16319018404907976,2.51,0.03187546330615271,0.19866567828020756,0.22757598220904374,0.23202372127501852,0.29429206819866566,0.8220858895705522,0.01717791411042945,0.006748466257668712,0.004294478527607362,0.0018404907975460123,0.0006134969325153375,0.0036809815950920245,0.0018404907975460123,0.0,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.001226993865030675,0.0018404907975460123,0.0,0.0,0.025766871165644172,0.0,0.0006134969325153375,0.006134969325153374,0.001226993865030675,0.0049079754601227,0.005521472392638037,0.009202453987730062,0.004294478527607362,0.004294478527607362,0.00245398773006135,0.007361963190184049,0.001226993865030675,0.0036809815950920245,0.0018404907975460123,0.001226993865030675,0.0006134969325153375,0.018404907975460124,0.007361963190184049,0.006134969325153374,0.0098159509202454,0.0,0.0,0.0,0.0006134969325153375,0.0,0.0,84.0,11.206896551724165,660.0,63.0
03_064,03,16,064,3.7777455922684378,3,2,0,0,0,0,0,0,2,9,2,0,0,1,0,1,1,9,53.888888888888886,22.791666666666668,8.875,0.5341914722445696,0.13113435237329044,0.0917135961383749,0.38535800482703136,0.38535800482703136,0.1834271922767498,2.57,0.023518344308560677,0.17779868297271872,0.26152398871119475,0.2925682031984948,0.23047977422389465,0.8849557522123894,0.011263073209975865,0.007240547063555913,0.004022526146419952,0.0,0.0,0.0008045052292839903,0.002413515687851971,0.0,0.0008045052292839903,0.0016090104585679806,0.003218020917135961,0.0,0.0,0.0008045052292839903,0.0,0.006436041834271922,0.0,0.0,0.004022526146419952,0.0008045052292839903,0.012067578439259855,0.0056315366049879325,0.007240547063555913,0.008045052292839904,0.003218020917135961,0.0016090104585679806,0.007240547063555913,0.0008045052292839903,0.0,0.0,0.004827031375703942,0.0016090104585679806,0.004022526146419952,0.0,0.004022526146419952,0.003218020917135961,0.0,0.0,0.0,0.0,0.004827031375703942,0.0,78.0,11.805555555555584,838.0,70.0
03_065,03,16,065,3.688584745219059,1,1,2,0,0,0,0,1,0,2,0,0,2,4,0,0,0,1,35.0,35.0,9.0,0.5167151162790697,0.08430232558139535,0.0872093023255814,0.4273255813953488,0.4273255813953488,0.18386627906976744,2.61,0.012749003984063745,0.2047808764940239,0.27729083665338644,0.28286852589641437,0.2103585657370518,0.9265988372093024,0.005087209302325582,0.0029069767441860465,0.0007267441860465116,0.0007267441860465116,0.0014534883720930232,0.0,0.0029069767441860465,0.0,0.0,0.0007267441860465116,0.0007267441860465116,0.0,0.0,0.0,0.0,0.0007267441860465116,0.0007267441860465116,0.0,0.002180232558139535,0.002180232558139535,0.0014534883720930232,0.002180232558139535,0.0007267441860465116,0.005087209302325582,0.0029069767441860465,0.005087209302325582,0.0007267441860465116,0.0,0.0,0.0007267441860465116,0.002180232558139535,0.0029069767441860465,0.00872093023255814,0.007267441860465116,0.0,0.005813953488372093,0.0,0.002180232558139535,0.0,0.0,0.0,0.0,49.0,11.951801378446083,882.0,74.0
03_066,03,16,066,3.7823700448207993,6,3,0,2,1,0,0,2,1,7,0,1,0,7,0,0,0,7,39.142857142857146,18.947619047619046,9.0,0.5222173339199296,0.12978442586889574,0.08754949406071272,0.3858336999560053,0.3858336999560053,0.19049714034315882,2.53,0.025,0.19846938775510203,0.2739795918367347,0.261734693877551,0.2173469387755102,0.8596568411790585,0.011438627364716234,0.003959524857017158,0.0013198416190057193,0.0017597888253409592,0.0030796304443466782,0.002199736031676199,0.0008798944126704796,0.0017597888253409592,0.0013198416190057193,0.0026396832380114386,0.0017597888253409592,0.0,0.0,0.0,0.0008798944126704796,0.009678838539375276,0.0008798944126704796,0.0017597888253409592,0.005279366476022877,0.0013198416190057193,0.007919049714034315,0.005279366476022877,0.0004399472063352398,0.002199736031676199,0.0013198416190057193,0.0035195776506819184,0.007039155301363837,0.0004399472063352398,0.008798944126704795,0.0013198416190057193,0.0017597888253409592,0.002199736031676199,0.013638363396392433,0.0061592608886933565,0.0017597888253409592,0.004399472063352398,0.0,0.0026396832380114386,0.0,0.0,0.0,0.0,179.0,10.504922464077417,750.0,75.0
03_067,03,16,067,3.647843992500329,5,1,2,2,0,0,1,0,1,5,1,1,0,4,0,1,0,7,45.57142857142857,16.511904761904763,9.428571428571429,0.525,0.1058139534883721,0.08604651162790698,0.3430232558139535,0.3430232558139535,0.24127906976744187,2.55,0.026160889470241987,0.2197514715500327,0.23741007194244604,0.27207325049051667,0.22956180510137345,0.8552325581395349,0.0069767441860465115,0.005232558139534884,0.0017441860465116279,0.0005813953488372093,0.0011627906976744186,0.0069767441860465115,0.0005813953488372093,0.0,0.0,0.0005813953488372093,0.0005813953488372093,0.0005813953488372093,0.0,0.0,0.0005813953488372093,0.00813953488372093,0.0,0.004069767441860465,0.0069767441860465115,0.004069767441860465,0.0011627906976744186,0.0029069767441860465,0.0029069767441860465,0.005232558139534884,0.002325581395348837,0.0029069767441860465,0.0069767441860465115,0.0,0.0017441860465116279,0.0011627906976744186,0.0017441860465116279,0.0,0.014534883720930232,0.013953488372093023,0.0,0.020930232558139535,0.002325581395348837,0.005232558139534884,0.0,0.0005813953488372093,0.0,0.0005813953488372093,137.0,8.802182971014501,750.0,85.0
03_068,03,16,068,3.595072107232919,7,4,0,1,0,0,0,1,1,8,1,0,0,3,0,2,0,3,26.666666666666668,16.666666666666668,8.666666666666666,0.5293609671848014,0.1070811744386874,0.07081174438687392,0.3376511226252159,0.3376511226252159,0.2815198618307427,2.31,0.04271844660194175,0.23980582524271846,0.25922330097087376,0.25145631067961166,0.1970873786407767,0.8661485319516408,0.007772020725388601,0.0034542314335060447,0.0008635578583765112,0.0,0.0017271157167530224,0.004317789291882556,0.006044905008635579,0.0017271157167530224,0.0008635578583765112,0.0,0.0008635578583765112,0.0,0.0,0.0,0.0008635578583765112,0.0034542314335060447,0.0,0.0,0.0051813471502590676,0.0051813471502590676,0.012953367875647668,0.010362694300518135,0.0025906735751295338,0.006044905008635579,0.0008635578583765112,0.0008635578583765112,0.0034542314335060447,0.0051813471502590676,0.0017271157167530224,0.0,0.0,0.0,0.018998272884283247,0.0034542314335060447,0.004317789291882556,0.011226252158894647,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0,103.0,12.252316017316,676.0,63.0
03_069,03,16,069,3.713477668015331,4,1,2,1,1,1,0,2,2,1,1,1,0,3,0,1,0,9,53.22222222222222,24.342592592592595,8.833333333333334,0.5211864406779662,0.12203389830508475,0.06610169491525424,0.35423728813559324,0.35423728813559324,0.2457627118644068,2.49,0.02044790652385589,0.189873417721519,0.2775073028237585,0.25024342745861733,0.25316455696202533,0.8542372881355932,0.005084745762711864,0.000847457627118644,0.001694915254237288,0.0,0.003389830508474576,0.00423728813559322,0.0,0.0,0.0,0.000847457627118644,0.0,0.000847457627118644,0.0,0.0,0.0,0.010169491525423728,0.0,0.000847457627118644,0.00847457627118644,0.013559322033898305,0.003389830508474576,0.00847457627118644,0.005084745762711864,0.005084745762711864,0.001694915254237288,0.005084745762711864,0.005932203389830509,0.0,0.0,0.005932203389830509,0.003389830508474576,0.000847457627118644,0.0288135593220339,0.006779661016949152,0.000847457627118644,0.007627118644067797,0.0,0.000847457627118644,0.0,0.0,0.0,0.0,75.0,11.065986929736916,801.0,75.0
03_070,03,17,070,3.7394461622755575,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,72.5,20.5,10.0,0.5128824476650563,0.10386473429951691,0.09178743961352658,0.3615136876006441,0.3615136876006441,0.2278582930756844,2.48,0.03351449275362319,0.25815217391304346,0.266304347826087,0.2418478260869565,0.1838768115942029,0.8494363929146538,0.007246376811594203,0.004830917874396135,0.00322061191626409,0.004025764895330112,0.0008051529790660225,0.008856682769726247,0.004830917874396135,0.0,0.0008051529790660225,0.0024154589371980675,0.0008051529790660225,0.0,0.0008051529790660225,0.00322061191626409,0.0,0.0024154589371980675,0.0,0.0,0.001610305958132045,0.0008051529790660225,0.0024154589371980675,0.004830917874396135,0.00644122383252818,0.012077294685990338,0.00322061191626409,0.0,0.007246376811594203,0.0,0.00322061191626409,0.0024154589371980675,0.0,0.0008051529790660225,0.024154589371980676,0.011272141706924315,0.00966183574879227,0.004830917874396135,0.0,0.00322061191626409,0.0,0.0008051529790660225,0.0,0.0,76.0,11.797210144927499,750.0,68.0
03_071,03,17,071,3.742163681237337,5,1,1,0,1,0,0,0,0,6,2,0,0,2,0,0,0,7,140.0,27.433333333333334,9.25,0.5245901639344263,0.12177985948477751,0.08899297423887588,0.36377829820452773,0.36377829820452773,0.21467603434816548,2.33,0.03849597135183527,0.25156669650850494,0.26230975828111014,0.21933751119068934,0.21665174574753804,0.7978142076502732,0.0156128024980484,0.00546448087431694,0.0,0.00312256049960968,0.00234192037470726,0.01249024199843872,0.00078064012490242,0.00078064012490242,0.00234192037470726,0.0,0.0,0.0,0.00234192037470726,0.0,0.00078064012490242,0.00858704137392662,0.0,0.0,0.00546448087431694,0.00858704137392662,0.00546448087431694,0.01873536299765808,0.00468384074941452,0.00702576112412178,0.00156128024980484,0.00624512099921936,0.01405152224824356,0.00078064012490242,0.00234192037470726,0.00702576112412178,0.00234192037470726,0.00078064012490242,0.01092896174863388,0.0234192037470726,0.00234192037470726,0.0078064012490242,0.0,0.00468384074941452,0.0,0.0,0.0,0.0,111.0,11.21569317382125,650.0,58.0
03_072,03,17,072,3.767977553264851,4,2,1,0,0,0,0,3,0,3,1,0,0,4,0,0,0,12,89.5,30.00168650793651,9.0,0.5274963820549927,0.10564399421128799,0.08683068017366136,0.34949348769898697,0.34949348769898697,0.21635311143270622,2.29,0.03824247355573637,0.23921887713588283,0.25061025223759154,0.21887713588283156,0.23921887713588283,0.7952243125904487,0.005788712011577424,0.006512301013024602,0.002170767004341534,0.001447178002894356,0.002894356005788712,0.004341534008683068,0.005065123010130246,0.000723589001447178,0.0,0.0,0.0,0.000723589001447178,0.000723589001447178,0.0,0.0,0.013024602026049204,0.008683068017366137,0.000723589001447178,0.007959479015918957,0.005788712011577424,0.007959479015918957,0.015195369030390739,0.00723589001447178,0.01085383502170767,0.00361794500723589,0.002170767004341534,0.010130246020260492,0.000723589001447178,0.00361794500723589,0.000723589001447178,0.00361794500723589,0.000723589001447178,0.013024602026049204,0.011577424023154847,0.00361794500723589,0.008683068017366137,0.0,0.001447178002894356,0.0,0.00361794500723589,0.001447178002894356,0.0,97.0,12.508743365993084,672.0,59.0
03_073,03,17,073,3.60052611270961,10,3,5,8,1,0,2,0,0,5,3,0,0,6,1,0,0,12,38.916666666666664,21.523809523809522,9.222222222222221,0.5237215033887862,0.11337030191004313,0.08133086876155268,0.35304990757855825,0.35304990757855825,0.19901417128773877,2.43,0.02030812324929972,0.1869747899159664,0.26260504201680673,0.24859943977591037,0.27521008403361347,0.8441158348736907,0.01725200246457178,0.004929143561306223,0.0012322858903265558,0.004929143561306223,0.0024645717806531116,0.0018484288354898336,0.0012322858903265558,0.0018484288354898336,0.0,0.0,0.0,0.0012322858903265558,0.0,0.0,0.0,0.01170671595810228,0.0,0.0006161429451632779,0.0018484288354898336,0.0030807147258163892,0.008009858287122612,0.021565003080714726,0.006777572396796057,0.0073937153419593345,0.0024645717806531116,0.0006161429451632779,0.004313000616142945,0.0024645717806531116,0.0012322858903265558,0.0012322858903265558,0.0006161429451632779,0.0006161429451632779,0.02279728897104128,0.0018484288354898336,0.004929143561306223,0.0061614294516327784,0.0,0.0,0.0,0.0,0.0,0.0,133.0,10.873354123354083,722.0,64.0
03_074,03,17,074,3.704767513930584,7,2,1,2,1,0,2,2,1,5,1,1,1,7,1,1,0,19,59.526315789473685,23.372807017543863,8.941176470588236,0.5343082114735658,0.12148481439820022,0.07761529808773904,0.34139482564679413,0.34139482564679413,0.23228346456692914,2.42,0.02838709677419355,0.2270967741935484,0.2361290322580645,0.24451612903225806,0.2503225806451613,0.8363329583802025,0.007874015748031496,0.003937007874015748,0.00281214848143982,0.003374578177727784,0.0005624296962879641,0.007311586051743532,0.0005624296962879641,0.003937007874015748,0.001687289088863892,0.00281214848143982,0.0005624296962879641,0.0005624296962879641,0.0,0.0,0.0,0.0044994375703037125,0.0005624296962879641,0.0,0.012373453318335208,0.005061867266591676,0.0022497187851518562,0.008998875140607425,0.005061867266591676,0.003937007874015748,0.001687289088863892,0.003937007874015748,0.003937007874015748,0.0005624296962879641,0.0044994375703037125,0.00281214848143982,0.0011248593925759281,0.0005624296962879641,0.026434195725534307,0.011811023622047244,0.0005624296962879641,0.003374578177727784,0.0,0.003374578177727784,0.0,0.0005624296962879641,0.0,0.0,172.0,11.0991379310345,635.0,60.0
03_075,03,17,075,3.8625190573581283,5,2,3,1,0,1,1,1,1,10,2,0,1,2,1,1,0,11,81.45454545454545,35.78030303030303,8.555555555555555,0.5313432835820896,0.11701492537313433,0.0817910447761194,0.3635820895522388,0.3635820895522388,0.21014925373134327,2.56,0.033447098976109216,0.24300341296928327,0.2204778156996587,0.25392491467576794,0.2341296928327645,0.8137313432835821,0.010149253731343283,0.003582089552238806,0.0005970149253731343,0.0029850746268656717,0.0023880597014925373,0.00835820895522388,0.00417910447761194,0.0005970149253731343,0.0,0.0011940298507462687,0.0005970149253731343,0.0,0.0005970149253731343,0.0,0.0,0.004776119402985075,0.0,0.0,0.00835820895522388,0.01253731343283582,0.011940298507462687,0.019701492537313434,0.0011940298507462687,0.010149253731343283,0.005373134328358209,0.0023880597014925373,0.004776119402985075,0.0011940298507462687,0.0,0.0005970149253731343,0.001791044776119403,0.0,0.01373134328358209,0.013134328358208954,0.005970149253731343,0.001791044776119403,0.0,0.010746268656716417,0.004776119402985075,0.0,0.003582089552238806,0.0,97.0,12.349629227708418,763.0,61.0
03_076,03,17,076,3.950008018454743,6,0,3,0,0,0,1,0,0,1,1,0,1,1,0,1,0,7,45.42857142857143,14.178571428571429,8.833333333333334,0.5259481037924152,0.09381237524950099,0.0748502994011976,0.34530938123752497,0.34530938123752497,0.27944111776447106,2.32,0.047830923248053395,0.25139043381535037,0.25361512791991103,0.22691879866518352,0.20578420467185762,0.8522954091816367,0.00998003992015968,0.00499001996007984,0.001996007984031936,0.0029940119760479044,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.0,0.0029940119760479044,0.000998003992015968,0.0,0.000998003992015968,0.0,0.0,0.0,0.008982035928143712,0.0,0.0,0.006986027944111776,0.0029940119760479044,0.000998003992015968,0.010978043912175649,0.00499001996007984,0.00499001996007984,0.005988023952095809,0.006986027944111776,0.018962075848303395,0.001996007984031936,0.001996007984031936,0.000998003992015968,0.001996007984031936,0.001996007984031936,0.013972055888223553,0.0,0.0,0.0,0.0029940119760479044,0.0,0.0,0.0,0.005988023952095809,0.0,77.0,10.873371236559166,757.0,71.0
03_077,03,17,077,3.967123310846,3,1,3,1,0,0,1,1,1,2,1,0,0,1,1,1,0,8,31.875,13.520833333333334,8.428571428571429,0.5445232466509062,0.10480693459416864,0.08747044917257683,0.3467297084318361,0.3467297084318361,0.25137903861308114,2.39,0.046861184792219276,0.20954907161803712,0.25906277630415564,0.246684350132626,0.22369584438549955,0.8321513002364066,0.017336485421591805,0.006304176516942475,0.0031520882584712374,0.003940110323089046,0.002364066193853428,0.007880220646178092,0.004728132387706856,0.003940110323089046,0.0007880220646178094,0.0,0.0007880220646178094,0.0007880220646178094,0.0,0.0,0.0,0.007880220646178092,0.002364066193853428,0.0,0.01024428684003152,0.01260835303388495,0.0070921985815602835,0.007880220646178092,0.002364066193853428,0.006304176516942475,0.006304176516942475,0.008668242710795903,0.0031520882584712374,0.0015760441292356187,0.007880220646178092,0.002364066193853428,0.0,0.002364066193853428,0.005516154452324665,0.0007880220646178094,0.0007880220646178094,0.004728132387706856,0.0,0.0,0.0007880220646178094,0.0,0.0,0.0,93.0,11.705209077380916,700.0,63.0
