Tag,N_district,N_neighbourhood,N_section,Distance_Center,POI_Daily_Food,POI_Daily_Others,POI_House_Equipment,POI_Clothing,POI_Culture,POI_Vehicles,POI_State_Agents,POI_Education,POI_Finances,POI_Restaurants_Hotels,POI_Health,POI_Souvenirs_Thrift_Store,POI_Car_Parks,POI_Esthetics,POI_Sports,POI_Religion,POI_Administration,Airbnb_Number,Airbnb_Price,Airbnb_Price_Person,Airbnb_Location_Score,Percentage_Gender_Female,Percentage_Age_0_14,Percentage_Age_15_24,Percentage_Age_25_39,Percentage_Age_40_64,Percentage_Age_65_Plus,Household,Education_Primary_School,Education_Middle_School,Education_High_School,Education_University,Nationality_Spain,Nationality_Italy,Nationality_France,Nationality_UK,Nationality_Russia,Nationality_Germany,Nationality_Romania,Nationality_Portugal,Nationality_Ucrany,Nationality_Poland,Nationality_Netherlands,Nationality_Bulgaria,Nationality_Sweden,Nationality_Belgium,Nationality_Ireland,Nationality_Greece,Nationality_Morocco,Nationality_Argelia,Nationality_Senegal,Nationality_Colombia,Nationality_Honduras,Nationality_Venezuela,Nationality_Peru,Nationality_Argentina,Nationality_Bolivia,Nationality_Brazil,Nationality_Ecuador,Nationality_Dominican_Republic,Nationality_Mexico,Nationality_Chile,Nationality_Paraguay,Nationality_Cuba,Nationality_Uruguay,Nationality_Pakistan,Nationality_China,Nationality_Philippines,Nationality_India,Nationality_Bangladesh,Nationality_Georgia,Nationality_Armenia,Nationality_Japan,Nationality_Nepal,Nationality_Oceania
02_169,02,10,169,1.1944494815846218,10,10,1,10,5,0,0,0,0,22,1,1,1,4,0,0,3,38,91.63157894736842,26.13245614035088,9.516129032258064,0.5219047619047619,0.10412698412698412,0.07047619047619047,0.2723809523809524,0.36317460317460315,0.18984126984126984,2.28,0.16452991452991453,0.19017094017094016,0.24715099715099714,0.3696581196581197,0.7485714285714286,0.04126984126984127,0.015873015873015872,0.012063492063492064,0.0,0.01650793650793651,0.007619047619047619,0.006984126984126984,0.0012698412698412698,0.0006349206349206349,0.0019047619047619048,0.0025396825396825397,0.0031746031746031746,0.0006349206349206349,0.0012698412698412698,0.0019047619047619048,0.005079365079365079,0.0,0.0,0.0038095238095238095,0.0031746031746031746,0.005079365079365079,0.0012698412698412698,0.008888888888888889,0.0,0.0031746031746031746,0.005714285714285714,0.0,0.005079365079365079,0.0025396825396825397,0.0,0.0012698412698412698,0.0012698412698412698,0.02412698412698413,0.0044444444444444444,0.01650793650793651,0.005079365079365079,0.014603174603174604,0.0,0.0,0.0019047619047619048,0.0019047619047619048,0.0012698412698412698
02_170,02,10,170,1.297737794615691,7,1,2,2,3,0,0,4,1,29,1,2,2,4,3,0,0,48,145.97916666666666,36.61907091750842,9.76923076923077,0.5301507537688442,0.09987437185929648,0.08542713567839195,0.24309045226130654,0.353643216080402,0.217964824120603,2.4,0.17970401691331925,0.2149400986610289,0.2339675828047921,0.33756166314305847,0.7682160804020101,0.028266331658291458,0.015703517587939697,0.01256281407035176,0.005025125628140704,0.0037688442211055275,0.0,0.00314070351758794,0.000628140703517588,0.002512562814070352,0.000628140703517588,0.000628140703517588,0.002512562814070352,0.0,0.0018844221105527637,0.001256281407035176,0.005653266331658292,0.0,0.0,0.0043969849246231155,0.0,0.0043969849246231155,0.005025125628140704,0.002512562814070352,0.001256281407035176,0.00314070351758794,0.002512562814070352,0.005025125628140704,0.001256281407035176,0.0037688442211055275,0.0,0.000628140703517588,0.001256281407035176,0.01821608040201005,0.02512562814070352,0.024497487437185928,0.009422110552763818,0.019472361809045227,0.0,0.0,0.0018844221105527637,0.000628140703517588,0.001256281407035176
02_171,02,10,171,1.416231082953171,9,4,4,4,3,0,1,0,1,18,1,1,1,5,2,0,0,38,74.5,28.673245614035093,9.391304347826088,0.5200741198270538,0.10376775787523163,0.08400247066090179,0.2618900555898703,0.32798023471278565,0.22235948116121063,2.39,0.16493416493416493,0.22106722106722107,0.23977823977823978,0.3284823284823285,0.7220506485484868,0.030883261272390366,0.009882643607164917,0.009882643607164917,0.005558987029030266,0.004941321803582459,0.0,0.0024706609017912293,0.0018529956763434219,0.004323656578134651,0.0012353304508956147,0.0030883261272390363,0.0024706609017912293,0.0024706609017912293,0.0006176652254478073,0.0006176652254478073,0.008029647930821495,0.0012353304508956147,0.0,0.006176652254478073,0.0037059913526868438,0.00926497838171711,0.0018529956763434219,0.0030883261272390363,0.0018529956763434219,0.011117974058060531,0.006176652254478073,0.004323656578134651,0.0037059913526868438,0.0030883261272390363,0.0006176652254478073,0.0012353304508956147,0.004941321803582459,0.0253242742433601,0.03211859172328598,0.017912291537986413,0.00926497838171711,0.021618282890673256,0.0006176652254478073,0.0,0.0012353304508956147,0.0012353304508956147,0.0
02_172,02,10,172,1.3219227733070118,14,3,5,13,4,0,3,3,0,25,2,2,0,7,1,0,0,67,91.64179104477611,30.478269367448465,9.754716981132075,0.518542199488491,0.10230179028132992,0.08184143222506395,0.2781329923273657,0.3593350383631714,0.17838874680306904,2.31,0.14131994261119082,0.2073170731707317,0.24461979913916787,0.37302725968436157,0.7257033248081841,0.04092071611253197,0.024296675191815855,0.0038363171355498722,0.005754475703324808,0.005115089514066497,0.0025575447570332483,0.0038363171355498722,0.0006393861892583121,0.0006393861892583121,0.00319693094629156,0.0006393861892583121,0.004475703324808184,0.0019181585677749361,0.00319693094629156,0.0,0.004475703324808184,0.0006393861892583121,0.0,0.00319693094629156,0.0006393861892583121,0.0076726342710997444,0.007033248081841432,0.010869565217391304,0.0025575447570332483,0.005115089514066497,0.004475703324808184,0.005754475703324808,0.005754475703324808,0.00319693094629156,0.0019181585677749361,0.0006393861892583121,0.0006393861892583121,0.016624040920716114,0.011508951406649617,0.03324808184143223,0.007033248081841432,0.008951406649616368,0.00319693094629156,0.0,0.0012787723785166241,0.0,0.0
02_173,02,10,173,1.4845491345457111,8,7,3,5,1,1,1,2,2,15,1,4,0,3,2,1,0,51,85.76470588235294,25.85261437908497,9.76923076923077,0.5331103678929766,0.09565217391304348,0.08762541806020067,0.24414715719063546,0.36789297658862874,0.20468227424749164,2.28,0.14754098360655737,0.21535022354694486,0.2481371087928465,0.3502235469448584,0.7819397993311037,0.03879598662207358,0.01137123745819398,0.006020066889632107,0.0026755852842809363,0.0033444816053511705,0.0,0.0026755852842809363,0.0006688963210702341,0.002006688963210702,0.0013377926421404682,0.0006688963210702341,0.0013377926421404682,0.0026755852842809363,0.0013377926421404682,0.0006688963210702341,0.005351170568561873,0.0006688963210702341,0.0026755852842809363,0.007357859531772575,0.0006688963210702341,0.008026755852842809,0.008026755852842809,0.0046822742474916385,0.0013377926421404682,0.0046822742474916385,0.0013377926421404682,0.012709030100334449,0.0026755852842809363,0.006020066889632107,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.010702341137123745,0.022073578595317726,0.012709030100334449,0.010702341137123745,0.0,0.0,0.0,0.0006688963210702341,0.0,0.0
03_001,03,11,001,1.729787433814755,11,1,2,0,0,1,0,0,2,4,1,4,0,5,0,0,0,28,68.10714285714286,21.278337585034016,9.26923076923077,0.5228215767634855,0.1043272080616479,0.08417308832246592,0.23770005927682275,0.34499110847658565,0.22880853586247776,2.44,0.2074966532797858,0.2570281124497992,0.21151271753681392,0.29116465863453816,0.7540011855364552,0.036751630112625965,0.013040901007705987,0.00889152341434499,0.004742145820983995,0.002963841138114997,0.0017783046828689982,0.0035566093657379964,0.0011855364552459987,0.0023710729104919974,0.0023710729104919974,0.0011855364552459987,0.0,0.0011855364552459987,0.0011855364552459987,0.0005927682276229994,0.007113218731475993,0.0,0.0005927682276229994,0.004742145820983995,0.0035566093657379964,0.0023710729104919974,0.002963841138114997,0.005927682276229994,0.004742145820983995,0.002963841138114997,0.005334914048606995,0.01066982809721399,0.004149377593360996,0.002963841138114997,0.0,0.0017783046828689982,0.0023710729104919974,0.03319502074688797,0.02015411973918198,0.016597510373443983,0.004149377593360996,0.0023710729104919974,0.0,0.0,0.0,0.008298755186721992,0.0
03_002,03,11,002,1.8984055876493977,5,1,1,0,0,0,1,2,1,9,1,0,0,3,0,0,0,48,61.583333333333336,20.29516369047619,9.45,0.5121321631388746,0.10531750129065565,0.08002065049044915,0.27413526071244193,0.35983479607640684,0.18069179143004646,2.33,0.205607476635514,0.23948598130841123,0.24649532710280375,0.2733644859813084,0.6819824470831182,0.036654620547238,0.025296850800206504,0.00619514713474445,0.0036138358286009293,0.005162622612287042,0.002065049044914817,0.004130098089829634,0.0010325245224574084,0.00619514713474445,0.004646360351058337,0.0010325245224574084,0.0010325245224574084,0.0010325245224574084,0.0015487867836861124,0.0005162622612287042,0.021166752710376872,0.0015487867836861124,0.0005162622612287042,0.011874032008260196,0.011874032008260196,0.00619514713474445,0.0123902942694889,0.007227671657201859,0.003097573567372225,0.002581311306143521,0.0036138358286009293,0.010325245224574084,0.004646360351058337,0.0036138358286009293,0.0010325245224574084,0.0015487867836861124,0.0,0.036654620547238,0.006711409395973154,0.01600413009808983,0.02581311306143521,0.002581311306143521,0.0005162622612287042,0.0,0.0,0.006711409395973154,0.0010325245224574084
03_003,03,11,003,1.8219752378705534,9,2,3,0,0,0,1,1,1,13,0,1,0,6,0,2,0,30,80.4,36.87749999999999,9.666666666666666,0.5227272727272727,0.12215909090909091,0.09204545454545454,0.2846590909090909,0.3522727272727273,0.14886363636363636,2.6,0.21021611001964635,0.2383759004584152,0.24230517354289458,0.27897838899803534,0.6335227272727273,0.03636363636363636,0.015909090909090907,0.013068181818181817,0.004545454545454545,0.003409090909090909,0.005113636363636364,0.005681818181818182,0.0017045454545454545,0.0022727272727272726,0.0011363636363636363,0.0005681818181818182,0.002840909090909091,0.0017045454545454545,0.0017045454545454545,0.0005681818181818182,0.00909090909090909,0.002840909090909091,0.0,0.030113636363636363,0.005681818181818182,0.00909090909090909,0.013636363636363636,0.008522727272727272,0.010227272727272727,0.004545454545454545,0.00909090909090909,0.014772727272727272,0.002840909090909091,0.00909090909090909,0.0022727272727272726,0.005681818181818182,0.0005681818181818182,0.03636363636363636,0.01875,0.021022727272727273,0.009659090909090909,0.00909090909090909,0.0,0.003977272727272727,0.0,0.005113636363636364,0.0005681818181818182
03_004,03,11,004,1.9132986133555943,6,2,0,1,0,0,1,3,0,19,0,2,0,1,0,0,1,43,68.51162790697674,21.122065144158164,9.558823529411764,0.5247524752475248,0.1021039603960396,0.07487623762376237,0.28465346534653463,0.34282178217821785,0.19554455445544555,2.35,0.16052814454482278,0.22585128561501042,0.24878387769284224,0.334954829742877,0.719059405940594,0.043316831683168314,0.012376237623762377,0.0049504950495049506,0.005569306930693069,0.005569306930693069,0.0018564356435643563,0.004331683168316832,0.0049504950495049506,0.0037128712871287127,0.003094059405940594,0.0018564356435643563,0.0,0.0006188118811881188,0.0012376237623762376,0.0012376237623762376,0.009282178217821782,0.003094059405940594,0.0,0.009900990099009901,0.0024752475247524753,0.013613861386138614,0.008044554455445545,0.011138613861386138,0.006188118811881188,0.004331683168316832,0.0,0.006806930693069307,0.0037128712871287127,0.006806930693069307,0.0012376237623762376,0.0006188118811881188,0.0006188118811881188,0.017326732673267328,0.024752475247524754,0.012376237623762377,0.018564356435643563,0.0,0.0006188118811881188,0.0,0.0,0.008044554455445545,0.0
03_005,03,11,005,2.0792435688086877,2,1,0,1,0,0,0,3,0,11,0,0,1,2,1,1,2,22,63.81818181818182,23.13888888888889,9.733333333333333,0.510586319218241,0.11237785016286644,0.06840390879478828,0.252442996742671,0.32247557003257327,0.24429967426710097,2.27,0.19025735294117646,0.2261029411764706,0.22334558823529413,0.32077205882352944,0.7060260586319218,0.03175895765472313,0.009771986970684038,0.006514657980456026,0.008143322475570033,0.005700325732899023,0.004885993485342019,0.003257328990228013,0.006514657980456026,0.005700325732899023,0.0024429967426710096,0.005700325732899023,0.0016286644951140066,0.0008143322475570033,0.0,0.0008143322475570033,0.03257328990228013,0.0,0.0016286644951140066,0.008143322475570033,0.003257328990228013,0.015472312703583062,0.003257328990228013,0.009771986970684038,0.0024429967426710096,0.004885993485342019,0.006514657980456026,0.0016286644951140066,0.0024429967426710096,0.004071661237785016,0.005700325732899023,0.0008143322475570033,0.0,0.024429967426710098,0.0016286644951140066,0.004071661237785016,0.024429967426710098,0.006514657980456026,0.0008143322475570033,0.0016286644951140066,0.0024429967426710096,0.013029315960912053,0.0016286644951140066
03_006,03,11,006,1.9388461172495355,1,1,0,0,0,1,0,1,1,3,1,0,0,1,0,0,0,19,74.47368421052632,44.75328947368421,9.533333333333333,0.5049435028248588,0.1172316384180791,0.08968926553672317,0.2733050847457627,0.3707627118644068,0.14901129943502825,2.55,0.18211120064464142,0.2264302981466559,0.2602739726027397,0.30942788074133765,0.6504237288135594,0.04590395480225989,0.01694915254237288,0.011299435028248588,0.005649717514124294,0.005649717514124294,0.00211864406779661,0.006355932203389831,0.0007062146892655367,0.002824858757062147,0.0014124293785310734,0.00423728813559322,0.005649717514124294,0.0007062146892655367,0.006355932203389831,0.002824858757062147,0.01765536723163842,0.00211864406779661,0.00211864406779661,0.005649717514124294,0.007062146892655367,0.007768361581920904,0.00423728813559322,0.009887005649717515,0.00211864406779661,0.015536723163841809,0.002824858757062147,0.009887005649717515,0.002824858757062147,0.006355932203389831,0.0014124293785310734,0.0007062146892655367,0.0007062146892655367,0.015536723163841809,0.016242937853107344,0.020480225988700564,0.04025423728813559,0.0035310734463276836,0.0,0.0,0.00211864406779661,0.012005649717514125,0.0
03_007,03,11,007,1.8222991884934796,5,0,1,0,1,0,0,1,0,4,0,0,0,0,0,1,0,43,67.25581395348837,25.175802879291254,9.606060606060606,0.5196195005945303,0.11474435196195006,0.09096313912009513,0.25148632580261593,0.35612366230677767,0.18668252080856124,2.48,0.22154471544715448,0.2567750677506775,0.22425474254742547,0.26287262872628725,0.6991676575505351,0.03151010701545779,0.022592152199762187,0.01070154577883472,0.0035671819262782403,0.0077288941736028535,0.0035671819262782403,0.0023781212841854932,0.0005945303210463733,0.0035671819262782403,0.002972651605231867,0.0,0.0011890606420927466,0.002972651605231867,0.0017835909631391202,0.0017835909631391202,0.011890606420927468,0.0005945303210463733,0.0005945303210463733,0.01248513674197384,0.005945303210463734,0.005945303210463734,0.005945303210463734,0.0047562425683709865,0.0011890606420927466,0.004161712247324614,0.005945303210463734,0.014268727705112961,0.0017835909631391202,0.007134363852556481,0.0,0.0011890606420927466,0.0005945303210463733,0.03745541022592152,0.0023781212841854932,0.04399524375743163,0.008323424494649227,0.0047562425683709865,0.0005945303210463733,0.0,0.0017835909631391202,0.0,0.0
03_008,03,11,008,1.7123053493157934,4,0,2,0,0,0,1,1,0,7,1,0,1,4,0,0,0,22,88.5,22.256277056277057,9.833333333333334,0.5243478260869565,0.11217391304347826,0.0808695652173913,0.2817391304347826,0.34,0.18521739130434783,2.25,0.23054187192118228,0.22167487684729065,0.24630541871921183,0.270935960591133,0.6956521739130435,0.0408695652173913,0.010434782608695653,0.00782608695652174,0.004347826086956522,0.006956521739130435,0.0008695652173913044,0.0,0.0,0.0052173913043478265,0.0008695652173913044,0.0008695652173913044,0.0017391304347826088,0.00608695652173913,0.0,0.0026086956521739132,0.023478260869565216,0.0026086956521739132,0.0034782608695652175,0.013043478260869565,0.00608695652173913,0.004347826086956522,0.0008695652173913044,0.0026086956521739132,0.0034782608695652175,0.004347826086956522,0.004347826086956522,0.030434782608695653,0.004347826086956522,0.00608695652173913,0.0052173913043478265,0.0008695652173913044,0.0017391304347826088,0.036521739130434785,0.0017391304347826088,0.01217391304347826,0.00608695652173913,0.006956521739130435,0.0,0.0,0.0,0.009565217391304347,0.0
03_009,03,11,009,1.6085268764904803,8,2,2,2,2,0,1,2,1,10,1,2,0,4,0,0,0,16,67.5625,24.690104166666664,9.4375,0.5363349131121643,0.09636650868878358,0.08056872037914692,0.2914691943127962,0.33096366508688785,0.20063191153238547,2.46,0.1629760850310009,0.23649247121346323,0.2382639503985828,0.32772364924712133,0.7045813586097947,0.038704581358609796,0.01579778830963665,0.007898894154818325,0.004739336492890996,0.004739336492890996,0.0007898894154818325,0.001579778830963665,0.0039494470774091624,0.0007898894154818325,0.004739336492890996,0.0,0.00315955766192733,0.001579778830963665,0.00315955766192733,0.0,0.001579778830963665,0.0007898894154818325,0.0,0.02527646129541864,0.01263823064770932,0.007898894154818325,0.009478672985781991,0.008688783570300158,0.007898894154818325,0.001579778830963665,0.007898894154818325,0.004739336492890996,0.00631911532385466,0.0007898894154818325,0.0,0.005529225908372828,0.0,0.010268562401263823,0.018167456556082148,0.02764612954186414,0.01579778830963665,0.008688783570300158,0.0,0.0,0.0007898894154818325,0.00631911532385466,0.0007898894154818325
03_010,03,11,010,1.558614232824314,15,4,3,2,0,0,1,0,1,18,1,0,0,10,1,0,0,49,77.28571428571429,24.252915451895042,9.666666666666666,0.47564169722367733,0.10110005238344683,0.1105290728129911,0.28496595075956,0.36982713462545835,0.13357778941854373,2.99,0.19706744868035192,0.25806451612903225,0.23049853372434018,0.2850439882697947,0.6013619696176008,0.03300157150340492,0.016238868517548456,0.010476689366160294,0.0010476689366160294,0.010476689366160294,0.011524358302776323,0.003666841278156103,0.003143006809848088,0.0041906757464641176,0.001571503404924044,0.005762179151388162,0.0010476689366160294,0.0005238344683080147,0.0020953378732320588,0.001571503404924044,0.03143006809848088,0.008381351492928235,0.0010476689366160294,0.011000523834468309,0.009429020429544265,0.006286013619696176,0.004714510214772132,0.008381351492928235,0.012048192771084338,0.006809848088004191,0.003666841278156103,0.014143530644316397,0.008381351492928235,0.0020953378732320588,0.001571503404924044,0.0010476689366160294,0.001571503404924044,0.028810895756940808,0.022001047668936617,0.018334206390780514,0.024096385542168676,0.00890518596123625,0.0,0.0005238344683080147,0.001571503404924044,0.0026191723415400735,0.0005238344683080147
03_011,03,11,011,1.7028240514359578,5,1,1,0,1,0,0,2,0,4,1,1,0,2,0,0,0,29,67.82758620689656,25.603448275862068,9.521739130434783,0.5039503386004515,0.1281038374717833,0.09255079006772009,0.3211060948081264,0.3397291196388262,0.11851015801354402,2.51,0.2273615635179153,0.23517915309446255,0.2254071661237785,0.26905537459283385,0.582392776523702,0.050225733634311515,0.017494356659142212,0.015237020316027089,0.001128668171557562,0.006772009029345372,0.001693002257336343,0.001693002257336343,0.0,0.0039503386004514675,0.002257336343115124,0.000564334085778781,0.001128668171557562,0.0028216704288939053,0.003386004514672686,0.001128668171557562,0.029909706546275394,0.0,0.0028216704288939053,0.013544018058690745,0.0039503386004514675,0.009029345372460496,0.001128668171557562,0.010158013544018058,0.0039503386004514675,0.005079006772009029,0.005079006772009029,0.011286681715575621,0.006772009029345372,0.001693002257336343,0.0039503386004514675,0.001693002257336343,0.002257336343115124,0.05417607223476298,0.0208803611738149,0.03160270880361174,0.034988713318284424,0.022573363431151242,0.003386004514672686,0.0,0.001128668171557562,0.010158013544018058,0.001128668171557562
03_012,03,11,012,1.5291534399468476,10,1,3,3,3,0,2,0,0,33,1,1,0,7,0,2,0,80,77.3875,23.660416666666663,9.515151515151516,0.5137867647058824,0.10110294117647059,0.08639705882352941,0.31893382352941174,0.34191176470588236,0.15165441176470587,2.5,0.19197117858980958,0.22696860524961399,0.2213072568193515,0.3221821924858466,0.6125919117647058,0.058823529411764705,0.017922794117647058,0.013786764705882353,0.0059742647058823525,0.008731617647058824,0.004136029411764706,0.001838235294117647,0.0009191176470588235,0.002297794117647059,0.0027573529411764708,0.001838235294117647,0.006433823529411764,0.001838235294117647,0.002297794117647059,0.0027573529411764708,0.019301470588235295,0.00045955882352941176,0.0013786764705882354,0.013786764705882353,0.0059742647058823525,0.009191176470588236,0.0055147058823529415,0.009650735294117647,0.007352941176470588,0.004595588235294118,0.002297794117647059,0.016544117647058824,0.004136029411764706,0.003676470588235294,0.008272058823529412,0.002297794117647059,0.0009191176470588235,0.03860294117647059,0.011029411764705883,0.027573529411764705,0.02068014705882353,0.008272058823529412,0.0009191176470588235,0.0,0.0,0.0,0.0009191176470588235
03_013,03,11,013,1.6971653385022039,3,3,0,1,1,0,0,1,0,14,0,0,0,4,0,1,0,41,68.17073170731707,22.71829268292683,9.518518518518519,0.5,0.10337323177366703,0.10391730141458107,0.3101196953210011,0.367791077257889,0.1147986942328618,2.43,0.19301470588235295,0.21323529411764705,0.23835784313725492,0.32230392156862747,0.5914036996735582,0.05984766050054407,0.029923830250272034,0.014689880304679,0.002720348204570185,0.008161044613710556,0.01088139281828074,0.007072905331882481,0.001088139281828074,0.001088139281828074,0.005984766050054407,0.0,0.003808487486398259,0.003264417845484222,0.001632208922742111,0.001632208922742111,0.025571273122959738,0.003264417845484222,0.001088139281828074,0.01632208922742111,0.002176278563656148,0.012513601741022852,0.006528835690968444,0.008705114254624592,0.006528835690968444,0.005984766050054407,0.009249183895538629,0.009249183895538629,0.002720348204570185,0.006528835690968444,0.000544069640914037,0.000544069640914037,0.001088139281828074,0.040805223068552776,0.002720348204570185,0.042437431991294884,0.004352557127312296,0.011969532100108813,0.004896626768226333,0.000544069640914037,0.000544069640914037,0.003808487486398259,0.001088139281828074
03_014,03,11,014,1.6327526395120888,8,1,1,1,0,0,1,0,1,15,0,0,0,1,0,0,0,75,78.65333333333334,28.137777777777774,9.74074074074074,0.49265536723163844,0.10677966101694915,0.08813559322033898,0.3214689265536723,0.34519774011299437,0.1384180790960452,2.51,0.2053742802303263,0.2418426103646833,0.2309660908509277,0.28790786948176583,0.6073446327683616,0.05706214689265537,0.02655367231638418,0.00847457627118644,0.0022598870056497176,0.00903954802259887,0.005084745762711864,0.005084745762711864,0.0,0.005649717514124294,0.0022598870056497176,0.0011299435028248588,0.003389830508474576,0.0011299435028248588,0.001694915254237288,0.001694915254237288,0.02711864406779661,0.0062146892655367235,0.003389830508474576,0.0096045197740113,0.003389830508474576,0.014689265536723164,0.006779661016949152,0.0096045197740113,0.001694915254237288,0.0022598870056497176,0.003389830508474576,0.024293785310734464,0.004519774011299435,0.005084745762711864,0.0,0.0005649717514124294,0.002824858757062147,0.04632768361581921,0.002824858757062147,0.03559322033898305,0.015819209039548022,0.001694915254237288,0.0011299435028248588,0.0,0.0005649717514124294,0.0022598870056497176,0.0
03_015,03,11,015,1.4737051713051548,20,5,6,4,2,0,1,0,6,30,2,1,1,10,0,0,0,87,82.14942528735632,27.52701149425288,9.696969696969697,0.5127090301003344,0.1076923076923077,0.09832775919732442,0.2963210702341137,0.3548494983277592,0.142809364548495,2.52,0.18342749529190208,0.23088512241054615,0.22071563088512242,0.3314500941619586,0.5909698996655518,0.05351170568561873,0.021070234113712373,0.02073578595317726,0.0030100334448160534,0.009030100334448161,0.001003344481605351,0.005351170568561873,0.0033444816053511705,0.0016722408026755853,0.001003344481605351,0.0016722408026755853,0.0026755852842809363,0.0016722408026755853,0.004013377926421404,0.004013377926421404,0.009364548494983277,0.0030100334448160534,0.002006688963210702,0.008026755852842809,0.005016722408026756,0.004347826086956522,0.014381270903010033,0.009030100334448161,0.007692307692307693,0.008695652173913044,0.006020066889632107,0.01705685618729097,0.005016722408026756,0.0030100334448160534,0.001003344481605351,0.0023411371237458192,0.001003344481605351,0.05719063545150502,0.03177257525083612,0.023411371237458192,0.012709030100334449,0.008026755852842809,0.00033444816053511704,0.001003344481605351,0.0013377926421404682,0.0,0.0006688963210702341
03_016,03,11,016,1.4164458303463459,9,1,0,1,2,0,0,1,2,24,0,2,0,5,0,0,0,55,126.87272727272727,26.96780303030303,9.714285714285714,0.5238879736408567,0.10543657331136738,0.10049423393739704,0.31795716639209226,0.3385502471169687,0.13756177924217464,2.66,0.20389249304911955,0.23169601482854496,0.24467099165894346,0.28544949026876737,0.5881383855024712,0.04612850082372323,0.018121911037891267,0.009060955518945634,0.004942339373970346,0.011532125205930808,0.004118616144975288,0.009060955518945634,0.0,0.005766062602965404,0.002471169686985173,0.0008237232289950577,0.0016474464579901153,0.0016474464579901153,0.0016474464579901153,0.0008237232289950577,0.019769357495881382,0.0,0.0,0.018121911037891267,0.004942339373970346,0.014827018121911038,0.004942339373970346,0.0032948929159802307,0.002471169686985173,0.01070840197693575,0.0016474464579901153,0.013179571663920923,0.011532125205930808,0.0032948929159802307,0.0016474464579901153,0.0,0.0016474464579901153,0.054365733113673806,0.026359143327841845,0.036243822075782535,0.04118616144975288,0.0008237232289950577,0.0,0.0,0.0,0.0032948929159802307,0.0
03_017,03,11,017,1.622296301235155,3,5,0,1,1,0,3,1,0,16,1,1,0,5,1,0,0,72,79.95833333333333,21.36990740740741,9.573770491803279,0.4892440073755378,0.11309157959434542,0.09711124769514444,0.3177627535341119,0.35095267363245236,0.1210817455439459,2.48,0.19719298245614036,0.21263157894736842,0.2343859649122807,0.32210526315789473,0.5734480639213276,0.05347264904732637,0.024585125998770743,0.017209588199139522,0.003073140749846343,0.01290719114935464,0.0018438844499078057,0.005531653349723417,0.0,0.007990165949600492,0.010448678549477565,0.001229256299938537,0.0036877688998156115,0.0,0.003073140749846343,0.0018438844499078057,0.020282728948985862,0.004917025199754148,0.0,0.014751075599262446,0.007990165949600492,0.006760909649661954,0.002458512599877074,0.0043023970497848806,0.004917025199754148,0.007375537799631223,0.003073140749846343,0.008604794099569761,0.004917025199754148,0.0043023970497848806,0.0018438844499078057,0.0018438844499078057,0.0,0.07191149354640443,0.006146281499692686,0.03872157344806392,0.006146281499692686,0.007990165949600492,0.0043023970497848806,0.0,0.0006146281499692685,0.009834050399508297,0.001229256299938537
03_018,03,11,018,1.5976768212195969,3,1,1,0,1,0,1,2,1,5,0,0,0,4,0,0,0,39,73.74358974358974,25.49145299145299,9.742857142857142,0.4891304347826087,0.11212814645308924,0.09496567505720824,0.2711670480549199,0.33352402745995424,0.18821510297482838,2.72,0.2269180754226268,0.264629388816645,0.235370611183355,0.2425227568270481,0.6779176201372997,0.038901601830663615,0.018306636155606407,0.006864988558352402,0.0011441647597254005,0.004576659038901602,0.006292906178489702,0.005720823798627002,0.0011441647597254005,0.0005720823798627002,0.0005720823798627002,0.0011441647597254005,0.002288329519450801,0.0011441647597254005,0.0,0.0011441647597254005,0.010297482837528604,0.004004576659038902,0.0017162471395881006,0.010869565217391304,0.004576659038901602,0.006292906178489702,0.002860411899313501,0.004576659038901602,0.007437070938215103,0.006292906178489702,0.003432494279176201,0.003432494279176201,0.0011441647597254005,0.002288329519450801,0.002860411899313501,0.0005720823798627002,0.0011441647597254005,0.04977116704805492,0.009153318077803204,0.04290617848970252,0.03775743707093822,0.0005720823798627002,0.0,0.0,0.0005720823798627002,0.002288329519450801,0.0
03_019,03,11,019,1.451550870173915,6,2,0,0,2,0,0,2,0,20,1,1,4,2,2,1,0,62,100.7741935483871,25.07844662058372,9.533333333333333,0.5295969773299748,0.12594458438287154,0.07997481108312343,0.29219143576826195,0.353904282115869,0.14798488664987405,2.66,0.2084241103848947,0.24618736383442266,0.214960058097313,0.29920116194626,0.6164987405541562,0.03841309823677582,0.017632241813602016,0.010705289672544081,0.007556675062972292,0.007556675062972292,0.0031486146095717885,0.005667506297229219,0.006297229219143577,0.0006297229219143577,0.0006297229219143577,0.0,0.0012594458438287153,0.0006297229219143577,0.0012594458438287153,0.004408060453400504,0.02644836272040302,0.0025188916876574307,0.0006297229219143577,0.012594458438287154,0.001889168765743073,0.010075566750629723,0.010705289672544081,0.0069269521410579345,0.005667506297229219,0.007556675062972292,0.0069269521410579345,0.003778337531486146,0.001889168765743073,0.0069269521410579345,0.0025188916876574307,0.0012594458438287153,0.0006297229219143577,0.008816120906801008,0.0069269521410579345,0.07052896725440806,0.0327455919395466,0.011964735516372796,0.0012594458438287153,0.0,0.0006297229219143577,0.0,0.0006297229219143577
