N_neighbourhood,N_district,Neighbourhood,District,Mean_Income_Year,Percentage_Female,Percentage_0_15,Percentage_16_25,Percentage_26_65,Percentage_66_Plus,Points_Daily_Food,Points_Daily_Others,Points_House_Euipment,Points_Clothing,Points_Culture,Points_Vehicles,Points_State_Agents,Points_Education,Points_Finances,Points_Restaurants_Hotels,Points_Health,Points_Departments_Stores,Points_Souvenirs_Thrift_Store,Points_Car_Parks,Points_Esthetics,Points_Sports,Points_Religion,Points_Administration,2017_06_Airbnb_Number,2017_06_Airbnb_Price,2017_06_Airbnb_Price_Person,2017_06_Airbnb_Location_Score,Alone_18_25,Alone_25_64,Alone_65_Plus,Household,Education_None,Education_Elementary_School,Education_Middle_School,Education_High_School,Education_University,Origin_Spain,Origin_italy,Origin_France,Origin_UK,Origin_Romania,Origin_Germany,Origin_Russia,Origin_Ucrany,Origin_Portugal,Origin_Netherlands,Origin_Poland,Origin_Bulgaria,Origin_Sweden,Origin_Belgium,Origin_Ireland,Origin_Greece,Origin_Other_Europe,Origin_Morocco,Origin_Argelia,Origin_Senegal,Origin_Other_Africa,Origin_Bolivia,Origin_Colombia,Origin_Peru,Origin_Ecuator,Origin_Honduras,Origin_Brazil,Origin_Venezuela,Origin_Argentina,Origin_Dominican_Republic,Origin_USA,Origin_Mexico,Origin_Paraguay,Origin_Chile,Origin_Cuba,Origin_Uruguay,Origin_Salvador,Origin_Other_America,Origin_China,Origin_Pakistan,Origin_Philippines,Origin_India,Origin_Bangladesh,Origin_Georgia,Origin_Armenia,Origin_Japan,Origin_Nepal,Origin_Other_Asia,Origin_Oceania
50,8,les roquetes,nou barris,9528.000898011545,0.51783194355356,0.15907633098139834,0.10654265554842848,0.5595894804361771,0.17479153303399614,99,16,8,8,3,0,3,8,8,43,6,0,7,0,24,2,2,0,17,37.411764705882355,18.09803921568627,8.6,0.0014111610006414367,0.05606157793457345,0.09268762026940347,2.65  ,0.045542014111610005,0.27940987812700446,0.27819114817190504,0.1509300833867864,0.07402180885182809,0.7965362411802438,0.005195638229634381,0.001731879409878127,0.0005772931366260423,0.012059012187299552,0.0002565747273893522,0.004810776138550353,0.0059012187299551,0.001475304682488775,0.0001924310455420141,0.001667735728030789,0.0014111610006414367,0.0001924310455420141,0.0,0.0,6.414368184733804e-05,0.0020525978191148174,0.015779345734445158,0.0005131494547787043,0.00032071840923669016,0.008659397049390635,0.005772931366260423,0.005003207184092367,0.004874919820397691,0.0163566388710712,0.05291853752405388,0.0028223220012828735,0.0025016035920461836,0.0014111610006414367,0.005195638229634381,0.00032071840923669016,0.0005131494547787043,0.003527902501603592,0.001475304682488775,0.0007697241821680564,0.0013470173187940988,0.0012828736369467607,0.0020525978191148174,0.007055805003207184,0.01763951250801796,0.0007697241821680564,0.005131494547787043,0.0001924310455420141,0.0018601667735728032,0.0026298909557408595,0.0001924310455420141,0.00032071840923669016,0.0003848620910840282,0.0
51,8,verdun,nou barris,10225.885048166438,0.5346069780620092,0.1385898162389703,0.09244717882295798,0.5490164332550798,0.21994657168299198,57,21,32,39,7,1,7,15,12,50,9,0,8,0,41,2,5,1,21,34.0,19.547619047619047,8.333333333333334,0.001619039909333765,0.07123775601068566,0.12328988909576621,2.44  ,0.05108070913948029,0.2583987695296689,0.26940824091313853,0.17323727029871286,0.09536145065975876,0.8142961223994172,0.006233303650934996,0.0020237998866672064,0.0008095199546668825,0.0042095037642677895,0.0004857119728001295,0.003561887800534283,0.0046142637416012305,0.0012142799320003239,0.000323807981866753,0.00024285598640006476,0.0016999919048004534,8.095199546668825e-05,0.0004857119728001295,8.095199546668825e-05,0.0,0.0023476078685339594,0.009228527483202461,0.001619039909333765,0.0004857119728001295,0.005504735691734802,0.01117137537440298,0.004047599773334413,0.00647615963733506,0.011414231360803044,0.04500930947947867,0.0021857038776005827,0.0021857038776005827,0.001942847891200518,0.010118999433336032,8.095199546668825e-05,0.000971423945600259,0.004128551768801101,0.0021047518821338948,0.0014571359184003885,0.0007285679592001943,0.0012142799320003239,0.001295231927467012,0.010361855419736096,0.010442807415202785,0.001295231927467012,0.0034809358050675947,8.095199546668825e-05,0.00186189589573383,0.006395207641868372,0.0,0.0,0.0012142799320003239,0.0
52,8,la prosperitat,nou barris,11315.346811171321,0.5310546060858691,0.13452574936526582,0.09083330175451892,0.5271514646254121,0.24748948425480313,105,34,32,36,18,2,13,21,15,131,23,0,10,2,93,9,7,0,28,40.285714285714285,16.800595238095237,8.0,0.0013263102050096631,0.05517450452840199,0.10890901511993634,2.47  ,0.056083974383265754,0.24555686081321762,0.2625715260146273,0.18591079616506878,0.10091325931259237,0.8534995642123612,0.0034863011103111147,0.001098942741293721,0.0006442078138618364,0.004698927583462806,0.0009473644321497594,0.00200841259615749,0.003145249914737201,0.0006821023911478268,0.00041684035014589413,0.00037894577285990373,0.0008715752775777787,7.578915457198075e-05,7.578915457198075e-05,0.00011368373185797112,0.0001515783091439615,0.0015915722460115957,0.0065557618704763345,0.0006442078138618364,0.0007199969684338172,0.0053052408200386526,0.009094698548637689,0.00507787335632271,0.005191557088180681,0.010610481640077305,0.02129675243472659,0.00401682519231498,0.0020463071734434803,0.0022357800598734323,0.005115767933608701,0.000303156618287923,0.0008336807002917883,0.0023115692144454127,0.0014399939368676343,0.0014778885141536245,0.0012884156277236727,0.0017431505551555573,0.0009852590094357498,0.013755731554814505,0.006745234756906287,0.0007957861230057979,0.003145249914737201,0.000606313236575846,0.0030694607601652203,0.00810943953920194,0.0001515783091439615,0.0,0.001705255977869567,3.789457728599037e-05
53,8,la trinitat nova,nou barris,8902.53973281917,0.5243079465638342,0.15617683514667402,0.10301611348299132,0.5610797410824955,0.17972731028783914,26,6,0,1,1,0,0,4,1,11,4,0,0,0,5,0,2,4,8,31.0,13.5625,7.833333333333333,0.0019281090758848643,0.06514254234953863,0.11458476793830051,2.54  ,0.05412477620162512,0.27337832254510397,0.2923839691502548,0.1436441261534224,0.06307671119680484,0.8136620300234128,0.003580773998071891,0.0005508883073956756,0.0006886103842445945,0.005784327227654593,0.0008263324610935132,0.006197493458201349,0.006610659688748106,0.00123949869164027,0.0002754441536978378,0.0004131662305467566,0.0,0.0,0.0002754441536978378,0.0,0.0,0.0015149428453381077,0.01707753752926594,0.0017903869990359455,0.0016526649221870265,0.012394986916402699,0.005646605150805674,0.0044071064591654045,0.00495799476656108,0.011706376532158105,0.020107423219942158,0.0020658311527337833,0.0019281090758848643,0.0009640545379424321,0.0075747142266905385,0.0,0.0001377220768489189,0.003443051921222972,0.0006886103842445945,0.0009640545379424321,0.0019281090758848643,0.0019281090758848643,0.0020658311527337833,0.00495799476656108,0.02368819721801405,0.0,0.008814212918330809,0.0,0.003305329844374053,0.015011706376532158,0.0,0.0,0.0005508883073956756,0.0
54,8,torre baro,nou barris,8140.558823529412,0.5052521008403361,0.19992997198879553,0.12324929971988796,0.5581232492997199,0.11869747899159663,4,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,2,3,7,39.57142857142857,19.023809523809522,8.833333333333334,0.0010504201680672268,0.04586834733893557,0.06407563025210083,3.04  ,0.0350140056022409,0.29516806722689076,0.2552521008403361,0.1169467787114846,0.06932773109243698,0.8259803921568627,0.005252100840336135,0.00035014005602240897,0.00035014005602240897,0.005252100840336135,0.0007002801120448179,0.0028011204481792717,0.0024509803921568627,0.005252100840336135,0.00035014005602240897,0.0021008403361344537,0.0021008403361344537,0.00035014005602240897,0.00035014005602240897,0.0,0.0,0.003851540616246499,0.04096638655462185,0.0028011204481792717,0.0035014005602240898,0.01330532212885154,0.012605042016806723,0.005252100840336135,0.0056022408963585435,0.008753501400560224,0.011554621848739496,0.003851540616246499,0.004201680672268907,0.0017507002801120449,0.0035014005602240898,0.0010504201680672268,0.0010504201680672268,0.004551820728291317,0.0014005602240896359,0.0014005602240896359,0.0007002801120448179,0.0007002801120448179,0.0,0.0010504201680672268,0.008753501400560224,0.0017507002801120449,0.0,0.0014005602240896359,0.0,0.0010504201680672268,0.0,0.0,0.0010504201680672268,0.0
55,8,ciutat meridiana,nou barris,7770.36143879327,0.5080255269773738,0.17501450396441695,0.11603171533552505,0.5344227422162058,0.17453103848385226,30,7,3,5,3,0,1,6,8,18,3,1,2,1,12,3,3,3,11,32.90909090909091,21.181818181818183,8.2,0.0007735447689035003,0.04283504157803133,0.0775478630825759,2.87  ,0.033842583639528134,0.3109649970992071,0.2765422548830013,0.1342100174047573,0.05405144072713208,0.7173660800618836,0.0025140204989363758,0.00038677238445175013,0.0005801585766776252,0.007445368400696191,0.00038677238445175013,0.0058015857667762525,0.005221427190098627,0.0011603171533552505,0.0010636240572423129,0.0022239412105975634,0.0007735447689035003,9.669309611293753e-05,0.0,0.00019338619222587506,0.0,0.0013537033455811255,0.033455811255076386,0.0008702378650164379,0.0011603171533552505,0.035873138657899824,0.006188358151228002,0.005511506478437439,0.005994971959002127,0.02639721523883195,0.04747631019145233,0.0028040997872751886,0.0016437826339199381,0.002030555018371688,0.019725391607039258,0.0,0.0004834654805646877,0.0026107135950493134,0.0006768516727905628,0.0005801585766776252,0.0002900792883388126,0.0007735447689035003,0.0016437826339199381,0.004157803132856314,0.043801972539160704,0.0010636240572423129,0.0035776445561786887,0.0002900792883388126,0.002320634306710501,0.0029007928833881262,0.00019338619222587506,0.0002900792883388126,0.0012570102494681879,0.0
56,8,vallbona,nou barris,8556.0,0.5080174927113703,0.19825072886297376,0.09475218658892129,0.5451895043731778,0.1618075801749271,4,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,2,3,57.333333333333336,14.38095238095238,7.0,0.0029154518950437317,0.0728862973760933,0.09037900874635568,2.89  ,0.04591836734693878,0.29518950437317787,0.2747813411078717,0.10276967930029154,0.06924198250728864,0.880466472303207,0.0014577259475218659,0.0029154518950437317,0.0007288629737609329,0.0007288629737609329,0.0007288629737609329,0.002186588921282799,0.0036443148688046646,0.004373177842565598,0.0007288629737609329,0.0029154518950437317,0.002186588921282799,0.0,0.0014577259475218659,0.0,0.0,0.002186588921282799,0.018950437317784258,0.002186588921282799,0.0007288629737609329,0.0,0.008017492711370262,0.00510204081632653,0.0029154518950437317,0.002186588921282799,0.0058309037900874635,0.002186588921282799,0.0007288629737609329,0.0,0.002186588921282799,0.0007288629737609329,0.0,0.0007288629737609329,0.0,0.004373177842565598,0.0,0.0,0.004373177842565598,0.010932944606413994,0.025510204081632654,0.0,0.0007288629737609329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,9,la trinitat vella,sant andreu,8795.34528698788,0.48442351998397276,0.174496644295302,0.1134929379945908,0.5643594109986978,0.1476510067114094,27,11,1,3,2,0,2,8,3,31,2,0,4,0,14,4,3,1,6,57.666666666666664,26.95555555555556,8.0,0.001602724631874186,0.05228889111489532,0.07833316638285084,2.87  ,0.03435840929580287,0.2852849844736051,0.2641490533907643,0.14895322047480716,0.07753180406691375,0.7217269357908445,0.005509365922067515,0.0009015326054292297,0.00020034057898427325,0.013623159370930582,0.0006010217369528198,0.0037063007112090552,0.0036061304217169187,0.0006010217369528198,0.000801362315937093,0.00020034057898427325,0.0010017028949213663,0.00010017028949213663,0.000801362315937093,0.0,0.00020034057898427325,0.002704597816287689,0.048983271561654815,0.0048081738956225585,0.001602724631874186,0.01372332966042272,0.005910047080036061,0.005809876790543925,0.00951617750175298,0.01632775718721827,0.009616347791245117,0.003505960132224782,0.0012020434739056396,0.0023039166583191427,0.0074126014224181105,0.0003005108684764099,0.0004006811579685465,0.0026044275267955524,0.0010017028949213663,0.0009015326054292297,0.001602724631874186,0.0017028949213663228,0.001602724631874186,0.006611239106481018,0.07953520985675648,0.0010017028949213663,0.008414304317339477,0.0005008514474606832,0.004207152158669738,0.0024040869478112793,0.0,0.0,0.002504257237303416,0.0
58,9,baro de viver,sant andreu,8664.656557699882,0.5143757384797164,0.18274911382434028,0.11421819614021268,0.5533674675068925,0.14966522252855455,5,2,1,0,0,0,0,4,0,6,1,0,0,0,0,3,2,0,2,92.5,24.5,0.0,0.0015754233950374162,0.06971248523040567,0.1063410791650256,2.62  ,0.038991729027176056,0.2906656163844033,0.29893658920834976,0.12012603387160299,0.04765655769988184,0.8849940921622687,0.0015754233950374162,0.0,0.0007877116975187081,0.006301693580149665,0.0007877116975187081,0.0070894052776683735,0.0023631350925561244,0.0019692792437967705,0.0007877116975187081,0.00039385584875935406,0.0007877116975187081,0.0,0.0,0.0,0.00039385584875935406,0.0,0.024419062623079954,0.0145726664040961,0.0,0.0011815675462780622,0.005120126033871603,0.0023631350925561244,0.009058684521465145,0.004332414336352895,0.0035447026388341868,0.0023631350925561244,0.0015754233950374162,0.0015754233950374162,0.0023631350925561244,0.00039385584875935406,0.0,0.0015754233950374162,0.0,0.0007877116975187081,0.00039385584875935406,0.0,0.00039385584875935406,0.0031508467900748325,0.0035447026388341868,0.0,0.0019692792437967705,0.0,0.0031508467900748325,0.0015754233950374162,0.0,0.0,0.0023631350925561244,0.0
59,9,el bon pastor,sant andreu,11139.770143312102,0.5025477707006369,0.18773885350318473,0.09148089171974522,0.549124203821656,0.171656050955414,57,35,33,96,19,26,3,8,8,102,3,3,6,1,24,4,3,3,13,50.38461538461539,22.134615384615383,7.0,0.0013535031847133757,0.048805732484076436,0.08065286624203821,2.82  ,0.032245222929936306,0.2376592356687898,0.258359872611465,0.16528662420382165,0.10406050955414013,0.8697452229299363,0.0031847133757961785,0.001035031847133758,0.00023885350318471338,0.006687898089171975,0.0011942675159235668,0.0027070063694267514,0.003980891719745223,0.0025477707006369425,7.961783439490445e-05,0.0008757961783439491,0.001035031847133758,7.961783439490445e-05,0.0003184713375796178,0.0001592356687898089,0.0001592356687898089,0.003264331210191083,0.012420382165605096,0.0014331210191082802,0.0007961783439490446,0.005971337579617835,0.010031847133757961,0.004856687898089172,0.0035828025477707007,0.007404458598726115,0.00804140127388535,0.001910828025477707,0.0017515923566878981,0.0017515923566878981,0.0022292993630573248,0.00023885350318471338,0.00047770700636942675,0.0015127388535031848,0.0003184713375796178,0.0007961783439490446,0.0007961783439490446,0.0011146496815286624,0.0006369426751592356,0.007165605095541401,0.016480891719745223,0.0006369426751592356,0.005015923566878981,0.0005573248407643312,0.0013535031847133757,0.004538216560509554,0.0003184713375796178,7.961783439490445e-05,0.00023885350318471338,0.0
60,9,sant andreu,sant andreu,14985.284560096532,0.528356329678401,0.14383645489043947,0.08343388769389504,0.5666019621216095,0.20612769529405592,211,81,64,112,45,6,31,93,37,243,86,0,12,4,155,20,5,12,72,54.72222222222222,21.923908730158733,9.101694915254237,0.0011891646118601682,0.06655824283440882,0.10802161481559204,2.43  ,0.0235909273735201,0.16506654075511953,0.2130003672420125,0.2365738069006523,0.20607523214941503,0.9239284402707099,0.005858384484899358,0.0018012346326705488,0.0011017260374586854,0.0025357186576430058,0.0008918734588951262,0.001836210062431142,0.0023433537939597433,0.000856898029134533,0.0004371928720074148,0.0004022174422468216,0.0006995085952118637,0.00017487714880296592,0.0002098525785635591,0.00010492628928177955,0.00010492628928177955,0.001923648636832625,0.004162076141510589,0.0006995085952118637,0.00047216830176800796,0.0018187223475508456,0.0033051781123760557,0.0036199569802213946,0.003882272703425843,0.0031303009635730897,0.003410104401657835,0.001836210062431142,0.0026931080915656752,0.0014864557648252104,0.0019411363517129216,0.0005770945910497876,0.0006995085952118637,0.0013640417606631341,0.0009793120332966092,0.0011367014672192784,0.0006645331654512704,0.00034975429760593184,0.0007169963100921603,0.007432278824126052,0.0037073955546228776,0.00029729115296504204,0.0008044348844936432,0.0002098525785635591,0.0017312837731493626,0.0006120700208103807,0.00027980343808474547,0.00010492628928177955,0.0012766031862616511,6.995085952118637e-05
61,9,la sagrera,sant andreu,14148.65788749828,0.5324577087058177,0.126839499381103,0.0888804841149773,0.5630587264475313,0.22122129005638838,124,33,31,22,10,3,10,35,15,108,22,2,4,3,48,5,6,4,71,59.80281690140845,23.675385647216636,8.925925925925926,0.0010314949800577637,0.06357447393756017,0.10559070279191309,2.47  ,0.025409159675422913,0.1742538852977582,0.2225966166964654,0.23628111676523175,0.2009696052812543,0.8746045935909779,0.008045660844450558,0.002475587952138633,0.0012377939760693166,0.004504194746252235,0.0011690276440654655,0.003954064090221428,0.002956952276165589,0.0010658781460596892,0.0007908128180442855,0.0009627286480539128,0.0012377939760693166,0.00010314949800577637,0.00037821482602118004,0.0003438316600192546,0.0005157474900288818,0.002303672122129006,0.004125979920231055,0.0005157474900288818,0.0006876633200385092,0.0013409434740750928,0.005879521386329253,0.0059826708843350295,0.009214688488516023,0.006876633200385091,0.0056732223903177,0.0014440929720808693,0.0033351671021867695,0.002475587952138633,0.004916792738275341,0.0006876633200385092,0.001203410810067391,0.002338055288130931,0.0015128593040847202,0.0011002613120616146,0.0009283454820519873,0.0009283454820519873,0.0009971118140558383,0.01605693852289919,0.003232017604180993,0.0009971118140558383,0.0011002613120616146,0.00013753266400770182,0.003094484940173291,0.0020629899601155273,0.0005845138220327327,0.00013753266400770182,0.0018566909641039746,3.4383166001925455e-05
62,9,el congres i els indians,sant andreu,14032.197931425333,0.5416548597336356,0.13332388778690848,0.0911731368659677,0.5519268914706715,0.22357608387645225,45,20,22,16,9,2,14,30,9,85,22,0,3,0,41,5,4,0,52,48.75,20.489102564102566,8.710526315789474,0.0011334655709832814,0.0668744686880136,0.12843581751204308,2.39  ,0.031241144800226692,0.16045621989232078,0.212949844148484,0.23986965145933692,0.20919523944460186,0.8693680929441768,0.00892604137149334,0.0026919807310852935,0.0015585151601020118,0.006871635024086144,0.0019127231510342874,0.004675545480306036,0.003187871918390479,0.0012043071691697365,0.0004250495891187305,0.000850099178237461,0.0020544063474071976,0.0003542079909322754,0.00028336639274582036,0.0003542079909322754,7.084159818645509e-05,0.002479455936525928,0.006092377444035137,0.0004250495891187305,0.0005667327854916407,0.001700198356474922,0.00850099178237461,0.005596486256729952,0.0067299518277132335,0.005525644658543496,0.005100595069424767,0.0014168319637291016,0.0036837631056956645,0.002479455936525928,0.003471238311136299,0.0005667327854916407,0.0009917823746103712,0.005171436667611221,0.0009917823746103712,0.0018418815528478323,0.0003542079909322754,0.0007792575800510059,0.0012043071691697365,0.014947577217342023,0.003258713516576934,0.00014168319637291018,0.0011334655709832814,0.0013459903655426467,0.006092377444035137,0.002479455936525928,0.0003542079909322754,0.0,0.0012751487673561916,7.084159818645509e-05
63,9,navas,sant andreu,14373.434226580504,0.5319716209498848,0.12616928013014597,0.08902345338695829,0.5551990600569389,0.2296082064259569,70,22,42,25,16,7,12,14,6,96,15,0,11,3,54,3,2,1,79,53.50632911392405,21.045705244122964,9.102941176470589,0.0009489809751909259,0.059333905734556464,0.11103077409733833,2.46  ,0.023814903520267522,0.16281802160061457,0.21379185683944146,0.24420443761579827,0.21871751999638483,0.8593700573907542,0.010032084594875503,0.0032084594875502735,0.0015816349586515433,0.005965023272628677,0.0015816349586515433,0.003479596909033395,0.003615165619774956,0.001807582809887478,0.0006778435537078042,0.0015364453884043562,0.0008134122644493651,0.0003163269917303086,0.00040670613222468254,9.03791404943739e-05,0.0003615165619774956,0.0022594785123593473,0.005061231867684938,0.0004970852727190564,0.001672014099145917,0.0023046680826065346,0.008811966198201454,0.005513127570156808,0.010348411586605811,0.004609336165213069,0.003524786479280582,0.002485426363595282,0.0032536490577974603,0.00266618464458403,0.005693885851145556,0.0009489809751909259,0.0009941705454381128,0.0023498576528537215,0.0020787202313706,0.0018979619503818519,0.0014008766776627954,0.0006326539834606173,0.000903791404943739,0.02295630168557097,0.003344028198291834,0.000903791404943739,0.0014912558181571693,9.03791404943739e-05,0.0019883410908762256,0.0022142889421121604,0.0009941705454381128,4.518957024718695e-05,0.0028017533553255907,0.00013556871074156085
64,10,el camp de l'arpa del clot,sant marti,14871.06018130371,0.532435548103123,0.11569901488157619,0.08549046321525886,0.5776828757073988,0.22112764619576608,152,64,50,63,28,7,22,37,23,204,42,0,8,8,133,8,5,3,303,66.8976897689769,23.156934622033624,9.06276150627615,0.0015719974848040243,0.0780496751205198,0.12780339551456718,2.35  ,0.02255816390693775,0.1541343533850346,0.20084887864179418,0.23768601970236847,0.2619209809264305,0.839079857472228,0.0172657723747642,0.0069691888492978415,0.004008593586250262,0.0037727939635296584,0.003641794173129323,0.003694194089289457,0.002855795430727311,0.0024365961014462378,0.001440997694403689,0.0017815971494445609,0.0008645986166422134,0.0007597987843219451,0.0009693984489624817,0.0006811989100817438,0.0007597987843219451,0.004113393418570531,0.0086721861245022,0.0009431984908824146,0.0006549989520016768,0.0020697966883252987,0.008383986585621462,0.007073988681618109,0.008803185914902536,0.005318591490253616,0.0029605952630475793,0.003353594634248585,0.005580591071054286,0.004349193041291134,0.004977992035212744,0.0012313980297631523,0.002122196604485433,0.0018601970236847621,0.002934395304967512,0.0019125969398448963,0.0015719974848040243,0.00039299937120100607,0.0015981974428840914,0.01637497380004192,0.006130790190735695,0.0016243974009641584,0.0013361978620834206,0.0009693984489624817,0.0015195975686438901,0.0012313980297631523,0.000733598826241878,0.0007859987424020121,0.0024627960595263046,0.00013099979040033535
65,10,el clot,sant marti,14432.856836421466,0.5215059728540257,0.13480528126040164,0.09626835311956804,0.5846000221901697,0.18432634342986057,134,38,36,38,20,9,16,37,14,135,14,0,7,1,66,10,4,2,161,62.13664596273292,25.78148476782017,9.142857142857142,0.0015533118828359037,0.06350086911498207,0.10177891194200969,2.51  ,0.021524464662154665,0.15751322164281223,0.21369133473871074,0.23421724176189948,0.22615481341765598,0.8571322903953549,0.014312659491845113,0.005917378601279633,0.0029217056843818187,0.00532564074115167,0.0023299678242538553,0.0036983616257997708,0.003143607381929805,0.003661378009541773,0.0008506231739339472,0.0017382299641258922,0.001146492103997929,0.000887606790191945,0.000628721476385961,0.00011095084877399312,0.00025888531380598395,0.004179148637153741,0.010799215947335331,0.0006657050926439587,0.0005177706276119679,0.00177521358038389,0.004770886497281704,0.004696919264765708,0.004659935648507711,0.004068197788379748,0.00403121417212175,0.003920263323347757,0.0041051814046377455,0.003328525463219794,0.002662820370575835,0.0013314101852879175,0.0022190169754798626,0.002773771219349828,0.002773771219349828,0.0007766559414179519,0.0010355412552239358,7.396723251599541e-05,0.0011095084877399313,0.017012463478678946,0.005177706276119679,0.0007396723251599541,0.0011834757202559265,0.0006657050926439587,0.0025888531380598395,0.0012204593365139243,0.0005177706276119679,0.00011095084877399312,0.002145049742963867,7.396723251599541e-05
66,10,el parc i la llacuna del poblenou,sant marti,15252.26582529404,0.5167173252279635,0.13122769922029867,0.09435707678075855,0.5993128056032774,0.1751024183956654,48,29,22,54,10,9,4,26,7,169,8,1,5,8,20,6,5,10,302,82.8907284768212,27.907789037673147,9.114285714285714,0.002378749834809039,0.0816043346108101,0.11735165851724594,2.47  ,0.01883176952557156,0.1395533236421303,0.1762917933130699,0.22796352583586627,0.29932602088013743,0.7867054314787895,0.030725518699616757,0.013017047707149464,0.007070173120126867,0.004757499669618078,0.006211180124223602,0.006805867582925862,0.0032377428307123032,0.003105590062111801,0.00303951367781155,0.0033038192150125546,0.0033698955993128055,0.002180520681908286,0.0013876040703052729,0.0015858332232060262,0.0011893749174045195,0.010175763182238668,0.010704374256640677,0.0010572221488040175,0.0015858332232060262,0.003964583058015066,0.002114444297608035,0.005814721818422096,0.004955728822518832,0.0033038192150125546,0.0011232985331042686,0.0060790273556231,0.0032377428307123032,0.00548433989692084,0.002378749834809039,0.005682569049821594,0.0033038192150125546,0.00303951367781155,0.0033698955993128055,0.0013215276860050217,0.0013215276860050217,0.00046253469010175765,0.0018501387604070306,0.02233381789348487,0.006343332892824105,0.001453680454605524,0.002114444297608035,0.0,0.0019162151447072817,0.00033038192150125544,0.001453680454605524,0.0,0.007664860578829127,0.00046253469010175765
67,10,la vila olimpica del poblenou,sant marti,22242.166969147005,0.5103021244795559,0.1715597309704281,0.1282160777196541,0.5809757659869755,0.11924842532294225,26,10,2,9,7,2,10,26,11,111,9,0,1,2,15,5,1,6,184,154.97282608695653,34.46722249670619,9.35031847133758,0.0016013664994128324,0.06715063520871144,0.08551297106864525,2.67  ,0.0054446460980036296,0.05401942991352621,0.10515640012810933,0.2072168250240205,0.43845414753923345,0.8376214369595388,0.0298921746557062,0.017721789260168676,0.007793316963809117,0.0028824596989430983,0.010248745596242127,0.009287925696594427,0.0024554286324330096,0.005231130564748585,0.003736521831963275,0.0029892174655706204,0.0017081242660403543,0.002775701932315576,0.0012810931995302659,0.0007473043663926551,0.001387850966157788,0.012490658695420091,0.002668944165688054,0.0004270310665100886,0.00010675776662752215,0.0009608198996476993,0.0009608198996476993,0.0029892174655706204,0.002135155332550443,0.0006405465997651329,0.0007473043663926551,0.004270310665100886,0.002241913099177965,0.0064054659976513295,0.00032027329988256647,0.0057649193978861965,0.0028824596989430983,0.00032027329988256647,0.0011743354329027437,0.0007473043663926551,0.0008540621330201772,0.00010675776662752215,0.002135155332550443,0.005017615031493541,0.0019216397992953987,0.00032027329988256647,0.001387850966157788,0.0,0.00032027329988256647,0.00032027329988256647,0.0005337888331376108,0.0,0.004163552898473364,0.0007473043663926551
68,10,el poblenou,sant marti,15415.895724374317,0.5141979138965221,0.169429424105428,0.07629347280087463,0.597967083296398,0.1563100197972993,165,52,42,65,41,9,24,66,26,301,50,0,8,5,87,16,5,3,474,90.55485232067511,27.82591671689772,9.337468982630273,0.0014774103950595397,0.0760570871376651,0.11325828088526431,2.49  ,0.02192477026268357,0.1385810950565848,0.17616641550689952,0.21386992878881897,0.2695387524746624,0.8254587359276659,0.028957243743166976,0.013739916674053719,0.008834914162456048,0.0031025618296250334,0.00818485358862985,0.0066187985698667375,0.0025411458795024083,0.0036344295718464675,0.0029252725822178885,0.0023934048399964544,0.001595603226664303,0.0019501817214785924,0.0019206335135774015,0.0006796087817273883,0.0007387051975297699,0.008982655201962002,0.00558461129332506,0.000856898029134533,0.0013592175634547766,0.0010341872765416778,0.003161658245427415,0.003929911650858375,0.001979729929379783,0.0025411458795024083,0.0016842478503678751,0.003989008066660757,0.0037526224034512305,0.004520875808882191,0.0012705729397512041,0.0027479833348107436,0.0022161155925893095,0.0015069586029607305,0.002275212008391691,0.0010341872765416778,0.0007387051975297699,0.00023638566320952634,0.0013592175634547766,0.012055668823685844,0.011376060041958454,0.0005023195343202435,0.0018319888898738292,0.0004136749106166711,0.0006796087817273883,0.0010341872765416778,0.0004432231185178619,0.00011819283160476317,0.0033684957007357502,0.0006205123659250067
69,10,diagonal mar i el front maritim del poblenou,sant marti,17323.097292537972,0.5084745762711864,0.205077408467239,0.06596228630126935,0.5883043510162155,0.14065595421527624,36,22,7,74,11,0,5,18,9,127,12,0,3,0,28,7,2,2,154,210.27272727272728,39.30619202226345,9.21359223300971,0.001247340230391078,0.08635996771589992,0.108371854134566,2.50  ,0.018856849365323943,0.10477657935285054,0.14344412649497396,0.1981069777679947,0.32012620148213367,0.8205297527331425,0.02435982096999046,0.014674590945777386,0.005869836378310954,0.0038887666006310073,0.007190549563430919,0.023112480739599383,0.005576344559395407,0.004915987966835424,0.0035952747817154596,0.0025680534155110425,0.001981069777679947,0.0027147993249688166,0.0027881722796977036,0.0006603565925599824,0.00036686477364443465,0.011226062073519701,0.0052094797857509725,0.0015408320493066256,0.00022011886418666079,0.004695869102648764,0.001247340230391078,0.004035512510088781,0.0016142050040355124,0.001027221366204417,0.00014674590945777387,0.00645682001614205,0.005429598649937633,0.004329004329004329,0.00022011886418666079,0.002347934551324382,0.0026414263702399295,0.0009538484114755302,0.0006603565925599824,0.0008804754567466431,0.001027221366204417,0.0,0.0013940861398488518,0.009831975933670849,0.0016142050040355124,0.00036686477364443465,0.002201188641866608,0.0,0.0006603565925599824,0.0006603565925599824,0.0006603565925599824,0.0,0.007337295472888693,0.00036686477364443465
