Tag,N_district,N_neighbourhood,N_section,Distance_Center,POI_Daily_Food,POI_Daily_Others,POI_House_Equipment,POI_Clothing,POI_Culture,POI_Vehicles,POI_State_Agents,POI_Education,POI_Finances,POI_Restaurants_Hotels,POI_Health,POI_Souvenirs_Thrift_Store,POI_Car_Parks,POI_Esthetics,POI_Sports,POI_Religion,POI_Administration,Airbnb_Number,Airbnb_Price,Airbnb_Price_Person,Airbnb_Location_Score,Percentage_Gender_Female,Percentage_Age_0_14,Percentage_Age_15_24,Percentage_Age_25_39,Percentage_Age_40_64,Percentage_Age_65_Plus,Household,Education_None,Education_Primary_School,Education_Middle_School,Education_High_School,Education_University,Nationality_Spain,Nationality_Italy,Nationality_France,Nationality_UK,Nationality_Germany,Nationality_Romania,Nationality_Russia,Nationality_Portugal,Nationality_Ucrany,Nationality_Netherlands,Nationality_Poland,Nationality_Bulgaria,Nationality_Sweden,Nationality_Belgium,Nationality_Greece,Nationality_Ireland,Nationality_Morocco,Nationality_Argelia,Nationality_Senegal,Nationality_Colombia,Nationality_Honduras,Nationality_Peru,Nationality_Venezuela,Nationality_Bolivia,Nationality_Ecuador,Nationality_Argentina,Nationality_Brazil,Nationality_Dominican_Republic,Nationality_Mexico,Nationality_Chile,Nationality_Paraguay,Nationality_Cuba,Nationality_Uruguay,Nationality_China,Nationality_Pakistan,Nationality_Philippines,Nationality_India,Nationality_Bangladesh,Nationality_Georgia,Nationality_Armenia,Nationality_Japan,Nationality_Nepal,Nationality_Oceania
03_001,03,11,001,1.729787433814755,11,1,2,0,0,1,0,0,2,4,1,4,0,5,0,0,0,24,74.875,27.81031746031746,9.65,0.5363583478766725,0.10936591041303083,0.07795229784758581,0.3368237347294939,0.3368237347294939,0.2268760907504363,2.46,0.024967148488830485,0.2049934296977661,0.25229960578186594,0.21156373193166886,0.290407358738502,0.7655613728912158,0.03664921465968586,0.013961605584642234,0.0075625363583478765,0.0017452006980802793,0.0017452006980802793,0.005817335660267597,0.0034904013961605585,0.0011634671320535194,0.0011634671320535194,0.0017452006980802793,0.0,0.0005817335660267597,0.0017452006980802793,0.0,0.0005817335660267597,0.004072134962187318,0.0,0.0005817335660267597,0.005817335660267597,0.005817335660267597,0.0034904013961605585,0.0029086678301337987,0.004072134962187318,0.006399069226294357,0.0075625363583478765,0.0034904013961605585,0.004653868528214078,0.004072134962187318,0.002326934264107039,0.0005817335660267597,0.0,0.004653868528214078,0.02268760907504363,0.02617801047120419,0.015125072716695753,0.004653868528214078,0.0034904013961605585,0.0,0.0,0.0005817335660267597,0.006980802792321117,0.0
03_002,03,11,002,1.8984055876493977,5,1,1,0,0,0,1,2,1,9,1,0,0,3,0,0,0,37,81.13513513513513,24.869707207207206,9.482758620689655,0.515625,0.1078125,0.0734375,0.35833333333333334,0.35833333333333334,0.18541666666666667,2.33,0.028755868544600938,0.20715962441314553,0.23884976525821597,0.24413145539906103,0.2664319248826291,0.6932291666666667,0.035416666666666666,0.01875,0.00625,0.0067708333333333336,0.0020833333333333333,0.003125,0.00625,0.0026041666666666665,0.0046875,0.00625,0.0020833333333333333,0.0005208333333333333,0.0015625,0.0010416666666666667,0.0005208333333333333,0.022916666666666665,0.0015625,0.0005208333333333333,0.014583333333333334,0.0109375,0.007291666666666667,0.0046875,0.0026041666666666665,0.0036458333333333334,0.0046875,0.004166666666666667,0.013541666666666667,0.0015625,0.0026041666666666665,0.0020833333333333333,0.0015625,0.0,0.0046875,0.034895833333333334,0.015104166666666667,0.021875,0.0020833333333333333,0.0026041666666666665,0.0,0.0,0.008854166666666666,0.0010416666666666667
03_003,03,11,003,1.8219752378705534,9,2,3,0,0,0,1,1,1,13,0,1,0,6,0,2,0,32,76.3125,34.20442708333333,9.518518518518519,0.5224751897256276,0.11967308814944541,0.08756567425569177,0.3409223584354933,0.3409223584354933,0.1587857559836544,2.55,0.016722408026755852,0.22675585284280936,0.23879598662207357,0.2334448160535117,0.26755852842809363,0.6444833625218914,0.040280210157618214,0.018096906012842966,0.008756567425569177,0.008172796263864565,0.00642148277875073,0.004086398131932283,0.004086398131932283,0.002918855808523059,0.002335084646818447,0.0035026269702276708,0.0005837711617046118,0.0017513134851138354,0.0017513134851138354,0.0005837711617046118,0.0,0.011675423234092236,0.0017513134851138354,0.0,0.020431990659661413,0.004086398131932283,0.014010507880910683,0.008756567425569177,0.011091652072387624,0.007589025102159953,0.005837711617046118,0.004086398131932283,0.014594279042615295,0.0017513134851138354,0.004086398131932283,0.002335084646818447,0.0017513134851138354,0.0005837711617046118,0.017513134851138354,0.04261529480443666,0.023934617629889084,0.009340338587273789,0.00642148277875073,0.0,0.004086398131932283,0.0,0.0070052539404553416,0.0005837711617046118
03_004,03,11,004,1.9132986133555943,6,2,0,1,0,0,1,3,0,19,0,2,0,1,0,0,1,43,71.4186046511628,24.58773106738223,9.631578947368421,0.5217917675544794,0.1023002421307506,0.07263922518159806,0.33292978208232443,0.33292978208232443,0.19249394673123488,2.4,0.020380434782608696,0.16915760869565216,0.22282608695652173,0.23301630434782608,0.34578804347826086,0.7058111380145279,0.03753026634382567,0.015738498789346248,0.004842615012106538,0.006053268765133172,0.0006053268765133172,0.004842615012106538,0.00423728813559322,0.0018159806295399517,0.0036319612590799033,0.00423728813559322,0.003026634382566586,0.0006053268765133172,0.0,0.0006053268765133172,0.0012106537530266344,0.010290556900726392,0.002421307506053269,0.0,0.014527845036319613,0.002421307506053269,0.006658595641646489,0.012711864406779662,0.009685230024213076,0.0018159806295399517,0.009079903147699757,0.00423728813559322,0.006658595641646489,0.006053268765133172,0.007869249394673124,0.0012106537530266344,0.0006053268765133172,0.0006053268765133172,0.024213075060532687,0.013317191283292978,0.013922518159806295,0.02602905569007264,0.0,0.0,0.0,0.0,0.009079903147699757,0.0
03_005,03,11,005,2.0792435688086877,2,1,0,1,0,0,0,3,0,11,0,0,1,2,1,1,2,22,58.31818181818182,22.79491341991342,9.705882352941176,0.5112,0.1032,0.0784,0.3216,0.3216,0.2392,2.28,0.0297029702970297,0.19801980198019803,0.22592259225922592,0.22592259225922592,0.30603060306030605,0.7128,0.0272,0.0112,0.0064,0.0064,0.0016,0.0072,0.0064,0.0056,0.0016,0.0056,0.0056,0.0,0.0008,0.0008,0.0032,0.0368,0.0,0.0,0.0016,0.0064,0.0032,0.012,0.004,0.0056,0.0064,0.0048,0.0048,0.0048,0.0024,0.0072,0.0008,0.0016,0.0008,0.0328,0.0032,0.0232,0.004,0.0016,0.0016,0.0024,0.012,0.0016
03_006,03,11,006,1.9388461172495355,1,1,0,0,0,1,0,1,1,3,1,0,0,1,0,0,0,22,68.31818181818181,41.973484848484844,9.5625,0.48551724137931035,0.12413793103448276,0.09379310344827586,0.36137931034482756,0.36137931034482756,0.1413793103448276,2.59,0.01746031746031746,0.19682539682539682,0.22380952380952382,0.25317460317460316,0.2968253968253968,0.6524137931034483,0.04275862068965517,0.016551724137931035,0.015862068965517243,0.004827586206896552,0.002758620689655172,0.0034482758620689655,0.005517241379310344,0.0,0.001379310344827586,0.0020689655172413794,0.002758620689655172,0.006206896551724138,0.0020689655172413794,0.0034482758620689655,0.000689655172413793,0.019310344827586208,0.0020689655172413794,0.0034482758620689655,0.004827586206896552,0.004827586206896552,0.005517241379310344,0.00896551724137931,0.000689655172413793,0.002758620689655172,0.006896551724137931,0.009655172413793104,0.005517241379310344,0.0020689655172413794,0.006896551724137931,0.0020689655172413794,0.001379310344827586,0.000689655172413793,0.01793103448275862,0.034482758620689655,0.02,0.04,0.0034482758620689655,0.0,0.000689655172413793,0.0020689655172413794,0.010344827586206896,0.0
03_007,03,11,007,1.8222991884934796,5,0,1,0,1,0,0,1,0,4,0,0,0,0,0,1,0,39,64.41025641025641,24.913354700854704,9.517241379310345,0.5129384703852788,0.12363427257044278,0.08970672800460035,0.34847613571017827,0.34847613571017827,0.17423806785508913,2.54,0.017195767195767195,0.2275132275132275,0.26256613756613756,0.21957671957671956,0.24735449735449735,0.679700977573318,0.0327774583093732,0.020126509488211614,0.008625646923519264,0.008050603795284647,0.0023001725129384704,0.0034502587694077054,0.005175388154111558,0.0011500862564692352,0.0034502587694077054,0.0034502587694077054,0.0005750431282346176,0.0011500862564692352,0.0023001725129384704,0.0011500862564692352,0.0017251293847038527,0.017251293847038527,0.0034502587694077054,0.0005750431282346176,0.009200690051753882,0.005750431282346176,0.007475560667050029,0.0063254744105807935,0.0011500862564692352,0.008050603795284647,0.004600345025876941,0.004600345025876941,0.016101207590569294,0.0011500862564692352,0.006900517538815411,0.0,0.0,0.0005750431282346176,0.0040253018976423235,0.041403105232892465,0.039677975848188614,0.01437607820586544,0.0063254744105807935,0.0034502587694077054,0.0,0.0011500862564692352,0.0,0.0
03_008,03,11,008,1.7123053493157934,4,0,2,0,0,0,1,1,0,7,1,0,1,4,0,0,0,28,74.89285714285714,21.87159863945578,9.65,0.527565733672604,0.11365564037319763,0.07633587786259542,0.3248515691263783,0.3248515691263783,0.1823579304495335,2.3,0.022072936660268713,0.23512476007677544,0.2236084452975048,0.22744721689059502,0.2783109404990403,0.6887192536047498,0.03816793893129771,0.013570822731128074,0.006785411365564037,0.006785411365564037,0.0016963528413910093,0.005089058524173028,0.0,0.0008481764206955047,0.0016963528413910093,0.006785411365564037,0.005089058524173028,0.002544529262086514,0.005089058524173028,0.0033927056827820186,0.0,0.022900763358778626,0.0,0.0016963528413910093,0.008481764206955046,0.005089058524173028,0.0016963528413910093,0.004240882103477523,0.007633587786259542,0.0033927056827820186,0.004240882103477523,0.004240882103477523,0.037319762510602206,0.005937234944868533,0.007633587786259542,0.004240882103477523,0.0008481764206955047,0.0,0.0,0.029686174724342665,0.01102629346904156,0.009329940627650551,0.006785411365564037,0.0,0.0,0.0,0.010178117048346057,0.0
03_009,03,11,009,1.6085268764904803,8,2,2,2,2,0,1,2,1,10,1,2,0,4,0,0,0,14,69.57142857142857,24.425595238095237,9.846153846153847,0.5235008103727715,0.10048622366288493,0.07698541329011345,0.3346839546191248,0.3346839546191248,0.20097244732576985,2.44,0.020871143375680582,0.1823956442831216,0.22686025408348456,0.2395644283121597,0.3139745916515426,0.7188006482982172,0.03322528363047002,0.01539708265802269,0.007293354943273906,0.006482982171799027,0.0016207455429497568,0.008103727714748784,0.0032414910858995136,0.004862236628849271,0.005672609400324149,0.0008103727714748784,0.0,0.0032414910858995136,0.0008103727714748784,0.0016207455429497568,0.0008103727714748784,0.0016207455429497568,0.0008103727714748784,0.0,0.01539708265802269,0.008914100486223663,0.007293354943273906,0.0032414910858995136,0.008914100486223663,0.0032414910858995136,0.008103727714748784,0.004051863857374392,0.004862236628849271,0.005672609400324149,0.0016207455429497568,0.0,0.004862236628849271,0.0,0.017017828200972446,0.017017828200972446,0.03079416531604538,0.01053484602917342,0.009724473257698542,0.0008103727714748784,0.0,0.0,0.009724473257698542,0.0008103727714748784
03_010,03,11,010,1.558614232824314,15,4,3,2,0,0,1,0,1,18,1,0,0,10,1,0,0,55,84.23636363636363,25.96060606060606,9.642857142857142,0.48311156601842375,0.10491299897645855,0.11412487205731832,0.3638689866939611,0.3638689866939611,0.12743091095189354,3.04,0.018443804034582133,0.2201729106628242,0.2489913544668588,0.2270893371757925,0.26628242074927955,0.6141248720573184,0.02968270214943705,0.016376663254861822,0.008700102354145343,0.008188331627430911,0.0127942681678608,0.0005117707267144319,0.00255885363357216,0.0020470829068577278,0.0010235414534288639,0.0035823950870010235,0.005629477993858751,0.0015353121801432957,0.0010235414534288639,0.0015353121801432957,0.0010235414534288639,0.02712384851586489,0.007676560900716479,0.0020470829068577278,0.008700102354145343,0.008188331627430911,0.004605936540429887,0.004605936540429887,0.011770726714431934,0.00511770726714432,0.006141248720573183,0.004605936540429887,0.01330603889457523,0.008188331627430911,0.0015353121801432957,0.0015353121801432957,0.0015353121801432957,0.0,0.02354145342886387,0.0368474923234391,0.021494370522006142,0.022006141248720572,0.009723643807574206,0.0,0.0005117707267144319,0.0015353121801432957,0.00255885363357216,0.0005117707267144319
03_011,03,11,011,1.7028240514359578,5,1,1,0,1,0,0,2,0,4,1,1,0,2,0,0,0,31,61.645161290322584,24.087941628264204,9.818181818181818,0.5,0.12554347826086956,0.09782608695652174,0.3402173913043478,0.3402173913043478,0.12065217391304348,2.56,0.025015634771732333,0.241400875547217,0.233270794246404,0.2257661038148843,0.2551594746716698,0.5934782608695652,0.044021739130434785,0.015217391304347827,0.011956521739130435,0.007608695652173913,0.003260869565217391,0.0010869565217391304,0.002173913043478261,0.0,0.0010869565217391304,0.0016304347826086956,0.0005434782608695652,0.0016304347826086956,0.0016304347826086956,0.0010869565217391304,0.002717391304347826,0.03695652173913044,0.0010869565217391304,0.003260869565217391,0.01141304347826087,0.004347826086956522,0.0010869565217391304,0.005978260869565218,0.005978260869565218,0.004891304347826087,0.005434782608695652,0.004347826086956522,0.01847826086956522,0.003260869565217391,0.0005434782608695652,0.004891304347826087,0.0016304347826086956,0.0010869565217391304,0.017391304347826087,0.043478260869565216,0.03369565217391304,0.035326086956521736,0.03097826086956522,0.002717391304347826,0.0,0.0016304347826086956,0.008695652173913044,0.0010869565217391304
03_012,03,11,012,1.5291534399468476,10,1,3,3,3,0,2,0,0,33,1,1,0,7,0,2,0,68,78.02941176470588,24.81127450980392,9.55813953488372,0.5172257479601088,0.10154125113327289,0.08930190389845875,0.33499546690843157,0.33499546690843157,0.15231187669990934,2.59,0.026409344845099034,0.20924327069578466,0.22854240731335704,0.22194007110208228,0.29659725749111227,0.6210335448776065,0.05213055303717135,0.016772438803263828,0.011332728921124207,0.0077062556663644605,0.004079782411604714,0.004986400725294651,0.003173164097914778,0.00045330915684496827,0.003173164097914778,0.001813236627379873,0.0022665457842248413,0.005439709882139619,0.001813236627379873,0.0013599274705349048,0.00045330915684496827,0.0185856754306437,0.00045330915684496827,0.00045330915684496827,0.014052583862194016,0.006346328195829556,0.004079782411604714,0.009519492293744334,0.006799637352674524,0.004079782411604714,0.007252946509519492,0.003173164097914778,0.016319129646418858,0.003626473254759746,0.004079782411604714,0.011332728921124207,0.0013599274705349048,0.00045330915684496827,0.013599274705349048,0.05485040797824116,0.025385312783318223,0.014959202175883953,0.008612873980054397,0.0009066183136899365,0.0,0.0,0.0,0.0009066183136899365
03_013,03,11,013,1.6971653385022039,3,3,0,1,1,0,0,1,0,14,0,0,0,4,0,1,0,51,63.09803921568628,20.325272331154686,9.631578947368421,0.4898630136986301,0.10849315068493151,0.09917808219178083,0.37095890410958904,0.37095890410958904,0.11835616438356164,2.4,0.019230769230769232,0.20843672456575682,0.22084367245657568,0.22642679900744417,0.3107940446650124,0.6065753424657534,0.05808219178082192,0.0273972602739726,0.014246575342465753,0.007671232876712329,0.011506849315068493,0.001095890410958904,0.004931506849315068,0.0016438356164383563,0.006575342465753425,0.001095890410958904,0.0,0.004931506849315068,0.0027397260273972603,0.0016438356164383563,0.0016438356164383563,0.023561643835616437,0.0032876712328767125,0.000547945205479452,0.01315068493150685,0.002191780821917808,0.004931506849315068,0.004383561643835616,0.006027397260273973,0.008767123287671232,0.006575342465753425,0.004931506849315068,0.009863013698630137,0.001095890410958904,0.007123287671232876,0.001095890410958904,0.0016438356164383563,0.000547945205479452,0.001095890410958904,0.046027397260273974,0.04657534246575343,0.009315068493150684,0.014246575342465753,0.0038356164383561643,0.002191780821917808,0.000547945205479452,0.002191780821917808,0.000547945205479452
03_014,03,11,014,1.6327526395120888,8,1,1,1,0,0,1,0,1,15,0,0,0,1,0,0,0,64,72.984375,25.6015625,9.695652173913043,0.4897959183673469,0.11252068394925538,0.0821842250413679,0.34418091560948705,0.34418091560948705,0.13513513513513514,2.59,0.023139462163852407,0.22388993120700437,0.2320200125078174,0.22951844903064414,0.28142589118198874,0.6188637617209046,0.05570876999448428,0.02592388306674021,0.00827357970215113,0.00882515168229454,0.00441257584114727,0.0011031439602868175,0.003861003861003861,0.0,0.0011031439602868175,0.00441257584114727,0.0011031439602868175,0.002206287920573635,0.0011031439602868175,0.002206287920573635,0.0011031439602868175,0.03254274682846112,0.009928295642581356,0.002206287920573635,0.00441257584114727,0.001654715940430226,0.002206287920573635,0.007722007722007722,0.003309431880860452,0.002206287920573635,0.011031439602868174,0.0011031439602868175,0.019856591285162713,0.007722007722007722,0.004964147821290678,0.0,0.0011031439602868175,0.002206287920573635,0.001654715940430226,0.0568119139547711,0.039713182570325425,0.012134583563154992,0.0011031439602868175,0.003861003861003861,0.0,0.0005515719801434088,0.0027578599007170436,0.0
