Tag,Distance_Center,Nationality_Italy,Nationality_UK,POI_Restaurants_Hotels,Nationality_Spain,Percentage_Age_0_14,Percentage_Age_65_Plus,POI_Souvenirs_Thrift_Store,Intercept
02_087,,,,0.2649706148802395,,,,,
02_088,,,,0.2547400602533672,,,,,
02_089,,,,0.2539080223540681,,,,,
02_090,,,,0.25302294773302325,,,,,
02_091,,,,0.25924690763464975,,,,,
02_092,,,,0.24522202699541004,,,,,
02_093,,,,0.2401157036407608,,,,,
02_094,,,,0.2324814513218434,,,,,
02_095,-0.32508927996860626,,,0.225809347072232,,,,,
02_096,,,,0.23612380624386456,,,,,
02_097,-0.34340166123377713,,,0.24094959241617536,,,,,
02_098,,,,0.25197113449405073,,,,,
02_099,,,,0.2550734641121791,,,,,
02_100,-0.35704182017292113,,,0.26007032851042644,,,,,
02_101,,,,0.27101859785971505,,,,,
02_102,,,,0.27406910555038294,,,,,
02_103,-0.37315285626208133,,,0.2868475273141337,,,,,
02_104,-0.435890335753802,,,0.2942562601339751,,,,,
02_105,,,,0.2862362015063419,,,,,
02_106,,,,0.2836929716823791,,,,,
02_107,-0.3918552096402309,,,0.28776983001164397,,,,,
02_108,-0.4695772632947196,,,0.2911069868178158,,,,,-0.2983741640528245
02_109,-0.5383226485500736,,,0.28755328614496667,,,,,-0.3436302656646611
02_110,-0.504015383839743,,,0.2919203855451155,,,,,-0.2995051400920709
02_111,-0.5361193333337914,,,0.2838551908719372,,,,,-0.3208876421519584
02_112,-0.46439039856796144,,0.2003458479799484,0.26834373270510287,,,,,-0.24853389882733998
02_113,-0.4756203114597616,,,0.27460172919401793,,,,,-0.2515459599927861
02_114,-0.44946151046795146,,,0.27018027926591115,,,,,
02_115,-0.4214613959483636,,,0.27021427613331406,,,,,
02_116,-0.42698181579868627,,,0.28155846248317756,,,,,
02_117,-0.4167848544856878,,,0.28769557216095426,,,,,
02_118,-0.3723076201645621,,,0.26917417082222106,,,,,
02_119,-0.3897917805401998,,,0.2731596404467615,,,,,
02_120,-0.38027206046425527,,,0.2615179047135049,,,,,
02_121,-0.3532489708384731,,,0.2568038227203055,-0.27242222573831676,,,,
02_122,-0.3623233176815929,,,0.24621138323814332,,,,,
02_123,-0.3936463165168398,,,0.25208854505713957,,,,,
02_124,-0.370885227439123,,0.21032250959686993,0.24297450776120186,,,,,
02_125,-0.3618310122364476,,0.21775520403096593,0.2432218498980122,,,,,
02_126,,,0.23057236940991183,0.21707613304667422,,,,,
02_127,,,0.22821909057924178,0.21071877385383359,,,,,
02_128,-0.3244546306157573,,0.20751022698449775,0.22490035674309589,,,,,
02_129,,,0.22704108852795338,0.2026287769909413,,,,,
02_130,,,0.23545893871346965,0.1769399643229341,,,,,
02_131,,,0.2270488797074924,0.17427253072193638,,,,,
02_132,,,0.22076259279019433,0.18875406474515496,,,,,
02_133,,,0.22756045722193044,0.18983938627069666,,,,,
02_134,,,0.21753539372082736,0.2036329054399284,,,,,
02_135,,,0.20969499649439813,0.21116763751365922,,,,,
02_136,-0.30198266203536833,,0.20708918511227034,0.22068859069432747,,,,,
02_137,-0.3082427099547659,,,0.23336108195193928,,,,,
02_138,-0.33168826429396153,,,0.24630033422262568,,,,,
02_139,-0.3405711124472265,,,0.2427041016240436,,,,,
02_140,-0.31588756939901824,,,0.23381068288896326,,,,,
02_141,,,,0.222387542402186,,,,,
02_142,,,,0.21752790321886936,,,,,
02_143,-0.3172276612609444,,,0.2263633702586693,,,,,
02_144,,,,0.2186047593026777,,,,,
02_145,,,,0.2099653853886043,,,,,
02_146,,,,0.20007427766112063,,,,,
02_147,,,0.20414242358006454,0.2095645263795073,,,,,
02_148,,,0.21455634649779223,0.18827724222709852,,,,,
02_149,,,0.2110078785226429,0.18539129413792754,,,,,
02_150,,,0.20899718985935428,0.18202031851042202,,,,,
02_151,,,,0.18898343127152828,,,,,
02_152,,,,0.19624935997679882,,,,,
02_153,,,,0.19541780938878012,,,,,
02_154,,,,0.18946170322514078,,,,,
02_155,,,,0.1972394122803409,,,,,
02_156,,,,0.2046571743702493,,,,,
02_157,,,,0.20180783584207593,,,,,
02_158,,,,0.20388594695095913,,,,,
02_159,,,,0.20548264391272564,,,,,
02_160,,,,0.21488097480495202,,,,,
02_161,,,,0.21183356940641418,,,,,
02_162,,,,0.21729078299475346,,,,,
02_163,,,,0.22492409277884284,,,,,
02_164,,,,0.24286930126519266,,,,,
02_165,,,,0.22722342029593823,,,,,
02_166,,,,0.2262884181647158,,,,,
02_167,,,,0.21085330683416448,,,,,
02_168,,,,0.21959730847591497,,,,,
02_169,,,,0.23260834615404902,,,,,
02_170,,,,0.24351572349633568,,,,,
02_171,,,,0.22729820957506885,,,,,
02_172,,,,0.2253078051326696,,,,,
02_173,,,,0.21282220925987702,,,,,
03_001,,,,0.20017150194296796,,,,,0.26012370547723945
03_002,,,,0.1959816951044312,,,,,0.2593559649074161
03_003,,,,0.1935353873713869,,,,,0.2364849888214146
03_004,,,,0.18813717036461336,,,,,0.2292521814368971
03_005,,,,0.19321815501446343,,,,,0.26118635784714367
03_006,,,,0.20393716211342205,,,,,0.2881025925206866
03_007,,,,0.20435375415295648,,,,,0.2827565321022953
03_008,,,,0.20881176364121784,,,,,0.29251311500200533
03_009,,,,0.2108515080975989,,,,,
03_010,,,,0.2208595275917929,,,,,
03_011,,,,0.217449970089424,,,,,0.3200270992996299
03_012,,,,0.22996233542808533,,,,,0.33905447210868755
03_013,,,,0.22887378995868418,,,,,0.3622440997255182
03_014,,,,0.23684085661873008,,,,,0.3844762704237175
03_015,,,,0.24334227379361117,,,,,0.38898388169417386
03_016,,,,0.258213898144607,,,,,0.4348165437328659
03_017,,,,0.24684520502915355,,,,,0.41885171581643643
03_018,,,,0.25883886291091673,,,,,0.45673538475780845
03_019,,,,0.27300651127492237,,,,,0.4888121611882113
03_020,,,,0.2888998138847918,,,,,0.5146586690461104
03_021,,,,0.2773989593165608,,,,,0.513308157030423
03_022,,,,0.2639045817443051,,,,,0.48849419917662285
03_023,,,,0.23397676197575681,,,,,0.3928853803375007
03_024,,0.26222891990081176,,0.2062806226007304,,,,,0.3112856508457699
03_025,,0.3170287526166255,0.2619292394795919,0.20238246871628363,,,,,0.36539790340039313
03_026,,,0.272023024966635,0.1833603218250712,,,,,0.303308232842547
03_027,,,0.271744221621449,0.17926523872032582,,,,,0.2923359868533036
03_028,,,0.27344417004309557,0.17552250327218794,,,,,0.2873514337771327
03_029,,,0.27441838386363526,0.18066851292095817,,,,,0.3047623128730384
03_030,,,0.27346959026850975,0.18361750687652523,,,,,0.31670084869762916
03_031,,0.2683465672394001,0.2677422509577478,0.18527902768256385,,,,,0.3271194409080161
03_032,,0.2872570512490322,0.26056881858969316,0.1893732918270299,,,,,0.33851821858413966
03_033,,0.25536723583642296,0.27007277209032365,0.1801761823115426,,,,,0.31659429906538794
03_034,,0.25570016934046386,0.2716918472190164,0.18201566688852897,,,,,0.31867951548709594
03_035,,,0.274484105311867,0.1768351550091375,,,,,0.3031582382777074
03_036,,,0.2740085028500212,0.16929921494586223,,,,,0.2765093636905432
03_037,,,0.2730961912376588,0.1762877762814937,,,,,0.30160564487093583
03_038,,0.27467755462978116,0.25750313301872396,0.18222610556166657,,,,,0.32332981782400594
03_039,,,0.2711606268214994,0.1729776169145543,,,,,0.29420989537497855
03_040,,,0.2692015931466585,0.16713971432740585,,,,,0.27377724471175185
03_041,,,0.26446049522657045,0.16480191242649866,,,,,0.26485443512843887
03_042,,,0.24966620993246572,0.1681627902364696,,,,,0.2643398847066483
03_043,,,0.25798548460962245,0.16298254284269578,,,,,0.25886170450289714
03_044,,,0.24636986957930898,0.16230741510915309,,,,,0.2379495293672914
03_045,,,0.2322481998207815,0.17538355402558442,,,,,0.24700343650014242
03_046,,,0.2347649280685814,0.1669466121721821,,,,,0.2222930196290221
03_047,,,0.22804044109784458,0.16401667091881128,,,,,
03_048,,,0.23554214951821995,0.16397242592140762,,,,,
03_049,,,0.23948162462547454,0.15758742942968842,,,,0.10851337738620087,
03_050,,,0.24718846223811966,0.15507702619582558,,,,0.10829558959738082,0.17232469643148418
03_051,,,0.25460565496117815,0.15495081889857876,,,,,0.20425910507067935
03_052,,,0.24890726479020445,0.15507950630008466,,,,,0.20033857766866553
03_053,,,0.2340933143150161,0.1603801529490163,,,,,0.18585128648544275
03_054,,,0.24234258107764395,0.15971188052248753,,,,,0.2138483991433669
03_055,,,0.2536733216997905,0.15820181085984947,,,,,0.2311418781732649
03_056,,,0.2589273212192855,0.1602836953407296,,,,,0.24278774469149822
03_057,,,0.2603859025879592,0.15670637601637843,,,,,0.22372259906488792
03_058,,,0.2663292521309614,0.16046790735342062,,,,,0.24667717514493728
03_059,,,0.26859757263090794,0.1612142929205743,,,,,0.24805311021012522
03_060,,,0.2660279903248302,0.1599734594766825,,,,,0.23432084417265808
03_061,,,0.2690892815233769,0.16241818734482705,,,,,0.24767102359344198
03_062,,,0.2642876713854541,0.1633464856070128,,,,,0.2355571688870227
03_063,,,0.2678693113319745,0.16558334588646734,,,,,0.24990947436872848
03_064,,,0.2663419808291787,0.1696304953361115,,,,,0.2578688425504552
03_065,,,0.2643965067873093,0.16803216320292547,,,,,0.24999737713961487
03_066,,,0.2535848860652959,0.16884944020395526,,,,,0.23195251337426442
03_067,,,0.25770410628078944,0.16688724938099692,,,,,0.23438164896841035
03_068,,,0.25175447540161716,0.16658963619414852,,,,,0.22074063348074102
03_069,,,0.2391345339965762,0.16795713355280925,,,,,0.20432415003983723
03_070,,,0.22238761681997987,0.16984229944852108,,,,,0.17838607992716418
03_071,,,0.21468148761423497,0.17095375208886368,,,,,0.16628492377461412
03_072,,,0.2050430324260311,0.1729147046997404,,,,,0.15277459093150106
03_073,,,0.19888798921136847,0.17204874587397959,,,,,0.13249539351553122
03_074,,,0.1866802363427599,0.17589225348705262,,,,,0.12014733529773225
03_075,,,0.1846808037611308,0.1783133604092064,,,,,0.1273686119896344
03_076,,,,0.18365056674122796,-0.1789118141409459,-0.1279739224304502,,,
03_077,,,,0.1863870519695035,-0.1788588492643318,-0.13912076274108018,,,
03_078,,,,0.18181585873361072,,-0.1320651826216235,,,
03_079,,,,0.18962400935692852,-0.1818018832350044,-0.157372793206151,,,
03_080,,,,0.194130267583626,-0.18222679414604437,-0.1679234746373952,,,
03_081,,,,0.19163114431393552,-0.18303686937625394,-0.17137761085375722,,,
03_082,,,,0.18704280229865938,-0.18576113719233595,-0.16997733004788396,,,
03_083,,,,0.18001269427874844,-0.18338328457558167,-0.1424641295944408,,,
03_084,,,,0.17950265157275114,-0.18607312361259956,-0.14959172108008936,,,
03_085,,,,0.18275619302401203,-0.19208516797980116,-0.17228270597832063,,,
03_086,,,,0.17954680035264328,-0.19573572568613673,-0.1730767933500736,,,
03_087,,,0.1802672523391128,0.17651220330427608,-0.20055232653127267,-0.16961137284475647,,,
03_088,,,0.19577386266729002,0.17358629557895586,-0.2034033000596956,-0.15915974976151331,,,
03_089,,,0.21074438381541333,0.16885872310583916,-0.19567904252496635,-0.1251270994326434,,,
03_090,,,0.2314077672616931,0.1643854206762052,,,,,0.15689056057164716
03_091,,,0.2190574160392128,0.16648951634648387,,,,,0.14363723543491078
03_092,,,0.19884784677557904,0.17114518286382624,-0.19051925817499854,-0.1339735327151715,,,
03_093,,,,0.17570943100747413,-0.19002159691628145,-0.14876481521315466,,,
03_094,,,0.1973979054759902,0.1710480021311281,-0.1840638763489164,,,,0.11837753682525286
03_095,,,0.21137309445389033,0.16860115395158376,,,,,0.14623070437999913
03_096,,,0.22842097868676386,0.16515441539784764,,,,,0.16639143458775946
03_097,,,0.22604184532033306,0.16642120297496216,,,,,0.17298754250133366
03_098,,,0.2425003235648519,0.1648085013000525,,,,,0.19935171107995284
03_099,,,0.2572042061909454,0.1625165816655803,,,,,0.21702116117840758
03_100,,,0.2435827961495518,0.1629760823814217,,,,,0.19022883843332353
03_101,,,0.2553944112376952,0.16003855317140728,,,,,0.20470118423264896
03_102,,,0.2604402441547422,0.15872634549288347,,,,,0.2144911953586232
03_103,,,0.2590939802756732,0.1558804889524556,,,,,0.21046767327140303
03_104,,,0.25607826965038827,0.15656175132695355,,,,,0.1986780747218897
03_105,,,0.24586585017692159,0.160583528730624,-0.18914064996051452,,,,0.17460097314284853
03_106,,,0.24218651025729118,0.1610683963586902,-0.20451527023301375,,,,0.14238947108875338
03_107,,,0.23300606577946797,0.1704403560120842,-0.21557591001681467,,,,
03_108,,,0.23185896465570696,0.1640593760353095,-0.19418264871929736,,,,0.14711963259658364
03_109,,,0.21934445646990142,0.1685153826841597,-0.20235695945825,-0.12444961029649143,,,
03_110,,,0.2083453400700441,0.17330035032200852,-0.21234932722890293,-0.15611896840435635,,,
03_111,,,0.22817515038907152,0.1760664109467703,-0.22260346211467025,-0.14171824112374554,,,
03_112,,,0.22702357842709514,0.1803762303743045,-0.2275372933488751,-0.15227249007959076,,,
03_113,,,0.23974323481970586,0.19096181826370068,,,,,
03_114,,,0.23761600581315911,0.21348270234895286,,,,,
03_211,,,0.2728177853395928,0.18010693141567252,,,,,0.3124212792104244
03_212,,,0.2748567719496734,0.17418808356780102,,,,,0.29103552015541345
03_213,,,0.2746274934859033,0.17205312496881203,,,,,0.2877724477255739
04_001,,,0.23822350142951854,0.2155868991080203,,,,,
04_002,,,0.22757021287058676,0.19301140376213366,-0.23039822984819816,-0.17403268221224863,,,
04_003,,,0.236997541969137,0.19742812695960846,,-0.15163114577411857,,,
04_004,,,0.22996169881960746,0.18595768802569718,-0.23112933814284303,-0.1614998259672399,,,
04_005,,,0.21612875863229647,0.17858641128942063,-0.22671031653485021,-0.16998104288100663,,,
04_006,,,0.199174350084496,0.17663261025903346,-0.21825429476733121,-0.17744750577106516,,,
04_007,,,0.2046336797436542,0.17912806737825648,-0.22705417624223184,-0.1857330830028871,,,
04_008,,,0.2036262763142111,0.17938245710122483,-0.229959922774369,-0.1948158219019938,,,
04_009,,,0.19822468554696174,0.17980952302496175,-0.23227695270896395,-0.20625863260004054,,,
04_010,,,0.18982792113521463,0.18029394666483425,-0.23512198234061904,-0.22178146061655066,,,
04_011,,,0.2108909240775653,0.18722653029582403,-0.23269780331855527,-0.20670212134529856,,,
04_012,,,0.22625672363191549,0.19785032163103414,,-0.1884324277811057,,,
04_013,,,0.2288044903545964,0.20986684972456887,,-0.17397273624854487,,,
04_014,-0.32774434663116786,,0.22635776215434902,0.23312278777170398,,-0.14228033917124305,,,-0.1897378453272559
04_015,,,0.23595133799417417,0.2164820173135052,,-0.1534131444491904,,,
04_016,-0.3134343401179687,,0.23087378307758202,0.2349742695126025,,,,,
04_017,-0.41159968601462343,,0.21595947655359227,0.25419143093875746,,,,,-0.22475314798147572
04_018,-0.539635570967689,,,0.275699863223237,,,,,-0.3311577972357386
04_019,-0.5920076869858741,,,0.2688294080489369,,,,,-0.3813870410250155
04_020,-0.5198485247768779,,,0.26253589386982795,,,,,-0.3270526265571816
04_021,-0.4823810984423335,,0.19848087654843383,0.24061725860561714,,,,,-0.31090709488207713
04_022,,,0.21017999484796834,0.19659694602255412,,-0.19527762731250561,,,-0.16322349029062086
04_023,,,0.19222236991968042,0.17392197621672717,,-0.21798066919226164,,,-0.15728040416944053
04_024,,,,0.16207386699492132,-0.21748271200298036,-0.26281625974143696,,,
04_025,,,0.19263933207796807,0.17882368944612925,-0.22934117738432788,-0.2348966981990846,,,
04_026,,,0.18547383345944576,0.17956825316490288,-0.2362155637788544,-0.23279078822831226,,,
04_027,,,,0.17138113756860313,-0.23117967338084094,-0.2522131397739149,,,
04_028,,,,0.1740991693048651,-0.232417644298422,-0.2560073213143085,,,
04_029,,,,0.1778692614795627,-0.2279982806166453,-0.2552801187782886,,,
04_030,,,,0.1814801774397337,-0.2245283244805576,-0.23623288362100353,,,
04_031,,,,0.1811241908399408,-0.22538601948508846,-0.22209999912295797,,,
04_032,,,0.18102041023005574,0.17905512708968516,-0.21609326199176876,-0.19446426334826472,,,
04_033,,,,0.18080027779415545,-0.2140625852077652,-0.19951072158342348,,,
04_034,,,,0.18378826822090608,-0.20972816110299383,-0.2128736036007574,,,
04_035,,,,0.18092101294392565,-0.2048006244255145,-0.19435156740794585,,,
04_036,,,,0.1880476149981608,-0.201328151287522,-0.2155324744298695,,,
04_037,,,,0.18685636351498197,-0.19621545555084446,-0.19574653565806938,,,
04_038,,,,0.19064741501123172,-0.18953547063334358,-0.19110936363364162,,,
04_039,,,,0.19433729556214088,-0.19144911716980806,-0.20820205449165288,,,
04_040,,,,0.19398638835772156,-0.1861370208897648,-0.18871490008124775,,,
04_041,,,,0.19807469870588532,-0.1862210734720569,-0.19952230230884277,,,
04_042,,,,0.19764792903503786,-0.18387422497493963,-0.1872667481273741,,,
04_043,,,,0.20888188113876255,,-0.2324708266511017,,,
04_044,,,,0.20778065225992676,-0.18128506377127654,-0.21604670369700404,,,
04_045,,,,0.21267222948612768,,-0.22156391853406798,,,
04_046,,,,0.2148382817265953,,-0.23206813766651785,,,
04_047,,,,0.2196804500968248,,-0.25363353061398747,,,
04_048,,,,0.18809882803142658,-0.21070665751226816,-0.2357717101824372,,,
04_049,,,,0.19881633763350623,-0.191737782113573,-0.25578066981956543,,,
04_050,,,,0.16434573501820765,-0.21538713990163902,-0.2782242592240308,,,
04_051,,,,0.16986391508253337,-0.20066266720873033,-0.2847468416933786,,,
04_052,,,,0.1827918510902795,-0.19476434477387367,-0.28285944710851574,,,
04_053,,,,0.20544384118633213,,-0.28961811426891515,,,
04_054,,,,0.21896149331135284,,-0.27948000623678537,,,
04_055,,,,0.1894704125856782,,-0.30858199709881173,,,
04_056,,,,0.20364922031799298,,-0.32576695667251865,,,
04_084,,,,0.18588691774964292,-0.21529676534144337,-0.24088419013758028,,,
05_001,,,0.35041489854289243,0.17621975170340723,,-0.44474075630165255,-0.23692088209481993,,
05_002,,,0.42434233363128593,,,-0.44255344175927147,-0.2450105080928592,,
05_003,,,0.32696037009501167,0.1555619744787063,,-0.43101089696045597,,,
05_004,,,0.3559291694876787,,,-0.4289669505191873,,,
05_005,,,0.28068400409926286,0.1539045604476576,,-0.38819420662317294,,,
05_006,,,0.19504433915779565,0.17018954896651878,,-0.327591996554734,,,
05_007,,,0.2675878285100038,,,-0.36635026938571175,,,
05_008,,,0.28952178342482116,,,-0.3631852919245625,,,
05_009,,,0.23994660968313208,0.1451237803554141,,-0.3431506492543022,,,
05_010,,,0.22204854119913256,0.14819154422418931,,-0.3280968700403497,,,
05_011,,,0.22402414313216087,,,-0.31296775870425947,,,
05_012,,,0.21013170095083913,,,-0.29749331432767184,,,
05_013,,,0.20221344046795642,0.15254365827140812,,-0.31750317513258824,,,
05_014,,,,0.16372316358547234,,-0.3074259782803299,,,
