,price,accommodates,review_scores_location,latitude,longitude
0,$225.00,6,,41.40584394702957,2.213712748059557
1,$315.00,8,10.0,41.4041568887523,2.212742232618128
2,$160.00,8,9.0,41.4088547302993,2.21422915311045
3,$184.00,5,,41.40805665971174,2.2154650646120846
4,$240.00,10,10.0,41.406385390590096,2.213066880162394
5,$200.00,6,10.0,41.406538821599206,2.2154875960336846
6,$450.00,8,8.0,41.40593106815212,2.216164487534241
7,$185.00,6,10.0,41.40064210931741,2.210297480808569
8,$430.00,8,9.0,41.404342705235216,2.215620849449446
9,$750.00,6,,41.40816355529863,2.217466715317093
10,$75.00,3,10.0,41.40586294962172,2.2069084063415296
11,$43.00,2,9.0,41.40714236190343,2.2113061848869178
12,$40.00,2,,41.401480080563,2.2081458416733244
13,$199.00,5,10.0,41.40589564620552,2.218516421005144
14,$60.00,2,,41.40227201245815,2.209144703677375
15,$120.00,2,10.0,41.40481754051945,2.2100664691243
16,$50.00,2,9.0,41.40577516510062,2.208988412386169
17,$75.00,3,9.0,41.40739621724845,2.2072813543097043
18,$50.00,1,10.0,41.40804582618436,2.2090611770848625
19,$37.00,2,,41.40949549515301,2.214080262632228
20,"$1,099.00",8,,41.40880233440642,2.215291656077882
21,$100.00,8,9.0,41.40487275450068,2.2123239707991225
22,$290.00,4,10.0,41.40407020010348,2.209912993839681
23,$52.00,2,9.0,41.40626646817841,2.2115191464285058
24,$75.00,2,,41.404422370820896,2.214307959832069
25,$85.00,5,9.0,41.410520182796255,2.212042057771576
26,$290.00,6,10.0,41.40513701068023,2.213369463090874
27,$120.00,4,10.0,41.4104806045841,2.2129707557259124
28,$700.00,6,8.0,41.40926576185227,2.2175672710584995
29,$180.00,2,10.0,41.40549062768894,2.210912120796737
30,$140.00,5,10.0,41.406220898986575,2.210342588081963
31,$100.00,4,,41.40417274034666,2.211337784958109
32,$100.00,4,9.0,41.405802417733774,2.20953092459666
33,$78.00,4,10.0,41.402792518660206,2.2098727477602207
34,$700.00,8,10.0,41.40385006556421,2.214789089158442
35,"$1,000.00",8,10.0,41.408672232492975,2.2151847264950124
36,$250.00,6,,41.40513064054931,2.21284789781235
37,$250.00,9,10.0,41.4038843526082,2.211917198449785
38,$32.00,2,9.0,41.406933853906814,2.2096545372500405
39,$253.00,5,10.0,41.40299015425883,2.210148099713688
40,$135.00,3,9.0,41.40797650444112,2.205708400823865
41,$70.00,2,10.0,41.4018855603281,2.2105454496797368
42,$170.00,6,10.0,41.40436519600972,2.209926672436825
43,$110.00,6,9.0,41.40590896258687,2.2071108067294225
44,$59.00,4,9.0,41.40742356217646,2.2050981681724617
45,$130.00,8,10.0,41.40461693184305,2.2147620504319976
46,$60.00,2,,41.41035322663932,2.217080745780565
47,$59.00,4,,41.4064912431846,2.206684034951233
