Tag,Distance_Center,Nationality_Italy,Nationality_Spain,Nationality_UK,POI_Restaurants_Hotels,Percentage_Age_65_Plus,Percentage_Age_0_14,POI_Education,Intercept
02_105,,,-0.33507409828122897,,0.27575653144725065,,,,
02_106,,,,,0.2795112328380115,,,,
02_107,,,,,0.2822852837054777,,,,
02_108,-0.4093786337243577,,,,0.27810285777420746,,,,
02_109,-0.48508326455879197,,,,0.2708308873801238,,,,-0.25391822198883407
02_110,-0.4675775827962871,,-0.2901946137341584,,0.2699788156077942,,,,
02_111,-0.5059213068006554,,,,0.26264212951078175,,,,-0.2603589482078007
02_112,-0.43994360589632336,,-0.2711946416371476,,0.2479301767901068,,,,
02_113,-0.460698669584136,,-0.30092096330858004,,0.25261185018590715,,,,
02_114,-0.4374885326758992,,-0.3336856179077369,,0.2449194165935604,,,,
02_115,-0.41305223347320685,,-0.3563186636530612,,0.2438443413933606,,,,
02_116,-0.40757734288883857,,-0.35304575037593267,,0.2564459524542739,,,,
02_117,-0.3847393800161747,,-0.35236136935211526,,0.2672547976804525,,,,
02_118,-0.3458213473958621,,-0.3496203202888726,,0.24863708422139172,,,,
02_119,-0.37445787781448814,,-0.3613473309170683,,0.24936801394642047,,,,
02_120,-0.37909511484765546,,-0.36838072822837925,,0.2366553770123981,,,,
02_121,-0.3454546496650262,,-0.3576609734857861,,0.231074394719914,,,,
02_122,-0.36477534596108413,,-0.3629096681718464,,0.21798386325262448,,,,
02_123,-0.3928786905599992,,-0.3525190572599343,,0.22681087730829924,,,,
02_124,-0.36921552735198976,,-0.3281798138774685,,0.2226456819590413,,,,
02_125,-0.3552345825800552,,-0.3070037930973977,,0.22581976618975266,,,,
02_126,,,-0.32402099927039424,,0.20025525780933387,,,,
02_127,,,-0.3357759359546768,,0.1910416556542207,,,,
02_128,-0.33564037081482134,,-0.352888010963733,,0.19969432277101218,,,,
02_129,,,-0.3382976626832703,,0.18057061627681695,,,,
02_130,,,-0.3163729580645931,,0.15916080664999235,,,,
02_131,,,-0.30407402187915755,,,,,,
02_132,,,-0.32054168918562037,,0.16261321717465216,,,,
02_133,,,-0.33245263263785124,,0.16694109660512865,,,,
02_134,,,-0.34002008596503774,,0.1780334922886059,,,,
02_135,,,-0.3366747869238597,,0.1829934810253964,,,,
02_136,-0.3154060231768343,,-0.3502637667130035,,0.19274182912217072,,,,
02_137,-0.3120506822599768,,-0.3436439564448206,,0.2063692447621001,,,,
02_138,-0.32008808197709676,,-0.34528219675799604,,0.22248854554980635,,,,
02_139,-0.3170384759368401,,-0.33011768822637255,,0.22267285386220434,,,,
02_140,-0.30033515472584676,,-0.32818303529535064,,0.21157453478334967,,,,
02_141,,,-0.32360578272788776,,0.19835955365129523,,,,
02_142,,,-0.3043098024592108,,0.1952461809853229,,,,
02_143,,,-0.30780483487781923,,0.20648056817682314,,,,
02_144,,,,,0.19993194865068903,,,,
02_145,,,,,0.1893798668633966,,,,
02_146,,,,,0.17820630852785538,,,,
02_147,,,-0.30478970722244964,,0.184647651855125,,,,
02_148,,,-0.2887321468225202,,0.163158044494913,,,,
02_149,,,,,0.16444764142841017,,,,
02_150,,,,,0.1644911603454887,,,,
02_151,,,,,0.17015953041835247,,,,
02_152,,,,,0.17714052615267534,,,,
02_153,,,,,0.17786076293609518,,,,
02_154,,,,,0.17340539689438514,,,,
02_155,,,,,0.18140925352220988,,,,
02_156,,,,,0.18844499201238227,,,,
02_157,,,,,0.1851304479744928,,,,
02_158,,,,,0.18591095838617172,,,,
02_159,,,,,0.18618427720628197,,,,
02_160,,,,,0.19643977305987842,,,,
02_161,,,,,0.1939531244526668,,,,
02_162,,,,,0.1989317424868534,,,,
02_163,,,,,0.20536252382529863,,,,
02_164,,,,,0.22254746542423884,,,,
02_165,,,,,0.2074298477557805,,,,
02_166,,,,,0.2071751624767575,,,,
02_167,,,,,0.19328300169875098,,,,
02_168,,,,,0.20147544166832745,,,,
02_169,,,,,0.21387154183560733,,,,
02_170,,,,,0.2255276573332899,,,,
02_171,,,,,0.2095443582464222,,,,
02_172,,,,,0.2073383392615048,,,,
02_173,,,,,0.19618373054777036,,,,
03_001,,,,,0.1851539386375308,,,,0.2727480306122893
03_002,,,,,0.18165205221290492,,,,0.2637574551386611
03_003,,,,,0.17880019809683526,,,,0.24607922428630014
03_004,,,,,0.17340407631187027,,,,0.23382348369484934
03_005,,,,,0.17971998506554168,,,,0.2590100944978665
03_006,,,,,0.18902686249602935,,,,0.29238779987754665
03_007,,,,,0.1895839280152841,,,,0.29278188228188995
03_008,,,,,0.19353794701306365,,,,0.3066743280181131
03_009,,,,,0.19508305825177508,,,,0.29789678664891234
03_010,,,,,0.20431457107284193,,,,0.32388543729171976
03_011,,,,,0.20143927670353504,,,,0.3301385851444301
03_012,,,,,0.2125090207311687,,,,0.34925291164001127
03_013,,,,,0.21185485661237807,,,,0.3688684183916151
03_014,,,,,0.2195768313092766,,,,0.3855344245345866
03_015,,,,,0.22591454092390412,,,,0.3876181007439954
03_016,,,,,0.24316169913648308,,,,
03_017,,,,,0.23040218346162045,,,,0.40528358031200173
03_018,,,,,0.24457013322325635,,,,0.4245214659987347
03_019,,,,,0.262905314465935,,,,
03_020,,,,,0.28651269714167926,,,,
03_021,,,,,0.26978247744740175,,,,
03_022,,,,,0.251468109478309,,,,0.44848561599861275
03_023,,,,,0.21677674847401532,,,,0.390274191271361
03_024,,,,,0.1985338636406016,,,,0.3139355476278862
03_025,,,,0.24398221361997827,0.23273109650212737,,,,0.3768715335906229
03_026,,,,0.2512256048182323,0.20267245825333563,,,,0.30184661092704346
03_027,,,,0.24978814617708864,0.1963698201124804,,,,0.2882866657347861
03_028,,,,0.2498849395873365,0.1919628171189038,,,,0.28185835734602716
03_029,,,,0.2522256834452133,0.20126252173760656,,,,0.30396805135469407
03_030,,,,0.251923682805671,0.2080496240650866,,,,0.32127471081697767
03_031,,,,0.2463636446800559,0.21387938864606415,,,,0.3378221611616697
03_032,,,,0.24040217759654334,0.2193789616534355,,,,0.35185338460621995
03_033,,,,0.2477074593592994,0.20643042093826003,,,,0.3210892001061938
03_034,,,,0.2495857648219097,0.20865727362887648,,,,0.3252039469344594
03_035,,,,0.25126209338369115,0.19982693793114858,,,,0.3049141859303207
03_036,,,,0.24901570862109673,0.18647171020579448,,,,0.27361910335415907
03_037,,,,0.25000944708759576,0.2006431273848815,,,,0.30778292343417213
03_038,,,,0.23648836602768028,0.2101241163188392,,,,0.33370154826334214
03_039,,,,0.2473662424106856,0.19650937370304006,,,,0.2993137228946289
03_040,,,,0.24402611478652633,0.18590473481923836,,,,0.27366536593345203
03_041,,,,0.23921653861773085,0.18327556913068468,,,,0.2668163871448584
03_042,,,,0.22627998508336672,0.1836589693321235,,,,0.26629490791884247
03_043,,,,0.23304197055281684,0.1809627457043004,,,,0.2605772239566753
03_044,,,,0.22196933949556039,0.17340653037238454,,,,0.235495247856743
03_045,,,,0.21149911271824193,0.17545968658413078,,,,0.23643250321406956
03_046,,,,0.21149362147958417,0.16893727120633584,,,,0.2127587438762048
03_047,,,-0.24730366572809054,0.20008003866063692,,,,,
03_048,,,-0.2897515316649509,0.19925855924388575,,,,,
03_049,,,-0.26839575989194525,0.20595071649607608,,,,,
03_050,,,-0.24800427913417067,0.21564437265171055,0.15742587384349047,,,,0.1646785432710412
03_051,,,-0.22752233405674854,0.22549350391432807,0.1624866180938608,,,,0.19831314145228465
03_052,,,-0.22472435001014604,0.22101199244561615,0.16151264775034108,,,,0.19439506905554907
03_053,,,-0.22149420551798094,0.20806416558305327,,,,,0.17637327937664157
03_054,,,-0.20319813984330218,0.21691876205151017,0.16591893871490093,,,,0.208543710500586
03_055,,,-0.19951868869930306,0.22755884675657703,0.17070095974220167,,,,0.2293073048352825
03_056,,,,0.23272132309814503,0.17583617220677544,,,,0.24566541331884909
03_057,,,-0.2151051229356715,0.23208521914358807,0.16740985494681998,,,,0.2189380020869838
03_058,,,-0.19886322288625644,0.2392208400960493,0.17493772080376557,,,,0.2437888818528834
03_059,,,-0.19809238646760066,0.24145506236026779,0.1753372170106362,,,,0.24477942701900982
03_060,,,-0.20684517557138823,0.23793280147511672,0.1708014887009366,,,,0.22862558351228687
03_061,,,-0.1965603314252717,0.24270419348789582,0.17576997491716934,,,,0.244609935752205
03_062,,,-0.20123562624758953,0.23645848073462616,0.1718680453549105,,,,0.22630017347564202
03_063,,,-0.19270958400078836,0.2412098691359282,0.17627334015173599,,,,0.2413153840344999
03_064,,,,0.24213296783186872,0.18114491366618976,,,,0.25009776455063804
03_065,,,-0.18835865814890174,0.23837706242847073,0.17748295287465093,,,,0.23915206466425132
03_066,,,-0.19016158268634423,0.22741338572421713,0.1747984442135134,,,,0.2186826632595123
03_067,,,-0.19195728532046977,0.2324578222271813,0.1746176537623024,,,,0.22491796827689164
03_068,,,-0.19864672218425186,0.22245658228588464,0.17034593994367678,,,,0.2050065500812133
03_069,,,-0.19767240093763438,0.2112089850979643,0.1696381135403321,,,,0.18953664440366036
03_070,,,-0.2014323880563581,0.19277854442307887,0.16769593585293882,,,,0.1623117694277646
03_071,,,-0.20292230962186716,,0.1671982245561116,,,,0.15043274939427093
03_072,,,-0.20371719229304658,,0.16748773140103826,,,,0.13773966233342325
03_073,,,-0.21393653359618287,,0.16381526422760045,,,,
03_074,,,-0.21208054201609378,,0.16627048762837654,,,,
03_075,,,-0.2049902564560852,,0.17021477198783594,,,,0.11406859508484764
03_076,,,-0.20536550288349995,,0.17309209978953133,,,,
03_077,,,-0.2094715962829239,,0.17413188443020214,,,,
03_078,,,-0.2106034373547821,,0.16973007807296406,,,,
03_079,,,-0.21243289846987695,,0.17465016589233817,,-0.13270768930755383,,
03_080,,,-0.21219710468617559,,0.17847399106159717,,-0.1413604651502306,,
03_081,,,-0.21744707828025073,,0.17416163779478183,,-0.1465853202689443,,
03_082,,,-0.22169524449462055,,0.16883668749325312,,-0.1459817502553951,,
03_083,,,-0.2174775651276562,,0.16581202511642046,,-0.12220573401833151,,
03_084,,,-0.2205056720357595,,0.16396352504155476,,-0.12771468736073305,,
03_085,,,-0.22832777578646143,,0.16399662962211992,,-0.14901027682549492,,
03_086,,,-0.23505993862888008,,0.16165627471067953,,-0.15471378152624377,,
03_087,,,-0.24091990666861435,,0.16059663992555426,,-0.15631181356247875,,
03_088,,,-0.24769304548873117,,0.16107772176300217,,-0.1544009939452036,,
03_089,,,-0.24028720825986005,,0.16015907679542757,,-0.1236225992381382,,
03_090,,,-0.2318055143742631,0.19199192089658684,0.16018813291235023,,,,0.1393530134623934
03_091,,,-0.22623459727525175,,0.1599481653857797,,,,0.1257840128825653
03_092,,,-0.2339537307578646,,0.1598484906023058,,-0.1279774839680325,,
03_093,,,-0.2281774084827406,,0.16113562191164016,,-0.132676113101934,,
03_094,,,-0.22040225834517574,,0.16091813900259028,,,,
03_095,,,-0.21643213627486496,,0.1621768780464433,,,,0.12825342793107444
03_096,,,-0.21925109010756827,0.19237733336738447,0.16146254037284474,,,,0.14889320243923054
03_097,,,-0.2100853691478363,0.19525600667008775,0.16391275968102514,,,,0.15874268628923913
03_098,,,-0.20522981531513154,0.21460945041219592,0.1667850546507876,,,,0.18769776797477494
03_099,,,-0.2080880439219887,0.22894064942610792,0.16811241444085817,,,,0.20771366349092166
03_100,,,-0.21687895182241018,0.2117437169558284,0.1635106339263784,,,,0.17667877198655924
03_101,,,-0.21957067828183377,0.22569149018852608,0.1646992323659723,,,,0.19608435688070217
03_102,,,-0.21863683483317412,0.23050436062171142,0.16585902882493989,,,,0.20646291743877507
03_103,,,-0.22422014973180648,0.2291250856299488,0.1642820369739562,,,,0.20442779428819263
03_104,,,-0.23047529443922332,0.22488280623548712,0.16257680732802526,,,,0.19122052859394661
03_105,,,-0.23676325511158483,0.21134381543992894,0.16088396808778133,,,,0.16336607967240732
03_106,,,-0.2647662736174228,0.20333410041498107,0.15924481115853975,,,,
03_107,,,-0.2767945232122793,,0.16576171666872694,,-0.1441568266680217,,
03_108,,,-0.24291600556737597,0.19199017490880232,0.16045562854397882,,,,0.13248850341201213
03_109,,,-0.2530423607547216,,0.1617114070682748,,-0.13251547417909773,,
03_110,,,-0.26031295677616445,,0.16367320508594418,,-0.15939304314343605,,
03_111,,,-0.2825880645819139,,0.17048395386642992,,-0.1629948706088738,,
03_112,,,-0.28752423979134406,,0.17401151419358107,,-0.17250026076086622,,
03_113,,,-0.3105281322799129,,0.18064728352895776,,-0.1645545908757291,,
03_114,,,-0.3128194292537847,,0.19970577190409206,,-0.16370344155778646,,
03_211,,,,0.2503041421380503,0.20470886164984714,,,,0.31605714537060103
03_212,,,,0.251237122721917,0.19390088818767098,,,,0.2904316046896966
03_213,,,,0.25048920277225983,0.19229356965763417,,,,0.28786318464999716
04_001,,,-0.29600106220993344,,0.20432593842121233,,-0.17142881278763838,,
04_002,,,-0.2867830338618941,,0.18538884294202737,,-0.1914652772986646,,
04_003,,,-0.29821224348153547,,0.18983198596948161,,-0.18050379785329307,,
04_004,,,-0.29097901977638946,,0.1796102174111115,,-0.1827020917023649,,
04_005,,,-0.2774613201132638,,0.1702226290428844,,-0.17971917579445681,,
04_006,,,-0.2625801714402329,,0.1640189445646215,,-0.17570701920069037,,
04_007,,,-0.2715821163234773,,0.1675364301111119,,-0.18693415097568905,,
04_008,,,-0.2720876069751946,,0.16741699689540918,,-0.19394932727833242,,
04_009,,,-0.2710325397245952,,0.16637492307798907,,-0.2012164131045201,,
04_010,,,-0.2694059708089865,,0.1639228822536365,,-0.21103721631348565,,
04_011,,,-0.2714786775945893,,0.17539589877775705,,-0.20705111053420727,,
04_012,,,-0.26782907709696735,,0.18936051311825147,,-0.1976105013570566,,
04_013,,,,,0.2000976191220628,,-0.18472601891194804,,
04_014,,,,,0.22092337418482477,,-0.16246845049960948,,
04_015,,,-0.2704050067053184,,0.20676798332288904,,-0.17824668077053626,,
04_016,,,-0.2785570484009845,,0.22115815029395897,,-0.16122853972845919,,
04_017,-0.38422645203021993,,,,0.23849474664535542,,,,
04_018,-0.49979841052865376,,,,0.2562823741539024,,,,-0.2673248923079232
04_019,-0.5359668157739793,,,,0.25382257487105875,,,,-0.2986701381306955
04_020,-0.4731645835800008,,,,0.24581322702156524,,,,-0.2671948512038468
04_021,-0.4438332329208084,,,,0.2293816934302535,,,,-0.2699787296030444
04_022,,,,,0.18687548875665017,,-0.18938001631057738,,
04_023,,,,,0.16293654880601427,,-0.19467465146279095,,-0.1694135359153811
04_024,,,-0.24640979637923793,,0.14037294607913559,,-0.22600383212690314,,
04_025,,,-0.25846839240423236,,0.16350414937398333,,-0.21824035388509233,,
04_026,,,-0.2668366047430907,,0.16111509353892933,,-0.21822714186917808,,
04_027,,,-0.25915367403759637,,0.1515562839225159,,-0.22466233863637922,,
04_028,,,-0.26413153913207377,,0.14779331281925667,,-0.22637271875207426,,
04_029,,,-0.2646280159329367,,0.14889505169755674,,-0.22345679058947254,,
04_030,,,-0.26218420440679047,,0.15655456205449528,,-0.2112757982722082,,
04_031,,,-0.26262812538066627,,0.1603253725167533,,-0.20444158912065033,,
04_032,,,-0.2566640417217874,,0.16205915670793694,,-0.18374381317762234,,
04_033,,,-0.2529270178200168,,0.16127187772658957,,-0.18411605606605205,,
04_034,,,-0.25102013827522585,,0.16106950069749718,,-0.19086193934540233,,
04_035,,,-0.24644382661857564,,0.16141076052051262,,-0.17707918763670655,,
04_036,,,-0.24405478141493042,,0.163284296570544,,-0.18866021857306892,,
04_037,,,-0.2343938375875098,,0.1644665282889813,,-0.1694400995373463,,
04_038,,,-0.22502476971430324,,0.16883144626975827,,-0.16169845719138137,,
04_039,,,-0.23084919247524754,,0.17078849309565425,,-0.17841998897553987,,
04_040,,,-0.22135820976698733,,0.17360962931409565,,-0.16020205980931856,,
04_041,,,-0.22154171769162803,,0.17690305747014712,,-0.16906052953115874,,
04_042,,,-0.21573819335909672,,0.17876786347877202,,-0.1573207154368653,,
04_043,,,-0.21858431341282736,,0.1862884635561361,,-0.19709917141863054,,
04_044,,,-0.21553379033571743,,0.18766968687513513,,-0.182309598706405,,
04_045,,,-0.21118670166226478,,0.1933338945744426,,-0.18726828887879404,,
04_046,,,-0.20911195099040064,,0.19561894234851834,,-0.19552397876488006,,
04_047,,,-0.2006035350698216,,0.20214365152207037,,-0.21522116924643142,,
04_048,,,-0.25174266711412496,,0.15935633712178207,,-0.20490454568305252,,
04_049,,,-0.2354601540099933,,0.1711143663297111,,-0.21829453517844424,,
04_050,,,-0.2514093156808965,,0.13934261247376883,,-0.23502076312969894,,
04_051,,,-0.2395029751022043,,0.14525967910077467,,-0.240137376254961,,
04_052,,,-0.23610032022227012,,0.15709668473394037,,-0.2405527048807611,,
04_053,,,-0.20016660346563805,,0.19034557358675416,,-0.24693452599596072,,
04_054,,,,,0.2077909617485022,,-0.23858630521047933,,
04_055,,,,,0.18131814163594512,,-0.26197721945820074,,
04_056,,,,,0.2135218239744376,,-0.2808131974227298,,
04_084,,,-0.2568190950270793,,0.15804590873922222,,-0.21062429921186127,,
05_001,,,,0.3163627423225857,0.2070906619090075,-0.25146909934609496,-0.4108809894257437,,
05_002,,,,0.3715520120535004,,-0.3282638153579604,-0.4836206214419375,,
05_003,,,,0.2768929143910607,0.19269617736282796,,-0.3928002697667422,,
05_004,,,,0.2917952269271666,,-0.22822856239341252,-0.4153009324178279,,
05_005,,,,0.2180278833656135,0.18580641965357092,,-0.34620493204444786,,
05_006,,,,,0.17503587499220344,,-0.27805163422754425,,
05_007,,,,0.18584934321496194,0.16081452082522005,,-0.32247346706382635,,
05_008,,,,0.198327847232261,,,-0.32269877478746056,,
05_009,,,,,0.15952258050965593,,-0.2951032562493049,,
05_010,,,,,0.15529355674281514,,-0.27744715421246635,,
05_011,,,,,,,-0.2571791940708951,,
05_012,,,,,,,-0.24028690011623668,,
05_013,,,,,0.15327440106806217,,-0.26430686659181674,,
05_014,,,,,0.15498825094194177,,-0.2546806219548794,,
05_015,,,,,0.1429743474841398,,-0.24729239944932027,,-0.14250332929892426
05_016,,,,,0.14120669971390407,,-0.24131893572066782,,-0.1376632153215369
05_017,,,-0.21874277506006498,,0.15284736142270774,,-0.2470032927456111,,
05_018,,,-0.22328208040171219,,,,-0.238540425113088,,-0.13643493287420236
05_019,,,-0.21998606387745734,,,,-0.22792412180776017,,-0.1456465874707874
05_020,,,,,,,-0.19434739360217873,,-0.18349287454103264
05_021,-0.3734235685405996,,,,0.1583634588380403,,-0.15800030597811346,,-0.24399115083463216
05_022,,,,,,,-0.18655677014082175,,-0.19699078453874996
