,Distance_Center,Nationality_Spain,POI_Restaurants_Hotels,Nationality_Italy,Nationality_UK,POI_Clothing,Percentage_Age_65_Plus,Percentage_Age_0_14,POI_Daily_Food,Intercept
0,-0.40781828756082,-0.1978525653336604,0.16874592717519815,0.15708307548046274,0.0642679787423214,-0.06790807226856123,-0.05020987742001314,-0.0572669865375799,0.04239691647546656,6.111037051525424e-17
1,-0.39656649547009143,-0.18134429225529902,0.1779389827894844,0.1698121355404088,0.07110731388820053,-0.07020895914205051,-0.049820460808662405,-0.045014175443944586,0.050756582914350146,-8.003464734407145e-17
2,-0.43777677364581646,-0.14218580626520505,0.18041123832610964,0.13592786054764633,0.07176158271688193,-0.07907166399699786,-0.09573107166614865,-0.05223342078929773,0.0635761463514706,-1.2247607976418323e-16
3,-0.3787792478373172,-0.20141145532662508,0.1880832980101096,0.14462617147052964,0.07755036191647098,-0.06195403998712837,-0.06645720518766873,-0.06320943785735418,0.03156627586704064,1.638875887755078e-16
4,-0.43270316902430445,-0.17669278893031487,0.16178749614238128,0.13875534298295938,0.06686166500251038,-0.048021037509359675,-0.07314347126193269,-0.050597667628952805,0.03352409933520445,4.842701171654152e-16
5,-0.43888058491150844,-0.164610612465741,0.1549602594873574,0.15925843057810715,0.06562268149627234,-0.0672864720216559,-0.06167030915603878,-0.053311936820229285,0.053625923849337814,-1.8818355741133325e-16
6,-0.4175553852465159,-0.20736658996392998,0.16645774254652876,0.14222978970954586,0.07361321143267166,-0.07123785570811224,-0.041296245777458086,-0.029507475695180987,0.05521005392342182,1.0718354693710204e-16
7,-0.39383113191226765,-0.17668125687830735,0.20348249193031137,0.15952128296013554,0.05186051688208668,-0.06596081101415839,-0.08455027027063852,-0.05096225078948679,0.026951963177586247,-1.5627842895651854e-16
8,-0.3934197406200849,-0.18521010957706535,0.17954730237635633,0.1436778975748686,0.0813921220037194,-0.0749792480334663,-0.0685500662699634,-0.0759366215926318,0.04496741708706575,-1.3689570500350096e-16
9,-0.4119974001034392,-0.162711865063363,0.1756677975126088,0.13924052003884696,0.07819656340042411,-0.04990143953419904,-0.08053003181531598,-0.058605563236029834,0.04247267096365631,-1.9868450098958798e-16
10,-0.4176913152588941,-0.18908390214126128,0.17986171954806388,0.131930226274905,0.0888951809011082,-0.08878476039672595,-0.06970004450500912,-0.05254738869031547,0.041087326870509366,-8.793248977033656e-17
11,-0.408444511645404,-0.15290253307412588,0.19207350650122523,0.165773101709972,0.05249676001827219,-0.0740064412459981,-0.08278800711718395,-0.05803764140914692,0.043716332127413715,-5.4825680374176926e-17
12,-0.4175309344015923,-0.19441637535121437,0.17024929348772283,0.14936995303367676,0.05717076899422771,-0.04214830326586497,-0.05953132116038352,-0.04678445213510961,0.039362477080543745,-1.3637313270831242e-16
13,-0.41655722307039833,-0.18671972524560315,0.16299579796188324,0.14824784225604332,0.06424387868144252,-0.06825622492900488,-0.06723793106269763,-0.044828692974625765,0.05721191660941238,-1.1802367521019822e-16
14,-0.394820563529258,-0.17608377681507567,0.17440736669601592,0.15330278087135696,0.08670069302286403,-0.05475970739275214,-0.05626906766303122,-0.06329614894781814,0.03918659782431144,-9.314285979230234e-17
15,-0.3963129082018157,-0.1690700647501584,0.18551112944777842,0.17104643165758338,0.06275694332517917,-0.08064968108941054,-0.07258022013535005,-0.06810273109363393,0.04939031978925318,-2.489491204585671e-16
16,-0.419120239805205,-0.17270205583515588,0.1913107453033303,0.1338768748634619,0.06911757392058038,-0.06782193362393624,-0.08490216166613129,-0.06572788265014412,0.03215707612079033,-2.608713608822558e-16
17,-0.42426779340470194,-0.19670915426394353,0.15717845512293607,0.14276689545903468,0.06717683646576113,-0.05609649346634392,-0.054215401177210895,-0.0391821040404656,0.05778765601043773,2.812478562844495e-16
18,-0.4103428900843644,-0.17612448982347823,0.18270615380049976,0.1358220389163513,0.08792833514988317,-0.0689791977261939,-0.06199417104338243,-0.03970478228501289,0.04832673025676276,-1.5863231239799906e-16
19,-0.4027962297235587,-0.18273937650591804,0.16346390194414046,0.16505594933874176,0.06612826213733762,-0.05591808912201633,-0.06177473830858005,-0.05315183773735289,0.03429053730880727,-1.9511088696390227e-16
20,-0.41049965151216283,-0.1877148241441252,0.15983977230298338,0.1361581164190811,0.0953031017994431,-0.058978965110577763,-0.06732129991805585,-0.06088266057196664,0.03566864156699745,2.591114561837371e-16
21,-0.3791265321070836,-0.1728376023332177,0.18641679939319622,0.1661181836596763,0.07201551655843068,-0.0746204684067931,-0.07496987602411317,-0.050000149536345656,0.052382551799953325,4.0744688708679346e-17
22,-0.44860286251096665,-0.19897988870672262,0.1673899830746295,0.13879011728230783,0.038323067929908666,-0.06502770530451799,-0.06818970006121991,-0.04740778261582824,0.035123332590883405,4.31237587682258e-17
23,-0.3936740381236603,-0.16296289654816343,0.16798168641331832,0.17214873075039644,0.07465217478172995,-0.05641413697699428,-0.06422343017060195,-0.056884017859327715,0.050296431901339145,-2.805448187875397e-16
24,-0.42051109588541513,-0.17417712116981127,0.1984057836580998,0.137927026787893,0.07050696364599972,-0.07339588077285736,-0.059637178825711144,-0.05390691000953988,0.046378260677709615,1.4634399360749597e-16
