,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_Spain,Nationality_UK,Education_University,Intercept
0,-0.4532845971737289,0.22332920205275672,0.14926127050873475,-0.14623624038948568,0.11985336246206882,-0.13232695446619486,-4.556308976541075e-16
1,-0.42735775424266215,0.24164827042811765,0.1656240346528708,-0.14014365125160533,0.11668427422978163,-0.1178447635280733,-1.6169778556753676e-16
2,-0.4468744269521408,0.18361924351967465,0.16937222475145677,-0.13975866923002447,0.1469015660670359,-0.10298415885349477,-3.227143304735213e-16
3,-0.41540777934526674,0.1990167608824573,0.15857723323812106,-0.18684010657925887,0.12431740780622463,-0.1060745991822718,6.000245221017306e-17
4,-0.4515717281407299,0.22853324612547427,0.15250835412989203,-0.1465810175973818,0.11687576458288737,-0.14458018832103237,1.7187787611621331e-16
5,-0.48284307885712546,0.21419741736349507,0.14541047795033601,-0.1376628323326805,0.10861750746740359,-0.12817073741141247,1.3395627329833808e-16
6,-0.42458074409261876,0.20922501318160802,0.14476563552372385,-0.1690470994986619,0.13601150866008924,-0.1068626407483997,-3.988067379084417e-17
7,-0.4057489460673309,0.23062571676031932,0.17673927313443089,-0.1590551183423357,0.11363080466757967,-0.11381967271751825,-5.1031995633003886e-17
8,-0.4349269175627405,0.21871953182824488,0.16730616176508947,-0.14774211129648224,0.13168521354180196,-0.1426364716014075,-1.2227389833599456e-16
9,-0.44879765716331144,0.2050583238219916,0.16067651601350824,-0.14380457211811914,0.1340045104390434,-0.11458852742429176,2.1099521657464338e-16
10,-0.43352019701188577,0.20573108583711644,0.14658917241990904,-0.17515146641228924,0.13235905539877676,-0.11389859885042798,2.9731000484133204e-17
11,-0.4450224427923931,0.2440982427120099,0.16972839986155872,-0.12380459452518162,0.11021973523981732,-0.13888820368999907,5.904409194485015e-17
12,-0.4211502015684593,0.207112993164514,0.1651619525125168,-0.16995551400887332,0.1274416316055265,-0.09988208298098575,-1.6292118723036636e-16
13,-0.4553852499307804,0.2032660478650389,0.159050254284141,-0.14484900356611202,0.12781826005648186,-0.1383760880583842,-3.8351268283469633e-16
14,-0.44078911672204146,0.22178636858771386,0.1541514162741906,-0.1431694276460144,0.12424277013903498,-0.1148228643505818,2.0229687633837877e-16
15,-0.42793708921394724,0.22971162834636985,0.1627510555462075,-0.1476224819090282,0.12441359801298676,-0.12667301012787138,1.643007396362082e-16
16,-0.4330825671265006,0.22885915959690112,0.1765636356306544,-0.13991540012902376,0.12765271973553663,-0.13487938133902816,-2.435984417435031e-16
17,-0.45802670632042913,0.21306706887600924,0.15018205859867328,-0.1611885769044635,0.11873430570004734,-0.1344738302107882,-1.2037513516725837e-16
18,-0.4367176600536674,0.19411117850106435,0.15216616887093773,-0.14715284309021562,0.14673970966704677,-0.10565531825886869,2.014299331428013e-16
19,-0.4418520675815017,0.21394950312058347,0.15198564073006687,-0.1616846458752904,0.10436126093167755,-0.10298446665314144,-1.3589940167537323e-16
20,-0.4582142757763543,0.18771010900334048,0.14235036288881409,-0.1579661443953101,0.1491021998432861,-0.12203912728671933,1.6082738852285494e-16
21,-0.3959199059197889,0.2386675352802314,0.15603057486931365,-0.14669229020109456,0.14227642179385672,-0.12196238985978045,5.519649441459859e-17
22,-0.46521454781388427,0.20074294103979748,0.14205191447946927,-0.17790665146179782,0.1060180717713999,-0.12630981542484226,4.9275264161611774e-17
23,-0.42933595307879346,0.2329625777975444,0.16539351648019363,-0.14198106047004974,0.10822665916544716,-0.10366864877440038,1.0393472973223776e-17
24,-0.4489931830323129,0.22342269337880583,0.18617810265402635,-0.13146413889929426,0.11639087959608078,-0.13301371328919195,3.779876207742636e-16
