,Distance_Center,POI_Restaurants_Hotels,Nationality_UK,Nationality_Spain,Nationality_Italy,POI_Education,Percentage_Age_65_Plus,Education_University,Percentage_Age_0_14,Rent_Number_Flats,POI_Clothing,Intercept
0,-0.45314888403612436,0.13632899012225955,0.1353659113123171,-0.1277752201164762,0.11210097352885043,0.08958790736360696,-0.0767563586595643,-0.06746933723759577,-0.08552907989014348,0.049923772190130236,-0.04861242718269862,-3.188407570951561e-16
1,-0.44828590181798184,0.15706232926961022,0.12371384974751495,-0.10187319263149536,0.16193563353877377,0.08473582154693798,-0.07423930800734305,-0.08916183151187417,-0.06460544001164864,0.04131994794605351,-0.046334441453102254,-3.2270399752230235e-16
2,-0.4685237004609293,0.16391409144006885,0.14911280497732196,-0.11342918842047653,0.08571429145728204,0.07898263325542308,-0.07345437843020824,-0.05965522446801688,-0.05806443963467493,0.04377772879715361,-0.049390265953650536,-5.770664246067067e-17
3,-0.43157208703445615,0.1438402407715191,0.14350243020904346,-0.1478777914947767,0.09531834251905943,0.08408946210412586,-0.07064098950638971,-0.06713957604543327,-0.07600563639505098,0.056128289059850206,-0.03494386540386507,3.5309180605326697e-16
4,-0.4597258235922883,0.14631071054575662,0.11945091328779284,-0.132681734038831,0.13433209132519455,0.08474347949213894,-0.04725580091608704,-0.09166808337516347,-0.0500768411714745,0.054361702193672826,-0.03426157030459359,1.0288179799653799e-16
5,-0.48168999727050876,0.12773341543884228,0.13451019921248702,-0.11165501488373823,0.11377523443673083,0.09715351615400424,-0.05280611343005956,-0.08688007282919494,-0.06821727717828074,0.0627617028355596,-0.039666546112862106,-9.189785122136652e-17
6,-0.451899170653379,0.14833094905766042,0.13225674696190554,-0.141600118921378,0.1263081347594468,0.08118870816399226,-0.06729529762810935,-0.06820320963049897,-0.05070826753371385,0.029472052176569796,-0.04339613078701113,8.242607440322673e-17
7,-0.43323097179081166,0.1663591401609152,0.1258891218358386,-0.14371627156012987,0.11293437414682586,0.07956565473384539,-0.06890242758303293,-0.0653954122378291,-0.05825029135890938,0.049946867272857215,-0.05059380726382445,-9.312619080866165e-17
8,-0.448986208961064,0.1517262367645505,0.14304930854625453,-0.1219502161384444,0.09979761531542292,0.0961315400985859,-0.08135523354688265,-0.07384012911166855,-0.09174385869703221,0.05065587736544393,-0.05201334985788955,6.289011248768958e-17
9,-0.44980126159527306,0.15029503062325106,0.1334311383538727,-0.10222001401990172,0.13341498824403158,0.0696688166350268,-0.07516124442247726,-0.0825610906670069,-0.06910391312177994,0.05708348091687751,-0.028567669908383803,-1.7009368224907103e-16
10,-0.4249217000412137,0.13947458709073315,0.14995051932511277,-0.13763018702791222,0.11826348689247898,0.07745644205308147,-0.07713883554289266,-0.0663282647677734,-0.07398970481179315,0.06389622224601274,-0.051702339461259045,-1.0323449370605291e-16
11,-0.4700986272925992,0.1547480071378315,0.11558233940561027,-0.10505172280045827,0.13454145612771912,0.10298782410511426,-0.0626662954637878,-0.0995480153117261,-0.06461850643080067,0.05816679126542178,-0.045073877528447215,-5.159087640168188e-16
12,-0.44137477305114525,0.1532487764709629,0.1448702824325861,-0.12603932687461225,0.10000696631820413,0.08310015725205942,-0.07829234092005222,-0.05961075216699875,-0.06778468748381267,0.05467902353064483,-0.038256711366298046,3.8992081864503405e-17
13,-0.4688038911095537,0.15638034930249023,0.1271318228058041,-0.14002667717098483,0.11328080002006001,0.07783768797368891,-0.05549350729295302,-0.08713292700695198,-0.048785868954691836,0.04074605487132288,-0.0489039119231007,-7.926089614095387e-16
14,-0.4578222556377417,0.1450394871624685,0.13090592334215467,-0.11145940261681489,0.1277994752769466,0.08046044589860427,-0.07156973527719296,-0.06485318245900082,-0.07945662495135691,0.031187427832021764,-0.03270503210715303,3.7624604494155337e-16
15,-0.4400529674249209,0.17390241055668232,0.1288011907454657,-0.13016325884168373,0.1154247430534185,0.08270871357818205,-0.07305017334400546,-0.07349085017841805,-0.07240215562838356,0.04349493463015555,-0.05506899996108411,2.699664267705585e-16
16,-0.4439943439641449,0.15218159576200124,0.14243435678296504,-0.11353009280155618,0.12386360646305694,0.08745674090485699,-0.07636967833092864,-0.08759373781997767,-0.0815849637581268,0.054944667343136376,-0.039846912481818875,-2.4352158258358787e-16
17,-0.4762466894084788,0.12968008586219107,0.1314917724556713,-0.1205621387158862,0.11866313314854757,0.08681952611581786,-0.07815729730142291,-0.09408729927848176,-0.06351480647803992,0.05242197965306441,-0.034749334892890726,-3.933319700413354e-16
18,-0.45653990469387656,0.1431516694238045,0.1456893897913294,-0.11067730377568805,0.10190547210768977,0.08244647216952296,-0.07205961755130727,-0.0552980669305645,-0.060887891506225957,0.05560819967212094,-0.044416979391425054,4.093259433938891e-16
19,-0.4471663260115286,0.1482991852404062,0.12041470296976671,-0.144275260259183,0.12953977306826872,0.08277591144509913,-0.050131443362278,-0.06437592114236934,-0.05751819936339799,0.041744733036867,-0.04242842579432857,1.1820335343193236e-16
20,-0.4605689830425178,0.13738935004352493,0.14856432211261447,-0.11423654256096585,0.10643360384799874,0.10039385222853886,-0.07947538513766848,-0.06947956720231743,-0.0848698947750997,0.048873405315452915,-0.04410331353945712,2.674774096273389e-16
21,-0.4274186293281048,0.14748397414513542,0.13762332691306622,-0.12990493294312772,0.11466542515392311,0.08853771376874747,-0.08157857981107858,-0.05704163461493459,-0.06903887226326891,0.046344783078490756,-0.054076753031609054,-1.8696403933773184e-16
22,-0.48080705218555636,0.13758370334602749,0.11853292300300151,-0.15086578784313037,0.1087498198209568,0.08102055879840961,-0.04387498336422248,-0.09084940528218843,-0.052621603122395166,0.06352175149191414,-0.04519930498741029,2.1296338933822458e-16
23,-0.431990519735792,0.15748445126279442,0.13500623556539737,-0.13693445745634528,0.12258614974937274,0.06594102730395533,-0.05746445314374224,-0.05375357039056704,-0.062228675797877095,0.042083956791936133,-0.03827298545728822,-1.852707559437042e-16
24,-0.46123585701047665,0.16586982514005985,0.130831154121774,-0.08838675558721745,0.1383352779254379,0.08640908986102924,-0.08136103916000043,-0.10553713382645732,-0.06751309450187575,0.048778685429705176,-0.03368129856639587,-7.639735541642583e-17
