,Distance_Center,Nationality_Spain,POI_Restaurants_Hotels,Nationality_Italy,Nationality_UK,POI_Clothing,Intercept
0,-0.42609549293055793,-0.24064792566683166,0.1751171856259739,0.17133585142123434,0.06423022454993926,-0.05964406013477788,4.738910134728867e-18
1,-0.4133195214153675,-0.22494411462598,0.19679614508353777,0.1711749130937103,0.078595828996967,-0.06120335386614359,-5.545039196734191e-17
2,-0.4352596055238223,-0.21585146027627078,0.21333229480503446,0.14821361339742462,0.08014226419053734,-0.07392500512208194,-1.1059035341877922e-16
3,-0.4046066856003344,-0.2536396937809604,0.18542513559504734,0.15521780096482318,0.07509351618736862,-0.05049105872694551,4.973411360173069e-17
4,-0.42639460789626127,-0.25686777505530045,0.17759016243072698,0.13836115090631168,0.07987586740336006,-0.04836147364429169,3.795668071492878e-16
5,-0.4504806754111741,-0.22771222505836528,0.16408698686445736,0.16426714610492504,0.06984354012972453,-0.051397233319794844,1.0193051508512071e-16
6,-0.41268672934045725,-0.24416398767720443,0.18941712022942275,0.15183257586021132,0.08380410971527588,-0.05878002100676549,6.66045730458851e-17
7,-0.4046957069301,-0.23796582565129282,0.21407169232493042,0.16338142333002245,0.06482517967093476,-0.0657737401388083,5.0528209398004916e-17
8,-0.419567475127542,-0.2520579723865534,0.18553141048920357,0.14427928114388777,0.08379323876759552,-0.06638316997549643,-3.0507320378736515e-16
9,-0.41805285009470144,-0.22827860871204317,0.1968077024434595,0.16100332386047864,0.07535814853336723,-0.05207505316575581,-7.80277382040311e-17
10,-0.4234664149343291,-0.25032022269430065,0.1903788485807501,0.15103247924146654,0.08709757865884783,-0.07742176758080918,-1.2545777689576783e-17
11,-0.41968129770767965,-0.21859831264012,0.2000418413646879,0.17748660378791747,0.06402454085583704,-0.06316861238505289,1.92995445232636e-16
12,-0.4217291768302111,-0.24715590007830035,0.18933509997692208,0.15705343481050354,0.059133857579788035,-0.04028585727065784,1.7811469148061007e-17
13,-0.4220148361914772,-0.24977923881377662,0.18757836528507033,0.14897041350509288,0.07085941739818928,-0.06437545616971099,-9.897945034511126e-17
14,-0.420104782251039,-0.22550350306707945,0.18185878867065336,0.15091159130346,0.09644968297424644,-0.04949002868099492,1.9777248771344486e-16
15,-0.420359870355102,-0.235145221507379,0.1988571016698336,0.1677894960604543,0.06639869298849546,-0.06761885811435078,1.8147330179105994e-16
16,-0.42919309981851056,-0.2352523333961714,0.20941504690682666,0.1519149772685855,0.06626815715827097,-0.0653531849094687,-1.5908458944014123e-16
17,-0.44281987330752576,-0.2493496778301914,0.17308448653498326,0.141526556124134,0.07634002096618545,-0.054773311155878524,-9.26809318146508e-17
18,-0.4070996817711804,-0.23356590292739676,0.18687796521048267,0.15851501124375816,0.0906180505728616,-0.052472674307238065,-2.0205808222824144e-16
19,-0.40550445865646195,-0.23735385436031245,0.1804305211060317,0.16573882150348335,0.07975425677444123,-0.05375059835064286,-6.949055228007055e-17
20,-0.43290264973553927,-0.23897746374894618,0.17789843048243936,0.14369520056112833,0.08604096260796451,-0.05522677083573985,2.0408597735272146e-18
21,-0.39408876281473354,-0.2445359954019866,0.1939022383442972,0.1662943231334305,0.07914974257880764,-0.06544520445728846,2.7620173983517335e-17
22,-0.45594056561380353,-0.26301031338688685,0.17269215793292247,0.1452345734724234,0.047130994456375086,-0.06013414411928614,-1.851090185308138e-16
23,-0.4081670312448632,-0.222730251678785,0.19159459083860403,0.16435662177650748,0.08865454884316357,-0.05053936451912569,-2.82213713741349e-16
24,-0.41600209600287963,-0.22026545561878996,0.21180898031124784,0.1661231302681056,0.07621043625903538,-0.061939225110129364,5.329146163674216e-16
