,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_Spain,Nationality_UK,Education_University,Intercept
0,-0.4594308392506963,0.20901110184211458,0.15131700201127707,-0.15014640304294796,0.12509936656056983,-0.12641230629482758,-8.605937968257374e-17
1,-0.43744218988644135,0.235307719255628,0.17115779038599552,-0.13583198681551095,0.11444256314823437,-0.12088645053928002,-3.898362945581449e-18
2,-0.4541937101246662,0.17965673169297453,0.1772274135027958,-0.13356003997892762,0.14776010754806174,-0.10943918214220724,1.3189714103335336e-17
3,-0.42757306859047467,0.18992084057710557,0.16489836172677239,-0.17811662384518623,0.12446867275963408,-0.104875563287848,2.9451987482744163e-16
4,-0.46083720489101065,0.21283402220392153,0.1613755178192432,-0.1452377855139391,0.12373904458341624,-0.14964538934161242,-1.247843219452256e-16
5,-0.49430995492303376,0.20544318359860364,0.15045857300317922,-0.1297767059597702,0.11362833385327481,-0.13093637193750252,-3.6636449137882316e-17
6,-0.4315475580109399,0.20160738089694674,0.15037759339966758,-0.16597351685059858,0.13600817700311443,-0.10530348085658933,1.2701928126475234e-16
7,-0.42196832313949245,0.20922831453549778,0.18125135813939824,-0.16096475621178394,0.11549125103380964,-0.11232052088274058,2.1032361469337156e-16
8,-0.43882727921978393,0.21000411234265084,0.1733146181998731,-0.14581995919078633,0.13593256706412948,-0.14275266515012222,-2.2882486957839723e-16
9,-0.4554269593887574,0.20181550306270063,0.16962176067530935,-0.13896433960071333,0.13326863519607268,-0.12160833281568298,3.949872688880463e-17
10,-0.43960152116429596,0.1980373005486171,0.15336420903620754,-0.17168903338313268,0.13545801708755975,-0.11349724759588811,9.351635906357887e-17
11,-0.4560108529437316,0.23790289849394963,0.17768301159796265,-0.11815930018692679,0.10546414888995095,-0.14161538583093414,-3.4035191432499174e-16
12,-0.43524053023857046,0.1940142910571592,0.16985333512947665,-0.16180034884330946,0.13766257176907054,-0.11046458859289648,-6.03434138496982e-16
13,-0.458933196979462,0.19573810539970882,0.1625521775134784,-0.1518280617057811,0.12366626575668561,-0.1302102443436436,-5.051396120680492e-17
14,-0.45179596451280485,0.20545204667899158,0.16171608284512975,-0.1380501255830961,0.13012319096803737,-0.11652597951712336,1.081929165764539e-16
15,-0.442507428457441,0.2210956746759262,0.16636419988020934,-0.14402689013850348,0.12517969414280555,-0.1315961894234435,-3.765407472091006e-17
16,-0.442049943961587,0.21394823124860232,0.1867566209023808,-0.13724268053262556,0.13115669782943207,-0.13651297942684018,-2.7969314666766905e-16
17,-0.465760111411963,0.19695543942638094,0.15613863555683383,-0.16136293971770893,0.12556504444541575,-0.1351733085323672,-1.505957617244902e-16
18,-0.44758786392962435,0.18776857544034653,0.15750527444952012,-0.13875059639517626,0.14795722428579594,-0.10731086178386401,-1.6115144854251664e-16
19,-0.4440601303434279,0.20906305364438532,0.1576891082485651,-0.16047761995506565,0.10344776489774005,-0.10024610449090696,1.6316190652034931e-16
20,-0.46247796433567684,0.1860883230736451,0.14750623906309854,-0.1543319092636857,0.1527678018202176,-0.12826852793812932,1.5837317104027841e-16
21,-0.4092487838757129,0.22415948912430236,0.16640252421116802,-0.1415203509287598,0.14448524525311607,-0.12399211213814201,8.98060574754746e-17
22,-0.47015075817126256,0.1965228184590783,0.14604689617822084,-0.17634687336853944,0.10456207187183311,-0.12453954456384385,-3.163018848922222e-16
23,-0.4410514897067322,0.21091536556243967,0.1722026204575444,-0.142964241055647,0.11604603171870106,-0.10596875283190746,-1.179750230877213e-16
24,-0.4581228934321809,0.2163351385975722,0.19092101661823657,-0.1250342029683274,0.11575351930843447,-0.1310846321662023,1.4728923863289874e-16
