,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_Spain,Nationality_UK,Percentage_Age_25_39,Education_University,Intercept
0,-0.3804041017124142,0.24863746640331047,0.13280536309031876,-0.13210722141861567,0.09447535541216887,0.08671754757788473,-0.07504541636723075,-5.16195877062732e-16
1,-0.37627500016402776,0.215805098411367,0.1601388102469951,-0.1260215385881564,0.1151333571746875,0.08082258340104889,-0.0685743832169588,1.025950936733134e-16
2,-0.3958909309885407,0.18610083644518743,0.16578685296994805,-0.11179946818235922,0.11783776130318034,0.10011559986752076,-0.058573554947990186,-1.9641155123427358e-17
3,-0.33986388518523264,0.21620529556605803,0.14542536046206628,-0.13320152266693902,0.11817071841245597,0.12366931238399921,-0.0641869745100385,-1.526326472821019e-16
4,-0.39614233742450133,0.23081239111693727,0.14887702807586534,-0.12932522483577436,0.11011873685974438,0.07765073652535429,-0.10141316950281914,2.430618771295258e-16
5,-0.40749930018891717,0.2370898414190003,0.1323252251044824,-0.10358254780800366,0.09152619118352809,0.09962009071692608,-0.07279382763909129,-4.68841840795489e-16
6,-0.37230857251842814,0.21857289984552802,0.14169950497938383,-0.1557397898141858,0.13726959095420266,0.054678637811243366,-0.0742451042481766,3.6656894877272496e-16
7,-0.3547570019763965,0.21938572341180512,0.16688180194661273,-0.13395652942928182,0.09569620627321745,0.10760432608081497,-0.06193554855166719,9.787085183714132e-17
8,-0.37025011946521563,0.20969106420142872,0.1521535369678257,-0.11235536170193726,0.11561477121584479,0.1253522910463793,-0.07953621549599657,-5.143698549019157e-16
9,-0.38630887076038445,0.21693862565041727,0.1611790551857346,-0.12617642699742557,0.11095370170424004,0.0797020263706955,-0.08187865436979327,-6.921193806799715e-17
10,-0.36980178795464835,0.22674859985342494,0.13913610629672796,-0.14728988741415103,0.1083534612296674,0.08201080912340757,-0.05840073993442567,8.078518404128888e-17
11,-0.3702095008266319,0.23694244490841634,0.15075523973713717,-0.09992586615497477,0.10375160794334609,0.11990509045502207,-0.08110610572889486,-2.0865826005500477e-16
12,-0.3787471590026619,0.20687003645746585,0.15855949653358697,-0.17149187410407069,0.09676224164108574,0.062322366770066195,-0.05173557033433432,-3.788272078616913e-17
13,-0.3886092382383503,0.21003534114203676,0.1478215174748067,-0.11154902851387113,0.1165932265209615,0.10568635777039735,-0.09237152718373602,-3.5314928969688114e-16
14,-0.3837324737723875,0.22338489277587148,0.15548376944664144,-0.10032723180683195,0.1268054847308436,0.09785959684907997,-0.08800712746660863,8.447808824709016e-17
15,-0.382600278669397,0.2256116527186287,0.15691719154634565,-0.11669376067512695,0.10791228873845504,0.09527349194251467,-0.08359656997032047,3.0275351700314887e-16
16,-0.3834826977128767,0.2222053398516915,0.1666534834005321,-0.12128452499245307,0.09393974193668589,0.09731525751568584,-0.07789021408484614,-1.6290233048193627e-16
17,-0.3905277850145458,0.20348400454866036,0.14643994512215391,-0.1330180913405747,0.1282856145622252,0.08633782259813402,-0.07908599684608433,9.2971248837546e-17
18,-0.3675512327250243,0.21781114501078438,0.14718364526640876,-0.12256633340545316,0.12055972471971765,0.09509063779611453,-0.05734203445241867,3.2652565709007705e-16
19,-0.3648407971034033,0.230043059589368,0.13591080878872375,-0.1400616985434254,0.1038979973761319,0.09307526105287602,-0.07079812413286794,9.501624112259472e-17
20,-0.39492613126259046,0.2133099197531673,0.1457474596601223,-0.12197124037098725,0.10599844028144008,0.0987887082943017,-0.07668409878473484,-1.267823504304398e-16
21,-0.32933256476460754,0.23926198262316584,0.14583849916777153,-0.1469887490373884,0.11220009843653932,0.09266328589583245,-0.0574606241133771,-5.741706292704326e-17
22,-0.41323366120695854,0.20704918845640213,0.13418532189930701,-0.14024331101324777,0.08339714438402812,0.0983238801198126,-0.07515392996676132,4.05540642934287e-16
23,-0.3589594779520428,0.22298185926917927,0.15294782251831257,-0.1203861869742664,0.12319305158199856,0.09383708465246518,-0.06341891596789971,-2.844806507904418e-16
24,-0.39265584383357655,0.2210354607594912,0.173331540495671,-0.10212977500295382,0.12454370097977739,0.08607243832570734,-0.09633664337233053,6.602903733876786e-18
