,Distance_Center,Nationality_Spain,Nationality_UK,POI_Restaurants_Hotels,Nationality_Italy,Percentage_Age_65_Plus,Percentage_Age_0_14,POI_Education,Intercept
0,-0.41141028936527485,-0.16621626185603863,0.14821296439680187,0.10289370983277274,0.10039661810187966,-0.08852876746080376,-0.08842034109432531,0.08553298019336936,-2.893216118410465e-16
1,-0.39956734591132387,-0.1525929694396469,0.14368724867322485,0.11270080235116735,0.1335994528748995,-0.07979009141220317,-0.06721317321135842,0.07267905995411156,-1.0547241538568289e-16
2,-0.44789870455726943,-0.15123298740140872,0.15172099759064325,0.1343497324360372,0.0749855059540119,-0.07152815716656524,-0.0534606912173892,0.06761291531732044,-2.7491481605032504e-17
3,-0.39612649019683077,-0.16094048525464766,0.1500690797983023,0.13022200067550987,0.09598233578784326,-0.09853159546100049,-0.07738677131818694,0.06653115334523657,9.662402351359056e-17
4,-0.4062430297410351,-0.1685346405794141,0.13927475958058447,0.11209527346521339,0.11350274139761082,-0.08101938559357597,-0.08104519013365216,0.06309659507142718,2.487366973869075e-16
5,-0.4454985570458491,-0.1553987680987089,0.14622573707257147,0.11519153232546633,0.08591157832296535,-0.07354346265964229,-0.06705646272542157,0.07420574697291421,-2.1470017171666895e-16
6,-0.424844080434344,-0.17477122142730733,0.14402430796878699,0.11878849714413256,0.09634568370350816,-0.0736216979194014,-0.055775433780509025,0.06811939900034958,-1.0764342689643777e-16
7,-0.38201826421373203,-0.1551231834961712,0.13774378021812195,0.13362542743166136,0.11918087839816126,-0.09625378054640477,-0.08281815210373077,0.06797255075333486,-8.411162714777156e-17
8,-0.4019542916083982,-0.16345234230033528,0.16077612921900852,0.10038046945142534,0.09415520767035376,-0.10110119273019087,-0.09334062350933252,0.08840949409375609,-1.1569327795543126e-16
9,-0.4070982265264328,-0.1501841729031396,0.14448787457278772,0.1235871715364974,0.12272382034317354,-0.07541455082588082,-0.07211512065003134,0.05732664048574854,-2.1347186327114564e-17
10,-0.3931613136928813,-0.17161104080063921,0.16965435870199733,0.1084249776912376,0.10192954688837062,-0.08827169896399881,-0.07712445220950775,0.06497114374031032,-1.6560565982912443e-16
11,-0.4174259234227741,-0.1530686869450834,0.12696722121385495,0.12111930795238599,0.11355299532766357,-0.08404994574807133,-0.07638837139637124,0.08121405661385561,-1.5742448103622354e-16
12,-0.4149366079498083,-0.15363264798342938,0.15044613228851492,0.1353783811005818,0.09600726002188217,-0.08107698295436346,-0.06857469857468898,0.07419988016261408,-1.7016192259445903e-16
13,-0.4222367537714069,-0.17533707543950547,0.13219280050314292,0.11032980740595186,0.09452800646543263,-0.08620711350684968,-0.07140265776069799,0.0674542160701318,-1.7504809181916053e-16
14,-0.4150518874571307,-0.14688528520549904,0.15142321180901594,0.11681356866188455,0.11349520445358743,-0.0795346551833766,-0.07573714997877234,0.06795916461156748,6.838306844989846e-18
15,-0.3819875383174607,-0.15700002480334552,0.15397849704711436,0.12471683627973969,0.11299604552824051,-0.09371513434895566,-0.09163159988989483,0.06559261556724288,-1.8737976504622448e-16
16,-0.4064950531041905,-0.16838542765618325,0.1676239228654309,0.12326749762352199,0.07649642667211351,-0.07894962317882406,-0.08740396608523024,0.07016689568483153,-3.1558091378647207e-16
17,-0.41942923803547133,-0.16956536477160986,0.14494822466364685,0.10688888345228267,0.09926793637846092,-0.09275484756365199,-0.07902048693409235,0.07032294531263616,1.59835809112959e-17
18,-0.43253153306660497,-0.14800461616159735,0.13728083404490748,0.12197326628333142,0.10424137542069627,-0.08183360354721568,-0.05200476868951852,0.07764412764566991,7.837263803119303e-17
19,-0.42359300457663934,-0.15500616842307385,0.1282253492454659,0.11489395267742503,0.1255138253855421,-0.07389575223467909,-0.0608388473691714,0.0722007905324763,1.1179888692880018e-16
20,-0.4394389450560931,-0.15345316774304646,0.1495584759049897,0.10905270733596703,0.08535111891128191,-0.09246815500238359,-0.0891899648071359,0.07945128261850926,2.0934039681020205e-16
21,-0.382517024095232,-0.16139147754921795,0.15729995477511377,0.1102884909458223,0.11029908543642876,-0.09311310369332598,-0.06907715383398766,0.07495287428951503,1.3116227265734978e-16
22,-0.42735691008487875,-0.19994714147281978,0.14041055984104558,0.10377673088044445,0.08909406879352846,-0.05859340061407711,-0.06234566027147619,0.06740428969922013,1.9137774006985904e-16
23,-0.411007856949233,-0.1420026743736588,0.14856998072083616,0.12675423936783653,0.11457268962394278,-0.0809631117805506,-0.07019342064761294,0.05728969293881847,-3.4767585604109885e-16
24,-0.40092639758070175,-0.14551176842251604,0.13805785362525544,0.13988999871097946,0.11991506663226598,-0.09117003517752242,-0.0779749278779743,0.07565733283820547,-1.3511511383397307e-16
