,Distance_Center,Nationality_Spain,Nationality_Italy,POI_Restaurants_Hotels,Nationality_UK,POI_Education,Intercept
0,-0.4454597349116296,-0.18053214370888113,0.14648197191267692,0.11645607678421423,0.11332985368888385,0.08174363970804083,-7.997713622104826e-17
1,-0.4195175402008573,-0.15621245541288203,0.1752730433478948,0.1232957174534854,0.12041687708184605,0.08451816605929652,-3.506502385292161e-16
2,-0.4553089749304903,-0.15773287952387158,0.11732155896768803,0.15206898683547332,0.12752371243604596,0.06812451478425519,-1.4028252919125356e-16
3,-0.41890444522335785,-0.18185661748523702,0.1416158492653109,0.14791406140356825,0.1199961422512244,0.06606090164989925,3.4188404569514675e-16
4,-0.43228042260994026,-0.16135208254777458,0.16919906116751554,0.13696636583383942,0.10224728729685695,0.06324430866674519,-5.538964131305347e-17
5,-0.46401761366476973,-0.16291445529488746,0.1332062420083375,0.13243034736729975,0.11024293016169055,0.08200114844978801,-4.251169429698471e-16
6,-0.4379568263649267,-0.17787660486547702,0.14262596298951027,0.12861087380873196,0.12004537979330629,0.0683075317594301,7.518972685975213e-17
7,-0.4016766593490796,-0.16690431914508702,0.16565597492949077,0.15186606881711212,0.11582198301405608,0.06899407255886658,-3.5525104682988395e-17
8,-0.43780227984351505,-0.17676458240674725,0.1337362450481103,0.1284094860940423,0.1260387682592634,0.08114021401615407,-1.6004475247199669e-16
9,-0.43118150662702376,-0.15109421014822608,0.17453944500879373,0.1349853924853864,0.1121818161767241,0.06281106457670005,-2.5094133425468638e-17
10,-0.4280077364947054,-0.17251723904499577,0.13586290727564115,0.13429304139074738,0.14282100447264046,0.059959415779718306,7.506334723223787e-17
11,-0.4517634237731788,-0.16242419913331327,0.1517545143923511,0.13307597314958175,0.09588346772588306,0.08950800434751194,7.151195516860313e-16
12,-0.4374468798167438,-0.1692638351254448,0.13366838646662882,0.14794973250335808,0.11905689454074463,0.07772482094133537,-2.990389566706155e-16
13,-0.4251881922546799,-0.18004693526906698,0.16727050531692475,0.12733329618684447,0.09828081335988317,0.072105494974188,-1.648306372910001e-16
14,-0.43017179836011143,-0.1519468018131967,0.16318438080386832,0.13441137728033986,0.12541357288963223,0.06534219290512278,3.1311705109527493e-16
15,-0.4116796229692369,-0.1707041346520225,0.15365397628029265,0.14798779521451522,0.12236888856663389,0.06902467278905255,-1.7836444121533905e-16
16,-0.43761343477225345,-0.16701227123547155,0.131388603063965,0.14138790694062559,0.13017417678759358,0.07079104274527315,-6.568994261183306e-18
17,-0.43748997452122834,-0.17940767093483864,0.14415438392748248,0.12288552383751992,0.12267912818896795,0.0702568262467686,-3.3071394377692765e-16
18,-0.4479651097917826,-0.15525609613224245,0.14564503930130798,0.14041118920681656,0.1106245737402469,0.07612080223653261,-4.909801141776324e-17
19,-0.4391988718976557,-0.16259620341823164,0.17444274181629088,0.12414518210714649,0.09857957630406944,0.07723151890100577,2.361239247838152e-16
20,-0.4723418904709163,-0.1622431677104375,0.1274587373925945,0.12846714032596038,0.11819651350004295,0.0777932124644814,-4.651304077312711e-16
21,-0.4018022907160945,-0.17957328895447727,0.15953437488082828,0.11902837561213064,0.12800531749154828,0.08227914877353526,1.6245911564450613e-16
22,-0.4435077207610301,-0.188290654800627,0.1419654224147503,0.11950847228934004,0.10884702339237037,0.068897856412453,1.2791458723777788e-16
23,-0.4248276316003616,-0.15608577396982562,0.14981770183758736,0.14872297326777498,0.12673278597187065,0.0602394906731068,-3.2881910329558974e-16
24,-0.42886571816673713,-0.15185054064516287,0.17110911205942014,0.1575682079120422,0.10392494640642008,0.07402442139009946,1.8842219756941006e-17
