,Distance_Center,Nationality_Italy,Nationality_Spain,POI_Restaurants_Hotels,Nationality_UK,Percentage_Age_25_39,Intercept
0,-0.3708269338038378,0.1968308590797257,-0.16672144402943392,0.1304893540443431,0.0773247797320489,0.09712503874751426,-3.3884498921741324e-16
1,-0.36788082868394767,0.1608067001185936,-0.1473970862430829,0.14957795910694072,0.11920748028084915,0.09757053021598183,-3.629876444207729e-17
2,-0.38660246666014925,0.13874348621451024,-0.1477579930582084,0.15639319074282398,0.12267134282219,0.09718464987944597,1.1434045074385453e-16
3,-0.3269185438397019,0.16203250259625548,-0.1772492822090452,0.13983058777418567,0.12597381768305888,0.11993419151047993,1.0045332086962271e-16
4,-0.371152920451085,0.17453151773506026,-0.16608208318175005,0.1412335503680573,0.09117832351702848,0.09932093912901824,-2.0824583965645407e-16
5,-0.40296608099285075,0.1792351584462501,-0.13619390299907133,0.11796683232930905,0.09030525858197933,0.11028631786010912,-3.4211354845550903e-17
6,-0.3474424230123629,0.16255070262482932,-0.19155256280474708,0.1398334838527665,0.14107053910666173,0.0687538709251311,-1.0609336466905495e-16
7,-0.3422092619033179,0.180649308778293,-0.15438511107007208,0.1574789758598552,0.09855245412270508,0.1145141880226768,-1.7626584000233467e-16
8,-0.35165012623176567,0.16005710402983753,-0.15487253766575532,0.15530610534971012,0.1013337282905595,0.1272015117458244,-3.7688650091802676e-17
9,-0.38039207138136527,0.15432690718915157,-0.16862509449898266,0.1463748670707415,0.10087730119470215,0.08869845374352578,2.461212367600192e-17
10,-0.36469117466846557,0.1851688177094076,-0.18173967725998474,0.13332493801831635,0.11001323204327416,0.07306293372565995,2.7979561186319995e-16
11,-0.35914711952715084,0.1752868200660856,-0.1422234228571324,0.14246297827467957,0.09882892718440639,0.12586056221827863,3.9930565110781346e-16
12,-0.37395702248807333,0.15965151125389818,-0.18033966617667008,0.151680999311127,0.10523382238138448,0.07974953966180481,-1.7667047219083262e-16
13,-0.3675933488731118,0.149288130502751,-0.1498309364191051,0.13814724618102214,0.11196289566265369,0.12168415970444649,-2.683839637674256e-16
14,-0.3591722858218746,0.16775715044605938,-0.15106302967295293,0.14912147352517185,0.10666963886605046,0.11108164885389311,-3.09951558635658e-16
15,-0.3636468546550527,0.17819079485662856,-0.1555802407324581,0.1435339468260568,0.096711851422742,0.10727025082509815,3.062189395370943e-16
16,-0.37508520263174994,0.16633155263171487,-0.1508557557427334,0.15645396295232988,0.09251896194250854,0.10861355441337014,-4.4898032131317865e-17
17,-0.3665953027721288,0.1470242516712298,-0.17451525391213218,0.13989491548967203,0.12034157109222146,0.10059339493959317,-3.2656337059034614e-16
18,-0.3593095528017494,0.17188906932051706,-0.16173656877219214,0.14695703070714922,0.11708020960670357,0.08896014761983222,1.1371413111526386e-16
19,-0.3585602025764542,0.17364207814831456,-0.1649029659799761,0.12953324958787693,0.10830638759385275,0.10126494928927944,7.855532476562126e-18
20,-0.3908716138229818,0.15565396804143486,-0.15702199366511396,0.13527445363252139,0.09856377057866991,0.10591271131601174,5.643502385211403e-17
21,-0.32818170417742065,0.19975792739425446,-0.16164588423293577,0.14008772913748518,0.11351217227665707,0.09593497776733759,1.4598109451166797e-16
22,-0.40137224170714014,0.15328246224217165,-0.17222022036725781,0.1280625743814084,0.08325498055335487,0.10786039991205065,-1.0067346928581662e-16
23,-0.3445713363901316,0.16088994319858424,-0.16806359293731965,0.14666319010271972,0.12459780895562168,0.09854533414208405,-1.6617392570199258e-16
24,-0.35874974721866676,0.1679919807736212,-0.1453200977818918,0.16615533505661212,0.11242878804529002,0.10274137435403705,-2.1279787388638793e-16
