,Distance_Center,Nationality_Italy,Nationality_Spain,POI_Restaurants_Hotels,Percentage_Age_25_39,Nationality_UK,Intercept
0,-0.36472734441721616,0.1987618745214431,-0.15597976195805144,0.13909373313121115,0.10151480289980158,0.08099681368284675,-7.160047046021047e-17
1,-0.3654244308117179,0.17269495146443736,-0.1365328728644202,0.15347690920183155,0.10254630514033325,0.11156753679619674,-3.3143447382091044e-16
2,-0.38528858220834605,0.13787619150899433,-0.13614534066282521,0.1607573717452102,0.10734882453332342,0.12310911250247086,-4.605264949622022e-16
3,-0.3313588997495251,0.16209572951267343,-0.16973369503127492,0.14488129125347565,0.12455364472800418,0.11900026153917038,-9.777478020238178e-17
4,-0.3626452259803409,0.19044509505012175,-0.15859849019858874,0.15071864625497194,0.0987636582243564,0.0835454269076458,1.2103700805948428e-16
5,-0.4020561210899484,0.18512248097669554,-0.12606006660894065,0.12406040323445239,0.11482655260732019,0.08482861231698788,2.7303782700451296e-16
6,-0.34676303453087426,0.17253284893834225,-0.18453810736745369,0.1443686293318902,0.07048921363441174,0.1328212871945776,-3.87393570996547e-17
7,-0.3374339701801742,0.18921570951383573,-0.14466878011384876,0.16336615945345773,0.11590491390741561,0.09874608116831322,2.2073379736241465e-17
8,-0.34657374060396284,0.1656083572149986,-0.1461871117982806,0.16188627134976663,0.13324018014607306,0.09662890819297464,-1.1664338510199285e-18
9,-0.37863099903959235,0.15167694636596413,-0.15563509497184644,0.15439159082007342,0.09929157054667691,0.1017870892393212,2.873512930504682e-16
10,-0.36311561787188973,0.18896551390881422,-0.17147202362011876,0.1447862669242091,0.0794474670784695,0.10152238726740415,-2.4537530155589996e-17
11,-0.35825103270534053,0.1738166338622659,-0.1358258331222528,0.14663145407655104,0.1342029418678522,0.09586384884590578,1.9805231577783442e-16
12,-0.3680356580125067,0.16890415514360407,-0.1735093433321535,0.15792076066747607,0.07827877991061423,0.1033922586120039,-4.736885469297887e-16
13,-0.3678691444396715,0.15606983694106957,-0.13941543382837746,0.1442369992857822,0.12691159898691656,0.10609242691134119,-2.665397483840009e-16
14,-0.35391608869088237,0.17737771301061053,-0.13660079217398344,0.15216157953035692,0.11670047940460095,0.10818671791754954,3.8814869272537997e-16
15,-0.3667861800973492,0.17674922476976512,-0.14434731821852081,0.1516805209703162,0.11158241533499852,0.09351494949018498,7.214823760586333e-17
16,-0.3668439841478345,0.1762826042372883,-0.1434296259813246,0.16621201633547222,0.11101920324818194,0.0873279334720662,1.8783123631713018e-16
17,-0.3612182833303384,0.16080445231524973,-0.1690749362369275,0.1443494303136944,0.10341248691560208,0.1101324358190012,1.3803636938558376e-16
18,-0.3578383948053212,0.17227041642426036,-0.15093334045485246,0.14945334842947738,0.09834016776296302,0.11790285084199145,-1.8724177955398631e-16
19,-0.3569246958311462,0.1792412522568982,-0.15054195296219355,0.13663661222514462,0.1067471525849985,0.1082049040243635,1.9777134620612643e-16
20,-0.3914759396753769,0.1607272783854055,-0.15021545268645486,0.140592704432628,0.10591250385612166,0.09542886740066142,-5.447093051659874e-16
21,-0.32764823433768486,0.21302174318079412,-0.1549281612049502,0.140617753073144,0.09339767854904375,0.10825340162305933,2.4816709554929467e-16
22,-0.39297328767859846,0.1593826067077948,-0.15574317542413707,0.13691751621994813,0.11962504617961864,0.0804775589967144,1.4203583642162748e-16
23,-0.3403494466135437,0.1650009737501917,-0.15310476921961338,0.1519436590838102,0.11298303048999264,0.1220084010233178,-7.577501819294649e-17
24,-0.3572283408168606,0.16741295812739324,-0.14162640346754315,0.17707665452131444,0.1039780619123841,0.108836207016409,-4.72894703473605e-17
