,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_Spain,Nationality_UK,Education_University,Intercept
0,-0.45961544834510587,0.20959098293826436,0.1532611650028471,-0.14609603426078466,0.12050908723491911,-0.12212875749439331,-5.150973789350448e-16
1,-0.43857815369820735,0.2425282795899493,0.1726328268557019,-0.12482541412189033,0.1118227344261332,-0.11976080178105292,-6.698631957486535e-16
2,-0.4546909758407068,0.18868512294215248,0.17263495235135196,-0.12578238988780188,0.14428578676028075,-0.10855787648882975,-5.472970189421354e-17
3,-0.43173723409520665,0.18955776517447578,0.159015326240092,-0.17084514459460104,0.12863604547132637,-0.10194655946131082,-3.892642483041221e-17
4,-0.4532093355412014,0.23206988618491536,0.15549998429366432,-0.1338646245737674,0.12053465050866108,-0.14067393850970772,2.7391519590715996e-16
5,-0.49307038195075403,0.21317493919120795,0.14868621581834635,-0.1213164552874974,0.11172219110746669,-0.12796472890905636,-6.964097002253319e-17
6,-0.4367788387585047,0.21118808906033087,0.14725384324745783,-0.1499663161927981,0.1358357652005084,-0.1071475953152841,1.271271123654561e-16
7,-0.420936435415663,0.21961493303377802,0.17837060262608379,-0.15215200286688524,0.11315716354325281,-0.10912309510240609,-1.5135421938324926e-16
8,-0.44125495448645397,0.21560830809406756,0.16975698491146182,-0.1387002008907465,0.13169356784472208,-0.1382467503429546,-2.9409020809702707e-17
9,-0.4485603708972176,0.20351670317171103,0.16786117380189886,-0.1376301927346143,0.1332559538931675,-0.1126125528332359,1.4289963065013422e-16
10,-0.43509601637767525,0.20779145121955822,0.15086894882728302,-0.16305516808693726,0.1345034278501683,-0.10683228857746488,-6.904927084515089e-17
11,-0.45023850467495935,0.24250254078791203,0.17164376508848683,-0.11591425438433876,0.1062238758329778,-0.13382854388005824,-2.3947042644174704e-16
12,-0.4369812362254013,0.20333005529732903,0.17158419720003554,-0.14866715001601366,0.13190317479379896,-0.11210884347981712,-4.0069166644500317e-16
13,-0.4634742449460523,0.1954866897109627,0.16268774173674191,-0.14501425473811747,0.12047575291034927,-0.12540865526148018,-1.1696120612658997e-16
14,-0.454665431269869,0.2156666642158769,0.15561364792776053,-0.12787189203552102,0.13053057810505403,-0.11574425888046808,3.7652269849908456e-16
15,-0.4417088438952921,0.22501683115362087,0.17118273014651247,-0.13867077400144118,0.1207385815147839,-0.12972305431114073,-3.0381936594730386e-16
16,-0.43599982074544225,0.22694445422728765,0.1786324963305006,-0.13229636395883942,0.12966923130003455,-0.1303783974710716,-4.725524470035021e-17
17,-0.46990999787890864,0.19716182108039298,0.15009042323146318,-0.15718768128569205,0.12424353980193638,-0.13084154245442048,-5.475749212488018e-16
18,-0.44370315885933154,0.1969393063955627,0.15537289538046323,-0.12826661621247595,0.1501438269442841,-0.10413752562202604,1.0569663864936276e-16
19,-0.450075339950747,0.2179281600275626,0.1566402481225634,-0.14365785274318355,0.09840903368878108,-0.09753002253781384,-6.484497055637216e-17
20,-0.4606099681111925,0.19987557844438297,0.14533620058184715,-0.14036541084568394,0.1516901829491233,-0.1263946369659038,1.2564459234727477e-16
21,-0.40624982769946083,0.24199830279181989,0.16643470175555614,-0.13168823885514225,0.13330793979601402,-0.12225955872479169,-8.854383208101527e-18
22,-0.469767116459656,0.20728113222841335,0.14062033440018004,-0.16999944812977208,0.10004060156568251,-0.11992060989432787,-2.5264757812805587e-16
23,-0.4423155007440835,0.21116987937797183,0.1677808640983943,-0.13499312805735242,0.11820379403601922,-0.09852007199394386,-3.819513209595298e-16
24,-0.4597020137667791,0.20952207334713718,0.19070732396951245,-0.12208193969973949,0.12029965059354822,-0.12845661558628108,-1.5075100886965008e-16
