Tag,Distance_Center,Nationality_Italy,Education_University,Nationality_Spain,Nationality_UK,POI_Restaurants_Hotels,Intercept
01_001,,,,,,0.30827825962372674,
01_002,,,,,,0.2948917096374814,
01_003,,,,,,0.2596421028062023,
01_004,,,,,,0.23925668161476332,
01_005,,,,,,0.2876631149614765,
01_006,,,,,,0.2870368085166079,
01_007,,,,,,0.26128367453479884,
01_008,,,,,,0.2393263566748748,
01_009,,,,,,0.2283604541575846,
01_010,,,,,,0.2395179888412338,
01_011,,,,,,0.23062203874311468,
01_012,,,,,,0.22944516698231965,
01_013,,,,,,0.23914243597654034,
01_014,,,,,,0.24845687788697102,
01_015,,,,,,0.23751870642362885,
01_016,,,,,,0.2523442952465366,
01_017,,,,,,0.25029179599584245,
01_018,,,,,,0.26845441613901716,
01_019,,,,,,0.28421692948465194,
01_020,,,,,,0.298239172074154,
01_021,,,,,,0.30085849415422,
01_022,,,,,,0.3508661238134662,
01_023,,,,,,0.3825696206824212,
01_025,,,,,,0.38042073136893995,
01_026,,,,,,0.39513025639511273,
01_027,,,,,,0.37564265494724075,
01_028,,,,,,0.33844329214035257,
01_029,,,,,,0.34136670334538394,
01_030,,,,,,0.36723654385118254,
01_031,,,,,,0.37741089774895403,
01_032,,,,,,0.3880016828538062,
01_033,,,,,,0.4131317077960292,
01_034,,,,,,0.4206753817749508,
01_035,,,,,,0.4183727366676864,
01_036,,,,,,0.3887547185477606,
01_037,,,,,,0.42078555848899274,
01_038,,,,,,0.42145294466392025,
01_039,,,,,,0.41947384553131195,
01_040,,,,,,0.4178907418263738,
01_041,,,,,,0.4216964898040431,
01_042,,,,,,0.4221650682611552,
01_043,,,,,,0.409024669042392,
01_044,,,,,,0.41854252196980357,
01_045,,,,,,0.41635369247481374,
01_046,,,,,,0.4076664181793688,
01_047,,,,,,0.40554923271013016,
01_048,,,,,,0.4130191396364144,
01_049,,,,,,0.4042946090791182,
01_050,,,,,,0.40025656207853544,
01_051,,,,,,0.40742739173066667,
01_052,,,,,,0.40430333223574183,
01_053,,,,,,0.4103074765250469,
01_054,,,,,,0.4125382671142869,
01_055,,,,,,0.4035047345397502,0.4405860225433389
02_001,,,,,,0.3669890535487317,0.39311182919924326
02_002,,,,,,0.3810778027064898,0.45513095683314037
02_003,,,,,,0.35355037196241956,0.35372177256867376
02_004,,,,,,0.3641468538255774,0.3871388569435384
02_005,,,,,,0.3858640350518268,0.4669471633272825
02_006,,,,,,0.403561900629835,0.5330359793225286
02_007,,,,,,0.4040769036719914,0.521353621951206
02_008,,,,,,0.37639727036011245,0.41964150359385316
02_009,,,,,,0.35503150910239356,0.347034546151108
02_010,,,,,,0.345225634938312,0.301820260723356
02_011,,,,,,0.33980841816416374,0.28500557764989115
02_012,,,,,,0.3309899008974509,
02_013,,,,-0.32713668317988587,,0.3242010595980822,
02_014,,,,-0.3031914079816867,,0.32441721546589525,
02_015,,,,,,0.33995365881971573,0.28483200421693344
02_016,,,,,,0.3618838154177897,0.3639210549329851
02_017,,,,,,0.3910993554291866,0.4661052464432441
02_018,,,,,,0.38307123964398226,0.4378140420837312
02_019,,,,,,0.37321636722966806,0.40931285062257705
02_020,,,,,,0.35647845490432095,0.35338689465533013
02_021,,,,,,0.3271907474065661,0.26921634307978004
02_022,,,0.45933064062585593,,,0.3012133388264693,
02_023,,,0.49358619444801727,,,0.30716644539359883,0.22802853437495607
02_024,,,,,,0.3429350404984953,0.31351453905065124
02_025,,,,,,0.3197854773859913,0.2606609698783938
02_026,,,,,,0.3328170413724281,0.27710890055633747
02_027,,,,,,0.3239288931745417,
02_028,,,,,,0.3107310255113274,
02_029,,,0.5052836747631322,,,0.3041632796099391,0.2292062588348227
02_030,,,0.5294432228880825,,,0.2846059553464671,
02_031,,,0.5299874769040096,,,0.2831470560671323,
02_032,,,0.4727849364274193,,,0.2901835571349474,
02_033,-0.4663309936899833,,,,,0.29776064946782843,
02_034,,,,,,0.3140766821738297,
02_035,,,,,,0.3281534312489081,
02_036,-0.5392627597709224,,,,,0.3131064727406164,
02_037,-0.5325032734361597,,,,,0.28966393825493236,
02_038,-0.5434732820955133,,,,,0.27253020748980655,
02_039,-0.5601259481850885,,,,,0.2765060485528687,
02_040,-0.5509791048280411,,,,,0.23595890437379738,
02_041,-0.5796745574039234,,,,,0.2561768992593272,
02_042,-0.6535883975052437,,,,,0.276531612961308,
02_043,-0.7066288660730243,,,,,0.2693417786402977,
02_044,-0.6727878414028101,,,,,0.3000568508558056,
02_045,-0.6461966407710098,,,,,0.30784136015742164,
02_046,-0.5953055393198334,,,,,0.294768857390551,
02_047,-0.5692334003071204,,,,,0.32305452724197914,
02_048,-0.6173185686453548,,,,,0.32713137386311864,
02_049,,,,,,0.3399027342960605,
02_050,,,,,,0.3452009548026702,0.30064727892195725
02_051,,,,,,0.35996078193046305,0.3321177699258863
02_052,,,,,,0.3666825303728397,0.34831573888256295
02_053,,,,,,0.36770370744619657,0.3664619426532098
02_054,-0.5408450757532338,,,,,0.33462143887144985,
02_055,-0.5606303486074096,,,,,0.30266808952529345,
02_056,,,,,,0.3566484963236155,0.3744701912718368
02_057,-0.5087174822938393,,,,,0.2992896081774186,
02_058,-0.5780918003260074,,,,,0.2283564486157693,
02_059,-0.4897350632242764,,,,,,
02_060,-0.49334485429670594,,,,,0.26327602873432165,
02_061,,,,,,0.3943078203536791,0.4808873606567027
02_062,,,,,,0.36045841616696206,0.4537737862279298
02_063,,,,,,0.28688984574892984,
02_064,,,,,,0.3474458348525873,0.47639860452895677
02_065,,,,,,0.3907814158737449,0.5505969305472457
02_066,,,,,,0.40273474307971896,0.5154105311073942
02_067,,,,,,0.41066005524243343,0.544559046772124
02_068,,,,,,0.40793579493787085,0.532071354109691
02_069,,,,,,0.4167055468543316,0.5965765261711593
02_070,,,,,,0.4017594745499836,0.5893011728484943
02_071,,,,,,0.4068550642085128,0.6092223383514029
02_072,,,,,,0.40608151980557544,0.610843017605724
02_073,,,,,,0.41618769030090386,0.5997979526473076
02_074,,,,,,0.40948481096779166,0.5541445316461706
02_075,,,,,,0.40410020441131017,
02_076,,,,,,0.4002550811482975,0.5920398144139898
02_077,,,,,,0.35594888697071986,
02_078,,,,,,0.35408633125825545,
02_079,,,,,,0.3004028598160264,
02_080,,,,,,0.2910821589028508,
02_081,,,,,,,
02_082,,,,,,,
02_083,,,,,,,
02_084,,,,,,0.2756294418687148,
02_085,,,,,,0.26063833341114045,
02_086,,,,,,0.28579613595110526,
02_087,,,,,,0.2969670516927226,
02_088,,,,,,0.2853517405067874,
02_089,,,,,,0.2886404367281389,
02_090,,,,,,0.2855047739054616,
02_091,,,,,,0.2865126689256128,
02_092,,,,,,0.2789340515822691,
02_093,,,,,,0.277859106827266,
02_094,,,,,,0.25841514120528364,
02_095,,,,,,0.2619018419887281,
02_096,,,,,,0.275944807509888,
02_097,,,,,,0.28379771468107506,
02_098,,,,,,0.2933669245393559,
02_099,,,,,,0.29432249131116006,
02_100,,,,,,0.2981797835146066,
02_101,,,,,,0.3038238386498325,
02_102,,,,,,0.3019744811040824,
02_103,-0.4805758746688635,,,,,0.316870659225742,
02_104,-0.5370097004842739,,,,,0.3365210316578069,
02_105,-0.4647757624582025,,,,,0.31220693178426895,
02_106,-0.4612752463728848,,,,,0.3060658140904919,
02_107,-0.5262383347952397,,,,,0.32743839020593113,
02_108,-0.5977425688427059,,,,,0.3477017942044686,
02_109,-0.6742414621821213,,,,,0.353177410642037,
02_110,-0.6178034642576469,,,,,0.3507149930112379,
02_111,-0.7154543626278187,,,,,0.334805141321188,
02_112,-0.6993473256522429,,-0.31913032018468507,,,0.31150907430390545,
02_113,-0.6445031628637969,,,,,0.32888162319039277,
02_114,-0.5798170097672496,,,,,0.32769271327875643,
02_115,-0.5317722303890071,,,,,0.3295523260599648,
02_116,-0.5317864603307301,,,,,0.3348197989887513,
02_117,-0.5179746629608447,,,,,0.3302722979184413,
02_118,-0.45907067646313504,,,,,0.30875103092786943,
02_119,-0.49576369570645334,,,,,0.3234246825185747,
02_120,-0.49719008244855517,,,,,0.3212064983499491,
02_121,-0.46188294557545817,,,,,0.31176863471635435,
02_122,-0.4934083309337955,,,,,0.31354577689522584,
02_123,-0.5343152465542347,,,,,0.3172249783749452,
02_124,-0.5936936437130443,,-0.3258048169437625,,,0.2977598992067539,
02_125,-0.6451236537023732,,-0.3287234739757906,,,0.2893154529803111,
02_126,-0.5797925524251661,,-0.3399921670212114,,,0.26946729020544774,
