,Distance_Center,Nationality_Italy,Nationality_Spain,POI_Restaurants_Hotels,Nationality_UK,Percentage_Age_25_39,Intercept
0,-0.37521456187626456,0.1896671611510873,-0.15556577308843475,0.13288433923213927,0.08888272755882466,0.09819092892944484,-4.383653647103723e-16
1,-0.3725987619169097,0.16410276777847096,-0.14098064920532863,0.14919140436726752,0.12085344576252613,0.09392818468096462,9.20961988031321e-17
2,-0.39195561291163006,0.13293626849784537,-0.1346472882534604,0.15362262149125727,0.12960785457483717,0.10444213812591716,-2.5822246159341613e-16
3,-0.33686256536655707,0.1535971087143713,-0.17075618522846722,0.13781769797750731,0.12989334963650545,0.12168881532771218,-2.0118837675646137e-16
4,-0.3707518146259159,0.1734379825602709,-0.15647530875412946,0.1444247118695111,0.09876618119719593,0.10000503862522472,9.034885451511277e-17
5,-0.4108081686984835,0.17384495500672584,-0.12725017029450952,0.11902959783791162,0.0966595359670682,0.10853863706756724,1.9329091570577725e-16
6,-0.3526501548728087,0.1586876253068668,-0.1837706677645914,0.13832127404892147,0.14627014327466747,0.07002925089885992,1.2462423751279613e-16
7,-0.3435098866904022,0.1809942078328794,-0.14864903511103644,0.15783339383194844,0.1084699844012931,0.10919073033988935,-1.0805576862236956e-17
8,-0.35717669123899926,0.15605701384993342,-0.14479300273744894,0.15454410603123658,0.10560265018587126,0.13113437420407834,-2.681297074905007e-16
9,-0.38493003948132054,0.14746295510147944,-0.1538354207126182,0.147487727677311,0.10700352929116398,0.09815170428925718,1.5557041223060346e-16
10,-0.37075489129695666,0.17766736914485326,-0.1709121045888411,0.1374140428972695,0.11464647361918515,0.07665557377853102,1.7903172464221355e-16
11,-0.3615696088711165,0.1719196821210029,-0.13564594435299263,0.14133324425803273,0.10732032724695688,0.12556700567383014,-9.871756321362796e-17
12,-0.376173532615322,0.15688570336914376,-0.17002591881285037,0.1512964448012124,0.11089751454612273,0.08275736563150876,-4.788277067090414e-16
13,-0.37657901350090794,0.14212676664093774,-0.14118052875178758,0.13709705273992345,0.11780838558236334,0.12473193113266232,-2.3798399674308475e-16
14,-0.3639288280028783,0.16858449990562435,-0.14077986314853164,0.1480183228297759,0.11425016768882973,0.10863531385436258,6.172544521674676e-17
15,-0.37104915271470285,0.17152436194028198,-0.1417061432266326,0.14306758950621917,0.10457212203070361,0.11174764598296923,-2.7475001326622582e-17
16,-0.3761677980982129,0.16194841713737623,-0.1448118813800941,0.15904802405371649,0.09764648356109076,0.11077068443131174,5.399067023791388e-17
17,-0.3698345379940446,0.14875653055437724,-0.1681340248225329,0.13816214543805327,0.12289474238555778,0.10049626860560593,-2.9482521018473555e-17
18,-0.3645463116650247,0.1654232193373834,-0.15177090254536066,0.1443437410223799,0.1265819243561365,0.09191692259478493,2.1774665966958943e-16
19,-0.3666367113005529,0.16939498130778807,-0.15407765111449362,0.13223662557530363,0.11511846332577005,0.09886839058768224,2.711616868876106e-16
20,-0.3938817635956764,0.15349674564972104,-0.14931640389005887,0.13358662682182,0.10842164300318455,0.10441519829192425,-2.430394264526324e-16
21,-0.3364711407655862,0.19863108520565823,-0.15312545261752808,0.13722755376199874,0.12132424229618377,0.09011154563226534,4.1017067512258696e-16
22,-0.40573709527220325,0.14710369222963005,-0.15915500044000208,0.12968171361856867,0.08877188669343486,0.11367856470590257,3.0048967476238557e-16
23,-0.3492858179896237,0.15670010005697133,-0.15490987037510634,0.14573189015467053,0.12955740829512324,0.10798213466017584,-4.705031598418749e-16
24,-0.3632418465156593,0.16157001854573957,-0.14081464082786382,0.16966058907042442,0.11656378711073824,0.1022530085246958,-8.314967682838852e-17
