,Distance_Center,POI_Restaurants_Hotels,Nationality_Spain,Nationality_Italy,Nationality_UK,Percentage_Age_25_39,Intercept
0,-0.3985548978115905,0.14645945183667086,-0.17583328431489154,0.15544063430821886,0.10076555307919993,0.06731979436742752,-2.5804286619449094e-16
1,-0.3825053941834078,0.17142296372514876,-0.1454674650601522,0.15438429072032106,0.11908992052548704,0.07574758377851837,-2.7260342893740875e-16
2,-0.3966974757321943,0.17302189844984972,-0.15353437718762936,0.13789493306693876,0.12699527654391735,0.06175924820211959,-2.0787592182794852e-17
3,-0.37413356117407903,0.15271279149830647,-0.16238609513241184,0.14420641440989485,0.12609612813153376,0.08932501126461426,-1.1635516481829593e-17
4,-0.3924068603633781,0.1508130907168203,-0.1524269524835425,0.16063203541301793,0.10682613501031263,0.08257849339514867,3.001527900854292e-16
5,-0.40293784698790175,0.1391305879244975,-0.1445939162445613,0.16962490642652758,0.09945834066613878,0.0879785724299719,-5.971369458847359e-17
6,-0.39379172036317944,0.15471659917086406,-0.18925595926468125,0.1561988673494736,0.13250468006431176,0.025720968254959703,-3.434906277715589e-17
7,-0.36360900473273766,0.1716629680350431,-0.15386933217351323,0.16843818366858476,0.11317509587454036,0.0786923448124183,-1.1158858239904722e-16
8,-0.386238090355711,0.16336906881451346,-0.14626143138022538,0.1275695791973608,0.11231832183503501,0.11369193791358334,-5.592267427504444e-16
9,-0.4006700029307169,0.1662933280285005,-0.1561542488918957,0.13105321052404012,0.12008975504006782,0.06824219889509645,-2.6281501971948876e-16
10,-0.39850365559803885,0.15106087081981712,-0.17510917672046197,0.16218443662682205,0.10333764694567113,0.05231873354078659,4.3163020357591047e-16
11,-0.3845863160762022,0.1639904414247635,-0.1490443924805632,0.15676831682079406,0.09572754157245682,0.09297048307851463,2.7089188865523705e-16
12,-0.3937217327784035,0.16372596671609324,-0.1738748629577921,0.15357538463057116,0.12093229512908582,0.04762584900715852,-3.714122864663847e-16
13,-0.3875394261626179,0.15888068163010616,-0.16550594997607637,0.10218808683835948,0.14251791387584445,0.09809250287676852,1.4061283532728354e-16
14,-0.38141776392269877,0.15539090092992114,-0.12706006555621935,0.1768955907075862,0.11693280640713549,0.08645810135498297,-1.6139612229527086e-17
15,-0.3884948210766974,0.16791625223892553,-0.13579280317928297,0.13125414209775452,0.121553540403187,0.10308657467413408,9.304945999431646e-17
16,-0.37921240122722083,0.17475256244644483,-0.15090909924296386,0.17306130791497823,0.10442235119180707,0.06968589079462341,-2.7554344731013746e-16
17,-0.4015746948119382,0.1486140773044456,-0.18244472745190815,0.13106263177576563,0.12170310464099682,0.06968251522660353,2.6477306511406904e-16
18,-0.39513552554078546,0.15770589496646276,-0.15599616280653367,0.16595175082273855,0.1098191063233743,0.0582154015044279,-2.5559832224367842e-17
19,-0.3798937938470089,0.1466043346981603,-0.16577636638022514,0.15375235930835957,0.12095487652760488,0.07243371617190991,9.454890239824537e-17
20,-0.42307622687537194,0.14721757664612528,-0.1615195401452001,0.14971342433970347,0.10230727754690938,0.06312804487050358,-4.766472866047097e-17
21,-0.3529322558072669,0.15408646235777168,-0.170756142256488,0.17788959730920684,0.11819578069671552,0.06524940208960724,-2.4270895374947935e-16
22,-0.42381531337727507,0.14679109073760827,-0.1572202094570448,0.11613070033232102,0.10070625762854898,0.10152704403202215,1.993322384336765e-17
23,-0.3632454940553505,0.16163120307681972,-0.14831685061708372,0.15879596573707372,0.1306815677575035,0.08236538596520224,-3.5760539516472535e-16
24,-0.3822874948420955,0.18426172828220927,-0.14962023422274884,0.15171515187287246,0.12474943918627251,0.06652085144986222,8.856039941436827e-17
