Tag,Distance_Center,Nationality_Italy,Education_University,Nationality_UK,Nationality_Spain,POI_Restaurants_Hotels,Intercept
02_039,-0.6710543384326194,,,,,0.3046760205732079,
02_040,-0.6573076833014672,,,,,0.2622177147552938,
02_041,-0.6697572732577178,,,,,0.3004723660651056,
02_042,-0.7316811119715076,,,,,0.3345104699304943,
02_043,-0.7673378300596485,,,,,0.3317631164336942,
02_044,-0.7661502440397985,,,,,0.35507805477784604,
02_045,-0.7321945359708549,,,,,0.3548703779378286,
02_046,-0.6950281767308905,,,,,0.3380405290022794,
02_047,-0.6653263451884628,,,,,0.3558184984518145,
02_048,-0.705310892725032,,,,,0.3651702183246527,
02_049,-0.5372936748930026,,,,,0.3637970671702034,
02_050,,,,,,0.3448625921371971,0.33752209338292977
02_051,,,,,,0.36141008344726866,0.36761516862299337
02_052,,,,,,0.37692945511043396,0.37059795569825027
02_053,,,,,,0.38678334291581173,0.37846752837132097
02_054,-0.6254055235507071,,,,,0.36519460176597845,
02_055,-0.6413506411176277,,,,,0.338272654660976,
02_056,-0.5161702787536802,,,,,0.38003554738483025,0.35744232985275304
02_057,-0.6043382623611173,,,,,0.3336033570812963,
02_058,-0.6264909598866985,,,,,0.2775162396247318,
02_059,-0.5181916532655167,,,,,0.26246953549393953,
02_060,-0.5456553262769419,,,,,0.29832098216297925,
02_061,,,,,,0.4054585582354521,0.4792880290205509
02_062,,,,,,0.3784933139726529,0.4153150110392822
02_063,-0.438384046439998,,,,,0.3094881055622813,
02_064,,,,,,0.3571071383455536,
02_065,,,,,,0.39924712030354914,0.513512069294444
02_066,,,,,,0.41118849389402473,0.5567421533450579
02_067,,,,,,0.40710394523309124,0.5826679673524259
02_068,,,,,,0.4053266263326961,0.5996113037054052
02_069,,,,,,0.4162198983207231,0.6062734716210879
02_070,,,,,,0.4024316877790208,0.555461874446825
02_071,,,,,,0.40395702647090287,0.5830485165582343
02_072,,,,,,0.4048881745661939,0.6054339231396699
02_073,,,,,,0.4140854963319023,0.6362551651467874
02_074,,,,,,0.41347593448297293,0.6067823759074226
02_075,,,,,,0.41116562848773963,
02_076,,,,,,0.4029855917748291,0.5952352101385713
02_077,,,,,,0.37147472903241585,
02_078,,,,,,0.3499997483068025,
02_079,,,,,,0.3078110904282755,
02_080,,,,,,0.2995683307609806,
02_081,,,,,,,
02_082,,,,,,,
02_083,,,,,,,
02_084,,,,,,0.293432423342979,
02_085,,,,,,0.2870518665028539,
02_086,-0.4539772769192698,,,,,0.3016068456919657,
02_087,,,,,,0.3022052827324048,
02_088,,,,,,0.29875191210036667,
02_089,,,,,,0.2983852350822416,
02_090,,,,,,0.2956967737584425,
02_091,,,,,,0.3000410396778699,
02_092,,,,,,0.2928157113109964,
02_093,,,,,,0.2864219533820435,
02_094,,,,,,0.2734330985175395,
02_095,,,,,,0.2690896703594448,
02_096,,,,,,0.28110188002384157,
02_097,,,,,,0.27945073098505674,
02_098,,,,,,0.29616334974497893,
02_099,,,,,,0.290787300023857,
02_100,,,,,,0.2861255893221379,
02_101,-0.46418066737336766,,,,,0.2952779239623043,
02_102,-0.4516364207618191,,,,,0.30376717391422936,
02_103,-0.5331126428601884,,,,,0.3066538400912128,
02_104,-0.6163185368126098,,,,,0.3246229301368044,
02_105,-0.5256303829010078,,,,,0.31285953290957286,
02_106,-0.5342300676995607,,,,,0.3096152538919522,
02_107,-0.6092740839791265,,,,,0.3232766718176213,
02_108,-0.6861310888008368,,,,,0.3353429757760744,
02_109,-0.7470418506657112,,,,,0.336710471771344,
02_110,-0.6873657367371035,,,,,0.33258243908243157,
02_111,-0.7594244983581261,,,,,0.31626669414243996,
02_112,-0.7152311531205289,,,,,0.28985435839446205,
02_113,-0.6823110091374172,,,,,0.3090364542490238,
02_114,-0.6221979729971258,,,,,0.30712608590514573,
02_115,-0.5821768135414187,,,,,0.3086834078140187,
02_116,-0.5865548924543373,,,,,0.31396327458442297,
02_117,-0.5729529520696159,,,,,0.3115993078786898,
02_118,-0.49735214259811455,,,,,0.28582109497345054,
02_119,-0.5419263798308176,,,,,0.30132302436586006,
02_120,-0.5490911113767803,,,,,0.29797878983415754,
02_121,-0.5033453459297117,,,,,0.28789550159169414,
02_122,-0.5409209090965328,,,,,0.29334486504695095,
02_123,-0.5759347846660338,,,,,0.29720742219356255,
02_124,-0.613244714028096,,,,,0.27665765684899996,
02_125,-0.6496474995594286,,-0.33315344883490866,,,0.2661756107606308,
02_126,-0.5754674569099607,,-0.34283690339382294,,,0.2469703569607162,
02_127,-0.541667729679785,,-0.3531732161385416,,,0.25211001948478856,
02_128,-0.5280214429944848,,,,,0.28298729279276175,
02_129,-0.5154305438988184,,-0.3694348704879535,,,0.2574213526308617,
02_130,-0.48210317594440405,,-0.37961760373144693,,,0.24397092907237644,
02_131,,,-0.39019864188344106,,,0.2554402579233982,
02_132,-0.446396979257623,,-0.3826487241272729,,,0.26343380924498544,
02_133,-0.48753902193190257,,-0.38266522573511125,,,0.25504473956189283,
02_134,-0.4929608766322938,,-0.384908338792635,,,0.2727678758257337,
02_135,-0.4541493257183054,,-0.3600705481562626,,,0.27417940636453403,
02_136,-0.4896663930232429,,-0.3577924066648118,,,0.27821388605371694,
02_137,-0.4696288843171892,,,,,0.28012057043817384,
02_138,-0.44479080684348116,,,,,0.2812603137833455,
02_139,,,,,,0.2782668990691194,
02_140,,,,,,0.27808624142581295,
02_141,-0.40165055812038,,,,,0.2767327025477955,
02_142,,,,,,0.27639072725719155,
02_143,,,,,,0.27216562414488044,
02_144,,,,,,0.2648675640567136,
02_145,,,,,,0.26858965313376254,
02_146,,,,,,0.27368032591410874,
02_147,,,,,,0.2772953123354814,
02_148,,,-0.3494385392550171,,,0.2730572992730496,
02_149,,,,,,0.277836875657423,
02_150,,0.39077835563864666,,,,0.2718222827230796,
02_151,,,,,,0.2661356499984367,
02_152,,,,,,0.2648529665875254,
02_153,,,,,,0.2561336452845131,
02_154,,,,,,0.25433451493237225,
02_155,,,,,,0.24695076165788163,
02_156,,,,,,0.24192770869593866,
02_157,,,,,,0.2476939353061965,
02_158,,,,,,0.25284188997297324,
02_159,,,,,,0.2597462930722247,
02_160,,,,,,0.25660691602752345,
02_161,,,,,,0.25030449924080433,
02_162,,,,,,0.24838905726637062,
02_163,,,,,,0.25885032107197775,
02_164,,,,,,0.2829267737116459,
02_165,,,,,,0.25317184612916704,
02_166,,,,,,0.24463753012752362,
02_167,,,,,,0.24579471639436332,
02_168,,,,,,0.23809660624478585,
02_169,,,,,,0.23434056577489104,
02_170,,,,,,0.23588225104605315,
02_171,,,,,,0.23017754480073024,
02_172,,,,,,0.23257369095463687,
02_173,,,,,,0.2370960972049495,
03_001,,,,,,0.24081262911315976,
03_002,,,,,,0.23998333072392786,0.355205047258211
03_003,,,,,,0.24511831663665481,
03_004,,,,,,0.25072808659977625,
03_005,,,,,,0.2401166315159052,0.35622431636149837
03_006,,,,,,0.2319736903480762,0.38588506430425235
03_007,,,,,,0.23448386777313637,
03_008,,,,,,0.23414098447137116,
03_009,,,,,,0.23455098689078244,
03_010,,,,,,0.22972812950162091,
03_011,,,,,,0.2292920817213075,
03_012,,,,,,0.22838985672792328,
03_013,,,,,,0.22631122200124815,
03_014,,,,,,0.22753500284571682,
03_015,,,,,,0.23254504878998244,
03_016,,,,,,0.2385903276026148,
03_017,,,,,,0.22944268150163663,
03_018,,,,,,0.23343272295175835,
03_019,,,,,,0.2526348929542372,
03_020,,,,,,0.27813889542385084,
03_021,,,,,,0.2582828256719462,
03_022,,,,,,0.23561473598495025,
03_023,,,,,,0.2244156333526858,
03_024,,0.40629777557209173,,,,0.20348336256581623,0.3105791820669505
03_025,,,,0.328208296740168,,0.22721927141712248,0.47511012071036196
03_026,,0.331133916021894,,0.2674334625864671,,0.20440396457820623,0.36770126941006126
03_027,,0.3193603041631069,,0.2568968638980621,,0.19669768430194212,0.3528271826662522
03_028,,0.3165777378215605,,,,0.18978909910014458,0.3432480859377191
03_029,,0.3319539927723198,,0.2593896746498664,,0.19735708986308748,0.37376198567031216
03_030,,0.3464555153559226,,0.2676111255649883,,,0.39706894139695825
03_031,,0.36211034317078966,,0.27204741145093164,,,0.4242400335473618
03_032,,0.3769170240246213,,0.2817302034514763,,,0.4439966944642194
03_033,,0.3554503185695214,,0.2601202340001377,,,0.3983091053268121
03_034,,0.35195576829932484,,0.26404064683849704,,,0.4002873382741343
03_035,,0.3389759220548215,,,,,0.37185233592654615
03_036,,0.3316483250672642,,,,0.18740450629244032,0.3269749574994003
03_037,,0.34608342500744144,,,,,0.37261117325611437
03_038,,0.3896013244470738,,,,,0.4125895260286454
03_039,,0.35936062231946525,,,,,0.3624013770954573
03_040,,0.37375738949285436,,,,,0.3285029743312425
03_041,,0.4017100825205929,,,,,0.303219512706977
03_042,,0.47743939556174625,,,,,0.2976460653111095
03_043,,0.4392491989093275,,,,,0.2811579849624521
03_044,,0.49054453508112783,,,,,0.24587084294260433
03_045,,0.5230612949917498,,,,0.23947568552852622,0.2868819639269731
03_046,,0.5019376477244083,,,,0.2412862816048076,0.2472877966256132
03_047,,0.39102215704844273,,,,0.26001222412382885,
03_048,,,-0.37865857800934233,,,0.23988505475414174,
03_049,,,,,,0.24038460498066533,
03_050,,,,,,0.23073724547941937,
03_051,,0.35537933073544725,,,,0.22094734923313772,0.19700780546737995
03_052,,0.3989694947189116,,,,0.22850548955749367,
03_053,,0.44547804948421055,,,,0.2527247965574998,
03_054,,0.48078266704964917,,,,0.2318336418796661,
03_055,,0.4474187046533498,,,,,0.22558083192152728
03_056,,0.42814321298796776,,,,,0.25247317427650406
03_057,,0.36516478808445557,,,,0.2056355148714026,0.2288381131996406
03_058,,0.3671402006708296,,,,0.19191623701724791,0.27419508753153277
03_059,,0.34631568140324076,,,,0.1900344356319129,0.28386783625158396
03_060,,0.31248035917613576,,,,0.19293714564969086,0.263642434979524
03_061,,0.3225599928239563,,,,0.18893619210184628,0.28484572867563945
03_062,,0.2806154564100328,,,,0.1864538432835483,0.2627790061909
03_063,,0.2969223706240615,,,,0.18604715126979654,0.28434199869643695
03_064,,0.29298582718594834,,,,0.18530480485904807,0.29967012845401253
03_065,,0.2870256925547572,,,,0.18434405520477506,0.2888006916450312
03_066,,,,,,0.17969992259020112,0.26544175393333624
03_067,,,,,,0.18151487558738733,0.2679048516159724
03_068,,,,,,0.1788319409517434,0.2520753236521268
03_069,,,,,,0.1751853100364672,0.24061258418826664
03_070,,,,,,0.17178144968034242,0.2193737104361982
03_071,,,,,,,0.20977542518373532
03_072,,,,,,,0.19945070117765504
03_073,,,,,,,0.17743332145832383
03_074,,,,,,,0.17149434417075507
03_075,,,,,,,0.182620590522959
03_076,,,,,,,0.16426467433031194
03_077,,,,,,,
03_078,,,,,,,0.15614597456201298
03_079,,,,,,0.18377825339424345,
03_080,,,,,,0.19687311326480364,
03_081,,,,,,0.1918756801080597,
03_082,,,,,,0.18521090563259335,
03_083,,,,,,,
03_084,,,,,,0.17579122213256668,
03_085,,,,,,0.1780070478757704,
03_086,,,,,,0.1746634891885111,
03_087,,,,,,0.17294830885685392,
03_088,,,,,,0.17391897053196603,
03_089,,,,,,0.17919501913868296,0.14957391971060816
03_090,,,,,,0.18556885917333557,0.18004295110092772
03_091,,,,,,0.18038034984427676,0.17497218164487294
03_092,,,,,,0.17675173496734306,
03_093,,,,,,0.1753995283866452,
03_094,,,,,,0.17661872762993389,0.16182291278177893
03_095,,,,,,,0.18547040210248422
03_096,,,,,,0.17953651384226418,0.1963229304723402
03_097,,,,,,0.17416553302503945,0.20966409878420628
03_098,,,,,,0.17739184093575064,0.23110664169865497
03_099,,,,,,0.18626513917361026,0.24181649738254227
03_100,,,,,,0.18377453436684002,0.21529606673004695
03_101,,,,,,0.19382841120610242,0.22403950760728758
03_102,,,,,,0.20148309625436342,0.23392070943142185
03_103,,0.30851246421337375,,,,0.21091449230278553,0.2216760692215105
03_104,,,,,,0.21473851183795487,0.21055444254663508
03_105,,,,,,0.2007273699179333,0.19187779842595387
03_106,,,,,,0.21169126589561382,
03_107,,,,,,0.1978285225425911,
03_108,,,,,,0.19157625955787214,0.17106639545511998
03_109,,,,,,0.18372085997308193,
03_110,,,,,,0.17732701639010906,
03_111,,,,,,0.19291068499574163,
03_112,,,,,,0.19081872309214873,
03_113,-0.48256788651681715,,-0.32296466883908126,,,0.21654180832533135,
03_114,-0.5750985755091923,,-0.33255775694487083,,,0.2340114880319346,
03_211,,0.34735555452841926,,0.25943751677414295,,,0.38865367923972477
03_212,,0.3295369581545161,,,,,0.3481357375433611
03_213,,0.3367241123747706,,,,,0.3437067290582988
04_001,-0.5694385588317481,,-0.32376883755639907,,,0.22716076493703574,
04_002,,,-0.29919057012698297,,,0.1903239050357827,
04_003,-0.46388624090591923,,-0.3127496517337686,,,0.20694520261727425,
04_004,,,-0.28561263263706965,,,0.19120530168114352,
04_005,,,,,,,
04_006,,,,,,,
04_007,,,-0.26204042940863154,,,,
04_008,,,-0.28571885594637514,,,,
04_009,,,-0.30507957953179987,,,,
04_010,,,-0.3357293768211223,,,,
04_011,,,-0.32879768075477367,,,,
04_012,-0.4307003023301978,,-0.32094265748346024,,,0.19195826967597043,
04_013,-0.5193829643653143,,-0.3145777996300821,,,0.20676127568773203,
04_014,-0.6110525322692762,,-0.305272934171304,,,0.23515527553142382,
04_015,-0.5394322143485039,,-0.31275412473910996,,,0.21689152350042784,
04_016,-0.6461016574068983,,-0.3212471249478257,,,0.2440526183737977,
04_017,-0.6973934572277725,,-0.30915267871235097,,,0.2651593068500328,
04_018,-0.7669566640570004,,,,,0.3022236234914539,
04_019,-0.7739710637266489,,,,,0.31634345002868863,
04_020,-0.7324849335388128,,,,,0.28272040810247595,
04_021,-0.6943699843158316,,,,,0.2653244042690655,
04_022,-0.5350661658311892,,-0.3297553295258908,,,0.1989651922875172,
04_023,-0.5471860808837307,,-0.353065548679567,,,0.19201275055902925,
04_024,,,-0.42383424868439984,,,0.18096195546025656,
04_025,,,-0.36846161573494585,,,,
04_026,,,-0.3647187065564454,,,,
04_027,,,-0.40201399493526285,,,,
04_028,,,-0.41568068936019315,,,0.1728057253581566,
04_029,,,-0.41223234859289715,,,0.18221925418086668,
04_030,,,-0.3539817836924335,,,0.17547608656003236,
04_031,,,-0.31785461776417767,,,,
04_032,,,-0.2438221528426412,,,,
04_033,,,-0.24869587317559802,,,,
04_034,,,-0.28295738954079086,,,0.17725432813786943,
04_035,,,-0.2380012799490878,,,0.17369913332563516,
04_036,,,-0.3061060543824057,,,0.19010193860636032,
04_037,,,-0.24447451898080388,,,0.1835255806746423,
04_038,,,-0.2550323763393031,,,0.19436973610526925,
04_039,,,-0.3102237054432721,,,0.20631653430134891,
04_040,,,-0.2622990743462989,,,0.20357463683104216,
04_041,,,-0.30018908434069225,,,0.21523092341498817,
04_042,,,-0.26601485038441697,,,0.2126039175803199,
04_043,,,-0.39543110584729396,,,0.2362733019349419,
04_044,,,-0.3601298933009317,,,0.23559213499349377,
04_045,,,-0.3784781054930356,,,0.2423879440746027,
04_046,,,-0.4011349910930351,,,0.2451293006658175,
04_047,,,-0.44030094018931953,,,0.25058256724812195,
04_048,,,-0.362692961859511,,,0.1960387488037442,
04_049,,,-0.42753360882081176,,,0.222908656991518,
04_050,,,-0.4591052923338392,,,0.1928100954466569,
04_051,,,-0.4769669617448333,,,0.2015835142600466,
04_052,,,-0.48309940118865097,,,0.21204444493543836,
04_053,,,-0.4941097490836305,,,0.23715862096806242,
04_054,,,-0.4780053331453657,,,0.2508695792006125,
04_055,,,-0.5222652730227823,,,0.22638617299508026,
04_056,,,-0.5385420032557353,,,0.2478833479081184,
04_084,,,-0.3727242095062387,,,0.19103623319840712,
05_001,,,-0.34538638473097527,,,0.21748981493074412,
05_002,,,-0.3497906326531909,0.2656294787084255,,,
05_003,,,-0.41272810965496287,,,0.22596221143449893,
05_004,,,-0.3878875917046114,,,,
05_005,,,-0.5260814304500437,,,0.23335591542268455,
05_006,,,-0.5354969915389426,,,0.21848555772624437,
05_007,,,-0.5074210950542225,,,0.20711063932340554,
05_008,,0.33533972886668256,-0.4097988678861242,,,0.17738104316689376,
05_009,,,-0.503912313443822,,,0.20486661933808648,
05_010,,,-0.4857286544481814,,,0.20298806349724516,
05_011,,0.34127335186000707,-0.4076420790550282,,,0.1939812066211253,
05_012,,0.3442508646400491,-0.39735753249347255,,,0.19523625708631648,
05_013,,,-0.4814799245607758,,,0.20506154134117455,
05_014,,,-0.5002353927317104,,,0.2098343522258789,
05_015,,,-0.45785804258085777,,,0.20386711013257347,
05_016,,,-0.44684560385925476,,,0.20282850863101756,
05_017,,,-0.4951854309841769,,,0.20908240197485606,
05_018,,,-0.4545279139290278,,,0.2005326992367301,
05_019,,,-0.4200834119473466,,,0.19476050452756075,
05_020,-0.5355196662097867,0.3192126975189908,-0.35340260411453917,,,0.18855156693305847,
05_021,-0.6482392168121903,0.3385122388671547,-0.29518333183752166,,,0.20083989266098118,
05_022,-0.5616805871560433,0.3619656787077428,-0.3241826971188681,,,0.18942739556428106,
05_023,-0.4567533131270101,0.351185504518785,-0.3652531774372498,,,0.1942633929068988,
05_024,-0.5811209012467787,0.39596833311782464,,,,0.18720949256764322,
05_025,-0.6279189878515328,0.4168307143010735,,,,0.178514822819585,
05_026,-0.6224758073220268,0.4200179027475756,,,,,
05_027,-0.5626664717490593,0.40673014909851835,,,,0.17688921108391364,
05_028,-0.43363618754645306,0.3730236782389762,-0.3477866348833007,,,0.18312812145368518,
05_029,-0.5099364506837923,0.3960328716717908,,,,,
05_030,-0.5762354353753264,0.4044630388317053,,,,,
05_031,-0.5375472554706022,0.38251074529780593,-0.3732746861453724,,,,
05_032,-0.4025181497780621,0.3415413831933545,-0.387248606104989,0.20183243526828015,,,
05_033,-0.5812892161217751,,-0.2755960187940589,,,,
05_034,-0.7841739610851681,,,,,,
05_035,-0.7822790033190526,,,,,,
05_036,-0.7420870915572646,,,,,,
05_037,-0.7691744220557232,,,,,,
05_038,-0.7579581167271006,,,,,,
05_039,-0.7166257275576902,0.32293522814944936,,,,,
05_040,-0.7052924700767605,0.34182668808838496,,,,,
05_041,-0.7253560597129568,0.33131606992628904,,,,,
05_042,-0.6838905654808387,0.39159223187409153,,,,,
05_043,-0.6847694091551181,0.372087952075936,,,,,
05_044,-0.6633166772888097,0.39621523765471317,,,,,
05_045,-0.6572242673197434,0.37209422334722125,,,,,
05_046,-0.6278307681964921,0.3993083415361325,,,,,
05_047,-0.6478282169261075,0.4201548395956378,,,,,
05_048,-0.6583716449041093,0.434576910405997,,,,,
05_049,-0.6803609315100304,0.43933290592130486,,,,,
05_050,-0.6822329570676299,0.4027316284262578,,,,,
05_051,-0.6298850901677662,0.3837372041918797,,,,,
05_052,-0.6649910887191458,0.424660739377257,,,,,
05_053,-0.6922534999813534,0.4320181539080667,,,,0.196674498305075,
05_054,-0.6901280392195258,0.40217602362853827,,,,0.23151361127279033,
05_055,-0.697996857797334,0.38788462448950595,,,,0.21350312167393676,
05_056,-0.7042680733039202,,,,,0.25606266995860194,
05_057,-0.7177820615491857,,,,,0.2780518108929052,
05_058,-0.703921163113919,,,,,0.2961079741449308,
05_059,-0.7277059810331529,,,,,0.32561174109987967,
05_060,-0.65622756024887,0.3750418353891653,,,,0.27365474536441803,
05_061,-0.6708906524055073,,,,,0.32895945142425076,
05_062,-0.627457046813099,0.38594192061318167,,,,0.2592317019674127,
05_063,-0.5841603056910616,0.3785781005883541,,,,0.2386276655089248,
05_064,-0.5688492743150468,,,,,0.2914467507650821,
05_065,-0.5664171201263842,,,,,0.30962581733947625,
05_066,-0.47596953044997137,,,,,0.2855583675352919,
05_067,,,,,,0.2670367638986667,
05_068,,,,,,,
05_069,,,,,,0.23957799274962716,
05_070,,,,,,,
05_071,-0.5349692998776149,,,,,,
05_072,-0.4638331320922883,,,,,,
05_073,-0.5691250472103944,,,,,,
05_074,-0.5471553594429476,,,,,,
05_075,-0.6675843818717687,,,,,,
05_076,-0.6380899024945741,0.33440767526469806,,,,,
05_077,-0.7600830097158724,,,,,,
05_078,-0.708587433438513,0.3237026488855067,,,,,
05_079,-0.7013965067548741,,,,,,
05_080,-0.767902653409618,,,,,,
05_081,-0.6733080544595585,,,,,,
05_082,-0.648695663477786,,,,,,
05_083,-0.6508199687230629,,,,,,
05_084,-0.7789150846408668,,,,,,
05_085,-0.7929758576152067,,,,,,
05_086,-0.8306089267237495,,,,,,
05_087,-0.7929041465796398,,,,,,
05_088,-0.8827132877967092,,,,,,
05_089,-0.8297057175759811,,,,,,
05_090,-0.9168746867866236,,,,,,
05_091,-0.96339205171864,,,,,,
05_092,-0.9004081464595172,,,,,,
05_093,-0.8056750930019155,,,,,,
05_094,-0.837319663888142,,,,,,
05_095,-0.843877470115639,,,,,,
05_096,-0.8854096386610065,,,,,,
05_097,-0.8996038285173755,,,,,,
05_098,-0.9398676318540821,,,,,,
06_001,-0.7882419371933427,,,,,,
06_002,-0.6833454926521706,,,,,,
06_003,-0.7852940739811411,,,,,,
06_004,-0.8224475266388616,,,,,,
06_006,-0.849060207994202,,,,,,
06_007,-0.9227750586983444,,,,,,
06_008,-0.8704833746029068,,,,,,
06_009,-0.467824994740274,,,0.2291051568311768,,,
06_010,-0.6156048836415493,,,0.21115281967289426,,,
06_011,-0.6465392900995288,,,0.2175279771085502,,,
06_012,-0.8279095425674492,,,,,,
06_013,-0.8487651968686408,,,,,,
06_014,-0.7504361122651496,,,,,,
06_015,-0.6767370033315081,,,0.23062315607391243,,,
06_016,-0.6353892238436322,,,0.24719343930808876,,,
06_017,-0.6704374362802081,,,,,,
06_018,-0.5041992599870925,,,,,,
06_019,-0.6446403246898594,,,,,,
06_020,,,,,,,
06_021,,,,,,,
06_022,,,,,,,
06_023,,,,,,,
06_024,,,,,,,
06_025,,,,,,,
06_026,,,,,,,
06_027,,,,,,,
06_028,,,,,,,
06_029,,,,,,,
06_030,-0.5468930696489921,,,,,,
06_031,,,,,,,
06_032,,,,,,,
06_033,,,,,,,
06_034,,,,,,,
06_035,,,,,,,
06_036,,,,,-0.446077256647268,,
06_037,,,,,-0.4639399650657607,,
06_038,,,,,-0.4605602364914557,,
06_039,,,,,,,
06_040,-0.5315768416521425,,,,-0.4383714055213241,,
06_041,-0.5185195171169723,,,,,,
06_042,,,,,,,
06_043,,,,,,,
06_044,,,,,,,
06_045,,,,,,,
06_046,-0.4657394086276155,,,,,0.2335171428789377,
06_047,,,,,,,
06_048,,,,,,,
06_049,,,,,,,
06_050,,,,,,,
06_051,,,,,,,
06_052,,,,,,,
06_053,-0.47611777706403696,,,,,,
06_054,-0.5081134470174831,,,,,,
06_055,-0.5306612240857598,,,,,0.2271842300511199,
06_056,-0.5560527541755877,,,,,0.23696212415885015,
06_057,-0.4984955110578128,,,,,0.24037896796335623,
06_058,-0.599296921140467,,,,,0.24949801468513863,
06_059,-0.6286797335568122,,,,,0.22957495532836739,
06_060,-0.6125823134031438,,,,,,
06_061,-0.5133276189176422,,,,,,
06_062,-0.5913990289608727,,,,,,
06_063,-0.6844717640222708,,,,,,
06_064,-0.6833666838844066,,,,,0.23524998040117637,
