Tag,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_UK,Nationality_Spain,POI_Esthetics,Intercept
02_165,,,0.2555595250704686,,,,
02_166,,,0.26102702426397706,,,,
02_167,,,0.2612554363593084,,,,
02_168,,,0.2663343780920561,,,,
02_169,,,0.2759154634107672,,,,
02_170,,,0.28327751514769706,,,,
02_171,,,0.2780041317652807,,,,
02_172,,,0.27402042420773276,,,,
02_173,,,0.2704877888111695,,,,
03_001,,,0.26955640984533774,,,,
03_002,,,0.269861715486119,,,,0.2569292084825796
03_003,,,0.267354192274518,,,,
03_004,,,0.26706002469091733,,,,
03_005,,,0.27259331465878933,,,,0.25661517352925955
03_006,,,0.27315446311199043,,,,0.2845065539678973
03_007,,,0.27304651936820995,,,,0.28721002314599886
03_008,,,0.2737622636158917,,,,
03_009,,,0.2727173797780892,,,,
03_010,,,0.2774617885356541,,,,
03_011,,,0.2778884552818974,,,,0.32098936919897886
03_012,,,0.28129839433322357,,,,
03_013,,,0.2825458730691555,,,,0.34976578599970665
03_014,,,0.2836988989310332,,,,
03_015,,,0.28405006162731977,,,,
03_016,,,0.28878576265468575,,,,
03_017,,,0.2849999616086938,,,,
03_018,,,0.2889553774849146,,,,
03_019,,,0.29703338754659153,,,,
03_020,,,0.311960171693117,,-0.2131213786877237,,
03_021,,,0.30064769567731875,,,,
03_022,,,0.29126998701713874,,,,
03_023,,,0.2836530598400184,,,,0.3750254745703468
03_024,,0.2563195153342346,0.2879081543474941,,,,0.2535360397413144
03_025,,,0.25959543739812196,,,,0.2897581110406873
03_026,,,0.23582001715570713,0.27126253555557817,,,0.2643772478706534
03_027,,,0.2322324617090969,0.27179591928625707,,,0.2573636098362086
03_028,,,0.22979038719890002,0.2708472015014899,,,0.2534400729645752
03_029,,,0.23604139411935474,0.2680176996200412,,,0.2622428157437473
03_030,,,0.2423044617794355,0.26045940745553536,,,0.27102584042677136
03_031,,,0.2537505901215961,0.24196280546266527,,,0.27463531472427677
03_032,,,0.2638717610333359,0.22773048987208286,,,0.2779608455643381
03_033,,,0.24860883694217328,0.24480588355318403,,,0.2694594244024625
03_034,,,0.24651377370603944,0.25103525026058815,,,0.2704445515936386
03_035,,,0.2371206823522583,0.2615299607036289,,,0.2600758455225919
03_036,,,0.22927443460337116,0.26676121495246297,,,0.2475269257808994
03_037,,,0.23985174868629977,0.256228248443149,,,0.2614978803601471
03_038,,,0.2692072087984777,,,,0.26959049417811803
03_039,,,0.241316336475507,0.2512275773716756,,,0.25793176168505155
03_040,,,0.2413812932444719,0.24898267957290227,,,0.2514049709174011
03_041,,,0.25036256534452345,0.2356601131903009,,,0.25044377910296817
03_042,,,0.2783763088633029,,,,0.2467961604406951
03_043,,,0.2585196757316738,0.22497662503168492,,,0.24643251370595531
03_044,,,0.2700312107879357,0.21073213522542197,,,0.23649394403407467
03_045,,,0.2903991936196595,,,,0.23802181065271333
03_046,,,0.2810685773511253,,,,0.23190430111919352
03_047,,,0.2492171188025353,0.2203796443543443,,,0.20590042695120353
03_048,,,0.21148567153050468,0.25079847931848537,-0.266506189423441,,0.19245536671671984
03_049,,,0.2200520012024309,0.24728399992001351,-0.24266984025338548,,0.2078160866809819
03_050,,,0.22399233139558974,0.2504143474932113,-0.22043133586712757,,0.2180940952744698
03_051,,,0.23343610391768232,0.2476783182849468,-0.19395135512886855,,0.22711189864534423
03_052,,,0.24317415880795387,0.23473426700864902,,,0.22771004383441779
03_053,,,0.2594034612010138,0.21551382124221105,,,0.21869865477071215
03_054,,,0.26204267577029494,0.21686364111570747,,,0.2274078391247127
03_055,,,0.254531204849997,0.2268646467925201,,,0.23735313871398722
03_056,,,0.25148548707586155,0.23228797361210127,,,0.2418519827572068
03_057,,,0.2333686284056172,0.2519046110587911,,,0.23099524256075754
03_058,,,0.2327270762748654,0.25661760575504833,,,0.2367084502542528
03_059,,,0.22862593606726336,0.26268957924310454,,,0.23587806977586118
03_060,,,0.2230172171716692,0.26751724223255935,,,0.2281685699316203
03_061,,,0.22553518369363412,0.2676517321801968,,,0.23489477072012824
03_062,,,0.22061825914117905,0.2718511621575702,,,0.2263507008809355
03_063,,,0.22259495080019495,0.2721227486509141,,,0.2333375170884073
03_064,,,0.222527946934641,0.2728180537852925,,,0.2369489788798782
03_065,,,0.22149162236794137,0.2725497683807507,,,0.23268132173464745
03_066,,,0.21883589389465322,0.26858763924612195,,,0.22108024311755045
03_067,,,0.218999081092355,0.27061186489555644,,,0.22324153987465675
03_068,,,0.21714260537836125,0.2678912222185538,,,0.21417071322856804
03_069,,,0.2158644844217024,0.26133174820250743,,,0.2049115191466984
03_070,,,0.2139927953433968,0.24933540533696882,,,0.18719509004742446
03_071,,,0.21323598853041098,0.24135180448510885,,,0.17677190003850032
03_072,,,0.2140081597937145,0.2375121966121625,,,0.17096852926608572
03_073,,,0.21109807977052852,0.23232328880630276,-0.17843705441893226,,0.1559189006098178
03_074,,,0.2126366295058557,0.22079046061643373,-0.17535658773212523,,0.14608411915889777
03_075,,,0.21494358524841933,0.21658245666542825,-0.16840360527354936,,0.15020103104287835
03_076,,,0.21679952071350528,,-0.1708386490876658,,0.12949085223191267
03_077,,,0.21749002106725868,,-0.17488703492255056,,
03_078,,,0.214824898447616,,-0.17685799377303965,,0.12388435405376874
03_079,,,0.2181497325556259,,-0.18046240761686594,,
03_080,,,0.22062083466355562,,-0.1794942024327403,,
03_081,,,0.21811176597706916,,-0.18520305736459086,,
03_082,,,0.21358647161230698,,-0.1947601628572733,,
03_083,,,0.21134073996091987,,-0.18499552684590476,,
03_084,,,0.2089548634753377,,-0.19042427145710542,,
03_085,,,0.20717851469063708,,-0.20081149405772608,,
03_086,,,0.20035294468086645,,-0.2095047730854292,,
03_087,,,0.19212413343194115,0.1955372163989728,-0.21355470369133484,,
03_088,,,0.1872909987656777,0.20940080005247128,-0.21969889008501026,,
03_089,,,0.1944183539062704,0.23502677282089215,-0.2110806542615667,,0.14587921640592277
03_090,,,0.20331607560264353,0.2559740314935197,-0.20085791495644498,,0.17811291740895016
03_091,,,0.20446563391533928,0.24665989517985676,-0.19516875986818777,,0.165489182268448
03_092,,,0.19796846795024167,0.22469972699764656,-0.20440769372990136,,0.13162106193359152
03_093,,,0.2030629973170834,0.20406745460174966,-0.19951967602377055,,
03_094,,,0.20658477426677435,0.2301351086844776,-0.189678434703219,,0.14544488074027578
03_095,,,0.2097690933134238,0.24259610298708814,-0.18208304179197726,,0.16653308582998352
03_096,,,0.20907486682843576,0.2553536829165002,-0.18610576259077735,,0.18163999881439338
03_097,,,0.21213039046640744,0.25479028233274315,-0.17578195810467784,,0.18648408461235672
03_098,,,0.21404861400260675,0.2639000917387921,-0.17281606230910102,,0.20234878423885258
03_099,,,0.21673189649762922,0.27088826070271366,-0.17789533410555666,,0.2157077080275605
03_100,,,0.2123930583956187,0.2663872184153846,-0.18439473666452028,,0.20013101967115213
03_101,,,0.2151294694137676,0.26975471263275225,-0.1893282715973624,,0.21239903713600541
03_102,,,0.21833277926514405,0.26808043936611153,-0.18899174117813677,,0.21862941139828582
03_103,,,0.22429154341334115,0.2606557527007545,-0.19236455307526718,,0.22350019254791814
03_104,,,0.21921517869379925,0.26371397127752566,-0.200341802414936,,0.21769855575892214
03_105,,,0.20724202310689344,0.2650899970326906,-0.20671286902465538,,0.19912404947655152
03_106,,,0.20293387584479758,0.2586772108637352,-0.2383754948850202,,0.20137052067027092
03_107,,,0.18445533225722374,0.24378835504587293,-0.24547142343248674,,0.16517125726336884
03_108,,,0.19903016429248058,0.2559458252856347,-0.2123298915819351,,0.17917391847954584
03_109,,,0.18830246134510978,0.23692515680834084,-0.222983078276629,,0.15036754502703567
03_110,,,0.18033807718784517,0.2135766605549218,-0.23182845171340763,,
03_111,,,0.1754733258346038,0.22900096310792245,-0.2484369496198611,,
03_112,,,,0.22059335009073816,-0.2510956557275871,,
03_113,,,0.17736555265798862,0.24227902461218137,-0.27576196553008686,,
03_114,,,0.18372378396851374,0.2290641342881593,-0.28086547979533055,,
03_211,,,0.24316138415315175,0.2547148352851899,,,0.26723059412256395
03_212,,,0.2320861208806345,0.2662198608821378,,,0.25529601501001703
03_213,,,0.2321611239626893,0.2642974498959636,,,0.2527979784006166
04_001,,,,0.20842291125999382,-0.260330957086899,,
04_002,,,,,-0.24167561818931046,,
04_003,,,,0.21138324266656233,-0.256203146892814,,
04_004,,,,0.20934798054569118,-0.2505122236310705,,
04_005,,,,0.2039601288548531,-0.24246571721126134,,
04_006,,,0.1759057665874998,0.1964417043742828,-0.23275835560623848,,
04_007,,,0.1693952397841974,,-0.23994449543432023,,
04_008,,,0.16862500787539356,,-0.24321507993857272,,
04_009,,,,,-0.2405612571383396,,
04_010,,,,,-0.24277269581391903,,
04_011,,,,,-0.23488283016082204,,
04_012,,,,,-0.2256604523504369,,
04_013,,,,,,,
04_014,,,0.17885796130506404,,,,
04_015,,,,,-0.23397901949987002,,
04_016,,,0.18696436113920237,,-0.25308833661992775,,
04_017,-0.34495134213896955,,0.19892688629455502,,,,
04_018,-0.47718960964900065,,0.22332651518152113,,,,-0.2629288984592649
04_019,-0.5321896321774068,,0.22517065156573313,,,,-0.3330543165580558
04_020,-0.45919111566964876,,0.2069544736340344,,,,-0.2634788215158488
04_021,-0.4717910312709782,,0.19359166163475872,,,,-0.28743290555274487
04_022,-0.3398585945671021,,,,,,-0.20357737020535044
04_023,-0.45009462356731794,,,,,,-0.2664258319163523
04_024,-0.35822494089762646,,0.18283977946831995,,-0.2479149179161752,,-0.2010408876568044
04_025,,,,,-0.23703750431569276,,
04_026,,,,,-0.24320443506397488,,
04_027,,,0.17152534209308712,,-0.24849499698352648,,-0.14548923634700436
04_028,,,0.1814727028254832,,-0.2558763415715613,,
04_029,,,0.1902520186248294,,-0.2564422003225547,,
04_030,,,0.1882235771384119,,-0.24492249706195426,,
04_031,,,0.18219142292914403,,-0.24317962233944918,,
04_032,,,0.18092067339359946,,-0.2293336803926949,,
04_033,,,0.18655867884593136,,-0.22915993139633506,,
04_034,,,0.19522162245537544,,-0.22898264483919537,,
04_035,,,0.1943764991254249,,-0.22476307817235328,,
04_036,,,0.2044883805834642,,-0.22123757017489892,,
04_037,,,0.2066661940235322,,-0.20953387413535152,,
04_038,,,0.21359081053664744,,-0.2017615227044942,,
04_039,,,0.21517520925324352,,-0.20537160874190274,,
04_040,,,0.21752696166457497,,-0.19745084166193594,,
04_041,,,0.21995556536713376,,-0.19765285706712724,,
04_042,,,0.22089739445610065,,-0.19047810550590813,,
04_043,,,0.22420409166353092,,-0.2058902680115663,,
04_044,,,0.22489823671964126,,-0.1973860452902237,,
04_045,,,0.2275953707118638,,-0.19383154352435428,,
04_046,,,0.22789405961327275,,-0.2001169337770689,,
04_047,,,0.22918103333336765,,-0.2105778547371724,,
04_048,,,0.20229564563155766,,-0.23445684757131618,,
04_049,,,0.21360240788871304,,-0.23554706901942996,,
04_050,-0.29798450665550097,,0.19566338707792955,,-0.26195484054029383,,-0.17949552500084606
04_051,-0.2852640199936763,,0.20313560648156168,,-0.2619838353920636,,-0.18296163558030312
04_052,,,0.20679041592443123,,-0.2625302770549392,,-0.1590514616720621
04_053,,,0.221637462840994,,-0.24220175997334276,,-0.15738289388364243
04_054,,,0.23006347944419772,,-0.2218301041661678,,
04_055,,,0.21950573818940003,,-0.2481020629366324,,-0.2047901372282016
04_056,,,0.23304617695085222,,-0.22113082040874368,,-0.24212389571719858
04_084,,,0.19911241641182176,,-0.23943806352925237,,
05_001,,,0.2987817966780279,,,,-0.5729700103513949
05_002,,,0.18201375592879748,0.19715960198134824,,,-0.3393875852491236
05_003,,,0.2710684573011383,,,,-0.4541597731817024
05_004,-0.39156246027179503,,0.21318681927979596,,,,-0.33129572112154093
05_005,,,0.2367427391082705,,,,-0.34059008993846585
05_006,,,0.21812336780561992,,-0.23372338812519805,,-0.24074248561972153
05_007,-0.33606201975128497,,0.220965917377771,,,,-0.2978507819201076
05_008,-0.5005929288440485,,0.21258165181738126,,,,-0.3004218126187996
05_009,-0.3639974441168126,,0.21533836453412958,,,,-0.2668165540475852
05_010,-0.3851103496944216,,0.21224429077350965,,,,-0.2547083071635856
05_011,-0.4783857589183122,,0.20457276399394217,,,,-0.2543564389915774
05_012,-0.4904815142302731,,0.2006465997941757,,,,-0.2513453192781912
05_013,-0.3815879930776973,,0.21017538301994101,,-0.22258389005676718,,-0.2413433358962122
05_014,-0.33308860033742665,,0.2112717541481325,,-0.24390387534299557,,-0.22260621030371822
05_015,-0.3997941422492763,,0.2060579727530511,,-0.2278261755458327,,-0.23449327645345006
05_016,-0.39109497300591817,,0.20404350022181644,,-0.23211845756774235,,-0.2314459482496302
05_017,-0.2937682167053429,,0.20951977057937868,,-0.25699385997557367,,-0.19942295096423235
05_018,-0.35459250411458926,,0.20187705806332587,,-0.24752115064608243,,-0.21338163563689796
05_019,-0.4091750727836118,,0.19423361653946916,,-0.22950204677879385,,-0.23321863589420755
05_020,-0.5087984047821692,,0.17610696031220804,,,,-0.28770462876132724
05_021,-0.5770503216689058,,0.1738909068793696,,,,-0.3339892552751781
05_022,-0.5537312676997636,,0.1778813882648309,,,,-0.2999394067911989
05_023,-0.5053947731265522,,0.1929360816822751,,,,-0.2641367476617478
05_024,-0.5915948750033516,0.2801691953157473,0.17759787821669787,,,,-0.2933505299860082
05_025,-0.6493389848002871,0.3489155408479745,,,,,-0.2963596032539267
05_026,-0.6860408488217132,0.3847246535413744,,,,,-0.2707983659407243
05_027,-0.646753267380649,0.339805793363504,0.18000687941769147,,,,-0.2876623022526091
05_028,-0.5810839665246585,0.2869477355799601,0.2011500088602995,,,,-0.28336457246905267
05_029,-0.6549687892743651,0.34519183381245,0.18924335090328578,,,,-0.2841941076800347
05_030,-0.7018520595670925,0.3866826522525372,,,,,-0.2676319902232929
05_031,-0.6858271691547401,0.3636723006401371,,,,,-0.2455913604757346
05_032,-0.5901201265374587,,,,,,-0.21153911091959823
05_033,-0.5871611450648352,,,,-0.3011678651375278,,
05_034,-0.6506947767484987,,,,-0.290245951954375,,
05_035,-0.6663109371912845,0.3079261328819727,,,-0.2608411518603772,,
05_036,-0.6740745097015818,0.3215205962968367,,,-0.2564556992828607,,
05_037,-0.6558327457565167,0.34963852390186084,,,,,
05_038,-0.6265796385131484,0.36012220675782686,,,,,
05_039,-0.6866752523616277,0.3627630396166204,,,,,
05_040,-0.6792316065561634,0.3822511703621649,,,,,
05_041,-0.6182028287883234,0.3727871113736596,,,,,
05_042,-0.6517083117506982,0.391190523761981,,,,,
05_043,-0.6775031601074398,0.3930019981293547,,,,,
05_044,-0.6842127021882409,0.3959109541242012,,,,,-0.21476215058108508
05_045,-0.7042428311671599,0.39200958883060777,,,,-0.14015492519632106,-0.1994786120533274
05_046,-0.7129152687134888,0.4030746695769212,,,,,-0.23516511540443472
05_047,-0.6861700394969307,0.39614006096700205,,,,,-0.24616838322956938
05_048,-0.6651956184042271,0.386189182580078,,,,,-0.2531196512793996
05_049,-0.6516863972010692,0.3664082143612829,,,,,-0.28816053458760527
05_050,-0.6147355296210985,0.382717835082664,,,,,-0.21133608572472076
05_051,-0.4738103787038023,0.34792088359291534,,,,,
05_052,-0.574196929518876,0.36435678307556507,,,,,-0.24222548576282524
05_053,-0.6472649737236166,0.3296620332980795,,,,,-0.32662576513728986
