Tag,Distance_Center,Nationality_Italy,Nationality_Spain,Education_University,Nationality_UK,POI_Restaurants_Hotels,Percentage_Age_0_14,Percentage_Age_65_Plus,POI_Education,Intercept
02_130,-0.4544610545122058,,,-0.28650495986758845,0.2323526927824003,0.21140171129379376,,,,
02_131,-0.4362612318444671,,,-0.2715101510951558,0.21800775337792233,0.21517788230176899,,,,
02_132,-0.435291675608158,,,-0.26497766246456833,0.20870253467550579,0.2294580772369355,,,,
02_133,-0.47572438613618306,,,-0.2879278022695564,0.21969008014905064,0.22431616225150636,,,,
02_134,-0.47172832987612945,,,-0.2708942986035292,0.20845053737495514,0.23874229253906376,,,,
02_135,-0.41106075058174,,,-0.23318171219138872,0.1999358029119273,0.24933542139249418,,,,
02_136,-0.44425312839703096,,,-0.23871244593738505,0.20032411648450826,0.2530624239502732,,,,
02_137,-0.39967169358789034,,,,0.1922680582361677,0.2634693223598368,,,,
02_138,-0.37022517723437565,,,,,0.26996753790298067,,,,
02_139,-0.3417031097368346,,,,,0.2656166942677797,,,,
02_140,-0.34760895759950095,,,,,0.2652706943005762,,,,
02_141,-0.35944535119555093,,,,0.1911415872811051,0.259834100823587,,,,
02_142,-0.3359426210030495,,,,,0.25744165355664494,,,,
02_143,-0.3305667218193512,,,,,0.2578441789380541,,,,
02_144,-0.31823231139960617,,,,,0.25045933032777495,,,,
02_145,-0.32111984819241646,,,,,0.25246448291415585,,,,
02_146,-0.32773291632192486,,,,,0.2492746201100812,,,,
02_147,-0.3560719801405075,,,,0.19456916826414572,0.2531018196643902,,,,
02_148,-0.3806128281456294,,,-0.23978921058509284,0.1998957984133437,0.2360623979429429,,,,
02_149,-0.33567183378411536,,,,0.19659080149232208,0.23718332172409595,,,,
02_150,-0.3090753986823608,,,,0.19583023645905603,0.23197690616688726,,,,
02_151,-0.30937189448243,,,,,0.23960826931370413,,,,
02_152,-0.31013899285000873,,,,,0.24454989296386184,,,,
02_153,-0.29690707737490785,,,,,0.23948374777347578,,,,
02_154,-0.29018778543430784,,,,,0.23254999137811105,,,,
02_155,-0.28193953680229805,,,,,0.23306741241687778,,,,
02_156,,,,,,0.23289319160420136,,,,
02_157,-0.2837449297529819,,,,,0.2364014117390088,,,,
02_158,-0.2941834478043772,,,,,0.24069673717728607,,,,
02_159,-0.3067254919989813,,,,,0.24613531897327626,,,,
02_160,-0.30781574497856273,,,,,0.24342926896343664,,,,
02_161,-0.2930032953576273,,,,,0.2397326185745741,,,,
02_162,,,,,,0.23733107963198186,,,,
02_163,-0.31540595687060835,,,,,0.23906897478812936,,,,
02_164,,,,,,0.23968557248468478,,,,
02_165,,,,,,0.23711645829921538,,,,
02_166,,,,,,0.2360114519130343,,,,
02_167,,,,,,0.2364217753566817,,,,
02_168,,,,,,0.23430616521625652,,,,
02_169,,,,,,0.23528214251695745,,,,
02_170,,,,,,0.23971252095838672,,,,
02_171,,,,,,0.2334285778178082,,,,
02_172,,,,,,0.23374073274781074,,,,
02_173,,,,,,0.23186151569237248,,,,
03_001,,,,,,0.22674012942679944,,,,0.2307336903750121
03_002,,,,,,0.22033727105033224,,,,0.22139314205439398
03_003,-0.27544425452524635,,,,,0.2256949987327979,,,,
03_004,-0.2776942929114709,,,,,0.22481491576086585,,,,
03_005,,,,,,0.21561684756603358,,,,0.20816582753167667
03_006,,,,,,0.21754730425528335,,,,0.24505213930171638
03_007,,,,,,0.22157436486363907,,,,0.24771959243978606
03_008,,,,,,0.2256385245877348,,,,0.2571391672193984
03_009,,,,,,0.2291783038601426,,,,0.26358982869394254
03_010,,,,,,0.23073986952793107,,,,0.30179238529378083
03_011,,,,,,0.22665869743145287,,,,0.2864065113132069
03_012,,,,,,0.2333179332945785,,,,0.3260905547514101
03_013,,,,,,0.23054864988103344,,,,0.3375111361235299
03_014,,,,,,0.23557788255125098,,,,0.35664513103455153
03_015,,,,,,0.2402343885628984,,,,0.3498813006501979
03_016,,,,,,0.25003630962734286,,,,
03_017,,,,,,0.24248538711784945,,,,0.37484941850032866
03_018,,,,,,0.25118062086155246,,,,0.39535887964280364
03_019,,,,,,0.26263036434695125,,,,
03_020,,,,,,0.2795335806500728,,,,
03_021,,,,,,0.26749692297054356,,,,0.40950632984344876
03_022,,,,,,0.2557620112683405,,,,0.40778211298133327
03_023,,,,,,0.23128616787695527,,,,0.3544291667419266
03_024,,,,,,0.20395101548699063,,,,0.2663679735064769
03_025,,,,,0.24258746025423725,0.19287562825418228,,,,0.3255861697274889
03_026,,,,,0.2655593510619892,0.1721736960507758,,,,0.2519206234096212
03_027,,,,,0.2665195917692726,0.16939079729299034,,,,0.2407582398720905
03_028,,,,,0.2680158128313848,0.16728276044189663,,,,0.23359723660442777
03_029,,,,,0.26673863477896,0.17129485885960893,,,,0.2504283985048903
03_030,,,,,0.2638713343930988,0.17532927297649456,,,,0.2637643632555642
03_031,,,,,0.2556479835523312,0.18056585117398402,,,,0.27476023232875596
03_032,,,,,0.2472791902565696,0.18600300178398055,,,,0.28393855890366604
03_033,,,,,0.2597528877359176,0.17635943221296996,,,,0.2617517304873098
03_034,,,,,0.2609963576767851,0.17634545355616785,,,,0.26591375523977956
03_035,,,,,0.26675225252497886,0.1708032999321274,,,,0.2460826849658905
03_036,,,,,0.26967751469856027,0.16564898444450682,,,,0.22081784483309988
03_037,,,,,0.26535429050813336,0.1719019986875309,,,,0.24524143352756805
03_038,,,,,0.24573675348554838,0.18434486070608824,,,,0.2599190705576379
03_039,,,,,0.26446168154315014,0.17147293394786225,,,,0.2357793188486502
03_040,,,,,0.26522945173129425,0.16976391903984397,,,,0.21418448894795003
03_041,,,,,0.26083373029524826,0.17270249097578189,,,,0.2022964811017078
03_042,,,,,0.23947312077126734,0.18696593293554176,,,,0.1988362265944329
03_043,,,,,0.25377679741180303,0.1775728436471692,,,,0.19237158085874725
03_044,,,,,0.23929207539925634,0.18716316669971747,,,,0.1709890862088398
03_045,,,,,0.2162206999860057,0.20449213416897516,,,,0.16649617210661372
03_046,,,,,0.22349937143881263,0.19918002337817528,,,,
03_047,-0.35274121082509224,,,-0.21508256210140467,0.21885099564766058,0.20504351061698464,,,,
03_048,-0.40833545479096894,,,-0.2591496319127887,0.2358976632163316,0.20093042886987178,,,,
03_049,-0.35863568501187915,,,-0.22648785192635162,0.2436323339470827,0.1913194918734634,,,,
03_050,-0.2933304990300512,,,,0.25433675599422817,0.18088434776555135,,,,
03_051,,,,,0.25930164394063554,0.17449796918957658,,,,0.15393951801576983
03_052,,,,,0.2513972598391517,0.17995020052643376,,,,0.14605365688835337
03_053,-0.3106165746842632,,,,0.22745311318641218,0.19636935920789186,,,,
03_054,,,,,0.23653509719322882,0.1891073034716417,,,,0.1497033389670843
03_055,,,,,0.2525996230999586,0.17820923751011208,,,,0.16830275174473433
03_056,,,,,0.25715709511022744,0.17503967075148974,,,,0.1812887067766985
03_057,,,,,0.26371168295232894,0.17050257779109632,,,,0.1703164523193676
03_058,,,,,0.26659424156236705,0.168165364695017,,,,0.18988483764435135
03_059,,,,,0.26911322048128794,0.1662202380071852,,,,0.19468757168161277
03_060,,,,,0.2695283793109104,0.1654206212859512,,,,0.18650571924457238
03_061,,,,,0.2694708978376758,0.16520199827846763,,,,0.19636543466854534
03_062,,,,,0.2648602087474767,0.16549565980988448,,,,0.18535309393947863
03_063,,,,,0.2671442453193988,0.16450049550815946,,,,0.1978471194913621
03_064,,,,,0.2654825689523918,0.16427167060759268,,,,0.208097775053712
03_065,,,,,0.26473643725791685,0.16401848257385315,,,,0.2017132996126164
03_066,,,,,0.25413984482751484,0.16661808696000818,,,,0.18462322596517444
03_067,,,,,0.25884659258513054,0.16532571631328724,,,,0.18783415826049824
03_068,,,,,0.25343823152042383,0.1667920912511427,,,,0.1763191396245204
03_069,,,,,0.244740091878231,0.16935794645301427,,,,0.16730913479868995
03_070,,,,,0.23214258362187631,0.17397255623591182,,,,0.1513063900190635
03_071,,,,,0.22512706823026296,0.17690792751276535,,,,0.14307323492948282
03_072,,,,,0.21786589827228492,0.179775179665604,,,,0.1353742375126072
03_073,,,,,0.2127656948055421,0.1805745646425494,,,,0.12560898371345575
03_074,,,,,0.20342245033503203,0.1845044163865373,,,,0.11855137055317799
03_075,,,,,0.20317507673444793,0.18601696174909726,,,,0.12170325366431606
03_076,,,,,0.18901600592339818,0.19166880677329592,,,,
03_077,,,,,0.18069954230217958,0.1938834084151503,,,,
03_078,,,,,0.18948679974910085,0.18964309986548322,,,,
03_079,,,,,,0.19595020841505,,,,
03_080,,,,,,0.19900371927763935,,,,
03_081,,,,,,0.1961730635620163,,,,
03_082,,,,,,0.19236952076875666,,,,
03_083,,,,,0.18943066131173125,0.1874064575408218,,,,
03_084,,,,,0.18763812727605353,0.18758994135051682,,,,
03_085,,,,,0.17659187982061778,0.18849658184947682,,,,
03_086,,,,,0.18358201619272388,0.1858585025433195,,,,
03_087,,,,-0.19446113690972294,0.19387832212459033,0.18478618900257862,,,,
03_088,,,,-0.19945350995828498,0.2068452029958481,0.18468319191600258,,,,
03_089,,,,,0.22541931865619866,0.17997799693864247,,,,
03_090,,,,,0.24167736008826135,0.17519198917507528,,,,0.14145410628404106
03_091,,,,,0.23048995082915005,0.1759668386657414,,,,0.13509186900981474
03_092,,,,,0.21163977371915788,0.18120838415540153,,,,
03_093,,,,,0.19598718905503598,0.18465361199848906,,,,
03_094,,,,,0.21244807819779088,0.18006594488970862,,,,0.1216344514652299
03_095,,,,,0.22339995305251079,0.1768293727614744,,,,0.13405002359127102
03_096,,,,,0.23847348528088294,0.17260480464974506,,,,0.14586538631056445
03_097,,,,,0.236481387156309,0.17235895362397136,,,,0.14955055478017237
03_098,,,,,0.24840084092882347,0.16870954095847354,,,,0.1641153227973033
03_099,,,,,0.2595703235503269,0.16713343596507996,,,,0.17252473492038284
03_100,,,,,0.25108276930344287,0.16946465655208542,,,,0.15880082391835693
03_101,,,,,0.2606543811417371,0.16897185137590037,,,,0.16441069424233343
03_102,,,,,0.26587772553057115,0.1677141074914204,,,,0.1699421402310948
03_103,,,,,0.2650429435619794,0.16967102447920213,,,,0.16404441208668166
03_104,,,,,0.2630233716020061,0.17131524106097468,,,,0.15635848290430968
03_105,,,,,0.25498078052707224,0.1744535312628192,,,,0.14738654944223176
03_106,-0.2970951855785057,,,-0.2105777373426979,0.2547080563836781,0.1844748009804777,,,,
03_107,-0.3037732100312991,,,-0.23410995992405462,0.24478713073411512,0.19169418462711665,,,,
03_108,,,,,0.24454497744431694,0.17838323190857233,,,,0.13782896034935282
03_109,,,,,0.23343998299282634,0.182847188505352,,,,
03_110,,,,-0.21231718508257436,0.21984801936045284,0.18554286064398437,,,,
03_111,-0.30112355159735854,,,-0.24261639811887703,0.2378052286307501,0.1939445990270418,,,,
03_112,-0.3112072489155157,,,-0.24728493288466336,0.23335622959615435,0.19715855752701994,,,,
03_113,-0.414303814423648,,,-0.2797897020495476,0.24363928412963692,0.2117469821819805,,,,
03_114,-0.47266800417977717,,,-0.2893105283777407,0.24063598187301455,0.2264760498826709,,,,
03_211,,,,,0.2634653489168455,0.17441875746598584,,,,0.2567429092929104
03_212,,,,,0.2684315341181525,0.16805162372313023,,,,0.234177488647288
03_213,,,,,0.26859365956883025,0.16763238407807296,,,,0.22922931885515
04_001,-0.4434685985961163,,,-0.2776233541734986,0.23585939579386678,0.2244657242799277,,,,
04_002,-0.3215733079054163,,,-0.24797403806363805,0.22143488233233669,0.20167595230464294,,,,
04_003,-0.3763858953863172,,,-0.2652603896839562,0.23470208811265467,0.21035023579678952,,,,
04_004,-0.32006120243416636,,,-0.2505643649836813,0.22951657822578325,0.2000451719083835,,,,
04_005,,,,-0.2326642749597632,0.21956198072197428,0.19139843144993163,,,,
04_006,,,,-0.21676754401575066,0.20636020701661786,0.18610276206664766,,,,
04_007,,,,-0.225279059718396,0.2055242852902645,0.18816128230391252,,,,
04_008,,,,-0.22488607971737945,0.1988232711765236,0.18749157704514047,,,,
04_009,,,,-0.22282014502367314,0.1883076629678606,0.18671661822214228,,,,
04_010,,,,-0.21707305437340624,0.17472881416086977,0.18241843386949064,,,,
04_011,,,,-0.22863536497090853,0.19169428762853943,0.19033157405417023,,,,
04_012,-0.3248421547555261,,,-0.23944691775232566,0.20311258255368822,0.20090821390161256,,,,
04_013,-0.37898619537757866,,,,0.19716695304205012,0.2083779565100593,,,,
04_014,-0.47180719230705037,,,,0.2053148638605528,0.22689693214710946,,,,
04_015,-0.4085389938033086,,,-0.259250806380919,0.22096321960924095,0.21901727458348902,,,,
04_016,-0.49686686197139207,,,-0.27617902693416657,0.22783109543404384,0.23752427842015525,,,,
04_017,-0.541880649082108,,,,0.20892278381713905,0.24532807915658447,,,,
04_018,-0.5991028732050925,,,,0.1832310132277989,0.25160186060483536,,,,
04_019,-0.6061582428309056,,,,,0.22917863147175152,,,,
04_020,-0.583316290014733,,,,,0.2396101269144204,,,,
04_021,-0.5527500104997864,,,,,0.21788479828871415,,,,
04_022,-0.3667180259674939,,,,,0.18980609475645976,,,,
04_023,-0.336505561342382,,,,,0.16234711945830055,,,,
04_024,,,,,,0.1476984728148383,,,,
04_025,,,,,,0.17653957586059138,,,,
04_026,,,,,,0.1792692286423821,,,,
04_027,,,,,,0.16865544002675142,,,,
04_028,,,,,,0.16723135426398575,,,,
04_029,,,,,,0.171465460260345,,,,
04_030,,,,-0.20399421682563043,,0.17940830595535306,,,,
04_031,,,,-0.2104902383711772,,0.1815256886351695,,,,
04_032,,,,-0.21188679756868,0.18666312440838187,0.18544612043424663,,,,
04_033,,,,-0.20809063926582166,0.17879660758856686,0.18528933889081997,,,,
04_034,,,,-0.202662181150025,,0.1846723798841762,,,,
04_035,,,,-0.20063674247419128,0.17529980588850194,0.18533549446814254,,,,
04_036,,,,-0.1973833454743863,,0.18748015517407365,,,,
04_037,,,,-0.18796993884742758,,0.18970833840700016,,,,
04_038,,,,-0.1787658824114859,,0.19330274129247016,,,,
04_039,,,,-0.18553492174637454,,0.1936637943442685,,,,
04_040,,,,-0.17224396312751472,,0.196426522967026,,,,
04_041,,,,-0.174228109163085,,0.19890699888330562,,,,
04_042,,,,,,0.20009885456232027,,,,
04_043,,,,,,0.20450075460239844,,,,
04_044,,,,,,0.20668705167798693,,,,
04_045,,,,,,0.21010153828521277,,,,
04_046,,,,,,0.21066783004178052,,,,
04_047,,,,,,0.21205907762470608,-0.15372603870575285,,,
04_048,,,,-0.20076757651762628,,0.1831951665885851,,,,
04_049,,,,-0.19868611568439593,,0.190972951949073,,,,
04_050,,,,,,0.15464770419444135,,,,
04_051,,,,,,0.16013437186186236,-0.15606461020001702,,,
04_052,,,,,,0.1718408165703815,-0.15653368029629708,,,
04_053,,,,,,0.19498326948807324,-0.17354891926016408,,,
04_054,,,,,,0.21164941845450433,-0.1722757092336334,,,
04_055,,,,,,0.18112273466027712,-0.19640029074891496,,,
04_056,,,,,,0.20448909851606167,-0.22328062975919616,,,
04_084,,,,-0.20072649838264492,,0.18158953649742995,,,,
05_001,,,,,0.2909627627064802,0.19403922955671574,-0.41810385535337696,-0.2539918928015396,,
05_002,,,,,0.352335621127372,,-0.4839654878951395,-0.2951708241760252,,
05_003,,,,,0.2603057748772944,0.17529143068366443,-0.38360406234349,-0.21002484911929692,,
05_004,,,,,0.2775857179595724,,-0.40425220997973893,-0.20291290551213365,,
05_005,,,,,0.21239349755381245,0.1694858444354548,-0.3198437028587387,,,
05_006,,,,,,0.16678136314653136,-0.2285641451671855,,,
05_007,,,,,0.188688057283721,0.14453832175142706,-0.29371022310192685,,,
05_008,,,,,0.20466501669431653,,-0.3033339467575754,,,
05_009,,,,,,0.14565556807805857,-0.2602219665949824,,,
05_010,,,,,,0.14396256503172025,-0.23858220451893472,,,
05_011,,,,,,,-0.2250603460031112,,,
05_012,,,,,,,-0.20210208444864247,,,
05_013,,,,,,0.14467476907896024,-0.21858910639073753,,,
05_014,,,,,,0.15479431517374065,-0.19383372224819656,,,
05_015,,,,,,0.1418524334167986,-0.1916748812161428,,,
05_016,,,,,,0.14270451936257886,-0.17621293513302969,,,
05_017,,,,,,0.1588200632352164,-0.17155343817986754,,,
05_018,,,,,,0.147234957896339,-0.16295286520524493,,,
05_019,,,,,,0.13796220426259062,,,,
05_020,-0.32396399721859814,,,,,0.13804693476089436,,,,
05_021,-0.4434991815942368,,,,,0.14313396720648836,,,,
05_022,-0.3644293294971935,,,,,,,,,
05_023,-0.29537732577874876,,,,,,-0.17153185859603304,,,
05_024,-0.4212115246378851,,,,,,,,0.11116747864383603,
05_025,-0.5052022182211076,,,,,,,,0.1301446706115721,
