Tag,Distance_Center,Nationality_Spain,Nationality_Italy,Nationality_UK,Percentage_Age_0_14,POI_Restaurants_Hotels,Percentage_Age_65_Plus,POI_Education,Intercept
02_096,,-0.32668871005956424,,,,0.21092763585890179,,,
02_097,-0.35312183817416665,-0.3412450056011411,,,,0.21432637735837617,,,
02_098,,-0.3579572061018368,,,,0.23016470851912074,,,
02_099,,-0.3618627447076492,,,,0.23145473919291246,,,
02_100,-0.3638616357001526,-0.3602967711064679,,,,0.2348965898569494,,,
02_101,,-0.37809395232217785,,,,0.2524608348604087,,,
02_102,,-0.3877150422942054,,,,0.2659983820756951,,,
02_103,,-0.3667844016928347,,,,0.2720351455591616,,,
02_104,-0.4427476134767119,-0.3254165704858145,,,,0.27886496300037444,,,
02_105,,-0.36483237927910733,,,,0.27991132714887945,,,
02_106,,-0.34945478433164173,,,,0.2918173551379266,,,
02_107,,,,,,0.28937110756731665,,,
02_108,-0.4997935707766579,,,,,0.2864411450492974,,,-0.30224256460360305
02_109,-0.6041732870068206,,,,,0.27645608202980493,,,-0.3728239337853114
02_110,-0.5504814988914566,-0.3036165055274994,,,,0.2731731550949958,,,-0.3103520559038021
02_111,-0.6116819637850119,,,,,0.2547703089867633,,,-0.3451246149456419
02_112,-0.5499151383991789,-0.2937273615854006,,,,0.23656643048700454,,,-0.28187519480523243
02_113,-0.5594167822897109,-0.3222030615361945,,,,0.2485822194445226,,,-0.2871469072450305
02_114,-0.5093441075787916,-0.3493486519649249,,,,0.2422607099762667,,,
02_115,-0.46975512360107596,-0.37127432784156794,,,,0.24550990163646638,,,
02_116,-0.4617436151196417,-0.36390016796518654,,,,0.2594193132646494,,,
02_117,-0.43694020224832897,-0.3622296788285248,,,,0.26946082635870483,,,
02_118,-0.3964728557734378,-0.3653050061561269,,,,0.24778382657790832,,,
02_119,-0.4295347565803925,-0.371650393638955,,,,0.2523586903947191,,,
02_120,-0.43049389466933957,-0.3804700994757304,,,,0.23811969216612264,,,
02_121,-0.4015503207449407,-0.3737622571735502,,,,0.23374317833299307,,,
02_122,-0.4198641929851696,-0.38441870549355256,,,,0.2191440990078154,,,
02_123,-0.454748654748852,-0.3710761303510802,,,,0.22492668916835704,,,
02_124,-0.4523837074143536,-0.3493991800267988,,,,0.21374797363475118,,,
02_125,-0.45686974803421054,-0.3265121989403794,,,,0.2137281373589534,,,
02_126,-0.3645406730264881,-0.3458169393191335,,,,0.18831784443146463,,,
02_127,-0.34924449528637186,-0.35261626881956415,,,,0.18192493202971885,,,
02_128,-0.39246691064750194,-0.37796031045183637,,,,0.19903955874347556,,,
02_129,-0.3340499868019616,-0.354769661679629,,,,0.17488353093059533,,,
02_130,,-0.3264519012093558,,0.2115941576859172,,,,,
02_131,,-0.30697119209427703,,,,,,0.12279525436157675,
02_132,,-0.3297524244443339,,,,,,0.12428268326341273,
02_133,,-0.3451798444907511,,,,0.16628796035040155,,,
02_134,-0.34330652534907874,-0.3635528492985565,,,,0.1796524603155508,,0.12341887294931714,
02_135,-0.336551915231735,-0.34906464454219216,,,,0.1848093527020702,,,
02_136,-0.3640209141489249,-0.3685972038680029,,,,0.19368127136472438,,,
02_137,-0.3648840952058182,-0.36497711842334507,,,,0.2082474510525753,,,
02_138,-0.37242507246412443,-0.3579478695342273,,,,0.22314902840734782,,,
02_139,-0.36277097178832546,-0.34294756392074804,,,,0.21577314856157911,,,
02_140,-0.34504952695180063,-0.33610516123323064,,,,0.20844783115046872,,,
02_141,-0.3303187590591445,-0.3331574153252902,,,,0.19922904506814054,,,
02_142,-0.3125552719624377,-0.30909398458771864,,,,0.19342898860350313,,,
02_143,-0.33155980342837954,-0.3126390700971713,,,,0.20061270758771438,,,
02_144,,,,,,0.19363094359659985,,,
02_145,,,,,,0.18681492593473648,,,
02_146,,,,,,0.17776288459527953,,,
02_147,-0.31020027269367295,-0.3123555692473661,,,,0.18648178880619154,,,
02_148,,-0.2931290701302595,,,,,,0.12412682881596852,
02_149,,,,,,0.16638752291775677,,,
02_150,,,,,,0.1663850533941983,,,
02_151,,,,,,0.17085187167106786,,,
02_152,,,,,,0.17609759215889317,,,
02_153,,,,,,0.1781920286412384,,,
02_154,,,,,,0.1757226515775299,,,
02_155,,,,,,0.18425164726003618,,,
02_156,,,,,,0.19270831117919368,,,
02_157,,,,,,0.18760220515071374,,,
02_158,,,,,,0.18651168534342105,,,
02_159,,,,,,0.18476544579232015,,,
02_160,,,,,,0.1929178688738723,,,
02_161,,,,,,0.1934073771213799,,,
02_162,,,,,,0.19804994210464644,,,
02_163,,,,,,0.20263448103603973,,,
02_164,,,,,,0.22262365342277363,,,
02_165,,,,,,0.20709167706234405,,,
02_166,,,,,,0.20834547041378812,,,
02_167,,,,,,0.19540039511905305,,,
02_168,,,,,,0.20479240219098377,,,
02_169,,,,,,0.2205003128106286,,,
02_170,,,,,,0.23460637736786955,,,
02_171,,,,,,0.2171173830358575,,,
02_172,,,,,,0.21347166274464943,,,
02_173,,,,,,0.20168899567834006,,,
03_001,,,,,,0.19015629697545963,,,
03_002,,,,,,0.1885783364361406,,,0.2977260798772597
03_003,,,,,,0.18346851190261182,,,0.2662068635873605
03_004,,,,,,0.17745905118522703,,,0.2535773874724977
03_005,,,,,,0.18593042610587715,,,0.29499374924807104
03_006,,,,,,0.19834432746251263,,,0.3337782952138925
03_007,,,,,,0.19803044255827998,,,0.32776580251222676
03_008,,,,,,0.20082098299701728,,,0.319982320560956
03_009,,,,,,0.2015686663437771,,,
03_010,,,,,,0.2119011687852626,,,
03_011,,,,,,0.20964824234127577,,,0.3422737841753739
03_012,,,,,,0.22122894157377154,,,
03_013,,,,,,0.22128057764903697,,,0.37893358575043024
03_014,,,,,,0.2289113894876774,,,0.3933600413181392
03_015,,,,,,0.23554931330118314,,,
03_016,,,,,,0.25344802597629235,,,
03_017,,,,,,0.24013096001145387,,,0.44240585211212735
03_018,,,,,,0.255416941336179,,,0.4683209010520904
03_019,,,,,,0.27577156636270206,,,
03_020,,,,,,0.30380703875308723,,,
03_021,,,,,,0.28445705153933853,,,
03_022,,,,,,0.26351398668537745,,,0.4921888361084202
03_023,,,,,,0.22691538574833367,,,0.407815275067807
03_024,,,0.2769050815863699,,,0.2013082425086654,,,0.32311318736536304
03_025,,,,,,0.20349410656224007,,,0.35498842709616474
03_026,,,,0.26411100695506506,,0.18760863984431964,,,0.2998037596508601
03_027,,,,0.26518674373098605,,0.1843633017603078,,,0.2890849266735089
03_028,,,,0.26540060531025045,,0.1810583588678773,,,0.28256986125675004
03_029,,,,0.26324781807850284,,0.1844949682351832,,,0.29908841547372883
03_030,,,,0.25896694230120954,,0.1856993475142411,,,0.30915249595450967
03_031,,,,0.24829026085381195,,0.185533273146171,,,0.3153001808515865
03_032,,,,0.2390138992819298,,0.1900591836004159,,,0.3285116203936007
03_033,,,,0.25117559572594617,,0.18052744685511757,,,0.30320165760417706
03_034,,,,0.25380493141617344,,0.18287174499221723,,,0.30720632948533616
03_035,,,,0.2594945270282355,,0.17942280507442815,,,0.29312933420943565
03_036,,,,0.26283025095393797,,0.17589658628814636,,,0.26762153090712015
03_037,,,,0.2566324056686557,,0.1781874689563093,,,0.2933865544325469
03_038,,,,0.23350956468796927,,0.181778916370111,,,0.3082466622771713
03_039,,,,0.25345788532794017,,0.175166136464893,,,0.28565100421376405
03_040,,,,0.25222226288478483,,0.17220975477824568,,,0.2659328698832933
03_041,,,,0.24492135080959507,,0.16888781962867278,,,0.2552747388975158
03_042,,,,0.2225298357890739,,,,,0.25417330573128666
03_043,,,,0.23521300516366084,,,,,0.24495722784753168
03_044,,,,0.2198163433000612,,,,,0.22391958506602178
03_045,,,,,,,,,0.2328229480539673
03_046,,,,,,,,,0.20512388759441827
03_047,,,,,,,,,
03_048,,-0.2844115297068198,,0.21461339578899108,,,,,
03_049,,-0.24917306737618322,,0.21970793739634412,,,,,
03_050,,-0.2180255074140493,,0.23162746842607054,,,,,
03_051,,,,0.23811547875527736,,0.1662176641618976,,,0.19012514003941808
03_052,,,,0.22792001216497573,,,,,0.1805924658183664
03_053,,,,,,,,,
03_054,,,,0.21501590706643164,,,,,0.19843762433550025
03_055,,,,0.23185847220447245,,,,,0.21412637183591632
03_056,,,,0.23814530307636372,,0.16493712673525293,,,0.23057136742667003
03_057,,,,0.24561028487163425,,0.16855199096736145,,,0.2133907490800893
03_058,,,,0.2522306254982485,,0.16967905288832436,,,0.2372750916765241
03_059,,,,0.2570568904129041,,0.17155490367642767,,,0.2398601590130022
03_060,,,,0.2588380573162147,,0.17121496147692772,,,0.22647878859272558
03_061,,,,0.2608729371893276,,0.1727021382165037,,,0.24089719815376248
03_062,,,,0.26309240231561654,,0.17440839205795466,,,0.23071335686380284
03_063,,,,0.26452110854167016,,0.1749527794131163,,,0.24382596783128355
03_064,,,,0.2653048696719258,,0.177875569737992,,,0.2549219540830214
03_065,,,,0.2646531907651482,,0.17724407131892062,,,0.24783202640433905
03_066,,,,0.259529220373816,,0.17840330529707957,,,0.23266805943133287
03_067,,,,0.2620572257895093,,0.1772141855402445,,,0.2349073594198654
03_068,,,,0.25761389306253785,,0.17594843871174343,,,0.21870195598080963
03_069,,,,0.25173397554373655,,0.17694569379856573,,,0.20805226375138772
03_070,,,,0.2411333222558941,,0.1767919188932744,,,0.18612872157930968
03_071,,,,0.23310139913369843,,0.17626913570919003,,,0.17222665390758182
03_072,,,,0.22652257131788842,,0.17741310360073567,,,0.16086916037335444
03_073,,,,0.21936630765994897,,0.17588553059398002,,,0.13800780867106396
03_074,,,,0.20988162856868386,,0.17849311912873075,,,0.12769611552961885
03_075,,,,0.21110172901771967,,0.18087666550502726,,,0.13902619971026522
03_076,,,,,,0.18549690939009172,,,
03_077,,,,,,0.18782962361633673,,,
03_078,,,,,,0.18333687243409202,,,
03_079,,,,,,0.1906426023676006,,,
03_080,,,,,-0.13030995306728682,0.19498507140825874,,,
03_081,,,,,-0.13458870691967428,0.19158003180995184,,,
03_082,,,,,-0.13454793299139464,0.1862917576064484,,,
03_083,,,,,,0.1811490793811411,,,
03_084,,,,,,0.18045060181101097,,,
03_085,,-0.2028441439728104,,,-0.13714919076060972,0.18131682208420516,,,
03_086,,-0.21786346715630955,,,-0.1403982591652213,0.17762423742039202,,,
03_087,,-0.23428536408056838,,0.18957216473904498,-0.14134190877612282,0.17403700346327083,,,
03_088,,-0.24560785943636737,,0.2029631531588235,-0.13362060059832684,0.17160669278873814,,,
03_089,,-0.2284085509766506,,0.22145995998542317,,0.17128438379080727,,,
03_090,,-0.2103862568734368,,0.24167038547636574,,0.17096119870970772,,,0.15338797719604064
03_091,,-0.20116131462159692,,0.23510936354844722,,0.1732932360048935,,,0.14509771559277598
03_092,,-0.21769700430991112,,0.21184167076051302,,0.17372320531989238,,,
03_093,,-0.20567796417391299,,0.1970045816342435,,0.1767446254554899,,,
03_094,,-0.19455356080399167,,0.2178222642924879,,0.1750371375924601,,,
03_095,,,,0.23199616040351304,,0.17471932537092882,,,0.1529256164263694
03_096,,-0.1877130736494152,,0.24475502983836192,,0.17392782710856972,,,0.16992441149669688
03_097,,,,0.2434591391575749,,0.17430970558947265,,,0.17899313397732228
03_098,,,,0.25389882212057296,,0.17468662401357377,,,0.20173572884017824
03_099,,,,0.260207507879728,,0.1728591949320758,,,0.21306949821024274
03_100,,,,0.2560942077564622,,0.17428308319653024,,,0.19352944576392941
03_101,,-0.1879410844844084,,0.2575919127459508,,0.17096898255073845,,,0.20037126335530916
03_102,,,,0.25670613799250835,,0.17051261237973978,,,0.20668945763314986
03_103,,,,0.25006024661716564,,0.168996261635586,,,0.201658946989834
03_104,,-0.19973015036922553,,0.2504374587924628,,0.16717433650557328,,,0.18879529578746712
03_105,,-0.2133980293706973,,0.2501134119329283,,0.1693395595429934,,,0.1701401111429279
03_106,,-0.2559572003481847,,0.238421560837294,,0.1614193542022544,,,
03_107,,-0.2834131300606391,,0.22964067926925305,,0.16295417916413965,,,
03_108,,-0.22757120717940096,,0.23953211122126558,,0.16844186004892198,,,0.14251773839276707
03_109,,-0.2487025264390607,,0.2238508644609461,,0.1684984853899628,,,
03_110,,-0.26748164586343315,,0.2116101689772874,-0.13440076921859345,0.16924653717631408,,,
03_111,,-0.3004008646064279,,0.22492023748364331,,0.16627025669077372,,,
03_112,,-0.3106548858009262,,0.21980621037667544,,0.1690898120882914,,,
03_113,,-0.33073247528724564,,0.21907153428824394,,0.16825379492728462,,,
03_114,,-0.33128045241471127,,0.2039755644337066,,0.18589771343160819,,,
03_211,,,,0.2559645701915794,,0.1815284008796374,,,0.3008194183891297
03_212,,,,0.26299759805985706,,0.17875553634341135,,,0.2834937972648399
03_213,,,,0.2616310559083153,,0.17666734461538874,,,0.277190264162713
04_001,,-0.32006348025466225,,,,0.1906887934144644,,,
04_002,,-0.323908802374869,,0.20777974452017514,-0.16152604941112436,0.17805423080218227,,,
04_003,,-0.3263649890430488,,0.21164989037271129,,0.17939242751494222,,,
04_004,,-0.32113205201527295,,0.2146781567979491,-0.14864190659291313,0.1736183306738736,,,
04_005,,-0.3002466461912425,,0.20833873925079605,-0.15524923664925822,0.17055233426925395,,,
04_006,,-0.2757365407474401,,0.19959172939738473,-0.1556003681705722,0.16985413627832496,,,
04_007,,-0.29481911346978973,,0.19776827356889426,-0.16892339786752752,0.1698360230491165,,,
04_008,,-0.299628046230103,,0.19359309814535808,-0.1793641597431009,0.16918435657161382,,,
04_009,,-0.30103819221844974,,,-0.19067798699911057,0.16794874744959853,,,
04_010,,-0.3045800570831618,,,-0.20668199960743516,0.16579126853964765,,,
04_011,,-0.31590259441383195,,,-0.19605394915702012,0.1719099510921804,,,
04_012,,-0.3109036348826726,,,-0.17594600725881984,0.17965188736735033,,,
04_013,,-0.2819296327755617,,,-0.15774789905041126,0.189351360287493,,,
04_014,-0.3775023110664672,,,,,0.20709440859076733,,,-0.22533706788946706
04_015,,-0.30240597265676983,,,,0.19316619453533584,,,
04_016,-0.3805665105594306,-0.2998573322207196,,,,0.20693031556525465,,,
04_017,-0.5018155251887604,,,,,0.22412129198937886,,,-0.27150008571676776
04_018,-0.646927219843126,,,,,0.24735641555546084,,,-0.38228305745371666
04_019,-0.7053854409375366,,,,,0.2487447036089692,,,-0.4334873857900816
04_020,-0.6059525601871018,,,,,0.2332520603484542,,,-0.36347153168906515
04_021,-0.5818374709432497,,,,,0.21510852822850093,,,-0.36844491595560935
04_022,,-0.25645154250775964,,,-0.17222823596306852,0.17415262307796778,,,-0.20274619544032393
04_023,,-0.25250127453206245,,,-0.18705429241478638,,,,-0.21547344368334592
04_024,,-0.30655253477691735,,,-0.24137599343019406,,,,
04_025,,-0.3091049100867568,,,-0.22242947620382944,,,,
04_026,,-0.31006161728290726,,,-0.218766697932321,0.16316059785643594,,,
04_027,,-0.312146658202947,,,-0.2348572616480339,,,,
04_028,,-0.307770581526995,,,-0.2388113665010891,0.15008995331356076,,,
04_029,,-0.29475819220088395,,,-0.23603037866373347,0.15505310305618866,,,
04_030,,-0.27917043784919204,,,-0.21438937664519936,0.1669543242655249,,,
04_031,,-0.2804885088666724,,,-0.20054073635181413,0.16950461858058638,,,
04_032,,-0.2648741077530894,,,-0.1679732822282748,0.17091715568643792,,,
04_033,,-0.2557419094032823,,,-0.16995350871576198,0.1724531868647182,,,
04_034,,-0.2482966433989412,,,-0.18569266311184496,0.17607233682578297,,,
04_035,,-0.23978225257968303,,,-0.16482979312729168,0.17559255595409343,,,
04_036,,-0.23246823158603275,,,-0.18839710419026456,0.1807708050349519,,,
04_037,,-0.21403407735130675,,,-0.1642900943737632,0.18287560945223647,,,
04_038,,-0.19903150452337953,,,-0.16051437887551234,0.18775311021640972,,,
04_039,,-0.20663063955553979,,,-0.18136317025578408,0.18921395506117736,,,
04_040,,,,,-0.156415601022357,0.19198521869441085,,,
04_041,,,,,-0.16760526266131526,0.19537515733413352,,,
04_042,,,,,-0.15376540652075657,0.1968265010737869,,,
04_043,,,,,-0.20697271614573448,0.19847341377600897,,,
04_044,,,,,-0.18829281243690416,0.20188711284401567,,,
04_045,,,,,-0.19438203767933615,0.20609675996525462,,,
04_046,,,,,-0.20692801297051194,0.20661501133829513,,,
04_047,,,,,-0.2332508128345787,0.20764877551299854,,,
04_048,,-0.25283895420427976,,,-0.21067473942878856,0.1748417405421179,,,
04_049,,-0.23532174360678937,,,-0.23309856182317662,0.1800511802016225,,,
04_050,,-0.30633724084801606,,,-0.2536585846708666,,,,
04_051,,-0.28761674813963,,,-0.25973848211256695,,,,-0.1378106079145484
04_052,,-0.2666156581149289,,,-0.26100175887203836,0.14917717836477784,,,-0.1369837308405957
04_053,,-0.2017584011279905,,,-0.2695233616064787,0.18597094143510234,,,-0.14110209894349318
04_054,,,,,-0.26105629690416665,0.20486353173938843,,,
04_055,,,,,-0.28668699488594374,0.1663694933946646,,,-0.16623380552811
04_056,,,,,-0.30695426944727944,0.19335161960409844,,,-0.18301921711266106
04_084,,-0.26399917627721736,,,-0.21698575212400734,0.170543371891583,,,
05_001,,,,0.30359461258174025,-0.4408496518428696,0.17413864988230293,,,
05_002,,,,0.376528006147932,-0.5038077289488279,,-0.30449638094016046,0.135846636174976,
05_003,,,,0.27269981962473266,-0.4254719494253573,,,,
05_004,,,,0.3002169031207592,-0.4447805507674767,,,,
05_005,,,,0.22111584740537898,-0.3759451736984272,,,,
05_006,,,,,-0.3038901613788093,0.1472532304998324,,,-0.17616646166340222
05_007,,,,0.20029069159710935,-0.35079235227024896,,,,
05_008,,,,0.21758345547726896,-0.3388108531914259,,,0.12733632677388998,
05_009,,,,,-0.3184135509623629,,,,
05_010,,,,,-0.29745956997178064,,,,-0.17809017205246874
05_011,,,,,-0.26697202730752395,,,,-0.18560918710159036
05_012,,,,,-0.2500751233382331,,,,-0.18794045959040423
05_013,,,,,-0.2840632181853376,,,,-0.17591986190483266
05_014,,-0.23057802053681714,,,-0.2772590685510158,,,,-0.16708732514628893
05_015,,-0.23640523464661484,,,-0.2663746012130961,,,,-0.169399321850431
05_016,,-0.2592635351343918,,,-0.25877509894255896,,,,-0.162895018137656
05_017,,-0.2594025658102158,,,-0.26837481258212803,,,,-0.1506950583727402
05_018,,-0.28326503009611514,,,-0.2572919398030092,,,,-0.15543305445161643
05_019,,-0.28757180667971544,,,-0.24237823712596074,,,,-0.1628591022641751
05_020,,-0.25126415849106387,,,-0.19071950487738082,,,,-0.21908306702814717
05_021,-0.4448411345545239,,,,,,,,-0.3049505335337963
05_022,,,,,-0.1764441980825883,,,0.13098757708083278,-0.2424502010100787
05_023,,-0.24676403175261236,,,-0.22479467116307802,,,,-0.19016216159320087
05_024,-0.3819280846753361,,,,-0.17456796958073625,,,0.14989517047869663,-0.23763984613157374
05_025,-0.5021123409217646,,,,-0.17368405124289688,,,0.16676692735617768,-0.23387899309502758
05_026,-0.5215552137570871,,,,-0.22256020294129147,,,0.17803911481817591,
05_027,-0.4334873069680893,,,,-0.20290669419347543,,,0.16613933041485562,
05_028,,,,,-0.24515056217132622,,,0.14657584545936495,-0.19944401486193822
05_029,-0.4121932387720095,,,,-0.23799311863209086,,,0.16811633176464555,
