Tag,Distance_Center,Nationality_Italy,Education_University,Nationality_UK,Nationality_Spain,POI_Restaurants_Hotels,POI_Education,Intercept
06_015,-0.7273099027957136,,-0.2977806162131813,0.25335672826142835,,,,
06_016,-0.6696812572009294,,-0.2909485121502952,0.25224736793938723,,,,
06_017,-0.705009080779796,,-0.26521691042465345,,,,,
06_018,-0.49871823501727913,,,,,,,
06_019,-0.7353520071527724,,,,,,,
06_020,-0.5376859785595021,,,,,,,
06_021,,,,,,,,
06_022,,,,,,,,
06_023,,,,,,,,
06_024,,,,,,,,
06_025,,,,,,,,
06_026,,,,,,,,
06_027,,,,,,,,
06_028,,,,,,,,
06_029,,,,,,,,
06_030,,,,,,,,
06_031,,,,,,,,
06_032,,,,,,,,
06_033,,,,,,,,
06_034,,,,,,,,
06_035,,,,,,,,
06_036,,,,,-0.41932322287821405,,,
06_037,-0.578962265172174,,,,-0.42000002174704304,,,
06_038,-0.48995372046013697,,,,-0.4332141365030989,,,
06_039,-0.463484670617098,,,,-0.41988231248812513,,,
06_040,-0.645010655341131,,,,-0.40120292353275877,,,
06_041,-0.627342407360992,,,,,,,
06_042,-0.5125250301585617,,,,,,,
06_043,-0.4465705928537081,,,,,,,
06_044,,,,,,,,
06_045,-0.4088658910865331,,,,,0.23541680325223852,,
06_046,-0.4368548393403301,,,,,0.22376100463250437,,
06_047,-0.4219288507454255,,,,,,,
06_048,-0.4195458639403245,,,,,,,
06_049,-0.4522410458367438,,,,,,,
06_050,-0.4234243082836282,,,,,,,
06_051,-0.44790940711023775,,,,,,,
06_052,,,,,,,,
06_053,,,,,,,,
06_054,-0.44722254374053827,,,,,,,
06_055,-0.4694500063766724,,,,,0.21718761481603524,,
06_056,-0.49641827993356286,,,,,0.2332033419187444,,
06_057,-0.4608283587906601,,,,,0.23754030340690602,,
06_058,-0.5310947758254,,,,,0.24850406218513024,,
06_059,-0.5416897206831995,,,,,0.22653080312273727,,
06_060,-0.5111044024611431,,,,,,,
06_061,-0.42710476183960333,,,,,,,
06_062,-0.4789161313980746,,,,,,,
06_063,-0.5615472797621949,,,,,0.20872034960326888,,
06_064,-0.5839110298769586,,,,,0.23475888557676894,,
06_065,-0.6145947695285707,,,,,0.23685171111153014,,
06_066,-0.6385796313101472,,,,,0.2516562522970684,,
06_067,-0.627416891433795,,,,,0.26339432847191996,,
06_068,-0.6075430331506482,,,,,0.2667651100636156,,
06_069,-0.6145996713478106,,,,,0.29656871697457066,,
06_070,-0.6269960593226769,,,,,0.3003737421094592,,
06_071,-0.6421716087295929,,,,,0.30549394822886017,,
06_072,-0.6218175467785769,,,,,0.3383313060829563,,
06_073,-0.6373779315435607,,,,,0.32175685122097003,,
06_074,-0.642877525479173,,,,,0.30216185025398534,,
06_075,-0.6465279013109196,,,,,0.28413388059121336,,
06_076,-0.6577790984516486,,,,,0.27716192828284625,,
06_077,-0.6447981543072215,,,,,0.2574839160147338,,
06_078,-0.6406113260033686,,,,,0.2511493314641436,,
06_079,-0.6160150245424704,,,,,0.23064341323571178,,
06_080,-0.6261544927300087,,,,,0.2345441764845117,,
06_081,-0.6173352923876901,,,,,0.22852770764661903,,
06_082,-0.5674716639672466,,,,,0.20562034613192953,,
06_083,-0.5957010906242961,,,,,0.21001248116408996,,
06_084,-0.5049727899345542,,,,,,,
06_085,-0.4628316241406733,,,,,,,
06_086,,,,,,,,
06_087,-0.5220762551094071,,,,,,,
06_088,-0.5838489382224467,,,,,0.20450796429371962,,
07_001,-0.5827661259442851,,,,,0.22629190185642942,,
07_002,-0.6188511098445219,,,,,0.26366524897605975,,
07_003,-0.6250001952712355,,,,,0.29515273009534243,,
07_004,-0.5897766242761757,,,,,0.2961526018948873,,
07_005,-0.5567285401025699,,,,,0.26844467160966545,,
07_006,-0.5841292383756809,,,,,0.2682932745509177,,
07_007,-0.559136712378248,,,,,0.23032134820681144,,
07_008,-0.5409582565949659,,,,,0.23583752529489793,,
07_009,-0.5316798371019819,,,,,0.23425312552221353,,
07_010,-0.549957636652852,,,,,0.2627967815073027,,
07_011,-0.5516812079471385,,,,,0.24460428776397972,,
07_012,-0.5209304263832184,,,,,0.219060666122268,,
07_013,-0.5119444529928491,,,,,0.21127614830541297,,
07_014,-0.5059454427998907,,,,,,,
07_015,-0.48138438083793195,,,,,,,
07_016,-0.48770880200803246,,,,,0.19698943875196512,,
07_017,-0.5022274945712897,,,,,,,
07_018,-0.5507873999572317,,,,,,,
07_019,,,,,,,,
07_020,,,,,,,,
07_021,,0.34642735893428056,,,,,,
07_022,,,,,,,,
07_023,,,,,,,,
07_024,,,,,,,,
07_025,,,,,,,,
07_026,-0.49641461845258367,,,,,,0.14717163974484254,
07_027,-0.48204210268177455,,,,,,,
07_028,-0.5526273548319695,,,,,,0.14715830023342547,
07_029,-0.5486021767264312,,,,,,,
07_030,-0.5998144679928356,,,,,,,
07_031,-0.617416682559762,,,,,,,
07_032,-0.5784904877773477,,,,,,,
07_033,-0.6887717038599102,,,,,,,
07_034,-0.7825925044102532,,,,,,,
07_035,-0.817905015342308,,,,,,,
07_036,-0.7120661184995276,,,,,,,
07_037,-0.5863997585344515,,,,,,,
07_038,-0.51617343786839,,,,,,,
07_039,-0.5768217470554473,,,,,,,
07_040,-0.6276862727947375,,,,,,,
07_041,-0.7517483003399069,,,,,,,
07_042,-0.9118980787618295,,,,,,,
07_043,-0.8749850783565358,,,,,,,
07_044,-0.8648527520669158,,,,,,,
07_045,-0.7769915893634478,,,,,,,
07_046,-0.7512461794096281,,,,,,,
07_047,-0.7258458879667595,,,,,,,
07_048,-0.6588430500862507,,,,,,,
07_049,-0.6534073899711417,,,,,,,
07_050,-0.6737091224781322,,,,,,,
07_051,-0.636280458463397,,,,,,,
07_052,-0.6470728394301665,,,,,,,
07_053,-0.667459668326758,,,,,,,
07_054,-0.7110826665229557,,,,,,0.1385189220973244,
07_055,-0.7152074028393695,,,,,,0.14244883296404906,
07_056,-0.6900167996084785,,,,,,0.14689155994610625,
07_057,-0.6898646137803972,,,,,,0.14447434078963695,
07_058,-0.6658771618174011,,-0.31155027696531695,,,,,
07_059,-0.6363108175960687,,-0.30010343494654496,,,,,
07_060,-0.569438826600691,,,,,,,
07_061,-0.5432311400805045,0.3642552655803909,-0.2933753570497826,0.2500333790046131,,,,
07_062,-0.6260108446277773,0.32372119950981104,-0.31429303128843744,0.2933427740674392,,,,
07_063,-0.6144876986323884,0.35488428529498683,-0.3379783840250346,0.2954778622459202,,,,
07_064,-0.5910891203452037,0.3584009308699568,-0.3310874718405792,0.2704790196739495,,,,
07_065,-0.6181237190947663,0.34775422226193986,-0.34213183374127204,0.27993611539669555,,,,
07_066,-0.6187849137957951,0.3313808214499264,-0.3358477370010877,0.26637832657918525,,,,
07_067,-0.6293197431351107,0.31444588694137215,-0.33159320006712095,0.25825135091976914,,,,
07_068,-0.6329185472616512,0.3300843092148274,-0.34131267749697053,0.28632714212179733,,,,
07_069,-0.6127146202624832,0.34348852615706377,-0.33545097674838176,0.2982281195681206,,,,
07_070,-0.6534863064725084,0.3059695999494785,-0.3363512189929289,0.27940911635959376,,,,
07_071,-0.630558010933449,0.2950961686917758,-0.30849296933152803,0.29389843735340543,,,,
07_072,-0.5629800981890682,0.3106480665679927,-0.2835108464926979,0.3130277627953292,,,,
07_073,-0.5376981965757941,0.3271554910480198,-0.29320398708701934,0.3325543896820266,,,,
07_074,-0.6010947785195794,0.31978636826535356,-0.31338963568914185,0.3148582556545691,,,,
07_075,-0.6295389099457397,0.3116479096349492,-0.32468421099898065,0.3001211636560303,,,,
07_076,-0.6156447408304241,0.33428425749315616,-0.33168857316770467,0.30824958722838336,,,,
07_077,-0.6084641662448041,0.33793058019312583,-0.32672367843055566,0.3093498372754267,,,,
07_078,-0.6032491093523737,0.3250435475862963,-0.32059185359273956,0.3164690297080701,,,,
07_079,-0.5943513941508062,0.3358013767108437,-0.32416160305813546,0.32003850376006765,,,,
07_080,-0.5706887818297011,0.33264252067473227,-0.31635053588890966,0.3331180206390666,,,,
07_081,-0.5376550620368502,,-0.30612284821071506,0.3374709883891599,,,,
07_082,-0.5941283341635625,0.31423720246209236,-0.31582948075543954,0.3232357067969611,,,,
07_083,-0.6310177034338269,,-0.31236818651149795,0.30716472934726896,,,,
07_084,-0.633205827721274,,-0.3164310327037511,0.28965225240459597,,,,
07_085,-0.6003120362892362,,-0.314124306907824,0.32085405727941885,,,,
07_086,-0.6114834882605316,,-0.31586337791891456,0.2974766157507361,,,,
07_087,-0.5817927991980741,,-0.3183322070340752,0.30331488410606267,,,,
07_088,-0.5185069319249357,,-0.3172998209452168,0.3140576784190451,,,,
07_089,-0.5314470884143898,,-0.3224422006130261,0.292861425250176,,,,
07_090,,,-0.3175434098857643,0.32466716068282203,,,,
07_091,,,-0.2948622028016403,0.3345523681771747,,,,
07_092,-0.4159812225285094,,-0.31455121774911804,0.3116077063262221,,,,
07_093,,,-0.303155230747745,0.32775989069091355,,,,
07_094,,,-0.2935282442582697,0.3490423813069087,,,,
07_095,,,-0.27865497407241513,0.3644184859286801,,,,
07_096,,,-0.2523940031250147,0.36473156298087733,,,,
07_097,,,-0.2611651200035445,0.38543172504172846,,,,-0.34027687798504436
07_098,,0.3376528589214249,,0.3522270039351018,,,0.14799386320016966,
07_099,,0.32422692190081076,,0.3559987907118358,,,,
07_100,,0.32839754629502543,,0.3485126191581256,,,,
07_101,,,-0.275901545836957,0.3508593859207307,,,,
07_102,-0.4395235038099308,0.3270012587095469,,0.33684959487483374,,,,
07_103,,0.34567169756837207,,0.3389440760574413,,,0.16217963186339526,
07_104,,0.3069557412300991,,,,,0.1634107010060789,
07_105,,0.3008114117493465,,,,,0.15750539277345957,
07_106,,0.29604835276585734,,,,,0.1543976102587762,
07_107,,0.3115220086222502,,,,,0.16096389562860208,
07_108,,0.32513835479422415,,0.2790680955429059,,,0.16628778001538658,
07_109,,0.3433982505561895,,0.3038073727978691,,,0.16785131216269727,
07_110,,0.330800082052409,,0.3006085355429981,,,0.1616048427658058,
07_111,,0.3446032798389534,,0.32201847861711336,,,0.1586930623567723,
07_112,,0.334115958244033,,0.32822591395559386,,,0.1493147731067742,
07_113,,0.33102537719600306,,0.31477305300260927,,,0.15367385886807183,
07_114,-0.46401903139154943,0.31210016287963166,,0.30018598802682117,,,0.1516945642639173,
07_115,-0.4570687366696246,0.30076177967909157,,0.2793689431598849,,,0.15575292166316124,
07_116,-0.4810335331916767,,,,,,0.1516446355282306,
07_117,-0.5491739876114023,,,,,,0.14690123213804926,
07_118,-0.5429633923982826,0.2922738101010241,,0.28120520710157415,,,0.14918607372290515,
07_119,-0.5998619506535108,,,0.2744056016598457,,,0.14637153656599516,
07_120,-0.652371088238903,,,0.250297049009444,,,0.14524452258450962,
07_121,-0.6247792389487921,,,,,,0.1462400970972569,
07_122,-0.6430146370257029,,,,,,0.14250422709814628,
07_123,-0.564464895406107,,,,,,0.14031805235899225,
08_001,-0.5153127657995317,,,,,,,
08_002,-0.6239003448586482,,,,,,,
08_003,-0.5972469728436243,,,,,,,
08_004,,,,,,,,
08_005,,,,,,,,
08_006,-0.5695856655770313,,,,,,,
08_007,,,,,,,,
08_008,,,,,,,,
08_009,,,,,,,,
08_010,,,,,-0.20615891421064078,,,
08_011,,,,,-0.21301298184731998,,,
08_012,-0.6492707811753209,,,,,,,
08_013,,,,,-0.21669125361198002,,,
08_014,,,,,-0.2223667133189344,,,
08_015,-0.574408372778524,,,,,,,
08_016,,,,,-0.23534195529829563,,,
08_017,-0.6580496857875563,,,,,,,
08_018,-0.7447757784581512,,,,,,,
08_019,-0.6203315967620054,,,,,,,
08_020,,,,,-0.25359775018976355,,,
08_021,,,,,-0.24384024358984263,,,
08_022,,,,,-0.22146047204711306,,,
08_023,,,,,-0.23006880728515464,,,
08_024,,,,,-0.21875119503243012,,,
08_025,,,,,-0.21136203410983434,,,
08_026,,,,,-0.19648375098842769,,,
08_027,,,,,,,,
08_028,,,,,-0.21328874307121445,,,
08_029,,,,,-0.22772158541940793,,,
08_030,,,,,,,0.1409244641261423,
08_031,,,,,,,0.13456436609333436,
08_032,,,,,,,,
08_033,,,,,,,,
08_034,,,,,,,,
08_035,,,,,,,,
08_036,,,,,,,,
08_037,,,,,,,,
08_038,,,,,,,,
08_039,,,,,,,,
08_040,,,,,,,,
08_041,,,,,,,,
08_042,,,,,,,,
08_043,,,,,,,,
08_044,,,,,,,,
08_045,,,,,,,,
08_046,-0.4716516413625151,,,,,,0.14177524224116933,
08_047,,,,,,,0.14233962550479012,
08_048,,,,,,,0.13777624212033127,
08_049,,,,,,,0.1471940966041158,
08_050,,,,,,,0.13082138576265492,
08_051,,,,,,,0.150950566981882,
08_052,,,,,,,0.14417193512696858,
08_053,,,,,,,0.14051486959259582,
08_054,,,,,,,0.13642142756530284,
08_055,,,,,,,,
08_056,,,,,,,0.1374882803725681,
08_057,,,,,,,0.1387709445936348,
08_058,,,,,,,0.1434183224049487,
08_059,,,,,,,0.15314283580009466,
08_060,,,,,,,0.1601993472600785,
08_061,,,,,,,0.1653312248093555,
08_062,,,,,,,0.15214801898720248,
08_063,,,,,,,0.14663362934200536,
08_064,,,,,,,0.1653715837686054,
08_065,,,,,,,0.14708891476076014,-0.6559046532871459
08_066,,,,,,,0.16262546845983558,-0.7686816170043903
08_067,,,,,,,0.171562455886273,-0.8355106284724064
08_068,,,,,,,0.16411490226298203,-0.6803601253534585
08_069,,,,,,,0.15661811365965284,-0.6479292183087723
08_070,,,,,,,0.15920856818250725,-0.6160169121251379
08_071,,,,,,,0.15682332336203733,-0.5877777258677617
08_072,,,,,,,0.14962418013182718,-0.5824627026326197
08_073,,,,,,,0.15210972621257335,
08_074,,,,,,,0.17255812980125976,-0.6342805900047533
08_075,,,,,,,0.17120411180376016,
08_076,,,,,,,0.15781429999557306,
08_077,,,,,,,0.1594953902981149,
08_078,,,,,,,0.1489713669633668,
08_079,,,,,,,0.14392743421213658,
08_080,,,,,,,0.14737227271853845,
08_081,,,,,,,0.14195134442662918,
08_082,,,,,,,0.14007769983691448,
08_083,,,,,,,,
08_084,,,,,,,0.14493427923503535,
08_085,,,,,,,0.14691693010656837,
08_086,,,,,,,0.14736546873257092,
08_087,,,,,,,0.16176499019414523,
08_088,,,,,,,0.17182913524060453,
08_089,,,,,,,0.17693646371046173,
08_090,,,,,,,0.17224755657398125,
08_091,,,,,,,0.1620809024645455,
08_092,,,,,,,0.15142265632648996,
08_093,,,,,,,0.16381481864226485,
08_094,,,,,,,0.16062719689089042,
08_095,,,,,,,0.14810950034259018,
08_096,,,,,,,0.16338052594876376,
08_097,,,,,,,0.17181663497532282,-0.6392853487568976
08_098,,,,,,,0.1779635494418867,-0.6395961985288838
08_099,,,,,,,0.17375220398802438,
08_100,,,,,,,0.17797400045943051,
08_101,,,,,,,0.18103331004712256,-0.6744640174596327
08_102,,,,,,,0.18145994350258624,-0.62943226017645
08_103,,,,,,,0.17795110861268956,-0.76935864316143
08_104,,,,,,,0.17943253397290934,-0.742832471144597
08_105,,,,,,,0.17266514479020859,-0.7533900720709829
08_106,,,,,,,0.1673417863765621,-0.8440105037697515
08_107,,,,,,,0.16895439974280094,-0.8972046712462334
08_108,,,,,,,0.15761343239091588,-0.9913965472088305
08_109,,,,,,,,-0.8023534480390482
08_110,,,,,,,,-0.9247628656808766
08_111,,,,,,,,-0.9841628191289515
08_112,,,,,,,,-1.074197707681825
08_113,,,,,,,,-1.0404866113827802
08_114,,,,,,,,-1.0827056340538903
08_115,,,,,,,,-1.1019345283143915
08_116,,,,,,,,-1.1235288343849814
08_215,,,,,,,0.13129644652640649,
09_001,,,,,,,0.1563533595569254,-0.9384538888651799
09_002,,,,,,,0.15258393303371903,-0.7872505689520692
09_003,,,,,,,0.1604845406403199,-0.8483249693154316
09_004,,,,,,,0.15541082934011638,-0.7526798610057084
09_005,,,,,,,0.14336418168920032,-0.6721358604212803
09_006,,,,,,,,
09_007,,,,,,,,
09_008,-0.48005919265023983,,,,,,,
09_009,-0.6457654870704429,,,,,,,
09_010,-0.7394585810692457,,,,-0.22339359439530262,,,
09_011,-0.8266008841784692,,,,-0.2639500600642983,,,
09_013,-0.8319140031116871,,,,-0.28991503493924453,,,
09_014,-0.7936165277592612,,,,-0.2782417099301729,,,
09_015,-0.725968691725596,,,,-0.2531047253973107,,,
09_016,-0.6050455751062854,,,,-0.24446260092747776,,,
09_017,-0.6247983393238122,,,,-0.2602892875121619,,,
09_018,-0.6611575245198186,,,,-0.26232769326222377,,,
09_019,-0.6779388030247971,,,,-0.2733510796742087,,,
09_020,-0.6956768143581722,,,,-0.26674302724977417,,,
09_021,-0.704238493178904,,,,,,,
09_022,-0.6389568555996504,,,,-0.2568647472622893,,,
09_023,-0.6015404654015645,,,,-0.24807296480289773,,,
09_024,-0.5565173214366429,,,,-0.23542178491940527,,,
09_025,-0.49103548197623453,,,,-0.21984566414803763,,,
09_026,,,,,-0.21555857992369543,,,
09_027,-0.44330857661670175,,,,-0.19985924782558306,,,
09_028,,,,,-0.1845933187647016,,,
09_029,,,,,,,,
09_030,,,,,,,,
09_031,,,,,,,,
09_032,,,,,,,0.14059554963579662,
09_033,,,,,,,0.15957157255000404,
09_034,,,,,,,0.14456151601833594,
09_035,,,,,,,0.13071799409804355,
09_036,,,,,,,0.13454087847063,
09_037,,,,,,,,
09_038,,,,,-0.18663549217113565,,,
09_039,,,,,-0.19842886964916276,,,
09_040,,,,,-0.207739954789417,,,
09_041,,,,,-0.22996563440608148,,,
09_042,,,,,-0.24669901536584649,,,
09_043,,,,,-0.23912244218169287,,,
09_044,,,,,-0.2619309369329008,,,
09_045,,,,,-0.2528530285162464,,,
09_046,-0.4496131273579547,,,,-0.2634863287358516,,,
09_047,-0.5206752998361792,,,,-0.26234597839167684,,,
09_048,-0.4954678856241087,,,,-0.26183452319807127,,,
09_049,-0.5849374314753296,,,,-0.2585860407632381,,,
09_050,-0.5883259244750224,,,,-0.26315450778213356,,,
09_051,-0.6448550149919529,,,,-0.25213057517229176,,,
09_052,-0.7714129261614288,,,,,,,
09_053,-0.7438872537384562,,,,,,,
09_054,-0.712115652312838,,,,,,,
09_055,-0.8367987864678407,,,,,,,
09_056,-0.9507579734224999,,,,,,,
09_057,-0.9555314321348075,,,,,,,
09_058,-0.8617263759237289,,,,-0.2917645420341502,,,
09_059,-0.8797347055018453,,,,-0.2583516487125273,,,
09_060,-0.8713628264201475,,,,,,,
09_061,-0.7405675036657572,,,,-0.2856150840315483,,,
09_062,-0.6991507127697134,,,,-0.31500047133380443,,,
09_063,-0.695908553963447,,,,-0.3532220916702087,,,
09_064,-0.7357448820594261,,,,-0.3503843339389579,,,
09_065,-0.8307802759992402,,,,-0.3192116183678622,,,
09_066,-0.8451223551407638,,,,-0.31918345781932816,,,
09_067,-0.9282659795333696,,,,-0.2826063276379665,,,
09_068,-0.9773334746178767,,,,,,,
09_069,-0.9946668438341217,,,,,,,
09_070,-0.983025390552296,,,,,,,
09_071,-0.8939900520216005,,,,,,,
09_072,-0.9900012338594153,,,,,,,
09_073,-1.0092832875600164,,,,,,,
09_074,-0.9906550333287626,,,,,,,
09_075,-0.8350077076857979,,,,,,,
09_076,-0.7313569173933291,,,,,,,
09_077,-0.9029670897268637,,,,,,,
09_078,-0.9330016251700384,,,,,,,
09_079,-0.8296388404776264,,,,,,,
09_080,-0.9715059797831893,,,,,,,
09_081,-1.0323750706890429,,,,,,,
09_082,-1.0179003914171774,,,,,,,
09_083,-0.9815334753828703,,,,,,,
09_084,-0.9506332032835942,,,,,,,
09_085,-0.8589828213157116,,,,,,,
09_086,-0.920199310895733,,,,,,,
09_087,-0.8315857739429657,,,,,,,
09_088,-0.7439758962442767,,,,,,,
09_089,-0.8493460809697685,,,,-0.27510056701802194,,,
09_090,-0.742954914617547,,,,-0.30966385206037844,,,
09_091,-0.8291619074843807,,,,-0.3116940833473865,,,
09_092,-0.7260169167336903,,,,-0.34545634044556567,,,
09_093,-0.685295044885081,,,,-0.3366323030345179,,,
09_094,-0.6340831057436029,,,,-0.3549201981753378,,,
09_095,-0.6401264528155866,,,,-0.3243647799092671,,,
09_156,-0.8781428289273533,,,,,,,
10_001,-0.6714312665417436,,,,,,,
10_002,-0.6238617692845009,,,,,,,
10_003,-0.7130277779987566,,,,,,,
10_004,-0.778050721626978,,,,,,,
10_005,-0.7695307866869914,,,,,,,0.14843381179520662
10_006,-0.7611959171314506,,,,,0.19081339229355354,,0.14944137798751816
10_007,-0.7167607233292972,,,,,0.20331023753604544,,
10_008,-0.65550826632169,,,,,0.2258187934110779,,
10_009,-0.7143500305436213,,,,,0.2362854577810005,,
10_010,-0.743908942272414,,,,,0.22622776152494392,,
10_011,-0.6646879833008711,,,,,0.2587485669365511,,
10_012,-0.6149762595084698,,,,,0.2592239011176607,,
10_013,-0.6697851190011738,,,,,0.23789272885985602,,
10_014,-0.5127697991470853,,0.45799778713472444,,,0.23596135502574594,,
10_015,-0.5204960172739055,,,,,0.2582270061677171,,0.18401393351979517
10_016,-0.4216365778194054,,0.46298193693455975,,,0.2624061604042939,,0.20427055463290356
10_017,,,0.4648827944315795,,,0.25299800465059197,,0.1926078649531088
10_018,-0.4324758955448503,,0.4111333949213964,,-0.3010409211700405,0.24000830295342424,,
10_019,-0.5298259811384723,,,,,0.2143802048154191,,
10_020,-0.5610867068003891,,0.42242031699436366,,,0.21583520143214519,,
10_021,-0.6278259088339355,,,,,0.21833949972028702,,
10_022,-0.697737103705905,,,,,0.2008847537186718,,
10_023,-0.5990346861786493,,,,,0.2027819485782605,,
10_024,-0.600111026052083,,,,,,,
10_025,-0.5330591629558162,,,,-0.3072443677967051,0.20504732086428779,,
10_026,-0.5232902293703828,,,,-0.3436028012199165,,,
10_027,-0.5520541882384365,,,,-0.33571541838403446,,,
10_028,-0.6034415597413048,,,,-0.3082706686881731,,,
10_029,-0.5616754215656623,,,,-0.3507261526296395,,,
10_030,-0.5172365893220131,,,,-0.3592783913739611,,,
10_031,-0.4947812181965621,,,,-0.35764687670661605,,,
10_032,,,,,-0.37393331134446267,,,
10_033,,,,,-0.3617615828654696,,,
10_034,,,,,-0.3515084860899687,,,
10_035,,,,,-0.33769667736049214,,,
10_036,,,,,-0.3649093452035285,,,
10_037,,,,,-0.3929843306576804,,,
10_038,-0.4529380307116558,,,,-0.3830904233938207,,,
10_039,-0.4686832654183472,,,,-0.36564840368331136,0.21908483903919757,,
10_040,-0.39584247869679356,,,,-0.3567540996028491,0.24776551981107828,,
10_041,,,,,-0.3767154495002735,0.26140240792139896,,
10_042,,,,,-0.4015224636619849,0.22514001833530817,,
10_043,,,,,-0.3831544362202753,0.27493473203586055,,0.27731021567275516
10_044,,,0.2693457361361933,,-0.33760055392983623,0.34617661575935366,,0.39849936031596983
10_045,,,,,,0.38540448565288793,,0.4785209903795606
10_046,,,,,,0.40904969834753085,,0.5228676812509018
10_047,,,,,,0.398476351354428,,0.48026945874700355
10_048,,,,,,0.36892177500811973,,0.4296869329367189
10_049,,,,,,0.3498287758801528,,0.4086768568850075
10_050,,,,,-0.31360275276485045,0.32644895001524554,,0.37115946028520136
10_051,,,,,,0.33495782021709414,,0.383817065067155
10_052,,,,,-0.31392903009362855,,,0.28979438539403446
10_053,,,,,,0.24616766672137175,,0.32190782244451166
10_054,,,,,,0.3306220180354955,,0.38243083125878985
10_055,,,,,,,,0.30784334755856696
10_056,,,,,-0.3247999691995805,,,0.22531269443318766
10_057,,,,,-0.30366352127566837,,,0.2172917973003777
10_058,,,,,-0.3298191710733808,,,
10_059,,,,,-0.29340468430243455,,,0.2864673047843434
10_060,,,,,-0.29943242016529464,,,0.23665140966240217
10_061,,,,,-0.3029695057967534,,,0.22979721502383282
10_062,,,,,-0.299638451544412,,,0.213221033917159
10_063,,,,,-0.29717685864911353,,,0.19369147265221223
10_064,,,,,-0.3041969588469298,,,0.18611107404321525
10_065,,,,,-0.2959376307929696,,,
10_066,,,,,-0.3182652835557369,,,
10_067,,,,,-0.33857081354672336,,,
10_068,,,,,-0.3136718526833348,,,
10_069,,,,,-0.27875827463791575,,,
10_070,,,,,-0.2873627535893346,,,
10_071,,,,,-0.29087104509959155,,,0.2019072293789632
10_072,,,,,-0.27978730227923304,,,0.1867125965128911
10_073,,,,,-0.27774723728028583,,,
10_074,,,,,-0.2786998356901035,,,
10_075,,,,,-0.2721070266701543,,,
10_076,,,,,-0.26055410122159134,,,
10_077,,,,,-0.26727035950735667,,,
10_078,,,,,-0.27570060341385705,,,0.20711418102377657
10_079,,,,,-0.26074397187228043,,,
10_080,,,,,-0.25261310967301603,,,
10_081,,,,,-0.2635192557405859,,,
10_082,,,,,-0.284990878270799,,,
10_083,,,,,-0.2887797137485391,,,
10_084,,,,,-0.2791972063982088,,,
10_085,,,,,-0.2918494263018469,,,
10_086,,,,,-0.2977411497495215,,,
10_087,,,,,-0.3034495314060369,,,
10_088,,,,,-0.30123849223954446,,,
10_089,,,,0.21991106093991325,-0.2742728033856279,,,
10_090,,,,,-0.27046162198796886,,,
10_091,,,,,-0.26914988896195985,,,
10_092,,,,,-0.25974125212392174,,,
10_093,,,,0.22057142436478314,-0.26312396611138095,,,
10_094,,,,0.23067488667764863,-0.2525569591582532,,,
10_095,,0.26028555051183483,,0.22149265486958694,-0.2588195021504333,,,
10_096,,,,,-0.28541850493979976,,,
10_097,,,,,-0.3501634052200932,,,
10_098,,,,,-0.36132158317134794,,,
10_099,,,,,-0.3133816292542002,,,
10_100,,,,,-0.28627627339301565,,,
10_101,,,,0.21826629550391535,-0.26298853428137214,,,
10_102,,,,,-0.281117103860129,,,
10_103,,,,0.21534725168593213,-0.2708143783962497,,,
10_104,,,,,-0.27443755107171636,,,
10_105,,,,,-0.2849701554828888,,,
10_106,,,,,-0.2958983481047726,,,
10_107,,,,,-0.317623704940303,,,
10_108,,,,,-0.31853966968544023,,,
10_109,,,,,-0.30346380630981046,,,
10_110,,,,,-0.3335676500668348,,,
10_111,-0.4307912539870148,,,,-0.34204073087122105,,,
10_112,-0.45279250712899516,,,,-0.35032289116359655,,,
10_113,-0.5138314116822973,,,,-0.35402454103042164,,,
10_114,-0.48297876361301323,,,,-0.3431824532859516,,,
10_115,-0.5389804378579487,,,,-0.3402443907528706,,,
10_116,-0.5843114716940042,,,,-0.3306452746156167,,,
10_117,-0.4790724238375088,,,,-0.31825377904385466,,,
10_118,,,,,-0.3167206288638416,,,
10_119,,,,,-0.32638264575913967,,,
10_120,,,,,-0.30196471351781556,,,
10_121,,,,,-0.2886685982262728,,,
10_122,,,,,-0.280120476545847,,,
10_123,,,,,-0.28329743609597247,,,
10_124,,,,,-0.2873856007360448,,,
10_125,,,,,-0.2947136904517584,,,
10_126,,,,,-0.2975401216283532,,,
10_127,,,,,-0.2896916975306464,,,
10_128,,,,,-0.2936021885744693,,,
10_129,,,,,-0.29930619792949414,,,
10_130,-0.46525180000096233,,,,-0.3007519468636798,,,
10_131,-0.42575891418910905,,,,-0.3042675001286881,,,
10_132,-0.48545903708475396,,,,-0.3042591689290953,,,
10_133,-0.5673756176912124,,,,-0.30988190182291386,,,
10_134,-0.5997846822602033,,,,-0.31838137270836087,,,
10_135,-0.6264282624421498,,,,-0.3042772028993524,,,
10_136,-0.6242706267482843,,,,-0.30520161250851413,,,
10_137,-0.6802489326898706,,,,-0.2960888309812399,,,
10_138,-0.6426015179177834,,,,-0.30810084855467823,,,
10_139,-0.539034291410714,,,,-0.3032317696458482,,,
10_140,-0.45758313234351417,,,,-0.30591600064776153,,,
10_141,,,,,-0.30331587624235684,,,
10_142,,,,,-0.31155744365373084,,,
10_143,-0.5192089441444009,,,,-0.31672310759647465,,,
10_234,-0.3850350999258056,,,,-0.4021599745744249,0.22270708919562948,,
