Tag,Distance_Center,Nationality_Italy,Education_University,Nationality_UK,Nationality_Spain,POI_Restaurants_Hotels,POI_Education,Intercept
05_030,-0.8686925905761302,0.28558571799753274,,,,,0.23926578124615439,
05_031,-0.8350053013454246,,-0.4016837370578455,,,,0.24083282336590536,
05_032,-0.641232542458056,,-0.49221379107822233,,,,0.19632879514985416,
05_033,-0.8236262785700215,,-0.431264074890796,0.197356040585728,,,0.20202983864099644,
05_034,-0.9900036254471889,,-0.39162427485387064,,,,0.2047723541626087,
05_035,-1.0253803131853343,,-0.3956947143082055,,,,0.21703586542414746,
05_036,-1.0091152608121234,,-0.4190616848251559,,,,0.22680165737217495,
05_037,-0.9991335278721415,,-0.38582951749417055,,,,0.20949803456099197,
05_038,-0.9693664257755158,,-0.3765423756303821,,,,0.2026839270720194,
05_039,-0.9828106684712337,,-0.40222023822179503,,,,0.2258614661461105,
05_040,-0.9530625363475037,,-0.3652612041044851,,,,0.21747141418674823,
05_041,-0.9306114253174356,,,,,,0.19983895072493785,
05_042,-0.8945633935110281,0.3054223338591881,,,,,0.20121010561563304,
05_043,-0.9226174702772063,,,,,,0.21431798140872055,
05_044,-0.9070292988212226,0.2991070947477527,,,,,0.21491217287457987,
05_045,-0.9334410728800902,,-0.3643098877404382,,,,0.22952535619975747,
05_046,-0.8989284539788622,0.2941617220041393,,,,,0.2296824827440489,
05_047,-0.8821318330235332,0.31564985035883614,,,,,0.20949784479896533,
05_048,-0.8755138092134348,0.32702857705641736,,,,,0.19524373372437626,
05_049,-0.8623642368243807,0.3311801119863603,,,,,0.17879063267952894,
05_050,-0.8714046686440631,0.31820175885390156,,,,,0.18683594972727247,
05_051,-0.8096663342474496,,,,,,0.16829145414646965,
05_052,-0.8382856525687848,0.32957459718832044,,,,,0.16783846473748767,
05_053,-0.8604785546435019,0.3144466050212052,,,,,0.16826548868248037,
05_054,-0.8445756127113366,,,,,,0.1555347040038028,
05_055,-0.8539025697416801,,,,,,0.16706900083409718,
05_056,-0.8526246831443492,,,,,0.19993745854405146,0.15739176706720454,
05_057,-0.8465596277432708,,,,,0.22028772697948795,0.1482107067721149,
05_058,-0.8385206678705361,,,,,0.23985485442162616,,
05_059,-0.8283055564165406,,,,,0.2726961315915298,,
05_060,-0.8117042838779506,,,,,0.21992075781345677,,
05_061,-0.7758991316226906,,,,,0.27476131941051435,,
05_062,-0.7931664051059059,,,,,0.2041583637470123,,
05_063,-0.7608941992525358,,,,,,0.15846713900085957,
05_064,-0.726747757892686,,,,,0.23105181583857398,,
05_065,-0.6827774249862678,,,,,0.26603562557648197,,
05_066,-0.5940952167386664,,,,,0.24860136687002507,,
05_067,-0.48593706282569893,,,,,0.24153731508870582,,
05_068,-0.46398077499245083,,,,,,,
05_069,-0.5274888687407712,,,,,,,
05_070,-0.5800874858308512,,,,,,,
05_071,-0.6950706471687453,,,,,,,
05_072,-0.6375583866994978,,,,,,,
05_073,-0.744470394605728,,,,,,0.15115211538732648,
05_074,-0.733048121965199,,,,,,0.158426446889658,
05_075,-0.8419618170489038,,,,,,0.16264270203020573,
05_076,-0.8169422197210562,,,,,,0.17052342796962655,
05_077,-0.9361694917280036,,,,,,0.18032180482261953,
05_078,-0.8939666704914457,,,,,,0.18412879460104056,
05_079,-0.8743032906902317,,,,,,0.17113632065068546,
05_080,-0.9414952505797013,,,,,,0.158515103587307,
05_081,-0.8456354653723762,,,,,,,
05_082,-0.8138971742795064,,,,,,,
05_083,-0.7866291897711918,,,,,,,
05_084,-0.9182006705814127,,,,,,,
05_085,-0.9582652732345682,,,,,,0.15243139481783582,
05_086,-0.9816493833985367,,,,,,0.16785133942376904,
05_087,-0.9643428514180149,,,,,,0.17539473812266637,
05_088,-1.0343897419208117,,-0.36262441508582693,,,,0.16724904671284807,
05_089,-0.9675050989911413,,-0.3109563011141154,,,,0.14451910645744526,
05_090,-1.042758781492621,,-0.300164130375738,,,,0.162637805719438,
05_091,-1.065133056714386,,-0.2601286977286137,,,,0.16606237755348538,
05_092,-1.0552108479209872,,-0.3504453959551927,,,,0.1826261763718007,
05_093,-1.0087398434083203,,-0.38658011239220497,,,,0.197275537870849,
05_094,-1.0497847421102278,,-0.37151738262905487,,,,0.20591533150490426,
05_095,-0.9956054035821696,,-0.35611890706926247,,,,0.18830895759277028,
05_096,-1.0504104864852934,,-0.34480087547420424,,,,0.1909676048461164,
05_097,-1.0734966871115792,,-0.34747571828964036,,,,0.19480965941702902,
05_098,-1.0681489457623734,,-0.3120026859599899,,,,0.1803673813596863,
06_001,-0.9061114052126717,,,,,,,
06_002,-0.7973896161256876,,,,,,,
06_003,-0.8532431936448596,,,,,,0.15008556183299135,
06_004,-0.8668148230128386,,-0.22872386575596396,,,,,
06_006,-0.9285115886374746,,-0.29693081781441544,,,,0.1460662861565081,
06_007,-1.0194185946579462,,-0.29918177616310143,,,,0.16642544253998323,
06_008,-0.997844545981089,,-0.33522692636891444,,,,0.17794801921359996,
06_009,-0.6242366422713949,,-0.3458614264766055,0.2578714108688678,,,,
06_010,-0.7259584081369321,,-0.3215810669592816,0.23934332466716338,,,,
06_011,-0.7121369528972645,,-0.3084408864885997,0.24945300576766505,,,,
06_012,-0.8891811218125077,,-0.2794905269647898,,,,,
06_013,-0.891454695424533,,-0.25516092343686797,,,,,
06_014,-0.7900966895382248,,-0.27662797646325005,,,,,
