Tag,Distance_Center,Nationality_Italy,Nationality_UK,Education_University,Nationality_Spain,POI_Restaurants_Hotels,Intercept
02_124,-0.5541054344859442,,,-0.35754432216034693,,0.29084734439236404,
02_125,-0.5821291878758369,,,-0.3600933550917667,,0.2818425041872116,
02_126,-0.5232666921945348,,,-0.36657934081720467,,0.26090352542925915,
02_127,-0.4927911687204426,,,-0.369595081111248,,0.26430249537454203,
02_128,-0.4732606063885591,,,-0.3505161223165388,,0.29782322552632906,
02_129,-0.4641448123524256,,,-0.3741699203566807,,0.2694865080555886,
02_130,-0.4398239412695331,,,-0.37830391857480933,,0.25591695984885454,
02_131,,,,-0.37783651114356476,,0.2758079625844536,
02_132,,,,-0.3717520158721118,,0.2834430602301522,
02_133,-0.4369120252103032,,,-0.378923073182254,,0.2709381938897018,
02_134,-0.4341905984449381,,,-0.3697176825519211,,0.2864351290548041,
02_135,-0.4081183068503427,,,-0.3443918761488788,,0.2967066714990769,
02_136,-0.44100538346882034,,,-0.3425905637498982,,0.2988179722360999,
02_137,-0.43104900449790384,,,,,0.30619781501186333,
02_138,-0.4300074415373672,,,,,0.3082997717597854,
02_139,-0.4195974116659178,,,,,0.29639814294241534,
02_140,-0.39473132323293453,,,,,0.2973067296765997,
02_141,-0.37982228339292545,,,,,0.30071955348817614,
02_142,,,,,,0.2897190767868976,
02_143,,,,,,0.2818717120987128,
02_144,,,,,,0.2694129755471054,
02_145,,,,,,0.2760270116814676,
02_146,,,,,,0.2836573534411333,
02_147,,,,,,0.2977761871479647,
02_148,,,,-0.34599028521554687,,0.2951638432407645,
02_149,,,,,,0.2960489685566214,
02_150,,,,,,0.2833745216430618,
02_151,,,,,,0.2721667681313125,
02_152,,,,,,0.2702568321967806,
02_153,,,,,,0.2591270473144663,
02_154,,,,,,0.2562257873461256,
02_155,,,,,,0.2486056608171773,
02_156,,,,,,0.24329606215883887,
02_157,,,,,,0.24891741588791594,
02_158,,,,,,0.2545787388082326,
02_159,,,,,,0.26341105795151915,
02_160,,,,,,0.2573579896490609,
02_161,,,,,,0.2506375251781284,
02_162,,,,,,0.2471128233315563,
02_163,,,,,,0.25720289920794653,
02_164,,,,,,0.2754536559466345,
02_165,,,,,,0.2501537831352415,
02_166,,,,,,0.24251946132210356,
02_167,,,,,,0.2458495430029821,
02_168,,,,,,0.23651490362762106,
02_169,,,,,,0.2336706519850155,
02_170,,,,,,0.23426025299431252,
02_171,,,,,,0.22962909944943113,
02_172,,,,,,0.23242976976654706,
02_173,,,,,,0.23555910631319263,
03_001,,,,,,0.2410368930089603,
03_002,,,,,,0.2414042217404908,
03_003,,,,,,0.24684169934290578,
03_004,,,,,,0.2532540293908794,
03_005,,,,,,0.23972545801605274,
03_006,,,,,,0.23323620021901892,
03_007,,,,,,0.23639923728131879,
03_008,,,,,,0.23415455880028366,
03_009,,,,,,0.234572969972128,
03_010,,,,,,0.22975504214048523,
03_011,,,,,,0.23031519798524303,
03_012,,,,,,0.22838329558471865,
03_013,,,,,,0.22693526214456813,
03_014,,,,,,0.22666509302177126,
03_015,,,,,,0.22935465409247519,
03_016,,,,,,0.23487551891358674,
03_017,,,,,,0.2275637897771307,
03_018,,,,,,0.23279832341944767,
03_019,,,,,,0.24852539032515072,
03_020,,,,,,0.2724352551346413,
03_021,,,,,,0.25372512266714464,
03_022,,,,,,0.23566634429132846,
03_023,,,,,,0.2252569846770947,
03_024,,0.39991372435360756,,,,0.19299655549807798,
03_025,,,0.3378959919431001,,,0.23568468497326284,0.41328906714788793
03_026,,,0.28167659228707276,,,0.2071969148498335,0.3370650017386895
03_027,,,0.270251116279025,,,0.1980178260086983,0.3232727661814015
03_028,,,0.25822856147302437,,,0.1883684067803635,0.3125067906609999
03_029,,,0.2690942922383159,,,0.1975886439927016,0.33187937228565784
03_030,,,0.27323222355262955,,,0.19966357289301243,0.35283265660623425
03_031,,,0.26749946953448406,,,,0.36653222475733266
03_032,,,0.2717301890427606,,,,0.3791227774444497
03_033,,,0.2550613000280433,,,,0.34166368179526385
03_034,,,0.26312799353737015,,,,0.3502205755243787
03_035,,,0.25463675886424825,,,,0.3259891707276026
03_036,,,0.24051860188920748,,,0.18252728763112874,0.29599274371344364
03_037,,,0.25098019430552654,,,,0.3264887031943061
03_038,,0.3451585050186451,,,,,0.3369369327026447
03_039,,,0.24022955842603208,,,,0.31143495673734184
03_040,,0.3157890575047372,,,,,0.28250594082946895
03_041,,0.35157883683768276,,,,,0.25570037722738037
03_042,,0.44427623004656475,,,,,0.2376919156202166
03_043,,0.40068885294825196,,,,,0.23191174697496925
03_044,,0.4534123138592937,,,,0.2193579811801902,
03_045,,0.48209805007748724,,,,0.2506199060253953,
03_046,,0.4617081282239828,,,,0.25864713356711416,
03_047,,,,,,0.29099060195743426,
03_048,,,,-0.3713047053565103,,0.2612979294424046,
03_049,,,,,,0.2583868423158231,
03_050,,,,,,0.240121997111971,
03_051,,0.30853682832376855,,,,0.22221240428093167,0.18790793427684693
03_052,,0.3574178816280265,,,,0.23814620770191644,
03_053,,0.4009842939480058,,,,0.27554794778351493,
03_054,,0.4341665540770562,,,,0.24512570460226057,
03_055,,0.4045951208592325,,,,0.21124555311563542,0.19479947255355232
03_056,,0.38220619062788463,,,,,0.21469726516398038
03_057,,0.3112015188878723,,,,0.20158442724619188,0.20896879500554194
03_058,,0.30881662081950373,,,,0.18542027144987447,0.24284258312072937
03_059,,,,,,0.18455684551314852,0.2551747586065802
03_060,,,,,,0.1882111134829563,0.24528330178005656
03_061,,,,,,0.18480862404494053,0.26175575502411
03_062,,,0.2276218602975461,,,0.18557305807314783,0.24920676398583816
03_063,,,0.23479975025451374,,,0.18493573525166437,0.26619216120924877
03_064,,,0.24726225376597954,,,0.18635889634960917,0.27776075776795356
03_065,,,0.24312019798855275,,,0.18566959365594046,0.2695038437296714
03_066,,,0.2429228969585424,,,0.18394572044821844,0.25706913768651174
03_067,,,0.23919497275769683,,,0.18423188373675797,0.25856461365094097
03_068,,,0.2334889667696402,,,0.1828129749879404,0.24363971698092926
03_069,,,0.23362583446186405,,,0.1818531532395767,0.23477853829385548
03_070,,,0.22683744175689605,,-0.22731341190863566,0.1806383364010686,0.2198620001958464
03_071,,,,,-0.23176938116327367,0.18063406554170824,0.21216052056753246
03_072,,,,,-0.23596789137166946,0.18075110036288705,0.20487781039766162
03_073,,,,,-0.24153358285177073,0.18279309572411273,0.18757000067108734
03_074,,,,,-0.24083960920193903,0.18253924242611666,0.18273150017191592
03_075,,,,,-0.23261670907328888,0.18189541325864206,0.1910711709005346
03_076,,,,,,0.18807479571406738,0.17487819051867892
03_077,,,,,,0.19236277686838746,0.1628283519676279
03_078,,,,,,0.18749243585185027,0.16935186985074632
03_079,,,,,,0.20243304253157243,0.14812958745477442
03_080,,,,-0.18910639021489833,,0.2144176605784762,
03_081,,,,-0.20387848188893673,,0.20978993712260438,
03_082,,,,-0.19679631145676868,,0.2023216047140178,
03_083,,,,,,0.18899129029251818,0.1620339573109398
03_084,,,,,,0.19170299552380082,0.15853673294318793
03_085,,,,-0.20009550660615433,,0.19792071427450653,
03_086,,,,-0.20686408160180708,,0.19540043792339915,
03_087,,,,-0.21511660873094235,,0.1937199995543528,
03_088,,,,,,0.19263008547458055,0.1519485477977123
03_089,,,,,,0.1915567195827181,0.16878871861823858
03_090,,,,,,0.19106516073583066,0.1896426112904526
03_091,,,,,,0.18733005850080464,0.18524489644158257
03_092,,,,,,0.19124311904535715,0.16405043044191742
03_093,,,,,,0.19205501870272185,0.15979444446955418
03_094,,,,,,0.18717265110294834,0.1757481365597545
03_095,,,,,-0.24354597009337037,0.1826731032553867,0.19315200757468512
03_096,,,,,,0.18375874802028566,0.20087303417987143
03_097,,,,,-0.23471302225999066,0.18106301728317525,0.21170799603411006
03_098,,,0.22302304994452685,,,0.18193065325628666,0.22634531468254684
03_099,,,0.22087088922591208,,,0.18550753930994215,0.2328919890672548
03_100,,,,,,0.18456308225431936,0.21385954664128495
03_101,,,,,,0.19187395791696954,0.2196627449634076
03_102,,,,,,0.1956279997245164,0.22452583372618978
03_103,,,,,,0.20642181447953073,0.20996615049737197
03_104,,,,,,0.20942682908840077,0.20568762965925105
03_105,,,,,,0.2003360095041676,0.19636280166249478
03_106,,,,,,0.2232484801185323,0.17442270929810405
03_107,,,,,,0.2100737687423935,
03_108,,,,,,0.19540883218286909,0.1833022063991887
03_109,,,,,,0.19488315178862783,0.16756826962664192
03_110,,,,,,0.19429490850740994,
03_111,,,,-0.27639907768158484,,0.2060575542264329,
03_112,,,,-0.28641459285723286,,0.20634656959957506,
03_113,-0.4551678796968827,,,-0.3463151083826089,,0.23096315999963088,
03_114,-0.5240350602153839,,,-0.36003747009662074,,0.2491453345192062,
03_211,,,0.259548978445172,,,,0.3396694657746923
03_212,,,0.2518520201820518,,,,0.3137114565500601
03_213,,,0.2454763118109641,,,,0.3089401431457985
04_001,-0.5183744682540092,,,-0.34885051338529477,,0.24218736167472463,
04_002,,,,-0.3291257585987681,,0.21074693841215827,
04_003,-0.4399755375181187,,,-0.3358785108164143,,0.22274819102143306,
04_004,,,,-0.3087053173588832,,0.20801432445130588,
04_005,,,,-0.2810744718759896,,0.1988259978348692,
04_006,,,,-0.2604663200949139,,0.19466344160259594,
04_007,,,,-0.29147327073574925,,0.1963107494000723,
04_008,,,,-0.3078767165383061,,0.19588913113968998,
04_009,,,,-0.3270293750131771,,0.19592380436994827,
04_010,,,,-0.35192194290267254,,0.1952016459121272,
04_011,,,,-0.3496678381192735,,0.19875417486849134,
04_012,-0.408806394115861,,,-0.35036912735096964,,0.21432056903457342,
04_013,-0.47294271924802816,,,-0.35121020698328015,,0.22996290684515158,
04_014,-0.5448096602311595,,,-0.3420319322150299,,0.25383040629386405,
04_015,-0.4920841073306142,,,-0.34188499256763055,,0.23472527474388385,
04_016,-0.5694349005205874,,,-0.35212006650753963,,0.2625735411303589,
04_017,-0.6128996807117895,,,-0.3447327588380274,,0.2820936953085406,
04_018,-0.6607539889108898,,,-0.3369526140123254,,0.321102540965736,
04_019,-0.660475889728555,,,,,0.3402659079402058,
04_020,-0.637276582451122,,,-0.3355514875297286,,0.3024524064057634,
04_021,-0.6145235475448738,,,-0.33940525736360166,,0.28733763931503165,
04_022,-0.48545203446739454,,,-0.3705218464897569,,0.22652620320869293,
04_023,-0.5027450213493587,,,-0.38784252774361844,,0.22428519839815306,
04_024,-0.358968544503866,,,-0.43604182815681825,,0.22002775674228953,
04_025,,,,-0.39152974453733597,,0.20013315071879972,
04_026,,,,-0.3790139924911952,,0.19802834176866535,
04_027,,,,-0.4160091351354787,,0.2037104838760065,
04_028,,,,-0.4219677287273018,,0.20821451936792335,
04_029,,,,-0.4177127953831428,,0.21488696937431012,
04_030,,,,-0.3665968539997752,,0.20629199965325637,
04_031,,,,-0.332824233553648,,0.19810884135501006,
04_032,,,,-0.27284170640351374,,0.19477930578484995,
04_033,,,,-0.27795832099190565,,0.19682200403739064,
04_034,,,,-0.2997755431291493,,0.20280525825498533,
04_035,,,,-0.2559023887632445,,0.19737622093068802,
04_036,,,,-0.31382727016149414,,0.21243750113496504,
04_037,,,,-0.2569241320038592,,0.20507227068999778,
04_038,,,,-0.25390516854821027,,0.21124034534146577,
04_039,,,,-0.31517046252887176,,0.2251059040125928,
04_040,,,,-0.2604272563544249,,0.2191312173273034,
04_041,,,,-0.30232636895479864,,0.23136285326735512,
04_042,,,,-0.26440521386261356,,0.2275284503989741,
04_043,,,,-0.4036605091838925,,0.2548992708481251,
04_044,,,,-0.3637270178751465,,0.25288056844634793,
04_045,,,,-0.381908328907461,,0.2595367796283638,
04_046,,,,-0.40962010970402246,,0.2616784090895942,
04_047,,,,-0.45136802534073833,,0.26434891014278616,
04_048,,,,-0.3696536030439933,,0.22068375839955323,
04_049,,,,-0.43712954474483556,,0.24735341149175838,
04_050,,,,-0.4609945405412401,,0.23006743900032098,
04_051,,,,-0.47597060297154004,,0.23740079650648915,
04_052,,,,-0.48419446385065973,,0.24307571661490115,
04_053,,,,-0.49900372217051164,,0.2553588182623557,
04_054,,,,-0.4856414329155834,,0.2628915607301238,
04_055,,,,-0.5148215016853267,,0.24912146622467057,
04_056,,,,-0.5341002819959746,,0.2616171040856693,
04_084,,,,-0.3823971034814449,,0.2198097818215944,
05_001,,,,-0.3328315273693505,,0.24099976918032526,
05_002,,0.3378743507414288,0.21362358685774485,-0.32193561631509005,,,
05_003,,,,-0.41969381228375463,,0.24237755193845759,
05_004,,0.31026855077480026,,-0.37495302787083923,,,
05_005,,,,-0.511994696346621,,0.2489806214254649,
05_006,,,,-0.5179588070972891,,0.24458575795391124,
05_007,,,,-0.49276412569981903,,0.2286280035858314,
05_008,,0.33690041041944435,,-0.3926498686099996,,0.1995418739208085,
05_009,,,,-0.4743735858121044,,0.23422462442643374,
05_010,,,,-0.45983083457881707,,0.23465854121559007,
05_011,-0.401340709089991,0.3179496146676912,,-0.39493186838720334,,0.2281574691921371,
05_012,-0.43042417946905315,0.32019578952301037,,-0.38665108998650904,,0.23119443639625625,
05_013,,,,-0.4654077811816026,,0.23681413379771654,
05_014,,,,-0.48960075316243745,,0.24117282950268143,
05_015,,,,-0.4518344042732085,,0.23807585664509232,
05_016,,,,-0.4425551092263239,,0.23863559735758452,
05_017,,,,-0.48967019945235263,,0.24154045719925402,
05_018,,,,-0.45623450504014085,,0.2370612364540036,
05_019,-0.39822232406904257,,,-0.42703923212154304,,0.23332378370168128,
05_020,-0.5196937016113361,0.2942862198299192,,-0.38316970082611923,,0.22904185752796086,
05_021,-0.6136691041625392,0.32233500120272274,,-0.3422880296209835,,0.23946093826119555,
05_022,-0.5590185796052002,0.3349386053347004,,-0.34917283796190646,,0.23032512053678955,
05_023,-0.48325640262594716,0.3223318990350686,,-0.3696270945085366,,0.23284684705163322,
05_024,-0.5995905331222465,0.37158838593789234,,-0.2994948224618738,,0.22636955023556973,
05_025,-0.6640371452128803,0.4100451250971817,,,,0.21342807612229406,
05_026,-0.6670348494393019,0.43990660329691106,,,,0.18702365908257135,
05_027,-0.6049095896288373,0.4014145374929472,,,,0.2120864656629889,
05_028,-0.49054658050501226,0.36141049646265494,,-0.3304901079734392,,0.21642395148618185,
05_029,-0.5612815391569071,0.397367383310923,,,,0.1970926089201124,
05_030,-0.6216491287579686,0.4229962377945562,,,,,
05_031,-0.5850748106418568,0.4054163019365665,,-0.39355662883641723,,,
05_032,-0.4686739076472232,0.38217937786227446,,-0.3706771712697717,,,
05_033,-0.6093778214590527,,,,,,
05_034,-0.790662946380526,,,,,,
05_035,-0.8189399102554891,0.3179277432499122,,,,,
05_036,-0.7812971003654094,0.3497738662094765,,,,,
05_037,-0.8127353796246429,0.34170255184848747,,,,,
05_038,-0.8052599180242321,0.3537075461534033,,,,,
05_039,-0.7606106136898657,0.3821244408661394,,-0.3176256317004062,,,
05_040,-0.7521511807506351,0.39725992894826884,,,,,
05_041,-0.7768441218562164,0.38828485346650327,,,,,
05_042,-0.7352149147655661,0.4381519173107584,,,,,
05_043,-0.7337269354814444,0.4200072723013117,,,,,
05_044,-0.7159852174629893,0.4348809353645883,,,,,
05_045,-0.710219090508727,0.4153308096124541,,-0.34895195078208296,,,
05_046,-0.6760998909670347,0.4317190750786587,,,,,
05_047,-0.6970766900075595,0.4506415583810467,,,,,
05_048,-0.7133440043693032,0.4572243750342761,,,,,
05_049,-0.7107230791404879,0.4507052299103565,,,,0.20419775278690092,
05_050,-0.7350256178370373,0.4462198867014255,,,,,
05_051,-0.6641446579829242,0.4204757628403169,,,,,
05_052,-0.6966928577245283,0.4537201577309035,,,,0.19805564962723096,
05_053,-0.7027510932038988,0.42875847764831077,,,,0.2313280965837663,
05_054,-0.6833163484024208,0.407040977979875,,,,0.2651556299640453,
05_055,-0.6813733397423374,0.3797597350216325,,,,0.25029745003339077,
05_056,-0.6618250479782879,0.32141636441881405,,-0.31897035861430945,,0.2861873933380421,
05_057,-0.6473088509541107,,,-0.33307699058784573,,0.3037633578511253,
05_058,-0.647891245923432,0.3396448803668838,,,,0.3233939495014307,
05_059,-0.6276382499838783,,,,,0.35465591870133883,
05_060,-0.6213356407338684,0.390551832746896,,,,0.3064352286686955,
05_061,-0.571346309803475,,,,,0.3556769889917436,
05_062,-0.597778566168814,0.4044396607777448,,,,0.2912961429113576,
05_063,-0.5670642775819378,0.40156829296124963,,,,0.26348263416549933,
05_064,-0.5141372624839919,0.35341437115713686,,,,0.3129235990242501,
05_065,-0.4949393386260753,,,,,0.3295106764220286,
05_066,,,,,,0.28856846266102026,
05_067,,,,,,0.23546248284868065,
05_068,,,,,,,
05_069,,,,,,,
05_070,,,,,,,
05_071,-0.509503534768977,,,,,,
05_072,-0.4500638097284753,,,,,,
05_073,-0.5651584880811873,,,,,,
05_074,-0.5491088344697512,0.34363759715239,,,,,
05_075,-0.6892264519319353,,,,,,
05_076,-0.6783555468444579,0.3750504344449969,,,,,
05_077,-0.812664084983841,0.3094991474612664,,,,,
05_078,-0.7715124158870327,0.3787311483654462,,,,,
05_079,-0.7461880550184369,0.3042573833597969,,,,,
05_080,-0.8063527051288985,,,,,,
05_081,-0.6784234245260043,,,,,,
05_082,-0.6541537722271005,,,,-0.4052747733909437,,
05_083,-0.6913831948867496,,,,-0.4505241452016871,,
05_084,-0.8203912499525382,,,,,,
05_085,-0.8533717618505924,,,,,,
05_086,-0.8755067325698551,,,,,,
05_087,-0.8463158863396752,,,,,,
05_088,-0.9456702179705028,,,,,,
05_089,-0.89369285730092,,,,,,
05_090,-0.9700186541856435,,,,,,
05_091,-0.9989997948675433,,,,,,
05_092,-0.9310412313787619,,,,,,
05_093,-0.8499205961623278,,,,,,
05_094,-0.8683863603931344,,,,,,
05_095,-0.8383520473343936,,,,,,
05_096,-0.895400093102612,,,,,,
05_097,-0.9217353917801394,,,,,,
05_098,-0.9537190300818994,,,,,,
06_001,-0.8599996453280297,,,,-0.4239087377367818,,
06_002,-0.7575059810449203,,,,-0.4603277623323082,,
06_003,-0.8518944525670059,,,,,,
06_004,-0.8779998699571906,,,,,,
06_006,-0.8649037236797611,,,,,,
06_007,-0.9244751155041011,,,,,,
06_008,-0.8651406644202401,,,,,,
06_009,-0.5000302260603727,,,,,,
06_010,-0.6521666318275675,,,,,,
06_011,-0.6970672740523045,,,,,,
06_012,-0.8680968541902437,,,,,,
06_013,-0.8994644621806764,,,,,,
06_014,-0.821106777300944,,,,,,
06_015,-0.7646654032629374,,,,,,
06_016,-0.7530081478278301,,0.2350732979120761,,,,
06_017,-0.7775736894871603,,,,,,
06_018,-0.617226433163169,,,,,,
06_019,-0.7279149262295423,,,,-0.4187397725351623,,
06_020,-0.505663175651994,,,,-0.5135655196545444,,
06_021,,,,,-0.4362669852678326,,
06_022,,,,,,,
06_023,,,,,,,
06_024,,,,,,,
06_025,,,,,,,
06_026,,,,,,,
06_027,,,,,,,
06_028,,,,,,,
06_029,,,,,,,
06_030,-0.47095189179266234,,,,,,
