Tag,Distance_Center,Nationality_Italy,Nationality_Spain,Nationality_UK,POI_Restaurants_Hotels,Percentage_Age_65_Plus,Intercept
02_162,,,,,0.22113437950669712,,
02_163,,,,,0.23536045611914574,,
02_164,,,,,0.27782009825911236,,
02_165,,,,,0.23634783805563006,,
02_166,,,,,0.2306002828533761,,
02_167,,,,,0.21595021686194657,,
02_168,,,,,0.22087949395550324,,
02_169,,,,,0.2340085895680988,,
02_170,,,,,0.24650257556308874,,
02_171,,,,,0.22724523839727268,,
02_172,,,,,0.2253695827751763,,
02_173,,,,,0.21668634264280526,,
03_001,,,,,0.20671212624745108,,0.40996428818846714
03_002,,,,,0.20341339481230147,,0.4445060219775747
03_003,,,,,0.20061753657906276,,0.4173069992955474
03_004,,,,,0.19762959412131942,,0.40166470820520755
03_005,,,,,0.20361928514227115,,0.44099253233876157
03_006,,,,,0.20977581549229077,,0.48493211349303844
03_007,,,,,0.20987654614815668,,0.4634097345235061
03_008,,,,,0.213019256200505,,0.4386029212981723
03_009,,,,,0.2146670918524029,,
03_010,,,,,0.2216180980855778,,
03_011,,,,,0.21870255499018743,,0.4757642459176849
03_012,,,,,0.2296429217494025,,
03_013,,,,,0.2278614971346229,,0.5186887963083824
03_014,,,,,0.23580937859098278,,0.5358191747901304
03_015,,,,,0.24420566671034297,,
03_016,,,,,0.260495368286821,,
03_017,,,,,0.24586957342561064,,0.5621638929397182
03_018,,,,,0.25780941115549794,,
03_019,,,,,0.2802750753972271,,
03_020,,,,,0.3114680612478412,,
03_021,,,,,0.2888532320491948,,
03_022,,,,,0.2632125795142433,,
03_023,,,,,0.2320186355900927,,0.5556410308369202
03_024,,0.3640904932823163,,,0.19947498335688965,,0.3017096939442079
03_025,,0.420125350572978,,0.32302116037292034,,,0.39098715706826637
03_026,,0.3761700487859993,,,,,0.30599913522871763
03_027,,0.3604489615090598,,,,,0.2957960986836928
03_028,,0.3517477883203965,,,,,0.289483987462304
03_029,,0.37301557691827636,,,,,0.30871129061539443
03_030,,0.38297163360754827,,,,,0.32570176851442617
03_031,,0.38936211339267074,,,,,0.3402756869414273
03_032,,0.398519994731669,,,,,0.3579016125351047
03_033,,0.37909932930565665,,,,,0.32140648962404955
03_034,,0.37957327320235235,,,,,0.32578045495276237
03_035,,0.3714449677993526,,,,,0.3056957321384079
03_036,,0.352269133068307,,,,,0.27775074603536093
03_037,,0.370268591226548,,,,,0.3057066235604492
03_038,,0.39653984757946076,,,,,0.3290974028585105
03_039,,0.3754881851279234,,,,,0.29767198441375636
03_040,,0.3796202718430953,,,,,0.2726191950118834
03_041,,0.38652923853658666,,,,,0.2535042194961731
03_042,,0.42425317057329354,,,,,0.25625242251704
03_043,,0.40724429877609325,,,,,0.23933414263638697
03_044,,0.4164539086481899,,,,,0.23433198066165897
03_045,,0.4168325960315546,,,,,0.284988414629357
03_046,,0.3967171898634316,,,,,0.2600484775734326
03_047,,,,,,,
03_048,,,,,,,
03_049,,,,,,,
03_050,,,,,,,
03_051,,0.31440624790588045,,,,,0.1941366424540151
03_052,,0.337592599544722,,,,,0.20156997371018284
03_053,,,,,,,0.2451114816043618
03_054,,0.38947231171735824,,,,,0.23149224816738087
03_055,,0.3994232029121388,,,,,0.21330347964755342
03_056,,0.39313869368623894,,,,,0.22210663809824027
03_057,,0.34280431922769533,,,,,0.20600728393992845
03_058,,0.3654899116585903,,,,,0.23304564601471933
03_059,,0.3491088909333606,,,,,0.24247610151996024
03_060,,0.3157016768010668,,,,,0.23208870718868518
03_061,,0.33043949789249766,,,,,0.2485101917282636
03_062,,0.2894050585614201,,,0.18737564282781816,,0.23904846424270293
03_063,,0.3136699328249209,,,0.18696428089314157,,0.2535569744434471
03_064,,0.3232071299194079,,,0.18854984409002215,,0.2641286552460464
03_065,,0.3134818544003675,,,0.1895231750979089,,0.2577447116629626
03_066,,0.2826309938610012,,,0.1905796259511752,,0.2428253238495201
03_067,,0.2851569415554534,,,0.19026789746467068,,0.2444680858805886
03_068,,,,,0.19156180247400736,,0.23315305166487552
03_069,,,,,0.19189173936118842,,0.22560508007935068
03_070,,,,,0.1887081783357258,,0.20871541048289297
03_071,,,,,0.18793097804280873,,0.20034970166288898
03_072,,,,,0.18560864742608377,,0.1911009283966735
03_073,,,,,0.18261737106150755,,0.17070448428279236
03_074,,,,,0.179423490109677,,0.16322921718671354
03_075,,,,,0.17987485776664813,,0.1734731159739131
03_076,,,,,,,0.1509407959608381
03_077,,,,,,,
03_078,,,,,,,
03_079,,,,,,,
03_080,,,,,,,
03_081,,,,,,,
03_082,,,,,,,
03_083,,,,,,,
03_084,,,,,,,
03_085,,,,,,,
03_086,,,,,,,
03_087,,,,,,,
03_088,,,,,,,
03_089,,,,,0.1691375227105165,,
03_090,,,,,0.1770400798349678,,0.17452718069581147
03_091,,,,,0.17894533652288588,,0.16970283105791528
03_092,,,,,0.1660966716910105,,
03_093,,,,,,,
03_094,,,,,0.17697915143719323,,0.1538749263672983
03_095,,,,,0.18571713913796317,,0.1793832150857023
03_096,,,,,0.18537822994948833,,0.19023981128454504
03_097,,,,,0.19177295408570588,,0.20220400535462402
03_098,,,,,0.19275228794804064,,0.21937459255002767
03_099,,,,,0.18920794742570218,,0.22503448584945152
03_100,,,,,0.18785715639777936,,0.20605827712016928
03_101,,,,,0.18290178041759533,,0.21039269013484474
03_102,,,,,,,0.21322896556202486
03_103,,,,,,,0.20164982944811985
03_104,,,,,,,0.1954453277999168
03_105,,,,,0.17566126793776896,,0.18282725750035259
03_106,,,,,,,
03_107,,,,,,,
03_108,,,,,0.17274943644837645,,0.1628201702859974
03_109,,,,,,,
03_110,,,,,,,
03_111,,,,,,,
03_112,,,,,,,
03_113,-0.4427575896997492,,,,,,
03_114,-0.5399838889306336,,,,0.18796964286014334,,
03_211,,0.37495629120392737,,,,,0.3180033052605206
03_212,,0.3572462397335565,,,,,0.29250813392559977
03_213,,0.358612772441751,,,,,0.28837117793501205
04_001,-0.5819902439342852,,,,0.19109253477259075,,
04_002,,,,,,,
04_003,-0.4509791285596168,,,,,,
04_004,,,,,,,
04_005,,,,,,,
04_006,,,,,,,
04_007,,,,,,,
04_008,,,-0.28774954951847465,,,,
04_009,,,-0.30077418690986274,,,,
04_010,,,-0.32911328948701146,,,,
04_011,,,,,,,
04_012,-0.44037475595321174,,,,,,
04_013,-0.5756865446409567,,,,0.19788218529633436,,-0.279966813315436
04_014,-0.6907132777678426,,,,0.2193760549284736,,-0.327843618251462
04_015,-0.5809282220456912,,,,0.19521679837727934,,
04_016,-0.6806459679936694,,,,0.20979910593372336,,
04_017,-0.7722388947131563,,,,0.23565397554308032,,-0.35721917886374
04_018,-0.8613781223208713,,,,0.27555263706489597,,-0.4733166078183777
04_019,-0.9572401605870672,,,,0.31006714388848555,,-0.6050659286165323
04_020,-0.8752204607926238,,,,0.2676612680832289,,-0.4927587410827495
04_021,-0.8548174953132727,,,,0.2668308589696406,,-0.5263288629820146
04_022,-0.5891190573366731,,,,0.20287812828291213,,-0.38854734501454974
04_023,-0.5293539751875561,,,,0.20035164093400093,,-0.44887816325954977
04_024,,,,,,,-0.3504063701274855
04_025,,,,,,,-0.22140083746909878
04_026,,,-0.34289485387571267,,,,
04_027,,,-0.342734339295183,,,,-0.23396746860103507
04_028,,,-0.4043230020497971,,,,-0.17981729818107023
04_029,,,-0.41893361764870674,,,,
04_030,,,-0.35752813108185505,,,,
04_031,,,-0.3192047360409529,,,,
04_032,,,,,,,
04_033,,,,,,,
04_034,,,-0.27401301469707834,,,,
04_035,,,,,,,
04_036,,,-0.2659937808288903,,,,
04_037,,,,,,,
04_038,,,,,,,
04_039,,,,,,,
04_040,,,,,,,
04_041,,,,,,,
04_042,,,,,,,
04_043,,,,,0.1768987917344086,,
04_044,,,,,0.17258211236421292,,
04_045,,,,,0.183443368622107,,
04_046,,,,,0.19357279742545375,,
04_047,,,-0.2400771576542968,,0.22196916112689735,,
04_048,,,-0.3351509874217582,,,,
04_049,,,-0.33983023077653013,,0.16408035408563482,,
04_050,,,-0.3512922203021987,,,,-0.29052110644575424
04_051,,,-0.3471558081813852,,,,-0.32131618795948297
04_052,,,-0.38030343039724923,,0.16604230045592225,,-0.2739353758903549
04_053,,,-0.3023133211644488,,0.22636957464599203,,-0.28661387186721254
04_054,,,-0.26092941358889493,,0.2458435225388545,,-0.2417407837258004
04_055,,,-0.27069132542468427,,0.22601572479440607,,-0.39588574271334215
04_056,,,,,0.27688050014184906,,-0.4479885288955989
04_084,,,-0.36097065486707486,,,,
05_001,0.5420074934532516,,,,0.3137890684856693,,-0.9010862785604854
05_002,,,,0.2056985182861488,,,-0.6625648007534758
05_003,0.4237221566726088,,,,0.2840835450075489,,-0.8161284698143573
05_004,,,,,0.18688664222807355,,-0.66473252929263
05_005,,,,,0.2637150180718704,,-0.6895161030893653
05_006,,,,,0.22990285386378975,,-0.5150575804126115
05_007,,,,,0.22784306781468214,,-0.6147942077051604
05_008,,,,,0.20016754098574446,,-0.5757442559788016
05_009,,,,,0.22131427781216978,,-0.5611890705902255
05_010,,,,,0.21258713481922234,,-0.5366763660986335
05_011,,,,,0.20365872524776893,,-0.5352446135398764
05_012,,,,,0.20134626942416017,,-0.5185046592509522
05_013,,,,,0.206667712294277,,-0.5163684848584357
05_014,,,,,0.1983017484087688,,-0.45963398357570495
05_015,,,,,0.19331573998762208,,-0.4996591247384831
05_016,,,,,0.18633453318739157,,-0.4582070558711222
05_017,,,-0.295969069235574,,0.17842511745575168,,-0.37639403074818495
05_018,,,,,0.1722876514308535,,-0.41145313177780746
05_019,,,,,0.18049372206632347,,-0.4289333806442744
05_020,-0.4369170980022283,,,,0.20398856921408526,,-0.48578602051026754
05_021,-0.60210469953639,,,,0.24465111635355524,,-0.555451132123859
05_022,-0.4240634595601965,,,,0.2175279445617093,,-0.5187966065170887
05_023,,,,,0.19986106248538107,,-0.5075239438340285
05_024,,,,,0.22921133539709113,,-0.5400627160487108
05_025,-0.4531122948135812,0.30513959763354437,,,0.24184079266731823,,-0.5165808465243921
05_026,-0.42906712301834377,0.33250843897979393,,,0.22566511983678447,,-0.4836744908296578
05_027,,,,,0.2173570600362499,,-0.514045458088151
05_028,,,,,0.20580766672570872,,-0.5354693066321871
05_029,,,,,0.2034555981382611,,-0.5144701503305366
05_030,,0.3241183958288285,,,0.1903868255717158,,-0.4751901059406011
05_031,,0.30842406405073647,,,,,-0.4572082397445284
05_032,,,,,,,-0.446955003367313
05_033,,,,0.19979596639776442,,,-0.2673897285761953
05_034,-0.5003663052801115,,,,,,
05_035,-0.5078961678564029,,,,,,
05_036,-0.4531822181177369,,,,,,
05_037,-0.5033563923222465,,,,,,
05_038,-0.505441080204061,,,,,,
05_039,-0.4445371103631946,,,,,,-0.2588632428086569
05_040,-0.4556417220676658,,,,,,-0.2807344636699394
05_041,-0.51283101989529,,,,,,-0.2597471003601355
05_042,-0.5170160106312565,0.3307475145038883,,,,,-0.3515886329905099
05_043,-0.47101402243439716,0.32430681815972706,,,,,-0.3298668210427002
05_044,-0.46924801498810453,0.3367008533809486,,,,,-0.38164926532329657
05_045,-0.4200784744060352,0.323502765029368,,,,,-0.34843184672338956
05_046,-0.41757979613034246,0.3364970063602256,,,,,-0.4124352285126685
05_047,-0.47777895704256845,0.34186865458516674,,,0.21823921160539284,,-0.44364787814638235
05_048,-0.5232980139036076,0.34093839041287366,,,0.24833561021192765,,-0.46726562228526414
05_049,-0.594879965395599,0.3171759573982613,,,0.2784148301756349,,-0.515275494465484
05_050,-0.5603992125647708,0.32387527450169146,,,0.21226208784944567,,-0.37227068323706375
05_051,-0.5970684371041557,,,,0.2495538213228553,,-0.34656478867561774
05_052,-0.6360189393466378,,,,0.2731396426608179,,-0.4451410042171397
05_053,-0.6742533328554109,,,,0.29787290533681227,,-0.5684794579829249
05_054,-0.796082356628577,,,,0.3161035849711927,,-0.5925205689242036
05_055,-0.7031447721399926,,,,0.29132336303005435,,-0.5888770530809833
05_056,-0.848557892411012,,,,0.30449146156062323,,-0.626650513817816
05_057,-0.9148324608590438,,,,0.2991741349587309,,-0.6199463497607032
05_058,-0.9386400380081501,,,,0.3357568755875488,,-0.6435262880296251
05_059,-0.9126612533872058,,,,0.34070390744718787,,-0.6170418981603811
05_060,-0.8460498271998463,,,,0.3329266976017821,,-0.5769894830695033
05_061,-0.7642024417480279,,,,0.35607441124513867,,-0.5316872822711077
05_062,-0.7579873987207658,,,,0.31921321672303316,,-0.5017041761781501
05_063,-0.6498578777878743,,,,0.3007167220750306,,-0.39752883778302184
05_064,-0.6539289964254961,,,,0.33567935948128275,,-0.4193795478819801
05_065,-0.5594741597467449,,,,0.34604326573073224,,
05_066,,,,,0.32303237947165686,,
05_067,,,,,0.2822917614851383,,
05_068,,,,,0.2110487094280338,,
05_069,,,,,0.2401384476139884,,
05_070,,,,,0.23682109344117105,,
05_071,,,-0.4022202157113082,,,,
05_072,,,,,0.23605878997913038,,
05_073,,,,,,,
05_074,-0.5448742067600338,,,,0.24535375231562356,,
05_075,-0.5704488379703669,,,,,,
05_076,-0.5680506397487867,,,,0.20495259499492263,,
05_077,-0.5708042188340091,,,,,,
05_078,-0.5574387048732317,,,,,,
05_079,-0.568788354474959,,,,,,
05_080,-0.6181238771734643,,,,,,
05_081,-0.5945489427570974,,-0.39755268264336874,,,,
05_082,-0.5867727180167049,,-0.4375066515285256,,,,
05_083,-0.5857732236055672,,-0.4578296318713017,,,,
05_084,-0.6561743639138369,,-0.4091262222747677,,,,
05_085,-0.630156401506375,,-0.369285931513781,,,,
05_086,-0.6225614534245874,,,,,,
05_087,-0.5894104196128392,,,,,,
05_088,-0.6729727267109394,,-0.34244776725094495,,,,
05_089,-0.6912370037295897,,-0.39413167590731496,,,,
05_090,-0.7535837060657529,,,,,,
05_091,-0.8578989914114932,,,,,,
05_092,-0.6711411758230099,,,,,,
05_093,-0.547599369295694,,,,,,
05_094,-0.5837063864003561,,,,,,
05_095,-0.6020377965393806,,,,,,
05_096,-0.6731072745696057,,,,,,
05_097,-0.66576295291938,,,,,,
05_098,-0.7681734555216697,,,,,,
06_001,-0.7205833013114084,,,,,,
06_002,-0.6531806730372361,,,,,,
06_003,-0.7783016398668134,,,,,,
06_004,-0.789197583150748,,,,,,
06_006,-0.7217391519854717,,,,,,
06_007,-0.7751139810894189,,,,,,
06_008,-0.6568954075425496,,,,,,
06_009,,,,0.24067040653487864,,,-0.3044931519014989
06_010,-0.4782241094187815,,,0.22004899823438945,,,-0.23737889228726455
06_011,-0.5662813812293035,,,0.20861524141001364,,,
06_012,-0.7235581247783406,,,,,,
06_013,-0.7956601636804977,,,,,,
06_014,-0.683362730850308,,,,,,
06_015,-0.6203695137821519,,,,,,
06_016,-0.5930503109957401,,,,,,
06_017,-0.6265656465308818,,,,,,
06_018,-0.5345290560680357,,,,,-0.25489673530861373,
06_019,-0.6499387526461174,,,,,,
06_020,,,,,,,
06_021,,,,,,,
06_022,,,,,,,
06_023,,,,,,-0.22486538533644992,
06_024,,,,,,,
06_025,,,,,,,
06_026,,,,,,,
06_027,,,,,,,
06_028,,,,,,,
06_029,,,,,,,
06_030,,,,,,,
06_031,,,,,,,
06_032,,,,,,,
06_033,,,,,,,
06_034,,,,,,,
06_035,,,,,,,
06_036,,,,,,,
06_037,,,-0.4755998290913289,,,,
06_038,,,-0.4824118654521769,,,,
06_039,,,-0.4499983995417745,,,,
06_040,,,-0.4863579562053718,,,,
06_041,,,-0.45878382227595366,,,,
06_042,,,,,,,
06_043,,,,,,,
06_044,,,,,0.228249562023095,,
06_045,,,,,0.2291887426797087,,
06_046,,,,,0.21336134526485087,,
06_047,,,,,0.21243477689950832,,
06_048,,,,,,,
06_049,,,,,,,
06_050,,,,,,,
06_051,,,,,,,
06_052,,,,,,,
06_053,,,,,,,
06_054,,,,,,,
06_055,,,,,,,
06_056,,,,,0.22223106960183647,,
06_057,,,,,0.22660911849483897,,
06_058,-0.4459962416452383,,,,0.24681204839441792,,
06_059,-0.4710110435332047,,,,,,
06_060,-0.4597174427738588,,,,,,
06_061,,,,,,,
06_062,,,,,,,
06_063,-0.4900669351051969,,,,,,
06_064,-0.48876135358491535,,,,0.21785726913441258,,
06_065,-0.5103207396829149,,,,,,
06_066,-0.5200390523280385,,,,0.22700555247694099,,
06_067,-0.49809049439601816,,,,0.24750934588726548,,
06_068,-0.46205875919241934,,,,0.26289298419793633,,
06_069,-0.4273245121055877,,,,0.28855555987818043,,
06_070,-0.45125433903453865,,,,0.28815328721505123,,
06_071,-0.4767252793554538,,,,0.29579026479995557,,
06_072,-0.4457395935652856,,,,0.32427558523570355,,
06_073,-0.4955811586664861,,,,0.31902709039482446,,
06_074,-0.5183928313616644,,,,0.29830539008023105,,
06_075,-0.5381141892151652,,,,0.2699842233433252,,
06_076,-0.5228499527224514,,,,0.2607656642810169,,
06_077,-0.5432925706019663,,,,0.22523317046763452,,
06_078,-0.5459921635756554,,,,0.21422763142630916,,
06_079,-0.5272226031450711,,,,,,
06_080,-0.5331911866892969,,,,,,
06_081,-0.5202114877816285,,,,,,
06_082,-0.48955997857410594,,,,,,
06_083,-0.49568011538028567,,,,,,
06_084,-0.4361624525874984,,,,,,
06_085,,,,,,,
06_086,,,,,,,
06_087,-0.4573540156716177,,,,,,
06_088,-0.4875082633417418,,,,,,
07_001,-0.5171849747047936,,,,,,
07_002,-0.5491468485537825,,,,0.24089178147013943,,
07_003,-0.5451347697779589,,,,0.2993675022310891,,
07_004,-0.5607245184479004,,,,0.327036266439745,,
07_005,-0.5529363821586979,,,,0.2956338681924625,,
07_006,-0.5411841893624897,,,,0.2633952167679419,,
07_007,-0.5186060473729192,,,,,,
