Tag,Distance_Center,Education_University,Nationality_UK,Nationality_Spain,POI_Restaurants_Hotels,Nationality_Italy,Intercept
03_069,,,0.2758176644792656,-0.2447518601847385,0.18100252951126436,,0.23496428823594254
03_070,,,0.27420603711594077,-0.25403480548030805,0.1908379228124547,,0.20854564515494248
03_071,,,0.2727161063780153,-0.2563886143283064,0.1958785902183388,,0.1955093405775529
03_072,,,0.2692623077257597,-0.2582611716612291,0.20074786619131768,,0.18160783452057644
03_073,,,0.2678730895283552,,0.21432567576847905,,0.1577212877142118
03_074,,,0.25868718499157,,0.21413269964134862,,
03_075,,,0.2562207661802041,-0.2543074422047364,0.205585154061015,,0.15728154904188482
03_076,,,,,0.21131555817745018,,
03_077,,,,,0.21609758745851254,,
03_078,,,,,0.21710048724995748,,
03_079,,,,,0.22243585955866457,,
03_080,,,,,0.23010508412163205,,
03_081,,,,,0.2267770985636581,,
03_082,,,,,0.22443044592504094,,
03_083,,,,,0.22209544172320095,,
03_084,,,,,0.22338666155510759,,
03_085,,,,,0.22420501332548268,,
03_086,,,,,0.22476682556146,,
03_087,,,0.2549072158257899,,0.22609910925668694,,
03_088,,,0.2716506368322119,,0.22697198316212489,,
03_089,,,0.2819506091168272,,0.22770208340535986,,
03_090,,,0.2825050166211203,,0.2245499635099897,,0.16821653133303446
03_091,,,0.2790179417093488,,0.22278040599318766,,0.16139923179075802
03_092,,,0.2723354202746785,,0.2251481483395534,,
03_093,,,0.25470997587200095,,0.22444785429460118,,
03_094,,,0.26885514999741705,,0.22165118585707355,,
03_095,,,0.2758866187027607,,0.21507972557163352,,0.17069486014296856
03_096,,,0.2801271477286988,,0.21502418141271806,,0.18668849140398425
03_097,,,0.2789658566857042,-0.2484595525219447,0.20364239985308502,,0.20057916698569528
03_098,,,0.27922393646656996,,0.19233739633267333,,0.22792788214428641
03_099,,,0.28061636838098103,,0.1864966823143564,,0.2394709542364532
03_100,,,0.2825605312625489,,0.20428201900539109,,0.209204648233722
03_101,,,0.2836823867024938,,0.19922946246292758,,0.21484177041161479
03_102,,,0.28572991618270294,,,,0.21587031340970905
03_103,,,0.2857145917869035,,,,0.19246836552218013
03_104,,,0.2872850758984153,,0.2049332365442989,,0.181208478979288
03_105,,,0.28738039875800514,,0.22184754611466845,,0.17261739107906302
03_106,,,0.28943540142346236,,0.23678593058648403,,
03_107,,,0.2889235192388193,,0.24344597364083953,,
03_108,,,0.28670085445918814,,0.22695470440823146,,
03_109,,,0.28798094697943344,,0.23140517583303885,,
03_110,,,0.2815167833705477,,0.22991913514400078,,
03_111,,,0.28328036761111713,,0.24306354791933,,
03_112,,,0.27669196904922894,,0.24579496784482263,,
03_113,-0.5300099362074508,,0.2671290654133294,,0.2715160372849492,,
03_114,-0.6289764293926424,,,,0.2939495614050574,,
03_211,,,0.28983548526647573,,,,0.3823995160729478
03_212,,,0.28234206965762937,,,,0.3446888589616991
03_213,,,0.28064336164450865,,,,0.3414087722626973
04_001,-0.633231499656741,-0.31937799965017943,,,0.2950183052019722,,
04_002,,,,,0.2575582930522486,,
04_003,-0.5305982676055445,,,,0.27051311775544123,,
04_004,,,0.2612549703486086,,0.2514350565691448,,
04_005,,,0.2717897440354887,,0.23559728929065332,,
04_006,,,0.2668935188163211,,0.22836485088574732,,
04_007,,,0.26072973040073727,,0.23081597321986758,,
04_008,,,0.2507553781998623,,0.23060637503720607,,
04_009,,,,,0.22831782699953945,,
04_010,,-0.27499325762710414,,,0.2212345362080566,,
04_011,,-0.277520879133051,,,0.24116650738476503,,
04_012,-0.4670075301532082,-0.28310854551926096,,,0.26315993941858556,,
04_013,-0.5737940974480035,-0.28446701173634226,,,0.2805690828613911,,
04_014,-0.6897521821601075,-0.29905813035425255,,,0.3112041947129238,,
04_015,-0.5928822201746533,-0.3017782560385316,,,0.29151658526504187,,
04_016,-0.6966409153493588,-0.33671279950931415,,,0.3183850455811351,,
04_017,-0.7575775399858644,-0.3347635359409039,,,0.34162707232454714,,
04_018,-0.8077769511919134,-0.3378479063949554,,,0.38244587775300576,,
04_019,-0.812713895249215,,,,0.40562753382369243,,
04_020,-0.799126070091896,,,,0.36304137466368525,,
04_021,-0.7803921800107249,,,,0.33660921400608024,,
04_022,-0.613878141965695,,,,0.25497885382936936,,
04_023,-0.6399135101596992,,,,0.2048276190904947,,
04_024,,-0.30305812394931453,,,,,
04_025,,-0.3003848049619522,,,0.21673872277020934,,
04_026,,-0.2982945193172298,,,0.213617569020063,,
04_027,,-0.3157095385671013,,,0.19251067777968572,,
04_028,,-0.34171987439791723,,,0.18207237354069808,,
04_029,,-0.33937511701491835,,,0.18159786541008502,,
04_030,,-0.286549058416709,,,0.20462734120669895,,
04_031,,-0.2517694553228439,,,0.21595646545107958,,
04_032,,,0.2358353107172816,,0.2255089682014028,,
04_033,,,,,0.22388076913360144,,
04_034,,,,,0.2189476530046522,,
04_035,,,,,0.22295493623090099,,
04_036,,,,,0.2185414870537576,,
04_037,,,,,0.22282831394143518,,
04_038,,,,,0.22567809219668414,,
04_039,,,,,0.22605384038330387,,
04_040,,,,,0.22956915071338405,,
04_041,,,,,0.23669631128039567,,
04_042,,,,,0.23815837235881612,,
04_043,,-0.3090539138843943,,,0.2386289569854057,,
04_044,,-0.2787072699002704,,,0.24857929937765255,,
04_045,,-0.29641104365380394,,,0.25109728497915124,,
04_046,,-0.3152967098456052,,,0.24886140834709297,,
04_047,,-0.34905940214633224,,,0.25018847801603733,,
04_048,,-0.27895879097045323,,,0.2064681806163023,,
04_049,,-0.3395690402833271,,,0.21033065328373615,,
04_050,,-0.35578942849650647,,,,,
04_051,,-0.377199806504525,,,0.16404647043107917,,
04_052,,-0.3917282480227368,,,0.17754679535246415,,
04_053,,-0.400279984912358,,,0.22557078936058989,,
04_054,,-0.3819930794048333,,,0.24963027589532774,,
04_055,,-0.4179378860563676,,,0.21018357394825413,,
04_056,,-0.4298064739992034,,,0.2436588117891115,,
04_084,,-0.29502389628917114,,,0.20102326188648775,,
05_001,,,0.2742722098568143,,0.2573148580835526,,
05_002,,-0.27942053604745465,0.44330636410637225,,,,
05_003,,-0.33412482691960743,,,0.22914508599647818,,
05_004,,,0.2981603366602605,,,,
05_005,,-0.3715591634173404,,,0.22089264283108245,,
05_006,,-0.38760964153687916,,,0.20384618393242915,,
05_007,,,,,0.19577232700189193,,
05_008,,,,,,,
05_009,,,,,0.19167562449316355,,
05_010,,,,,0.18613911549590326,,
05_011,,,,,0.17720343405307248,,
05_012,,,,,0.17480109188282594,,
05_013,,-0.321530765774503,,,0.18500934850375936,,
05_014,,-0.36308866396452233,,,0.18138258815547964,,
05_015,,-0.30572550387867864,,,0.17477617538727633,,
05_016,,-0.3059314254460894,,,0.16726806638542488,,
05_017,,-0.3840389518293221,,,0.17232725953272243,,
05_018,,-0.3315598760678019,,,,,
05_019,,-0.2863730298803695,,,0.16249885428391317,,
05_020,-0.6001709829724909,,,,0.1774249969515947,,
05_021,-0.7352315614117276,,,,0.20956704138318297,,
05_022,-0.563774145291297,,,,0.1815266491772898,,
05_023,,,,,0.1720727070944644,,
05_024,-0.5055184866582232,,,,0.1852340414190254,,
05_025,-0.5039998079250938,,,,0.19410811398526023,,
05_026,-0.46084648137056317,,,,,,
05_027,-0.41728281776775505,,,,,,
05_028,,,,,,,
05_029,,,,,,,
05_030,,,,,,,
05_031,,,,,,,
05_032,,-0.31277459235411875,0.3452861452549642,,,,
05_033,-0.5041186631408618,-0.2672560962295262,0.42415395830277147,,,,
05_034,-0.6321817090628862,,0.3842798199119079,,,,
05_035,-0.5570591105870465,,0.3096955033029116,,,,
05_036,-0.5300614826263024,,0.3027307680369505,,,,
05_037,-0.531626433990019,,0.2532870713672621,,,,
05_038,-0.5192487245415552,,,,,,
05_039,-0.4965090170929527,,0.2528241815286306,,,,
05_040,-0.4893375656021935,,,,,,
05_041,-0.504994897774777,,,,,,
05_042,-0.4980955142920114,,,,,,
05_043,-0.4850476827498516,,,,,,
05_044,-0.48649084695930933,,,,,,
05_045,-0.45608480897394654,,,,,,
05_046,-0.4388644987010099,,,,,,
05_047,-0.48420143831001367,,,,,,
05_048,-0.5168762115901797,,,,,,
05_049,-0.5994964577200272,,,,0.2210483890553694,,
05_050,-0.49505654530420945,,,,,,
05_051,,,,,0.25766392871570193,,
05_052,-0.5535585660507305,,,,0.2465722825172895,,
05_053,-0.6895211798598819,,,,0.24138606313186858,,
05_054,-0.7365423731136522,,,,0.28708901826161554,,
05_055,-0.7544477675795428,,,,0.24401172091518028,,
05_056,-0.8200793578023589,,,,0.2956864680055639,,
05_057,-0.8142800308231801,,,,0.3378574659560975,,
05_058,-0.7596302277773933,,,,0.36973911977402485,,
05_059,-0.7203280432418276,,,,0.4292669211323986,,
05_060,-0.6796701755675743,,,,0.3573830490292694,,
05_061,-0.5966078298242136,,,,0.43586017163731655,,
05_062,-0.6156602143229543,,,,0.3518802938976264,,
05_063,-0.5162620037880334,,,,0.33288117972805614,,
05_064,,,,,0.40154298154839657,,
05_065,,,,,0.41772127331469705,,
05_066,,,,,0.38182325353460245,,
05_067,,,,,0.3286587928974301,,
05_068,,,,,0.24732044732413852,,
05_069,,,,,0.305428755001963,,
05_070,,,,,0.30904272915218056,,
05_071,,,,,,,
05_072,,,,,0.3076938926821284,,
05_073,,,,,0.2442476964610223,,
05_074,,,,,0.29741899598746935,,
05_075,,,,,,,
05_076,,,,,0.23842904275837287,,
05_077,,,,,,,
05_078,,,,,,,
05_079,,,,,,,
05_080,,,,,,,
05_081,,,,,,,
05_082,,,,,,,
05_083,,,,,,,
05_084,,,,,,,
05_085,,,,,,,
05_086,,,,,,,
05_087,,,,,,,
05_088,-0.5501116799255694,,,,,,
05_089,,,,,,,
05_090,-0.6139004895031716,,0.2374499587513628,,,,
05_091,-0.7231193823135804,,0.29820984887233687,,,,
05_092,-0.5972379221418008,,0.2688752182428647,,,,
05_093,-0.5510061764720032,,0.2460990423225609,,,,
05_094,-0.6143841798908869,,0.32174905156441336,,,,
05_095,-0.7081998518608141,,0.38293477508823376,,,,
05_096,-0.7199404057364989,,0.36045248989479844,,,,
05_097,-0.6500029037665184,,0.3198387682179364,,,,
05_098,-0.7688099482572422,,0.3361106626548257,,,,
06_001,,,0.2425453245627336,,,,
06_002,,,0.25622180438757114,,,,
06_003,,,0.31966248415831533,,,,
06_004,-0.6131021550909774,,0.35716006961343943,,,,
06_006,-0.7888292819051592,,0.3838858381668667,,,,
06_007,-0.8115370555000037,,0.36165318248755524,,,,
06_008,-0.7339459602164771,,0.3858418974396354,,,,
06_009,-0.5658502403090282,-0.25703726313711567,0.47794077074589736,,,,
06_010,-0.6482888771839852,,0.4466310223053302,,,,
06_011,-0.6597636122406249,,0.4389342827878225,,,,
06_012,-0.7402992294353503,,0.3868458880310905,,,,
06_013,-0.6889145965753998,,0.37215808538471024,,,,
06_014,-0.6299482337139566,,0.4066111689612227,,,,
06_015,-0.6279559214478222,,0.43445579070364954,,,,
06_016,-0.5801719004244608,-0.26901076145029995,0.4455114695217924,,,,
06_017,-0.5471220096153608,,0.4219439546353702,,,,
06_018,,,0.38408979908535573,,,,
06_019,,,0.28987424376606363,,,,
06_020,,,0.27205601587770173,,,,
06_021,,,0.31755199009884366,,,,
06_022,,,0.3609989968402244,,,,
06_023,,-0.35021151077374546,0.368733494686044,,,,
06_024,-0.5966078460935614,-0.3642156715565577,0.3523561374977858,,,,
06_025,-0.5878852267089898,,0.34407350397539144,,,,
06_026,,,0.3466710971626124,,,,
06_027,,,0.32972451181687856,,,,
06_028,,,0.3221323507141908,,,,
06_029,,,0.331921904097915,,,,
06_030,-0.5533003044739624,,0.3007627778266945,,,,
06_031,,,0.30226812830852684,,,,
06_032,,,0.3172692693780719,,,,
06_033,,,0.29229120726501456,,,,
06_034,,,0.2666168588888009,,,,
06_035,,,0.29273405790438783,,,,
06_036,,,0.26519975341100227,,,,
06_037,,,,,,,
06_038,,,,,,,
06_039,,,,,,,
06_040,,,,,,,
06_041,,,,,,,
06_042,,,,,,,
06_043,,,,,,,
06_044,,,,,,,
06_045,,,,,,,
06_046,,,,,,,
06_047,,,,,,,
06_048,,,,,,,
06_049,,,,,,,
06_050,,,,,,,
06_051,,,,,,,
06_052,,,,,,,
06_053,,,,,,,
06_054,,,,,,,
06_055,,,,,,,
06_056,,,,,,,
06_057,,,,,,,
06_058,,,,,,,
06_059,,,,,,,
06_060,-0.5359101437972202,,,,,,
06_061,-0.5010404466392886,,0.2639358900867502,,,,
06_062,-0.5682582224353433,,0.2720781617136227,,,,
06_063,-0.5939355131731082,,,,,,
06_064,-0.5155920430302778,,,,,,
06_065,-0.5598284855855103,,,,,,
06_066,-0.5796045363374198,,,,,,
06_067,-0.5256226339346378,,,,,,
06_068,,,,,,,
06_069,,,,,0.26328251118614043,,
06_070,,,,,0.26726304794362354,,
06_071,,,,,0.2768201692258743,,
06_072,,,,,0.31490651977095574,,
06_073,,,,,0.3024736184593019,,
06_074,,,,,0.27814282395057804,,
06_075,-0.5761660799540289,,,,0.24984802436601575,,
06_076,-0.5564208962846088,,,,,,
06_077,-0.6283115611895713,,,,,,
06_078,-0.6605698804846156,,,,,,
06_079,-0.693222679399936,,,,,,
06_080,-0.663725014417326,,,,,,
06_081,-0.624334982050343,,,,,,
06_082,-0.641684659052075,,,,,,
06_083,-0.6746637958435089,,,,,,
06_084,-0.6511840482111576,,0.29457709442094104,,,,
06_085,-0.6300147296885021,,0.3113343758812339,,,,
06_086,-0.6065812785866623,,0.33026728461396604,,,,
06_087,-0.6939661886372313,,0.2795363035247416,,,,
06_088,-0.6940134808449779,,,,,,
07_001,-0.6828525113631273,,,,,,
07_002,-0.621193385229333,,,,,,
07_003,,,,,0.27910844355303976,,
07_004,,,,,0.30187045946337226,,
07_005,,,,,0.2604965625677891,,
07_006,,,,,0.2396755961707957,,
07_007,-0.617193625574075,,,,,,
07_008,,,,,,,
07_009,,,,,,,
07_010,,,,,0.27621845803662565,,
07_011,,,,,0.2716788322485923,,
07_012,,,,,0.22486111954311783,,
07_013,,,,,,,
07_014,,,,,,,
07_015,,,,,,,
07_016,-0.5314005228386217,,,,,,
07_017,-0.646303259748105,,,,,,
07_018,-0.6859905185205688,,,,,,
