Tag,Distance_Center,Nationality_Italy,Education_University,Nationality_UK,Nationality_Spain,POI_Restaurants_Hotels,Intercept
01_001,,,,,,0.29443282438227436,
01_002,,,,,,0.28416773487888564,
01_003,,,,,,0.2570402381525168,
01_004,,,,,,0.24140437244530813,
01_005,,,,,,0.2795693526722527,
01_006,,,,,,0.27966131174840947,
01_007,,,,,,0.26068339000924645,
01_008,,,,,,0.2438869762185787,
01_009,,,,,,0.23492016562762272,
01_010,,,,,,0.2457332772609174,
01_011,,,,,,0.23882006576713372,
01_012,,,,,,0.23833942238821634,
01_013,,,,,,0.24655762288768265,
01_014,,,,,,0.25592461996606314,
01_015,,,,,,0.2477403623386843,
01_016,,,,,,0.2646120347429231,
01_017,,,,,,0.25936500966054843,
01_018,,,,,,0.27502540407510606,
01_019,,,,,,0.28048898734521027,
01_020,,,,,,0.29688414258583856,
01_021,,,,,,0.3071658906409525,
01_022,,,,,,0.33501975288868974,
01_023,,,,,,0.3586986336057207,
01_025,,,,,,0.3581827154988447,
01_026,,,,,,0.37034140617180544,
01_027,,,,,,0.35308355589610707,
01_028,,,,,,0.32126301486221565,
01_029,,,,,,0.32314052247025077,
01_030,,,,,,0.3460795889469226,
01_031,,,,,,0.35716479641658266,
01_032,,,,,,0.3682135826674034,
01_033,,,,,,0.3963840168899959,
01_034,,,,,,0.40067353212826723,
01_035,,,,,,0.4027238869271546,
01_036,,,,,,0.3790899914415129,
01_037,,,,,,0.4036454485744238,
01_038,,,,,,0.40213746096857267,
01_039,,,,,,0.4006514865164094,
01_040,,,,,,0.3978866066532143,
01_041,,,,,,0.40376613524761695,
01_042,,,,,,0.4045587438914435,
01_043,,,,,,0.3970258492025007,
01_044,,,,,,0.40017747804118003,
01_045,,,,,,0.39475828486879777,
01_046,,,,,,0.38432798177530253,
01_047,,,,,,0.3816392015522838,
01_048,,,,,,0.3909098117315791,
01_049,,,,,,0.379893015638037,
01_050,,,,,,0.3757973197611253,
01_051,,,,,,0.38604181121061826,
01_052,,,,,,0.3815876492466958,
01_053,,,,,,0.3921408492863611,
01_054,,,,,,0.3951733980800353,
01_055,,,,,,0.3925590368181081,
02_001,,,,,,0.3717867679496932,0.36813058806864674
02_002,,,,,,0.381930811213485,0.42967031713549025
02_003,,,,,-0.35909607682663663,0.3638914081104116,0.33353262949772355
02_004,,,,,-0.35658142939536797,0.3722799297403078,0.3764272048683829
02_005,,,,,-0.350448188407294,0.3828794451676055,0.43894549441549047
02_006,,,,,,0.39297321423491816,0.4936967067551895
02_007,,,,,,0.3973302975034563,0.5084400986059909
02_008,,,,,-0.3529954051562104,0.3783305508755095,0.40593033254110605
02_009,,,,,-0.36292541896464103,0.3651498653883428,0.33684876521716556
02_010,,,,,-0.37062712854049173,0.3579530093649963,0.2970628253992055
02_011,,,,,-0.3817660090379147,0.3531541727903624,0.2715413193487101
02_012,,,,,-0.3828588716682568,0.3444194105018696,
02_013,,,,,-0.4119648470191514,0.33291468332328156,
02_014,,,,,-0.38776024383263424,0.3283638729240028,
02_015,,,,,-0.35838474853678925,0.3453648745176868,0.287293020288946
02_016,,,,,-0.3504159907425171,0.3662884386134447,0.35403871839391793
02_017,,,,,,0.38453277550345644,0.4427398928284627
02_018,,,,,,0.37714271361224,0.423265963112507
02_019,,,,,,0.37049494359311835,0.39963587670847966
02_020,,,,,,0.3557952540093213,0.3445188502586472
02_021,,,,,-0.334204728031124,0.3296570416770289,0.28464958748277697
02_022,,,0.45204698185102055,,-0.361465440497857,0.2937121553898735,
02_023,,,0.49790479168886703,,-0.323210706703134,0.3037287784230459,0.2516276656045095
02_024,,,,,,0.3394106412713,0.31513790622264864
02_025,,,,,,0.314415184287844,0.2754260150404603
02_026,,,,,,0.3249554534646473,0.27971216800685406
02_027,,,,,,0.3137913998469216,
02_028,,,,,,0.30010715256197584,0.23833810597335456
02_029,,,0.5056920041109809,,,0.29777090936236594,0.2527178211139559
02_030,,,0.5298269941683537,,,0.2763021440851635,0.22435127001580535
02_031,,,0.5081799271887398,,,0.2718204839675077,0.20955765185803965
02_032,,,,,,0.28001763479516656,
02_033,,,,,,0.2846715057444123,
02_034,,,,,,0.30353358599137414,
02_035,,,,,,0.31980223640635674,
02_036,-0.5315003335828061,,,,,0.3044168372357531,
02_037,-0.5044648840764037,,,,,0.27898488408903643,
02_038,-0.5111673436956482,,,,,0.26281320634988237,
02_039,-0.5473965353673208,,,,,0.27414721754825966,
02_040,-0.5087007885071088,,,,,0.23523305183680104,
02_041,-0.5673613850310714,,,,,0.2603874395532666,
02_042,-0.6763336954818489,,,,,0.28199980940213404,
02_043,-0.7384820453961376,,,,,0.26811847851935305,
02_044,-0.7339271066100391,,,,,0.2995085172367145,
02_045,-0.6786536983252361,,,,,0.3068429844855489,
02_046,-0.6103833021080793,,,,,0.29766838820855296,
02_047,-0.6046907270371983,,,,,0.3214623521019603,
02_048,-0.6642397077873223,,,,,0.32067722434336104,
02_049,,,,,,0.3385933436377062,
02_050,,,,,,0.33941688014436994,0.2954964206946125
02_051,,,,,,0.3531027271535435,0.3199806224162698
02_052,,,,,,0.3576865853483044,0.3205634529704461
02_053,,,,,,0.36115889445294,0.33389631839177897
02_054,-0.6005665199880413,,,,,0.32603600187904874,
02_055,-0.6465231102804833,,,,,0.2936439778267527,
02_056,-0.509671731018929,,,,,0.34773690489578324,
02_057,-0.6180315689079497,,,,,0.29098533447377173,
02_058,-0.6509673619423997,,,,,,
02_059,-0.5656152871397243,,,,,,
02_060,-0.5838801806767343,,,,,0.25159455776779466,
02_061,,,,,,0.38222277419324596,0.4406334686605538
02_062,-0.45565738080824625,,,,,0.347198608371848,0.39347213744821785
02_063,-0.49132313399683164,,,,,0.27008214052217594,
02_064,,,,,,0.3295032656851318,
02_065,,,,,,0.3788503466230001,0.5026174177072724
02_066,,,,,,0.39652140758224275,0.5039044678512118
02_067,,,,,,0.39642644332237864,0.5105303317366097
02_068,,,,,,0.3985130306214199,0.5154141659050423
02_069,,,,,,0.4001159236312717,0.5626562225928872
02_070,,,,,,0.38653658437038946,0.5453030280878809
02_071,,,,,,0.3877222163886671,0.5637578836327911
02_072,,,,,,0.38630857098547333,0.5696089922957778
02_073,,,,,,0.3952952313009042,0.5516397023717365
02_074,,,,,,0.39302297082522686,0.49477765450660893
02_075,,,,,,0.38044725481835745,
02_076,,,,,,0.37744782781103503,
02_077,,,,,,0.3387003739269281,
02_078,,,,,,0.33530334973061343,
02_079,,,,,,0.2923737237461483,
02_080,,,,,,0.2691226445681437,
02_081,-0.4360638956984754,,,,,,
02_082,-0.47101301416055147,,,,,,
02_083,,,,,,,
02_084,-0.43445247169264306,,,,,,
02_085,-0.42527928441463464,,,,,,
02_086,-0.4789566044573589,,,,,0.27146332062195444,
02_087,-0.4565816633831509,,,,,0.27605468733560157,
02_088,-0.4491136339546251,,,,,0.27196907253745145,
02_089,,,,,,0.2772208024465373,
02_090,,,,,,0.27954216484630073,
02_091,,,,,,0.292226571549741,
02_092,,,,,,0.2895844264062111,
02_093,,,,,,0.284783785458316,
02_094,,,,,,0.2719149352632497,
02_095,,,,,,0.26951095693446164,
02_096,-0.4283531767672675,,,,,0.28069579742135575,
02_097,-0.44108148560861354,,,,,0.282891537503371,
02_098,-0.4580196228052249,,,,,0.2895944553404302,
02_099,-0.4647575523781798,,,,,0.2892487681747182,
02_100,-0.46889932719298544,,,,,0.29016307504929123,
02_101,-0.48369561323018534,,,,,0.28967019276322004,
02_102,-0.47897675222969455,,,,,0.28625668766485757,
02_103,-0.5229460411156399,,,,,0.2983418236290461,
02_104,-0.5775766629449783,,,,,0.31740977290767913,
02_105,-0.5229568782700439,,,,,0.29832481267392763,
02_106,-0.527781091309951,,,,,0.29534904136703893,
02_107,-0.5798762753188668,,,,,0.3178663126541377,
02_108,-0.6349224653023411,,,,,0.332999718676201,
02_109,-0.6749896645945528,,,,,0.3340834905824654,
02_110,-0.6173480795304238,,,,,0.32519815062751056,
02_111,-0.6720931633381128,,,,,0.30532061604980354,
02_112,-0.6291371755846252,,,,,0.2772167994503928,
02_113,-0.585644025970568,,,,,0.2967882385218581,
02_114,-0.5231066169353086,,,,,0.29710136678477184,
02_115,-0.49962756339807524,,,,,0.3056480669024644,
02_116,-0.5228112859945997,,,,,0.311916442799386,
02_117,-0.5302855403483837,,,,,0.309717172245407,
02_118,-0.482873804253211,,,,,0.2921344481920404,
02_119,-0.4890206842411757,,,,,0.3043775709513677,
02_120,-0.4687573100081109,,,,,0.3023049284251216,
02_121,-0.4475340537348846,,,,,0.2988250560039426,
02_122,-0.4411496798318677,,,,,0.296339109681817,
02_123,-0.47513002777404784,,,,,0.2921792298345047,
02_124,-0.5047761144286353,,,,,0.2654460985688126,
02_125,-0.5534693163133281,,,,,0.2526049234253328,
02_126,-0.4801763792021855,,,,,0.23807593116622497,
02_127,,,,,,0.24822175822355155,
02_128,,,,,,0.2856201654139564,
02_129,,,,,,0.2597563516159452,
02_130,,,,,,0.25834338114363775,
02_131,,,,,,0.2846511217936486,
02_132,,,,,,0.28869054539077993,
02_133,,,,,,0.26757328311477313,
02_134,,,,,,0.2852369009191231,
02_135,,,,,,0.29659536726398117,
02_136,,,,,,0.29213892559345855,
02_137,,,,,,0.297774351346188,
02_138,-0.42373497652457925,,,,,0.2943969755404464,
02_139,-0.43323847824400064,,,,,0.2857930801789639,
02_140,-0.4005886068900375,,,,,0.2905926285001227,
02_141,,,,,,0.2965417686565089,
02_142,,,,,,0.289136963557068,
02_143,-0.4020428109513954,,,,,0.2778969048795172,
02_144,,,,,,0.26768051532609344,
02_145,,,,,,0.27740507309050494,
02_146,,,,,,0.2888801165968706,
02_147,,,,,,0.2999891806567122,
02_148,,,,,,0.30441387815506454,
02_149,,,,,,0.30693009079960193,
02_150,,,,,,0.29360637720075256,
02_151,,,,,,0.2792890689373404,
02_152,,,,,,0.27479986327484907,
02_153,,,,,,0.26237035512861107,
02_154,,,,,,0.26196249909562314,
02_155,,,,,,0.24974967301926246,
02_156,,,,,,0.24211877079063018,
02_157,,,,,,0.2491069877738481,
02_158,,,,,,0.2549653996907992,
02_159,,,,,,0.26481376801909573,
02_160,,,,,,0.25722717023356234,
02_161,,,,,,0.2493101874425234,
02_162,,,,,,0.24649539754540026,
02_163,,,,,,0.25641988437422913,
02_164,,,,,,0.27602023056625524,
02_165,,,,,,0.24890709196230773,
02_166,,,,,,0.24025690838890965,
02_167,,,,,,0.2448296406104297,
02_168,,,,,,0.23583362507540387,
02_169,,,,,,0.23027891763453334,
02_170,,,,,,0.23005880481781427,
02_171,,,,,,0.22818886981706502,
02_172,,,,,,0.23037467446954887,
02_173,,,,,,0.23732639515503806,
03_001,,,,,,0.24306849831117808,
03_002,,,,,,0.24375722372242686,
03_003,,,,,,0.24937299054811338,
03_004,,,,,,0.2587301527053745,
03_005,,,,,,0.24536336719425944,
03_006,,,,,,0.23433478609081246,
03_007,,,,,,0.23627640545324288,
03_008,,,,,,0.23556912144654085,
03_009,,,,,,0.23508084521133843,
03_010,,,,,,0.22859512862203055,
03_011,,,,,,0.22996891585952528,
