Tag,Distance_Center,Nationality_Spain,Nationality_Italy,Education_University,Nationality_UK,POI_Restaurants_Hotels,Intercept
02_142,-0.44213137514971723,,,,,0.27570924695497,
02_143,-0.44324830456742825,,,,,0.27027332681622523,
02_144,-0.42296464477088697,,,,,0.2574109514276967,
02_145,-0.4099031716923654,,,,,0.26193003234389917,
02_146,-0.40271646713789827,,,,,0.2642468085646505,
02_147,-0.48049642390562375,,,,,0.27559791192118616,
02_148,-0.47885563382624563,,,-0.3361141544814694,0.23412321641545542,0.2563088621631357,
02_149,-0.3993055662006338,,,,,0.2580355583775432,
02_150,,,,,0.2423380758736515,0.2515649989571913,
02_151,-0.34355956972752144,,,,,0.25059975369608595,
02_152,-0.36283820829283453,,,,,0.2526330174353573,
02_153,-0.3350247766625677,,,,,0.24373242052810104,
02_154,,,,,,0.23937541735605702,
02_155,,,,,,0.23655173278894098,
02_156,,,,,,0.23401823043264658,
02_157,,,,,,0.23817532405289932,
02_158,-0.3548724310036499,,,,,0.2430032242283486,
02_159,-0.3815933459528311,,,,,0.25010743099596605,
02_160,-0.401878978475359,,,,,0.24601132620238172,
02_161,-0.3709762299320705,,,,,0.24057714350894688,
02_162,,,,,,0.2361274486103552,
02_163,,,,,,0.2426242151202823,
02_164,,,,,,0.25385817777623726,
02_165,,,,,,0.23643998837534594,
02_166,,,,,,0.23094742041476676,
02_167,,,,,,0.23664475942785468,
02_168,,,,,,0.22817609074794198,
02_169,,,,,,0.2264626542062566,
02_170,,,,,,0.22918744970954308,
02_171,,,,,,0.22399216792295631,
02_172,,,,,,0.2257260450360975,
02_173,,,,,,0.2285755828780241,
03_001,,,,,,0.23092847971659178,
03_002,,,,,,0.22899978683100186,0.3420726224618686
03_003,,,,,,0.23313449129272776,0.3250001646785511
03_004,,,,,,0.23517909414625224,0.3230872943689931
03_005,,,,,,0.22473688607934486,0.3491803213028965
03_006,,,,,,0.22433260528853058,0.36066032410577686
03_007,,,,,,0.22721731867055187,0.3439167708186091
03_008,,,,,,0.22686157094948878,
03_009,,,,,,0.2276873706360632,
03_010,,,,,,0.22434176620125976,
03_011,,,,,,0.22457340796704178,
03_012,,,,,,0.2237386345498247,
03_013,,,,,,0.22272226913636808,
03_014,,,,,,0.2231199097713904,
03_015,,,,,,0.22548531847515899,
03_016,,,,,,0.23044547873467247,
03_017,,,,,,0.22429695721175044,
03_018,,,,,,0.22895491030287296,
03_019,,,,,,0.2441689659780441,
03_020,,,,,,0.2727641126501271,
03_021,,,,,,0.25111288001867793,
03_022,,,,,,0.23222559829280015,
03_023,,,,,,0.22175870211592297,0.4231585027199388
03_024,,,,,,0.1926561796384219,0.351412131109059
03_025,,,,,,,0.3930298859218292
03_026,,,,,,0.18839912326823874,0.32030470604128913
03_027,,,,,,0.1827025694901547,0.307940948063772
03_028,,,,,,,0.29904895342569543
03_029,,,,,,,0.31853182535879265
03_030,,,,,,,0.3386748887649934
03_031,,,,,,,0.3582850488226702
03_032,,,,,,,0.37825811105211454
03_033,,,,,,,0.3346101336676408
03_034,,,,,,,0.3397012724236008
03_035,,,,,,,0.31481355513667053
03_036,,,,,0.2348503079528091,,0.2850621355643173
03_037,,,,,,,0.3170318792813857
03_038,,,,,,,0.3520669100237058
03_039,,,,,0.24263748358014933,,0.30605933114913125
03_040,,,,,0.24686096469506127,,0.2820453555007144
03_041,,,,,0.25508655089286975,,0.26383109013356837
03_042,,,,,0.25932285947225003,,0.27680368854177434
03_043,,,,,0.25853577754885015,,0.25576984118178736
03_044,,,,,0.26287446426914357,,0.23858643990866044
03_045,,,,,0.26689306150305936,,0.2740681530023715
03_046,,,,,0.2633520453184141,,0.23868130198695828
03_047,,,,,0.2575891741538029,0.2256036101135722,
03_048,-0.4927926314429377,,,,0.2718206319108193,0.22550025986172026,
03_049,-0.4417349366494182,,,,0.27716452958256277,0.21384817773738396,
03_050,,,,,0.2830803568177543,0.2032647769039145,
03_051,,,,,0.27892301921675877,0.18995565564857506,0.17773324159600434
03_052,,,,,0.2750063278012921,,
03_053,,,,,0.26206445116505084,0.2113572242836663,
03_054,,,,,0.26456615182018894,,0.209515759914859
03_055,,,,,0.266331417436819,,0.21406877522272946
03_056,,,,,0.26320908069774684,,0.22971334375997712
03_057,,,,,0.2713416500848652,,0.20327972707697436
03_058,,,,,0.2573637742704096,,0.23921877812040307
03_059,,,,,0.25204039786016713,0.1764673960112555,0.24646657734016686
03_060,,,,,0.2563493652163697,0.1869933715350341,0.2333859578067582
03_061,,,,,0.24764360273506217,0.18148108997089754,0.25074165275839194
03_062,,,,,0.25123375362429934,0.19158620622582115,0.23717864389154833
03_063,,,,,0.241864372167821,0.1858410040754845,0.2541013737245819
03_064,,,,,0.23333227838465895,0.18397225462959585,0.2645947868327988
03_065,,,,,0.2369487373392551,0.18631208434491286,0.25656194435692364
03_066,,,,,0.23631424715705462,0.19138730611484664,0.24125647493363636
03_067,,,,,0.23944938577388317,0.1910626552125099,0.24478295994678148
03_068,,,,,0.24557434042177098,0.1957739750355833,0.22975770056010042
03_069,,,,,0.24245048272444394,0.19806820392755714,0.2175965201281654
03_070,,,,,0.24044040857312532,0.20478545223709252,0.19905314900614504
03_071,,,,,0.2394849380081866,0.20829958743560786,0.18972270825401755
03_072,,,,,0.2366635682572084,0.2125148133004891,0.1801121724864533
03_073,,,,,0.24320737681258678,0.22225327620309127,0.16245848628123105
03_074,,,,,0.23426231897682132,0.22537352679873793,0.1533433846680165
03_075,,,,,,0.21853598445734584,0.16092250686605153
03_076,,,,,,0.22550930369278313,0.13971082027532714
03_077,,,,,,0.23303501864396448,
03_078,,,,,,0.22955087568285854,
03_079,,,,,,0.24223935217280085,
03_080,,,,,,0.2516012435462474,
03_081,,,,,,0.24774282173834622,
03_082,,,,,,0.24181587730748635,
03_083,,,,,,0.23419570317293367,
03_084,,,,,0.22010348161885995,0.2341970715766372,
03_085,,,,,,0.23673116502649225,
03_086,,,,,0.2197190024604858,0.23144052900932433,
03_087,,,,,0.23421705724261035,0.226205385184516,
03_088,,,,,0.24976738833973616,0.22178902394742703,
03_089,,,,,0.26472277158004315,0.22013990405092218,
03_090,,,,,0.2705264868923276,0.21668319327745963,0.17049554358380506
03_091,,,,,0.2631986246344606,0.22065866662865252,0.1656600615447146
03_092,,,,,0.2505651808403646,0.2250310299220929,
03_093,,,,,0.23239906171300564,0.23008016168992285,
03_094,,,,,0.2465756075080542,0.22515763263552036,0.15046881662902994
03_095,,,,,0.2520014893437359,0.21931401235465497,0.17253294633514532
03_096,,,,,0.2617410473052525,0.21453324359869314,0.18508170612585376
03_097,,,,,0.25265571639827455,0.2096414932593147,0.19492856695780325
03_098,,,,,0.2535537005187262,0.2014703613636948,0.21286753865237468
03_099,,,,,0.25825807183427696,0.19850143888414468,0.2203444833574121
03_100,,,,,0.2637415666580335,0.20656406357063817,0.20051764792834978
03_101,,,,,0.26725463982769965,0.20283515489392542,0.20513961269861902
03_102,,,,,0.2672186809605434,0.1980996042868153,0.20972257750336434
03_103,,,,,0.27423257467929085,0.1922999311259237,0.19576546427540065
03_104,,,,,0.2773109076600463,0.20120401755771283,0.18612691004034307
03_105,,,,,0.27604688407172595,0.21044594830203492,0.17517922623303084
03_106,,,,,0.2863472615264155,0.21236285550276734,
03_107,,,,,0.2817248259168573,0.21729265281561444,
03_108,,,,,0.27342307649951425,0.21309769631767564,0.1594737076348406
03_109,,,,,0.2721614187568625,0.2155354076976724,
03_110,,,,,0.26513491823743973,0.21747760028703625,
03_111,,,,,0.272730566546696,0.22172123189063764,
03_112,,,,,0.2686223952091391,0.22649290154174542,
03_113,-0.5412706950230465,,,-0.2991081301198465,0.26036557282083206,0.25631937864266624,
03_114,-0.6557015895021048,,,-0.3218870289621636,0.23909324520424163,0.28908655030960645,
03_211,,,,,,,0.32913328809612563
03_212,,,,,,,0.3018685093096118
03_213,,,,,,,0.2981431701522756
04_001,-0.6302134796071377,,,-0.30109052209557163,,0.28547232870946176,
04_002,-0.39245256979274695,,,-0.2531880928185114,0.23421919063474125,0.24032199610807817,
04_003,-0.49649751610458454,,,-0.27629323874305156,0.24032243754832244,0.256011031930807,
04_004,,,,,0.25375632079984345,0.23377361360768603,
04_005,,,,,0.2580392201491716,0.22034891995250006,
04_006,,,,,0.24772543171234676,0.21893115292204246,
04_007,,,,,0.24291276750348628,0.21879173368750834,
04_008,,,,,0.2330680910853791,0.21797958691542793,
04_009,,,,-0.23054237320948412,0.21607875023669335,0.2168549726142166,
04_010,,,,-0.2556036523792873,,0.2126629952823242,
04_011,,,,-0.2598322920176163,,0.22373299104520358,
04_012,-0.42887515546319954,,,-0.26859669888404347,,0.24548560994786112,
04_013,-0.5457891288877478,,,-0.26855164154223465,,0.2643991787777878,
04_014,-0.6751443145326145,,,-0.27315660915005124,,0.29551901961345206,
04_015,-0.5817460448475091,,,-0.2780392144100417,,0.27574631720939907,
04_016,-0.709441481345614,,,-0.3102505730773438,,0.3085712419455392,
04_017,-0.7785690593161063,,,-0.2995328655021636,,0.32746601444727896,
04_018,-0.8410951950129415,,,,,0.3581665804797469,
04_019,-0.840814642464064,,,,,0.3629392529765957,
04_020,-0.8277491169406656,,,,,0.33963839698187975,
04_021,-0.7963564011332264,,,,,0.3132528098182953,-0.3438394597312259
04_022,-0.5681515387090789,,,-0.25290297236839676,,0.24358881669220123,
04_023,-0.5752575873107638,,,,,0.2104318311423429,
04_024,,,,-0.32431599550409485,,0.18544426750843931,
04_025,,,,-0.2895230824560576,,0.21173580705653394,
04_026,,,,-0.28355359059249774,,0.21111705855086862,
04_027,,,,-0.3153799875386674,,0.20132386093300256,
04_028,,,,-0.32919034107738937,,0.20120349872323376,
04_029,,,,-0.324575760749422,,0.2085712381726979,
04_030,,,,-0.27017801977287775,,0.2179847333403562,
04_031,,,,-0.23371178686711294,,0.216087356596774,
04_032,,,,,0.22599778532439316,0.2203188626897994,
04_033,,,,,0.21331971305341202,0.22304953043336564,
04_034,,,,-0.20637790835244887,,0.22734584461249335,
04_035,,,,,,0.2271144330942999,
04_036,,,,-0.22339248974547535,,0.2345815489259315,
04_037,,,,,,0.23773629938820773,
04_038,,,,,,0.24444670818114067,
04_039,,,,-0.2306083169275709,,0.24700846712221222,
04_040,,,,,,0.25095799946410297,
04_041,,,,-0.2238527048348784,,0.25586232778493084,
04_042,,,,-0.19464581546413814,,0.2576740084304345,
04_043,,,,-0.30292075194077017,,0.25424677255978134,
04_044,,,,-0.2712592632087944,,0.26083880855090813,
04_045,,,,-0.2849520991283907,,0.2618654408156302,
04_046,,,,-0.3053990203146637,,0.25929685219525755,
04_047,,,,-0.3419928703381349,,0.25509069303895876,
04_048,,,,-0.2720868069044569,,0.22891631388555572,
04_049,,,,-0.3335214648639816,,0.23500923120965414,
04_050,,,,-0.36757955447330287,,0.18773702846234783,
04_051,,,,-0.38217121028933,,0.18703796674948267,
04_052,,,,-0.3882388516782065,,0.20301171904229712,
04_053,,,,-0.3949334870635719,,0.22822818355625807,
04_054,,,,-0.3754506497734335,,0.2466695360109148,
04_055,,,,-0.41722485675659726,,0.20954995994197226,
04_056,,,,-0.42976476820980675,,0.2287521225433044,
04_084,,,,-0.28477398863817815,,0.22521735777194357,
05_001,,,,,0.25007773290492297,0.2453094676349056,
05_002,,,,-0.23202748692581873,0.4193888840326654,,
05_003,,,,-0.31796600723704876,,0.215126355025111,
05_004,,,,,0.2850229194285711,,
05_005,,,,-0.393062417788225,,0.1986330067043938,
05_006,,,,-0.4175604894631397,,0.19289937419218986,
05_007,,,,-0.3631823543948556,,0.17681797526419443,
05_008,,,,,,,
05_009,,,,-0.3561122333445622,,0.17654625949829186,
05_010,,,,-0.3450827381935341,,0.1749921722840942,
05_011,,,,,,0.16739140123410615,
05_012,,,,,,0.16913606704915762,
05_013,,,,-0.3569250799859835,,0.17709461763088646,
05_014,,,,-0.39079335052153885,,0.18501248653794403,
05_015,,,,-0.34536358131007683,,0.17696400168685342,
05_016,,,,-0.3369486590485501,,0.175876606598115,
05_017,,,,-0.39500691467363114,,0.1884452450973309,
05_018,,,,-0.357178513117867,,0.1790141467367743,
05_019,,,,-0.31371154742785184,,0.1776436093154558,
05_020,-0.5202564686826088,,,,,0.189868234673594,
05_021,-0.6981300452529732,,,,,0.21318576077120585,-0.3413410502067279
05_022,-0.5294705957749022,,,,,0.1849038899713799,
05_023,-0.36773222918704895,,,,,0.17257516795822572,
05_024,-0.5229264731576069,,,,,0.1805505534058567,
05_025,-0.5643587064883165,,,,,0.17954104864211337,
05_026,-0.5231412581850082,,0.287531818564463,,,,
05_027,-0.4793259660843399,,,,,0.16497344332797453,
05_028,-0.3732217424845321,,,,,0.16044903482413023,
05_029,-0.4380542525028734,,,,,,
05_030,-0.4759985565060863,,,,,,
05_031,-0.4575630399007353,,,,0.2018708169495145,,
05_032,-0.4153455743674223,,,-0.2534431925638951,0.33471409203544356,,
05_033,-0.5585159411595103,,,-0.26184219709494283,0.3985496057658596,,
05_034,-0.663686589286324,,,-0.25406817483135974,0.3630930825277814,,
05_035,-0.6279944528987258,,,-0.27579950504438533,0.2998413544093041,,
05_036,-0.6083389233213575,,,-0.2840687716373046,0.2937218181293273,,
05_037,-0.6030898746402695,,,-0.33565065610445205,0.25110456596785014,,
05_038,-0.5871233956260657,,,-0.3980802873282114,0.21710903810134832,,
05_039,-0.582643714801164,,,-0.32008207200261934,0.2534876014237613,,
05_040,-0.5704402149094717,,,-0.3788962523833287,0.2151654572365109,,
05_041,-0.5782330360953297,,,-0.4127036888817403,,,
05_042,-0.5750108120608556,,0.28435870982190786,,,,
05_043,-0.5638102846523803,,,-0.3797886074221909,,,
05_044,-0.5571327299805543,,0.28430869772879447,,,,
05_045,-0.5437952986764978,,0.27569924729789885,-0.3458711013675892,0.20500431380708664,,
05_046,-0.513620518035562,,0.2820192691208737,,,,
05_047,-0.5504306366102336,,0.29275279131936854,,,,
05_048,-0.5893002617627175,,0.2964140023045587,,,,
05_049,-0.6473298592261822,,0.28848192555179203,,,0.2044387319743698,
05_050,-0.5849308810773381,,0.2869058829934726,,,,
05_051,-0.5426172509494844,,,,,0.23266563844482221,
05_052,-0.6171832402607659,,,,,0.2197147933885664,
05_053,-0.7202313007569777,,,,,0.22439182348460807,
05_054,-0.7681341233196987,,,,,0.25915295272439803,
05_055,-0.766840480603172,,,,,0.23383026646077512,-0.4118384355678094
05_056,-0.8235930592638064,,,,,0.2787135560455048,-0.4202952192804071
05_057,-0.834151263843271,,,,,0.31160991758424234,-0.40363355392983236
05_058,-0.7806931013904727,,,,,0.32323499625956675,
05_059,-0.7434197462697798,,,,,0.36759758519601354,
05_060,-0.6963718322043401,,,,,0.3099491301731114,
05_061,-0.622985987637382,,,,,0.3799519801271803,
05_062,-0.6333751453959249,,,,,0.30382901982993255,
05_063,-0.54842660751311,,,,,0.2949407463956652,
05_064,-0.5245341423628339,,,,,0.3486618117736141,
05_065,-0.49690086418843493,,,,,0.3690832696239093,
05_066,,,,,,0.343226504177275,
05_067,,,,,,0.2953005779468754,
05_068,,,,,,0.23455141115106845,
05_069,,,,,,0.2835376520713207,
05_070,,,,,,0.2843363548867704,
05_071,,,,,,,
05_072,,,,,,0.2811151389272824,
05_073,-0.4326174493073113,,,,,0.23282621933037695,
05_074,-0.46528125253896513,,,,,0.27171159731581246,
05_075,-0.4708780184777611,,,,,0.20641749746969193,
05_076,-0.5004454253104228,,,,,0.2214313649766896,
05_077,-0.5514034264535388,,,-0.41031564479660354,,,
05_078,-0.5457991728303657,,,,,,
05_079,-0.49747177958887145,,,,,0.19213167551805227,
05_080,-0.5135447161325453,,,,,,
05_081,-0.4848469967814883,,,,,,
05_082,-0.4826033078265255,,,,,,
05_083,-0.48550610707191244,-0.357145184347786,,,,,
05_084,-0.534829371948177,,,-0.3392233299782164,,,
05_085,-0.5359883184817937,,,,,,
05_086,-0.5502111896754711,,,-0.3953260377938845,,,
05_087,-0.5528559644653722,,,-0.409540326687277,,,
05_088,-0.6050648510763066,,,-0.318272722803729,0.20996016216626284,,
05_089,-0.5806836102149763,,,,,,
05_090,-0.658235507260795,,,,0.2404484868303008,,
05_091,-0.7489549063831966,,,,0.2861103922801418,,
05_092,-0.6561328741497924,,,-0.2749437534766302,0.26524275720687296,,
05_093,-0.6108456129693969,,,-0.3411134579319784,0.2447682332621313,,
05_094,-0.6594172291461481,,,-0.2592750846879213,0.3103536457038004,,
05_095,-0.701084129188253,,,-0.239276516769391,0.36262241076904106,,
05_096,-0.7185021794425029,,,-0.2315336905844816,0.3435490114603762,,
05_097,-0.6888055143995163,,,,0.3067229340635868,,
05_098,-0.7410338758548367,,,,0.32437980276297995,,
06_001,-0.6000594647494412,,,,0.213879966422887,,
06_002,-0.5466506795631357,,,,0.2155661300256951,,
06_003,-0.659169180458333,,,,0.2767331215914396,,
06_004,-0.7353209573057442,,,,0.31717086309638143,,
06_006,-0.7656231140301485,,,,0.37297146856134816,,
06_007,-0.7676621310444923,,,,0.3490673709245528,,
06_008,-0.735242092134334,,,-0.22685825793939832,0.36604940927392854,,
06_009,-0.5694556405974114,,,-0.25742554779104376,0.45122336537580615,,
06_010,-0.6671631502528717,,,-0.24189025554181057,0.425587748746226,,
06_011,-0.7000567023877522,,,-0.23640140740996668,0.4161740906722478,,
06_012,-0.7942318005763156,,,,0.3688265933605598,,
06_013,-0.7856504696022375,,,,0.34067111512646464,,
06_014,-0.7358120380768476,,,,0.37256388206422664,,
06_015,-0.7034347861970609,,,-0.22760172930812808,0.40194035913324955,,
06_016,-0.6719284363712139,,,,0.38990993724080075,,
06_017,-0.6857859549136981,,,,0.3671188749328544,,
06_018,-0.5435496221701476,,,,0.3219079519024154,,
06_019,-0.5542756009255202,,,,0.2471062120606881,,
06_020,,,,,,,
06_021,,,,,0.24930710834933725,,
