Tag,Distance_Center,Nationality_Italy,Nationality_Spain,Education_University,Nationality_UK,POI_Restaurants_Hotels,POI_Daily_Others,Intercept
02_127,-0.6019829626983653,,,,0.2565788713791984,0.2616092428802241,,
02_128,-0.5763950692851392,,,,0.24842562518593136,0.2636146448978311,,
02_129,-0.5682017167960471,,,,0.2627366494073981,0.25556779985426437,,
02_130,-0.5073295231654155,,,-0.33102575583598676,0.2757475047536673,0.24471680200506668,,
02_131,-0.47424762951786403,,,,0.26912753308447,0.24269640343805446,,
02_132,-0.4930641134976942,,,-0.3266844327835319,0.2599026271395915,0.24502732948610645,,
02_133,-0.5291711135455728,,,,0.2670094115030125,0.24805332169053068,,
02_134,-0.5416626838909904,,,,0.25925443355155403,0.25153264746569354,,
02_135,-0.5097355279471982,,,,0.24863345913299598,0.24819456279680652,,
02_136,-0.5391724449782317,,,,0.24872476845653757,0.25393861573007714,,
02_137,-0.5092373158383158,,,,0.2384681034308062,0.25451981307005567,,
02_138,-0.4727997374088768,,,,,0.25620644861004055,,
02_139,-0.42796043799016686,,,,,0.2422502474024317,,
02_140,-0.4328562307791326,,,,,0.2507290747363822,,
02_141,-0.44741646154996706,,,,0.23303795615043893,0.2547443552582324,,
02_142,-0.4026635989468326,,,,,0.25045568195399387,,
02_143,-0.4051768400466187,,,,,0.23772194299404306,,
02_144,-0.38747273352621486,,,,,0.232151088368448,,
02_145,-0.37356305428664555,,,,,0.24309428756800092,,
02_146,-0.3669942349068207,,,,0.23475150310512063,0.25175028486755063,,
02_147,-0.43656431449238403,,,,0.23688784723031853,0.25369549537403263,,
02_148,-0.43840574946388855,,,,0.24739807393957378,0.24903047606759335,,
02_149,,,,,0.24387978478959965,0.2571888246621657,,
02_150,,,,,0.24797289089311136,0.25915257548404597,,
02_151,,,,,0.23836159747747035,0.2499758367750681,,
02_152,,,,,,0.24560364502632723,,
02_153,,,,,,0.24105801784776026,,
02_154,,,,,,0.2444569939408441,,
02_155,,,,,,0.23795260786710648,,
02_156,,,,,,0.23355213870402441,,
02_157,,,,,,0.2349320322183635,,
02_158,,,,,,0.23468634338693833,,
02_159,,,,,,0.23734318541343405,,
02_160,,,,,,0.2275036118724003,,
02_161,,,,,,0.22851126817476913,,
02_162,,,,,,0.22183769934090491,,
02_163,,,,,,,,
02_164,,,,,,0.22824736979105167,,
02_165,,,,,,,,
02_166,,,,,,,,
02_167,,,,,,0.22944664921012492,,
02_168,,,,,,0.2243828976447642,,
02_169,,,,,,0.22426317663664705,,
02_170,,,,,,0.22691328506816494,,
02_171,,,,,,0.22659768723954185,,
02_172,,,,,,0.22597662968085622,,
02_173,,,,,,0.23013203715650732,,
03_001,,,,,,0.23716934488709093,,
03_002,,,,,,0.24215230190828946,,0.3354221337889068
03_003,,,,,,0.241903128647063,,0.3235173647416164
03_004,,,,,,0.24760288913524514,,0.31936306744533244
03_005,,,,,,0.24782909973911482,,0.33034994184829164
03_006,,,,,,0.23911771517848857,,0.348539571534118
03_007,,,,,,0.23721338991079163,,0.3384106943765461
03_008,,,,,,0.2340921512616195,,
03_009,,,,,,0.23215900602814968,,
03_010,,,,,,0.22909343807135993,,
03_011,,,,,,0.2316156851959874,,
03_012,,,,,,0.22763765797334382,,
03_013,,,,,,0.2290337371009701,,
03_014,,,,,,0.22712656472137302,,
03_015,,,,,,0.2258007658399254,,
03_016,,,,,,,,
03_017,,,,,,,,
03_018,,,,,,,,
03_019,,,,,,0.22685897132073182,,
03_020,,,,,,0.24050533639663668,,
03_021,,,,,,0.2292050876118217,,
03_022,,,,,,,,
03_023,,,,,,0.22842159555141117,,
03_024,,,,,,0.24072671664781303,,0.3170349317341381
03_025,,,,,0.2980230089188666,,,0.4430631567957731
03_026,,,,,0.2586484462708476,,,0.33557073553227335
03_027,,,,,0.2565555825635116,,,0.3203736141750022
03_028,,,,,0.25773862835869144,,,0.31245997768213457
03_029,,,,,0.26355254912668824,,,0.3377764789685589
03_030,,,,,0.2675304537777643,,,0.3695382960084843
03_031,,,,,0.2754967504529647,,,0.40232008128814667
03_032,,,,,0.28237216420859884,,,0.4270368139377851
03_033,,,,,0.2733505211643913,,,0.3716596772563393
03_034,,,,,0.271362293109485,,,0.376111557069295
03_035,,,,,0.2655585841297194,,,0.341340977390896
03_036,,,,,0.2600219825063521,,,0.3022648225208151
03_037,,,,,0.26778140090292196,,,0.3474935409174814
03_038,,,,,0.28191406904088584,,,0.3913128536544749
03_039,,,,,0.27100000743003666,,,0.33644516207189895
03_040,,,,,0.2703043040310218,,,0.3088696211815077
03_041,,,,,0.2764751588932804,,,0.2872712846355826
03_042,,,,,0.2797589609076809,,,0.29442677578616444
03_043,,,,,0.27862975536404955,,,0.2756041767002984
03_044,,,,,0.2785394681927887,,,0.24981135262534088
03_045,,,,,0.2767509152366533,0.24215838230175188,,0.27393524645690176
03_046,,,,,0.27437648487291977,0.23922502035898044,,0.2417509996018552
03_047,,,,,0.26709201957493073,0.24825739602816563,,
03_048,-0.45955195105359026,,,,0.28173858332673224,0.24268028497332997,,
03_049,,,,,0.2861022448116499,0.24305062001133784,,
03_050,,,,,0.2904667137727412,0.24101136694228945,,
03_051,,,,,0.28877378801304004,0.23234785535708544,,0.18043210802487017
03_052,,,,,0.28624071689458513,0.23321875558662297,,
03_053,,,,,0.2722915707505286,0.2446813851448999,,
03_054,,,,,0.2771491436998242,0.2305239486593376,,0.21487036842119034
03_055,,,,,0.28132712680227945,,,0.22471859061230792
03_056,,,,,0.2800044345312965,,,0.24484776059140922
03_057,,,,,0.2828765843525048,0.22176006503284457,,0.21174721011394826
03_058,,,,,0.27299745808828735,0.20761243435164115,,0.25526367893215013
03_059,,,,,0.2681150629044315,0.20847784711198364,,0.260439727851021
03_060,,,,,0.2693349915510205,0.2200648214998985,,0.24029061560018017
03_061,,,,,0.26496547638969986,0.20990463149233535,,0.26062045677518586
03_062,,,,,0.2681353697711305,0.22002417176885106,,0.23704091865092444
03_063,,,,,0.26269453568023116,0.20918535041174852,,0.25768978971268913
03_064,,,-0.22932970772093594,,0.2601049634795466,0.2005077790616862,,0.2656933807644635
03_065,,,-0.2310194353597949,,0.261721484214714,0.2051508617471354,,0.2560353552903807
03_066,,,-0.24153014748582236,,0.26069005181483834,0.20999206367768408,,0.23424819484461434
03_067,,,-0.23657144700528304,,0.26177363625727523,0.21141502410197996,,0.24067918741813887
03_068,,,-0.24084412364839702,,0.26521699099124973,0.21926855242658203,,0.22170640280675746
03_069,,,-0.245258968059224,,0.26277695478188956,0.22117585284794464,,0.2058403253098952
03_070,,,-0.24631391538230465,,0.25797221678649357,0.22923611564966007,,0.1847803491845064
03_071,,,-0.24474158491542986,,0.2555335026083545,0.23349607827546273,,0.17465183154933617
03_072,,,-0.2432585278122644,,0.25134010538890156,0.23770031133902203,,0.16449427106928766
03_073,,,,,0.25087830219314655,0.25074362291131047,,0.14598995349792276
03_074,,,,,0.24255875958366244,0.2520545437261439,,
03_075,,,-0.23629639747281606,,0.23870058734523042,0.24264439463656204,,0.14507080598811645
03_076,,,,,,0.24755806096717756,,
03_077,,,,,,0.2538038523580833,,
03_078,,,,,,0.2538115945579144,,
03_079,,,,,,0.2613261957977842,,
03_080,,,,,,0.26835479684219754,,
03_081,,,,,,0.26613201865843455,,
03_082,,,,,,0.26295392314081223,,
03_083,,,,,,0.26051331375908776,,
03_084,,,,,,0.2610759258557231,,
03_085,,,,,,0.2617564612303842,,
03_086,,,,,,0.2602621304981532,,
03_087,,,,,0.23097536622975057,0.2580664653378191,,
03_088,,,,,0.2437180897488497,0.2558620753692857,,
03_089,,,,,0.25893417532912366,0.25500045278622036,,
03_090,,,,,0.2700917462840343,0.2527914825720226,,0.15768747980580203
03_091,,,,,0.2637621467991101,0.25461709483022293,,0.15061056568663012
03_092,,,,,0.24755207344812644,0.25760936585752753,,
03_093,,,,,0.23272002999493288,0.2597131494323716,,
03_094,,,,,0.24947016540207037,0.2560628181456179,,
03_095,,,-0.23141524686217657,,0.2587261933899265,0.24938121486813422,,0.15664929145642417
03_096,,,-0.231131110559462,,0.26799540963608565,0.24721238558590466,,0.17106828045635686
03_097,,,-0.24072631449860007,,0.26438094325905825,0.23828392156527323,,0.18103557946227486
03_098,,,-0.2401138265456766,,0.2687202404322216,0.2293518652506934,,0.20211651648044954
03_099,,,-0.22649278300389047,,0.27168904946607986,0.23002869100392942,,0.21538280704206586
03_100,,,-0.22983508757695773,,0.2730927920257775,0.2400241614491312,,0.19009167894761345
03_101,,,,,0.27547815032748674,0.23860936904329275,,0.2006360854404758
03_102,,,,,0.27537759989925825,0.2349048203381422,,0.21034049940123098
03_103,,,,,0.28173972288427473,0.2331020799524551,,0.20000890597390156
03_104,,,,,0.2821917485954607,0.24090929398884844,,0.1862262538732862
03_105,,,,,0.27722094497434324,0.24749767497850414,,0.16746652750707838
03_106,,,,,0.2848035603849997,0.2450394778299577,,
03_107,,,,,0.2735396042677091,0.24591056346606552,,
03_108,,,,,0.27063921347404596,0.24879307402223802,,0.1484267801154179
03_109,,,,,0.26375867236905215,0.2504732573247048,,
03_110,,,,,0.2546940948232316,0.25246413166348375,,
03_111,,,,,0.26127304181595484,0.24818107910131618,,
03_112,,,,,0.25499608709175736,0.25026145891231444,,
03_113,-0.5256986022704491,,,-0.31116994405438464,0.2548387541878644,0.25889572415255613,,
03_114,-0.6309502987642251,,,-0.32814174595959966,0.23452964929201706,0.2739351355377836,,
03_211,,,,,0.27007427558416397,,,0.36122037930526424
03_212,,,,,0.261227723135172,,,0.32166953159503286
03_213,,,,,0.26153311810677815,,,0.32016001755074414
04_001,-0.6043764768416887,,,-0.3131143328510437,,0.2745611780752896,,
04_002,,,,-0.2791633295936321,,0.25615558388138265,,
04_003,-0.4833645426079847,,,-0.29811275889900224,0.2285306416089318,0.26133788760749993,,
04_004,,,,-0.26700928027448106,0.23954014599324538,0.25266486598173954,,
04_005,,,,,0.24495615323896805,0.25086059412704254,,
04_006,,,,,0.23923040157640532,0.2535379970322978,,
04_007,,,,-0.22852784290458505,0.2330258721348472,0.2520557292190287,,
04_008,,,,-0.24447699488140967,0.22437087480953005,0.2514813045159382,,
04_009,,,,-0.2606427829807238,,0.2507416546125204,,
04_010,,,,-0.2821539040516932,,0.24807057088632145,,
04_011,,,,-0.28628888851713763,,0.2511191347310586,,
04_012,-0.394454154979149,,,-0.28721853160744176,,0.2603788571776803,,
04_013,-0.48852491079710847,,,-0.2775791572891854,,0.2694696109407868,,
04_014,-0.6020691967816814,,,-0.2731682261523279,,0.28303615893251677,,
04_015,-0.539288186698771,,,-0.288798709143621,,0.27152970740426763,,
04_016,-0.667214311563497,,,-0.3133479002926919,,0.2867262227547007,,
04_017,-0.7099837481021107,,,-0.2924528092018648,,0.2976263408266914,,
04_018,-0.7550771798604358,,,,,0.3165969888818119,,
04_019,-0.7087463762194758,,,,,0.32544259118328045,,
04_020,-0.7139170978554581,,,,,0.3094698211830254,,
04_021,-0.6622590945913529,,,,,0.300534061505283,,
04_022,-0.4889478006565383,,,-0.25925749005765253,,0.26023430124136065,,
04_023,-0.5059121836320506,,,,,0.2392621965817423,,
04_024,,,,-0.31019114657744334,,0.23881958399997708,,
04_025,,,,-0.30568304375678684,,0.24837975230137685,,
04_026,,,,-0.3040799062587459,,0.24816711162352115,,
04_027,,,,-0.32321277162769046,,0.24611872839146776,,
04_028,,,,-0.3326257478585917,,0.24824973441893292,,
04_029,,,,-0.32489307912790855,,0.2512467678951319,,
04_030,,,,-0.2823362545852203,,0.25129171806199446,,
04_031,,,,-0.2560477373764629,,0.2504247631133421,,
04_032,,,,,0.22186715061582776,0.2546531612607914,,
04_033,,,,,,0.2553960131494258,,
04_034,,,,-0.2230955685767651,,0.2559099004436747,,
04_035,,,,,,0.25781547538510824,,
04_036,,,,-0.23202025239136453,,0.25895241937030833,,
04_037,,,,,,0.26085362919780264,,
04_038,,,,,,0.26428577962475974,,
04_039,,,,-0.2328921532197265,,0.2675205579250239,,
04_040,,,,-0.19382260912105817,,0.26918142130509853,,
04_041,,,,-0.2232368559671436,,0.27420519123843856,,
04_042,,,,-0.1950094002481923,,0.2746404766998309,,
04_043,,,,-0.2851552554449016,,0.2807140218576606,,
04_044,,,,-0.2587055329905153,,0.28219213454590136,,
04_045,,,,-0.2680649560239645,,0.28538766656118564,,
04_046,,,,-0.28377806462171384,,0.28630067651441615,,
04_047,,,,-0.3100015710949987,,0.2905278872394778,,
04_048,,,,-0.2741733780545965,,0.2572856409136994,,
04_049,,,,-0.31295577041631245,,0.2697112312518442,,
04_050,,,,-0.34518313967996406,,0.2464329252906708,,
04_051,,,,-0.35092852315210904,,0.24876358604604842,,
04_052,,,,-0.35587904915077223,,0.25773673865200436,,
04_053,,,,-0.3499158787710268,,0.2781415752352502,,
04_054,,,,-0.33232826297534257,,0.2915541179563641,,
04_055,,,,-0.3647318098653962,,0.26851895143137194,,
04_056,,,,-0.36901571357306306,,0.29724115701048665,,
04_084,,,,-0.28664996618495797,,0.2560700593650507,,
05_001,,,,-0.35098441292534793,0.28167553134331996,0.3129775797653273,,
05_002,,,,-0.34485571614756605,0.43772602752558154,,,
05_003,,,,-0.37481167673207927,0.23888803645510454,0.2843118739123711,,
05_004,,,,-0.32236252716731484,0.2996834368237264,,,
05_005,,,,-0.3582857519456139,,0.27299305413672903,,
05_006,,,,-0.34927954784536214,,0.25876796359206833,,
05_007,,,,-0.30419158390425083,,0.24136456707709725,,
05_008,,,,,,0.20232021721458213,,
05_009,,,,,,0.2414854796220613,,
05_010,,,,,,0.23726892125903631,,
05_011,,,,,,0.22293072240614434,,
05_012,,,,,,0.22426870878394592,,
05_013,,,,-0.2880843457792263,,0.23893120200787368,,
05_014,,,,-0.33509249272077657,,0.24840221355071737,,
05_015,,,,-0.28730587989050993,,0.2381715134699159,,
05_016,,,,-0.2852955918005985,,0.237972282979567,,
05_017,,,,-0.3524817108195267,,0.2513212955326581,,
05_018,,,,-0.31715251709624726,,0.24112091806424896,,
05_019,,,,-0.27702782076976007,,0.2338340277011163,,
05_020,-0.49994721032398215,,,,,0.22647496016580598,,
05_021,-0.6199237429397257,,,,,0.23569769318613354,,-0.34789701449686117
05_022,-0.5250624674970796,,,,,0.22010790280352646,,
05_023,-0.40426426079442385,,,,,0.22222255944784103,,
05_024,-0.534591956908135,,,,,0.21333511981006298,,
05_025,-0.568439935292228,,,,,0.20066875377507315,,
05_026,-0.5461946198317568,0.2908771551640177,,,,,,
05_027,-0.5169900954408265,,,,,0.19616865667231115,,
05_028,-0.42837634443693534,,,,,0.20664510679581474,,
05_029,-0.4928951594366215,,,,,,,
05_030,-0.5254764302690895,,,,,,,
05_031,-0.5084037949210765,,,-0.3155698434447264,0.20725767680570506,,,
05_032,-0.48182861396139304,,,-0.34297514098382137,0.3423361502172919,,,
05_033,-0.5787144732237995,,,-0.28202773420562005,0.40871440133023673,,,
05_034,-0.6690610932245344,,,-0.24763212317441832,0.36237605911171933,,,
05_035,-0.6177280071162978,,,,0.2916752809664669,,,
05_036,-0.6034872802358597,,,-0.2708606559228455,0.2885468607851668,,,
05_037,-0.5748878045760687,,,,0.24556617639558184,,,
05_038,-0.5449107176044603,,,,0.21590240980887024,,,
05_039,-0.5788773691503606,,,-0.2958061851301155,0.25135744397597926,,,
05_040,-0.5568832657840471,,,,0.21816910384638333,,,
05_041,-0.5261814283462566,,,,,,,
05_042,-0.5312960529401194,0.3137550723472153,,,,,,
05_043,-0.5479039134246236,0.28684410841597807,,,,,,
05_044,-0.5504270704839823,0.29545479306880773,,,,,,
05_045,-0.5574369460569469,,,,0.20958975125794319,,,
05_046,-0.5418305503619372,,,,,,,
05_047,-0.5502921149515876,0.30688748211823225,,,,,,
05_048,-0.5558754421797821,0.32687538910170894,,,,,,
05_049,-0.575360139486926,0.3400452814872569,,,,0.20594630080179785,,
05_050,-0.5098381785573999,0.33392954175646433,,,,,,
05_051,-0.42328271074577983,0.3239049737744856,,,,0.21744175255315967,,
05_052,-0.49591021760181103,0.35406811659731097,,,,0.2153202711700383,,
05_053,-0.6117859165459703,0.33320018119988865,,,,0.2328294152758163,,
05_054,-0.6051626031043214,0.3191159015569382,,,,0.26599179143407525,,
05_055,-0.6498975830842837,,,,,0.24801294964818624,,
05_056,-0.6569868468056688,,,,,0.2875150619086682,,
05_057,-0.6669233870646062,,,,,0.30763112373748286,,
05_058,-0.594156350147714,,,,,0.31638383210514454,,
05_059,-0.6063287107495718,,,,,0.32732522683263976,,
05_060,-0.515315149389445,,,,,0.30182359244578033,,
05_061,-0.5300671857186057,,,,,0.32534260121478387,,
05_062,-0.46738144662917724,0.316301591514372,,,,0.29056393429984995,,
05_063,,0.31213095813510183,,,,0.27317677188331796,,
05_064,-0.40737474224710374,,,,,0.3060951449944893,,
05_065,-0.4442814747109219,,,,,0.30886065201768076,,
05_066,,,,,,0.28698011392702727,,
05_067,,,,,,0.2532219182893897,,
05_068,,,,,,,,
05_069,,,,,,0.23577055525408838,,
05_070,,,,,,0.2371391137184077,,
05_071,,,,,,,,
05_072,,,,,,0.23728734453347408,,
05_073,,,,,,,,
05_074,,,,,,0.237532529451799,,
05_075,,,,,,,,
05_076,,0.2847779114272055,,,,,,
05_077,-0.4768454232128524,,,,,,,
05_078,-0.46574807089084874,,,,,,,
05_079,,,,,,,,
05_080,,,,,,,,
05_081,,,,,,,,
05_082,,,,,,,,
05_083,,,-0.38929296170934463,,,,,
05_084,-0.46350030062234193,,,,,,,
05_085,,,,,,,,
05_086,-0.47774010142983014,,,,,,,
05_087,-0.4790213870737925,,,,,,,
05_088,-0.5587828996290934,,,,,,,
05_089,-0.5281457168745011,,-0.3524628635765309,,,,,
05_090,-0.6310926355556907,,,,0.2166703084801568,,,
05_091,-0.7468996836090712,,,,0.2602761744077796,,,
05_092,-0.6231381301306101,,,,0.2503058738491052,,,
05_093,-0.5688263037828297,,,,0.23746177185633086,,,
05_094,-0.6471386272263873,,,,0.29957249213336545,,,
05_095,-0.7090853156285597,,,,0.3594399373356954,,,
05_096,-0.7284693645358721,,,,0.334236221690936,,,
05_097,-0.680122630375443,,,,0.29256739054411957,,,
05_098,-0.7481690262099256,,,,0.3080817022107667,,,
06_001,-0.5566508790983284,,,,,,,
06_002,-0.4913057102154124,,,,,,,
06_003,-0.6110844236593018,,,,0.25926222756982337,,,
06_004,-0.6810853856546846,,,,0.3073149401594643,,,
06_006,-0.7783512968364529,,,,0.36733097405755044,,,
06_007,-0.7845762111833355,,,,0.3370211905019232,,,
06_008,-0.7553409576691251,,,,0.3614071510699192,,,
06_009,-0.5788561209116002,,,-0.25265826340176667,0.47464127184306953,,,
06_010,-0.663974222243238,,,-0.21724706626700718,0.4387983809505392,,,
06_011,-0.6719415825789218,,,,0.4268521189144284,,,
06_012,-0.7836172140432582,,,,0.36206548319500526,,,
