Tag,Distance_Center,Nationality_Spain,Education_University,Nationality_Italy,Nationality_UK,POI_Restaurants_Hotels,Percentage_Age_65_Plus,Percentage_Age_0_14,POI_Clothing,POI_Daily_Others,Intercept
05_065,-0.5107657065316004,,,,,0.2929169371017245,,,,,
05_066,-0.4190001847498818,,,,,0.29061552125565765,,,,,
05_067,,,,,,0.27323987873133226,,,,,
05_068,,,,,,0.24878205795677003,,,,,
05_069,,,,,,0.27152707586430824,,,,,
05_070,-0.39811927330573044,,,,,0.27382701408108573,,,,,
05_071,-0.41619965436572753,,,,,0.24260671842336362,,,-0.16694601455757202,,
05_072,-0.4366769100590852,,,,,0.27456282844633173,,,-0.1660746849940321,,
05_073,-0.4674009286938964,,,,,0.2659287820113634,,,-0.1835204069244208,,
05_074,-0.5002755081836424,,,,,0.27223163241165566,,,-0.1614780543220435,,
05_075,-0.517223576606392,,,,,0.258130953178481,,,-0.18474379495959192,,
05_076,-0.5509212420834553,,,,,0.25558539669411623,,,-0.15530393305884369,,
05_077,-0.598093188070226,,,,,0.22622508733280483,,,-0.17087756051569747,,
05_078,-0.5661819675771789,,,,,0.23710314347629927,,,-0.15401043852399857,,
05_079,-0.5620972711702925,,,,,0.25154255780650503,,,-0.1800351640058779,,
05_080,-0.5851284815110152,,,,,0.23504907458981975,,,-0.20066266961092918,,
05_081,-0.5008534407680021,,,,,0.23756526108574397,,,-0.18806265485914508,,
05_082,-0.501860030574087,,,,,0.21884935132916744,,,-0.17115073814458792,,
05_083,-0.5965896620601822,,,,,,,,-0.16444103323263848,,
05_084,-0.6464898074842063,,,,,,,,-0.19509926842996664,,
05_085,-0.642440721694573,,,,,0.20603988781489063,,,-0.20276346474953796,,
05_086,-0.6522979063437886,,,,,0.20930608764405223,,,-0.1958943386199832,,
05_087,-0.6293582075296483,,,,,0.21921591139905688,,,-0.18482736082297763,,
05_088,-0.7165514564588169,,,,,,,,-0.18706460329075494,,
05_089,-0.7120457962850993,,,,,,,,-0.18153504037409202,,
05_090,-0.7544325434821758,,,,,,,,-0.17673756990343262,,
05_091,-0.7543554169765996,,,,0.19096186427587367,,,,-0.15723316219146438,,
05_092,-0.712709457900158,,,,,,,,-0.17009400827796498,,
05_093,-0.6242959606625198,,,,,,,,-0.15711972388579462,,
05_094,-0.6213729991057533,,,,0.21132162648105626,,,,,,
05_095,-0.6058149308040462,,,,0.2554140232348249,,,,,,
05_096,-0.6422968636614729,,,,0.23624965944869994,,,,,,
05_097,-0.6752222986485923,,,,0.2039894627209043,,,,,,
05_098,-0.6952558861533817,,,,0.21793200124280881,,,,,,
06_001,-0.7395965102372538,,,,,,,,,,
06_002,-0.7205262088019596,,,,,,,,,,
06_003,-0.7426949473770629,,,,,,,,,,
06_004,-0.7247418846601383,,,,0.2060153730392649,,,,,,
06_006,-0.6510602312553677,,,,0.26956095441771166,,,,,,
06_007,-0.673083986004889,,,,0.24381100545213197,,,,,,
06_008,-0.6222474378071259,,,,0.2589417639785123,,,,,,
06_009,-0.47954131360329216,,-0.223439246003654,0.32502502100168446,0.3479087640458894,,,,,,
06_010,-0.5807870581967641,,-0.20895951930084514,0.29351861616045544,0.31969809673993654,,,,,,
06_011,-0.6243377586867143,,,,0.30977447125926705,,,,,,
06_012,-0.6742722803609638,,,,0.27072715844865214,,,,,,
06_013,-0.7121486685787701,,,,0.2352849710637887,,,,,,
06_014,-0.6915007599338014,,,,0.2571842126290688,,,,,,
06_015,-0.6684505065401065,,,,0.28527087961132325,,,,,,
06_016,-0.6777638907803427,,,,0.2607740286362549,,,,,,
06_017,-0.678442689846039,,,,0.23884425153754865,,,,,,
06_018,-0.6331860972788798,,,,,,,,,,
06_019,-0.7139896828501233,,,,,,,,,,
06_020,-0.6330320608454912,,,,,,,,,,
06_021,-0.5507808851949771,,,,,,,,,,
06_022,-0.5281719419976862,,,,,,,,,,
06_023,-0.5618963717087454,,,,,,-0.2094327089174156,,,,
06_024,-0.49270510135787027,,,,,,-0.21859539568084296,,,,
06_025,-0.45131271252748656,,,,,,,,,,
06_026,-0.4337829618400329,,,,,,,,,,
06_027,-0.450081245357699,,,,,,,,,,
06_028,-0.4148296118696331,,,,,,,,,,
06_029,-0.40988788051123926,,,,,,,,,,
06_030,-0.3972625582841276,,,,,,,,,,
06_031,,,,,,,,,,,
06_032,,,,,,,,,,,
06_033,,,,,,,,,,,
06_034,,,,,,,,,,,
06_035,-0.4322668138920871,,,,,,,,,,
06_036,-0.4570354581221859,,,,,,,,,,
06_037,-0.5859042004174555,,,,,,,,,,
06_038,-0.45844504664598085,,,,,,,,,,
06_039,,,,,,,,,,,
06_040,-0.48859806436427367,,,,,,,,,,
06_041,-0.3982166106455527,,,,,,,,,,
06_042,,,,,,0.2151279573736954,,,,,
06_043,,,,,,0.22317413054300445,,,,,
06_044,,,,,,0.23237492923439707,,,,,
06_045,,,,,,0.22415875537937469,,,,,
06_046,,,,,,0.20420115087068455,,,,,
06_047,,,,,,,,,,,
06_048,,,,,,,,,,,
06_049,,,,,,,,,,,
06_050,,,,,,,,,,,
06_051,,,,,,,,,,,
06_052,,,,,,,,,,,
06_053,,,,,,,,,,,
06_054,,,,,,,,,,,
06_055,-0.35039282780517134,,,,,,,,,,
06_056,-0.3642851539718259,,,,,0.2052745439255426,,,,,
06_057,,,,,,0.2162939286765371,,,,,
06_058,-0.39396628812212264,,,,,0.2109950308107266,,,,,
06_059,-0.39166160704632647,,,,,,,,,,
06_060,-0.38045990207020575,,,,,,,,,,
06_061,,,,,,,,,,,
06_062,-0.3891883420478623,,,,,,,,,,
06_063,-0.4084827720581234,,,,,,,,,,
06_064,-0.4247523378720919,,,,,0.2003181227382521,,,,,
06_065,-0.4459750027006491,,,,,0.20011503659883295,,,,,
06_066,-0.466210069228691,,,,,0.2036175205106803,,-0.20380729834267677,,,
06_067,-0.4576903632533214,,,,,0.20927029437838757,,-0.21353883608147656,,,
06_068,-0.44377257584055746,,,,,0.21296774503449892,,-0.20991543958279224,,,
06_069,-0.4152977588487249,,,,,0.2238694834752991,,-0.22158757166368606,,,
06_070,-0.4409717808358436,,,,,0.22103948568245269,,-0.23658896880280214,,,
06_071,-0.44348074365052714,,,,,0.21766737274132952,,-0.23993017989843504,,,
06_072,-0.41297385852412366,,,,,0.22080945283559972,,-0.2452784541226713,,,
06_073,-0.42809371712391714,,,,,0.21453094252631044,,-0.24530940388947076,,,
06_074,-0.44705015267487647,,,,,0.21071263228816123,,-0.24197854491615067,,,
06_075,-0.4574810856378163,,,,,0.20496709172108518,,-0.23341878998298607,,,
06_076,-0.46478735339610566,,,,,0.2095816137614219,,-0.22818894274190135,,,
06_077,-0.4686624551328881,,,,,0.19926085446179448,,-0.20897921968163627,,,
06_078,-0.465627840112912,,,,,,,-0.20782582404081787,,,
06_079,-0.4573119122729972,,,,,,,,,,
06_080,-0.4600886780108235,,,,,,,,,,
06_081,-0.4483869197214106,,,,,,,,,,
06_082,-0.4236230000802001,,,,,,,,,,
06_083,-0.4429853548126373,,,,,,,,,,
06_084,-0.426984572168504,,,,,,,,,,
06_085,-0.43314217435566016,,,,,,,,,,
06_086,-0.4410135509369614,,,,,,,,,,
06_087,-0.4598282346194359,,,,,,,,,,
06_088,-0.4479956106336296,,,,,,,,,,
07_001,-0.447365759851045,,,,,,-0.21551969644314195,-0.20162115325045943,,,
07_002,-0.4469805882071101,,,,,,,-0.2292601699672784,,,
07_003,-0.43515824128108077,,,,,0.20048378186963736,,-0.24635553958511539,,,
07_004,,,,,,,,-0.25618649464061216,,,
07_005,,,,,,,,-0.25744391465075267,,,
07_006,-0.41902759534133316,,,,,,,-0.24583482127205497,,,
07_007,-0.4245488988360679,,,,,,-0.2269925710554783,-0.2295092763872981,,,
07_008,,,,,,,-0.22338462191256003,-0.25296693150798033,,,
07_009,,,,,,,,-0.26437828292667,,,
07_010,,,,,,,,-0.2579791029306689,,,
07_011,,,,,,,,-0.2459036682972622,,,
07_012,,,,,,,,-0.2631775905474302,,,
07_013,,,,,,,-0.22128804278905848,-0.2664772570551998,,,
07_014,,,,,,,-0.22974146569130618,-0.26929798632778457,,,
07_015,,,,,,,-0.25973049692993116,-0.2661781111737401,,,
07_016,-0.4258436156967075,,,,,,-0.25491521224268976,-0.22863129853197456,,,
07_017,-0.4775497387209874,,,,,,-0.23544859396624007,,,,
07_018,-0.4583097169495619,,,,,,-0.21968845169377596,,,,
07_019,-0.5167336078082684,,,,,,-0.24631302652638562,,,,
07_020,-0.5405345512189196,,,,,,-0.2616955363585458,,,,
07_021,-0.6147922634470608,,,,,,,,,,
07_022,-0.5928960856524721,,,,,,-0.23629304782183597,,,,
07_023,-0.6510756363384855,,,,,,-0.22491641753348843,,,,
07_024,-0.6121623814648556,,,,,,-0.2492743769334016,,,,
07_025,-0.5680469777148138,,,,,,-0.27236509192276587,,,,
07_026,-0.5891840289424309,,,,,,-0.271525015907571,,,,
07_027,-0.4190094139321472,,,,,,-0.28331779775694854,-0.26381331691357834,,,
07_028,-0.49508275025995857,,,,,,-0.26739515253505197,,,,
07_029,,,0.3818310149656727,,,,-0.22090746335575362,,,,
07_030,,,0.41455794400973484,,,,,,,,
07_031,-0.5264829638062828,,0.4735670990959598,,,,,,,,
07_032,,,0.4749393540409695,,,,,,,,
07_033,-0.6128610468676731,,,,,,,,,,
07_034,-0.7179226270936161,,,,,,,,,,
07_035,-0.7462076841545093,,,,,,,,,,
07_036,-0.6253458683734949,,,,,,,,,,
07_037,-0.48649145171841746,,0.4698631812101429,,,,,,,,
07_038,,,,,,,,-0.25376045052571805,,,
07_039,,,,,,,,,,,
07_040,-0.5111711610065317,,,,,,,,,,
07_041,-0.6535792690928547,,,,,,,,,,
07_042,-0.8726092907486107,,,,,,,,,,
07_043,-0.8232299893149899,,,,,,,,,,
07_044,-0.7919748978289624,,,,,,,,,,
07_045,-0.7082209065561638,,,,,,,,,,
07_046,-0.6730246397626453,,,,,,,,,,
07_047,-0.6277542753815454,,,,,,,,,,
07_048,-0.5490744280304541,,,,,,,,,,
07_049,-0.5596538322399186,,,,,,,,,,
07_050,-0.5847285632299177,,0.43921354881835906,,,,,,,,
07_051,-0.5450029410661276,,0.4095128280898858,,,,,,,,
07_052,-0.5590228729163262,,,,,,,,,,
07_053,-0.5690141591714453,,,,,,,,,,
07_054,-0.6295172412036265,,,,,,,,,,
07_055,-0.6648178723441555,,,,,,,,,,
07_056,-0.6909889462435453,,,,,,,,,,
07_057,-0.700188295782382,,,,,,,,,,
07_058,-0.7243055153880757,,,,,,,,,,-0.18567586857897542
07_059,-0.712995527216987,,,,0.20418970278223572,,,,,,-0.16290796246719627
07_060,-0.697053621118773,,,,,,,,,,
07_061,-0.6730413871757086,,,,0.2395735798615394,,,,,,
07_062,-0.6776851749584937,,,,0.2721250237754427,,,,,,
07_063,-0.6945211828098171,,,,0.2578334734214721,,,,,,
07_064,-0.6937408977420888,,,,0.2423959824205296,,,,,,
07_065,-0.7023675258577328,,,,0.24339283811614063,,,,,,
07_066,-0.7109362695828072,,,,0.2343224037330019,,,,,,
07_067,-0.7183209998078515,,,,0.2267542534955576,,,,,,-0.16916546580953332
07_068,-0.7137657988209282,,,,0.2406790822209015,,,,,,
07_069,-0.7051214340911053,,,,0.25325427187909466,,,,,,
07_070,-0.7181734989173234,,,,0.23082571421796919,,,,,,-0.18591691144358666
07_071,-0.6628721301527277,,,,0.22858580285470198,,,,,,
07_072,-0.6132929005396299,,,,0.24309922905540857,,,,,,
07_073,-0.6089235822903305,,,,0.2685758938980343,,,,,,
07_074,-0.6548399049810274,,,,0.25205269210292636,,,,,,
07_075,-0.688802481179442,,,,0.2403054600528788,,,,,,
07_076,-0.6943422266362314,,,,0.25451749458989315,,,,,,
07_077,-0.6795156606256272,,,,0.2709081169013226,,,,,,
07_078,-0.6680736890783153,,,,0.2770824652240299,,,,,,
07_079,-0.6642271773884808,,,,0.265212629080443,,,,,,
07_080,-0.6339093201504574,,,,0.2712868666451098,,,,,,
07_081,-0.6109775733310826,,,,0.2902976218265259,,,,,,
07_082,-0.6483653311367976,,,,0.28314218031472616,,,,,,
07_083,-0.6535931854348063,,,,0.2845468302900193,,,,,,
07_084,-0.6145466153754425,,,0.2709988824150303,0.3084072107543566,,,,,,
07_085,-0.6229644159946868,,,,0.29580579078006786,,,,,,
07_086,-0.6134997523771804,,,0.2698748576323149,0.3074299829880458,,,,,,
07_087,-0.5921838566290942,,,0.26684118548094066,0.3125480893824176,,,,,,
07_088,-0.5622517740034472,,,,0.3183611500248127,,,,,,
07_089,-0.5329675840940379,,,0.28095794551251174,0.33552805868336866,,,,,,
07_090,-0.3721326156045721,,-0.20997699304700154,0.3117217960964681,0.38289868743884115,,,,,,
07_091,-0.3921257185025215,,,,0.36665322780064663,,,,,,
07_092,-0.4803749552880259,,,0.2717459380449204,0.34349660393962855,,,,,,
07_093,-0.4394351383062565,,,,0.3540427631086913,,,,,,
07_094,-0.45995338733574637,,,,0.33770862170447674,,,,,,
07_095,-0.414814802290347,,,,0.34770098937494504,,,,,,
07_096,-0.39939456470051454,,,,0.3431619629335017,,,,,,
07_097,,,,,0.37653576567129493,,,,,,
07_098,-0.3915997235835233,,,,0.3083688007744023,,,,,,
07_099,-0.43168744704602213,,,,0.31543736872655126,,,,,,
07_100,-0.4459508133514664,,,,0.3058191476724836,,,,,,
07_101,-0.5091821383701975,,,,0.3135199479603742,,,,,,
07_102,-0.5469983583952212,,,,0.2731868919920556,,,,,,
07_103,,,,,0.32619679023861087,,,,,,
07_104,,,,,,,,,,,
07_105,-0.36966571779764473,,,,,,,,,,
07_106,-0.45652481946654827,,,,,,,,,,
07_107,-0.43533645767554885,,,,,,,,,,
07_108,-0.37153135150655675,,,,,,,,,,
07_109,-0.35759520714599047,,,,0.23691759643908608,,,,,,
07_110,-0.43535023340205087,,,,0.22485664625788584,,,,,,
07_111,-0.40912271119592025,,,,0.25735569051317503,,,,,,
07_112,-0.47895263559479206,,,,0.25913329950491687,,,,,,
07_113,-0.4790543440404716,,,,0.2410246775475644,,,,,,
07_114,-0.5360947079614372,,,,0.22122458440554083,,,,,,
07_115,-0.5135985688661954,,,,,,,,,,
07_116,-0.5190623332473674,,,,,,,,,,
07_117,-0.5682488752627494,,,,,,,,,,
07_118,-0.5856217865502132,,,,,,,,,,
07_119,-0.6210004916810686,,,,,,,,,,
07_120,-0.6793535051309038,,,,,,,,,,
07_121,-0.6300600055825789,,,,,,,,,,
07_122,-0.6388532815386657,,,,,,,,,,
07_123,-0.5854777864902163,,,,,,,,,,
08_001,-0.5329181426605111,,,,,,,,,,
08_002,-0.5912354635429506,,,,,,,,,,
08_003,-0.5528862586220886,,,,,,,,,,
08_004,-0.4828515490065608,,,,,,,,,,
08_005,-0.43563294939887925,,,,,,,,,,
08_006,-0.5055966899594616,,,,,,,,,,
08_007,,,,,,,,,,,
08_008,-0.4868995272500594,,,,,,,,,,
08_009,,,,,,,,,,,
08_010,,,,,,,,,,,
08_011,,,,,,,,,,,
08_012,-0.5515694324640179,,,,,,,,,,
08_013,,,,,,,,,,,
08_014,,,,,,,,,,,
08_015,-0.6280175790581187,,,,,,,,,,
08_016,-0.6080030896233968,,,,,,,,,,
08_017,-0.7910132360044726,,,,,,,,,,
08_018,-0.9386842667245517,,,,,,,,,,
08_019,-0.8014134029386776,,,,,,,,,,
08_020,-0.6645597638697521,,,,,,,,,,
08_021,-0.5747659079501615,,,,,,,,,,
08_022,-0.45418498838654525,,,,,,,,,,
08_023,-0.5166635699875974,,,,,,,,,,
08_024,,,,,,,,,,,
08_025,,,,,,,,,,,
08_026,,,,,,,,,,,
08_027,,,,,,,,,,,
08_028,-0.44801938257382584,,,,,,,,,,
08_029,-0.49694128996551307,,,,,,,,,,
08_030,-0.39428106778898464,,,,,,,,,,
08_031,,,,,,,,,,,
08_032,,,,,,,,,,,
08_033,,,,,,,,,,,
08_034,,,,,,,,,,,
08_035,,,,,,,,,,,
08_036,,,,,,,,,,,
08_037,,,,,,,,,,,
08_038,,,,,,,,,,,
08_039,,,,,,,,,,,
08_040,,,,,,,,,,,
08_041,,,,,,,,,,,
08_042,,,,,,,,,,,
08_043,,,,,,,,,,,
08_044,-0.40440216450329547,,,,,,,,,,
08_045,-0.45778697142230523,,,,,,,,,,
08_046,-0.5262504220158102,,,,,,,,,,
08_047,-0.45987287172886027,,,,,,,,,,
08_048,,,,,,,,,,,
08_049,-0.3698593058555574,,,,,,,,,,
08_050,,,,,,,,,,,
08_051,,,,,,,,,,,
08_052,,,,,,,,,,,-0.36310451854550047
08_053,,,,,,,,,,,-0.35888661265655347
08_054,,,,,,,,,,,-0.3504466218575588
08_055,,,,,,,,,,,
08_056,,,,,,,,,,,-0.3857188707673237
08_057,,,,,,,,,,,-0.38573921830909175
08_058,,,,,,,,,,,-0.4217693548970283
08_059,,,,,,,,,,,-0.3972308071624625
08_060,,,,,,,,,,,-0.40890975372684124
08_061,,,,,,,,,,,-0.4379329580245752
08_062,,,,,,,,,,,-0.4518897128293617
08_063,,,,,,,,,,,-0.4485818776503245
08_064,,,,,,,,,,,-0.4663062863550815
08_065,,,,,,,,,,,-0.45184186515166247
08_066,,,,,0.2840513470239616,,,,,,-0.4448829796410919
08_067,,,,,0.30735703524758007,,,,,,-0.44702499024322984
08_068,,,,,0.2637065841308308,,,,,,-0.42861247464986174
08_069,,,,,,,,,,,-0.4311376399095924
08_070,,,,,,,,,,,-0.42416935736911227
08_071,,,,,,,,,,,-0.4224923572171002
08_072,,,,,,,,,,,-0.4403089567074549
08_073,,,,,,,,,,,-0.42087663469415676
08_074,,,,,0.26285653780815316,,,,,,-0.410225956939794
08_075,,,,,0.24908986769679733,,,,,,
08_076,,,,,,,,,,,
08_077,,,,,,,,,,,-0.39650635179640065
08_078,,,,,,,,,,,-0.4043524701964054
08_079,,,,,,,,,,,-0.3821984439721794
08_080,,,,,,,,,,,
08_081,,,,,,,,,,,
08_082,,,,,,,,,,,
08_083,,,,,,,,,,,
08_084,,,,,,,,,,,
08_085,,,,,,,,,,,
08_086,,,,,,,,,,,
08_087,,,,,,,,,,,
08_088,,,,,0.24653303131640242,,,,,,
08_089,,,,,0.26064431612703676,,,,,,
08_090,,,,,0.25776284198195837,,,,,,
08_091,,,,,,,,,,,
08_092,,,,,,,,,,,
08_093,,,,,0.24789718830272792,,,,,,
08_094,,,,,0.2585914948714814,,,,,,
08_095,,,,,0.2554676090019724,,,,,,
08_096,,,,,0.28410240620673044,,,,,,
08_097,,,,,0.30451054191332866,,,,,,-0.40965523518741975
08_098,,,,,0.29732569654095614,,,,,,-0.4110561350180339
08_099,,,,,0.27907304321116083,,,,,,
08_100,,,,,0.2809942897081812,,,,,,-0.38884751095303594
08_101,,,,,0.2955651601423669,,,,,,-0.4131855304545957
08_102,,,,,0.2755112563922687,,,,,,-0.39314799775709786
08_103,,,,,0.30365954253220506,,,,,,-0.4330931371144947
08_104,,,,,0.3098242607605036,,,,,,-0.4308199325352038
08_105,,,,,0.32470208117615745,,,,,,-0.44243621486292267
08_106,,,,,0.34472418806119437,,,,,,-0.47075587823120696
08_107,,,,,0.34026342735789006,,,,,,-0.46695288556895975
08_108,,,,,0.3469305831688165,,,,,,
08_109,,,,,0.2745073766391679,,,,,,
08_110,,,,,0.3057720682273187,,,,,,
08_111,,,,,0.3243830953186041,,,,,,
08_112,,,,,0.34582365533774145,,,,,,
08_113,,,,,0.33543912273462084,,,,,,
08_114,,,,,0.34258118461060977,,,,,,
08_115,,,,,0.351635783263998,,,,,,
08_116,,,,,0.3708793277847468,,,,,,
08_215,,,,,,,,,,,
09_001,,,,,0.3669467192108675,,,,,,
09_002,,,,,0.35529366248695404,,,,,,
09_003,,,,,0.35313149337098354,,,,,,-0.4710585197473238
09_004,,,,,0.3489751960415764,,,,,,
09_005,,,,,0.3469777726601226,,,,,,
09_006,-0.5069060246820309,,,,0.32240922955025086,,,,,,
09_007,-0.5336584875590156,,,,0.30378391568278423,,,,,,
09_008,-0.6513449282000673,,,,,,,,,,
09_009,-0.74629608944497,,,,,,,,,,
09_010,-0.7954755219814965,,,,,,,,,,
09_011,-0.8367788699148073,,,,,,,,,,
09_013,-0.8003607091319298,-0.216390258364622,,,,,,,,,
09_014,-0.7888597808698435,-0.20363783897256627,,,,,,,,,
09_015,-0.7456558572142999,-0.20555193293416846,,,,,,,,,
09_016,-0.7821544141217428,,,,,,,,0.17391544482149895,,
09_017,-0.7943107547730024,,,,,,,,0.17619876654116928,,
09_018,-0.7697044932802077,,,,,,,,0.16662772423816774,,
09_019,-0.757240448943989,-0.2215149729798545,,,,,,,0.15298365864654007,,
09_020,-0.847704248877426,,,,,,,,0.1863145558185079,,
09_021,-0.9269041211949135,,,,,,,,0.2038225999522728,,
09_022,-0.8632264762967801,,,,,,,,0.19570281430011408,,
09_023,-0.8345878335424703,,,,,,,,0.18949902424817355,,
09_024,-0.7836622975723355,,,,,,,,0.17960989782547915,,
09_025,-0.6988501914352355,,,,,,,,0.16439735007819906,,
09_026,-0.6167742678796889,,,,,,,,,,
09_027,-0.6517109518723698,,,,,,,,,,
09_028,-0.5875584751632019,,,,,,,,,,
09_029,-0.5640802679458977,,,,,,,,,,
09_030,-0.5353933079632077,,,,0.26159603175202434,,,,,,
09_031,-0.4832499900392985,,,,0.2936630154921191,,,,,,
09_032,,,,,0.30975270961636786,,,,,,
09_033,,,,,0.30214723671737437,,,,,,
09_034,-0.40672898154980935,,,,0.2671023498652727,,,,,,
09_035,-0.46093626613618377,,,,0.24690703250539756,,,,,,
09_036,-0.43424098595749144,,,,0.2677872792659791,,,,,,
09_037,-0.47437449393861464,,,,0.26789696332813323,,,,,,
09_038,-0.5387661174352242,,,,,,,,,,
09_039,-0.5300220923576222,,,,,,,,,,
09_040,-0.5074714815831762,,,,,,,,,,
09_041,-0.5496640476546423,,,,,,,,,,
09_042,-0.6437074026152587,,,,,,,,0.15220481446070325,,
09_043,-0.5423772902987843,,,,,,,,,,
09_044,-0.6453368054262402,,,,,,,,0.15307972291900784,,
09_045,-0.5941725984771566,,,,,,,,,,
09_046,-0.6592031003655516,,,,,,,,0.1440422172215692,,
09_047,-0.7777633200711352,,,,,,,,0.1813115308734592,,
09_048,-0.6927301179474696,,,,,,,,0.14169744578183188,,
09_049,-0.7795920632636124,,,,,,,,0.14407776672667527,,
09_050,-0.815445991364536,,,,,,,,0.16530117397305258,,
09_051,-0.9008590841056872,,,,,,,,0.18829703148396212,,
09_052,-0.9699833404221145,,,,,,,,0.20512973882251107,,
09_053,-0.9978828321641877,,,,,,,,0.20686270198748533,,
09_054,-0.9507809163166682,,,,,,,,0.17984541588745856,,
09_055,-1.0582774095913992,,,,,,,,0.17865189057087782,,
09_056,-1.0537575596938538,,,-0.2663590876728565,,,,,0.16923803867783735,,
09_057,-0.9978997003911747,,,,,,,,,,
09_058,-0.9020534224074406,-0.23946062570537974,,,,,,,,,
09_059,-0.937966399145756,,,,,,,,,,
09_060,-1.0187594360011891,,,-0.27276620510472005,,,,,0.19178944372192133,,
09_061,-0.8144613622262901,-0.23525621370593253,,,,,,,0.14943696027061737,,
09_062,-0.7576085624186135,-0.2895135559757549,,,,,,,,,
09_063,-0.7544705772250679,-0.3382207523051229,,,,,,,,,
09_064,-0.8047786165703896,-0.32476700501838673,,,,,,,,,
09_065,-0.8780382748432763,-0.2824857781675371,,,,,,,,,
09_066,-0.8667741242305242,-0.2768272233445886,,,,,,,,,
09_067,-0.9304258631553665,-0.23281783692930777,,,,,,,,,
09_068,-1.0031126053714716,,,,,,,,,,
09_069,-1.0439030842843846,,,,,,,,,,
09_070,-1.0584757458560832,,,,,,,,,,
09_071,-1.065604844863782,,,,,,,,0.15909505357562093,,
09_072,-1.0804277636447264,,,,,,,,,,
09_073,-1.0588554989002483,,,,,,,,,,
09_074,-1.0596590369660737,,,,,,,,,,
09_075,-0.9591117331992258,,,,,,,,,,
09_076,-0.7245200868680097,,,,,,,,,,
09_077,-0.9273974619506127,,,,,,,,,,
09_078,-0.8979247542768362,,,,,,,,,,
09_079,-0.7524107237163712,,,,,,,,,,
09_080,-0.9429772936350951,,,,,,,,,,
09_081,-1.0360479018832487,,,,,,,,,,
09_082,-0.9932830473029876,,,,,,,,,,
09_083,-0.9765265520582499,,,,,,,,,,
09_084,-0.9237953224616572,,,,,,,,,,
09_085,-0.8217254197529829,,,,,,,,,,
09_086,-0.929315973405846,,,,,,,,,,
09_087,-0.8828473301515324,-0.23244699860053192,,,,,,,,,
09_088,-0.8435139243480305,-0.26240336469087955,,,,,,,,,
09_089,-0.9109290511429201,-0.259060830489884,,,,,,,,,
09_090,-0.8371870330760864,-0.29287285064556146,,,,,,,,,
09_091,-0.8761736942511986,-0.282123091948579,,,,,,,,,
09_092,-0.808918460129181,-0.3206890866865938,,,,,,,,,
09_093,-0.7873606489532325,-0.31373749931755074,,,,,,,,,
09_094,-0.729590296408436,-0.32755742207953786,,,,,,,,,
09_095,-0.7507738691956478,-0.30422081077388824,,,,,,,,,
09_156,-1.0705876750980405,,,,,,,,0.18543634339693926,,
10_001,-0.7792948262118067,-0.25702529500929777,,,,,,,,,
10_002,-0.7099124176715584,-0.24206617143796516,,,,,,,,,
10_003,-0.7440198564250201,,,,,,,,,,
10_004,-0.8278881686524316,,,,,,,,,,
10_005,-0.7283002072758458,,,,,,,,,,
10_006,-0.6594818065517778,,,,,,,,,,
10_007,-0.5505831165224337,,,,,,,,,,
10_008,-0.45054685852925863,,,,,,,,,,
10_009,-0.48941282193574254,,,,,0.18776439609540502,,,,,
10_010,-0.5548718933844187,,,,,0.1896410536416087,,,,,
10_011,-0.4382486094522386,,,,,0.19118850676530574,,,,,
10_012,-0.4365723005436603,,,,,0.19703635914753337,,,,,
10_013,-0.5022945135142464,,,,,0.1928508395193629,,,,,
10_014,-0.4478475130273939,,0.38061499442368163,,,0.2062889153505281,,,,,
10_015,-0.4145260526032968,,,,,0.20388332914864288,,,,,
10_016,-0.3766274698654396,,,,,0.21112997904880992,,,,,
10_017,-0.37869927780020307,,0.3681190076340114,,,0.21724708143906313,,,,,
10_018,-0.3870590785373379,-0.2641776457543432,0.3532289272858319,,,0.22112039494804114,,,,,
10_019,-0.49405717055053,-0.24944895248710255,0.36010763613075497,,,0.20682940643657943,,,,,
10_020,-0.5222812332604722,,0.37793877087970407,,,0.20110081938935775,,,,,
10_021,-0.5499272761840402,,0.3878618359863919,,,,,,,,
10_022,-0.6325153232499898,,,,,,,,,,
10_023,-0.5958924820799437,,0.3730075632505356,,,,,,,,
10_024,-0.6418662757172257,,,,,,,,,,
10_025,-0.5119279863398856,-0.26644839007244125,,,,0.20643074868765454,,,,,
10_026,-0.5239512668013913,-0.28623873331114447,,,,0.20589979024514113,,,,,
10_027,-0.6284229993455629,-0.2950030417652457,,,,,,,,,
10_028,-0.7039500339679624,-0.2864849768900322,,,,,,,,,
10_029,-0.6554550344599879,-0.31775382739448904,,,,,,,,,
10_030,-0.5976204538182145,-0.33262509551658137,,,,,,,,,
10_031,-0.5579814010441472,-0.3119516468909446,,,,,,,,,
10_032,-0.42451621622615915,-0.3092322357422376,,,,0.20182382458841408,,,,,
10_033,-0.46605925530991055,-0.3195525269592039,,,,,,,,,
10_034,-0.4583525210557444,-0.3332559577874586,,,,,,,,,
10_035,,-0.3275076328534158,,,,,,,,,
10_036,,-0.3157027361732516,,,,,,,,,
10_037,,-0.30803410476348425,,,,0.22177006729414347,,,,,
10_038,-0.4161474734411027,-0.2998205222629123,,,,0.21897779192580713,,,,,
10_039,-0.4018346326912682,-0.2924427006489585,,,,0.22584844634509021,,,,,
10_040,-0.34351168334864335,-0.2905906795458678,,,,0.23542086493465364,,,,,
10_041,,-0.30289637390074153,,,,0.24485305364860926,,,,,
