Tag,Distance_Center,Nationality_Spain,Education_University,Nationality_Italy,Nationality_UK,POI_Restaurants_Hotels,Percentage_Age_65_Plus,Percentage_Age_0_14,POI_Clothing,POI_Daily_Others,Intercept
03_100,,,,,,,,,,,0.15405778959977084
03_101,,,,,,,,,,,0.16516380963327892
03_102,,,,,,,,,,,0.1736737203883919
03_103,,,,,,,,,,,0.17016962096569258
03_104,,,,,,,,,,,0.15818076223568853
03_105,,,,,,,,,,,0.13739188451733422
03_106,,,,,,,,,,,
03_107,,,,,,0.18089194229463065,,,,,
03_108,,,,,,,,,,,
03_109,,,,,,0.17732584896674855,,,,,
03_110,,,,,,0.18625459885584983,,,,,
03_111,,,,,,0.1900813918023152,,,,,
03_112,-0.34267879434648496,,,,,0.19650569726001102,,,,,
03_113,-0.49669621228137734,,,,,0.20666945641554232,,,,,
03_114,-0.5836599762665026,,,,,0.23206238750384667,,,,,
03_211,,,,0.2867438649186515,,0.208426038241667,,,,,0.3062632197855157
03_212,,,,,,0.18658818224221438,,,,,0.270538710300886
03_213,,,,,,0.1830651512943316,,,,,0.26717345914351126
04_001,-0.5486196804447162,,,,,0.2370743893945893,,,,,
04_002,-0.37627062775225445,,,,,0.21797488520353842,,,,,
04_003,-0.45713613321869506,,,,,0.21738172757476576,,,,,
04_004,-0.3672208747198126,,,,,0.20513994154278364,,,,,
04_005,,,,,,0.1963220106075947,,,,,
04_006,,,,,,0.1905219631598557,,,,,
04_007,,,,,,0.19825838482908908,,,,,
04_008,,,,,,0.2009945597901878,,,,,
04_009,,,,,,0.20437561860052714,,,,,
04_010,,,,,,0.2096397930806223,,,,,
04_011,,,,,,0.22059950240238843,,,,,
04_012,-0.37934617841212337,,,,,0.2336795898567769,,,,,
04_013,-0.4659851195060058,,,,,0.252445727237338,,,,,
04_014,-0.5892657604175061,,,,,0.27117795110706905,,,,,
04_015,-0.5186237658939805,,,,,0.2449856468348478,,,,,
04_016,-0.6164792607981463,,,,,0.2593099466134685,,,,,
04_017,-0.6830600809952999,,,,,0.2830296774852491,,,,,
04_018,-0.7681780243902979,,,,,0.30366898508798235,,,,,
04_019,-0.7745968330736853,,,,,0.3114881709211225,,,,,-0.32149763839858475
04_020,-0.7400039810512166,,,,,0.3032365232533115,,,,,
04_021,-0.6806418541301972,,,,,0.3005685105299999,,,,,
04_022,-0.4083372526323651,,,,,0.26034663676411285,,,,,
04_023,,,,,,0.2535495143225155,,,,,
04_024,,,,,,0.2256193014163446,,,,,
04_025,,,,,,0.2281034739738278,,,,,
04_026,,,,,,0.2154583659286618,,,,,
04_027,,,,,,0.22028785427198413,,,,,
04_028,,,,,,0.21184733784437126,,,,,
04_029,,,,,,0.20424105158262787,,,,,
04_030,,,,,,0.20028100633537638,,,,,
04_031,,,,,,0.20063848693881156,,,,,
04_032,,,,,,0.1935487503634245,,,,,
04_033,,,,,,0.1924898924290382,,,,,
04_034,,,,,,0.1936881952091571,,,,,
04_035,,,,,,0.18900728719592896,,,,,
04_036,,,,,,0.19300395871499543,,,,,
04_037,,,,,,0.187722349641185,,,,,
04_038,,,,,,0.1891062501867255,,,,,
04_039,,,,,,0.19422352477605911,,,,,
04_040,,,,,,0.19240569590016293,,-0.15746325761857788,,,
04_041,,,,,,0.19624424124642834,,-0.1611423280608631,,,
04_042,,,,,,0.19489813459703317,,-0.1595872423337511,,,
04_043,,,,,,0.2069966548345072,,,,,
04_044,,,,,,0.2056551775871168,,-0.16945881227951418,,,
04_045,,,,,,0.20929041426102474,,-0.17242852635901962,,,
04_046,,,,,,0.21160352828423393,,-0.1731717542139989,,,
04_047,,,,,,0.2184373716218037,,,,,
04_048,,,,,,0.19886522019552066,,,,,
04_049,,,,,,0.20588075939058936,,,,,
04_050,,,,,,0.21513534373458765,,,,,
04_051,,,,,,0.2162763568067605,,,,,
04_052,,,,,,0.21394898661099318,,,,,
04_053,,,,,,0.2234547711370593,,,,,
04_054,,,,,,0.22895491831257742,,,,,
04_055,,,,,,0.22798648548872968,,,,,
04_056,,,,,,0.2505821388773579,,,,,
04_084,,,,,,0.1993191525593128,,,,,
05_001,,,,,0.22697752064309637,0.28018253927946885,,-0.30085103449284506,,,
05_002,,,,0.26372653781024075,0.3337269475343789,0.18016296342509425,,,,,
05_003,,,,,,0.2623194466246543,,-0.27634699647475286,,,
05_004,,,,,0.23429669128415612,0.2101013456126321,,-0.25266850189828305,,,
05_005,,,,,,0.25006892584405993,,-0.23740460399740243,,,
05_006,,,,,,0.23388254450611362,,,,,
05_007,,,,,,0.233472607472659,,-0.2208450932932774,,,
05_008,,,,,,0.21890343591405603,,,,,
05_009,,,,,,0.23215777428662904,,-0.20720194564268934,,,
05_010,,,,,,0.230391674171891,,,,,
05_011,,,,,,0.227135189775824,,,,,
05_012,,,,,,0.22780972909937405,,,,,
05_013,,,,,,0.2288592648824357,,,,,
05_014,,,,,,0.22527697856305676,,,,,
05_015,,,,,,0.22693556324263012,,,,,
05_016,,,,,,0.22647897229216402,,,,,
05_017,,,,,,0.22016088014048768,,,,,
05_018,,,,,,0.2230016060827279,,,,,
05_019,,,,,,0.22723673390933655,,,,,
05_020,,,,,,0.24574701081755257,,,,,
05_021,-0.43425406454759335,,,,,0.2655675051840408,,,,,
05_022,,,,,,0.24419233430553627,,,,,
05_023,,,,,,0.23206314343157272,,,,,
05_024,-0.34535075122267717,,,,,0.23879104884280428,,,,,
05_025,-0.41489252768730456,,,0.2599663754548472,,0.22827115633249914,,,,,
05_026,-0.421949716644895,,,0.2941290214372989,,0.20484763243958906,,,,,
05_027,-0.3597118390455677,,,,,0.22097588434335583,,,,,
05_028,,,,,,0.2231496093231165,,,,,
05_029,,,,0.2600544708185467,,0.21253845734342197,,,,,
05_030,-0.385226050721338,,,0.2939458730694943,,0.1925184903582854,,,,,
05_031,-0.37553699586351197,,,0.29450652889392337,0.19450899282289658,0.17792179081697607,,,,,
05_032,-0.3535152170601493,,,0.29098974632265245,0.2688122415942794,,,,,,
05_033,-0.45133179374635546,,-0.2259572678471607,0.31132255181075685,0.29794094986022834,,,,,,
05_034,-0.5639544604098554,,,,0.25839098040672875,,,,,,
05_035,-0.5753245080358976,,,,0.21108647232382566,,,,,,
05_036,-0.535196048044136,,,0.27691431554200224,0.21373618827605295,,,,,,
05_037,-0.5767724342979347,,,,0.18008326155989277,,,,-0.14386076458097746,,
05_038,-0.5715589915630387,,,,,0.1916827297224055,,,-0.14927084302984744,,
05_039,-0.5108888139432228,,,0.2844945125095286,0.19343630014342877,,,,,,
05_040,-0.5082068865219698,,,0.2834004731282725,,0.17940865061444758,,,,,
05_041,-0.5442084068592685,,,,,0.20919909178403462,,,-0.14212250171335514,,
05_042,-0.5013445642299091,,,0.28234071281843914,,0.20976473939202991,,,,,
05_043,-0.4886126525448961,,,0.2896958836374934,,0.19030300264744984,,,,,
05_044,-0.4643786254725399,,,0.2980564269477167,,0.1933494168321742,,,,,
05_045,-0.4590046579704998,,,0.30081000387587475,0.17766873842176775,,,,,,
05_046,-0.4329710745635322,,,0.3039829604490793,,0.18215855137812642,,,,,
05_047,-0.44976895449728804,,,0.30085033812287376,,0.20085272434341317,,,,,
05_048,-0.47994787464640315,,,0.29464179378403743,,0.21750146820653024,,,,,
05_049,-0.5168118746331557,,,0.2743669408535367,,0.23857928551615165,,,,,
05_050,-0.5254940225018422,,,0.2742581035212726,,0.22992463847796238,,,,,
05_051,-0.5704416696043776,,,,,0.2569836525962925,,,,,
05_052,-0.5694003982781689,,,0.26157522425194035,,0.2516952128797919,,,,,
05_053,-0.5524630458820285,,,,,0.25806967609631454,,,,,
05_054,-0.6312655108746051,,,,,0.27510228538617376,,,,,-0.3499850269145922
05_055,-0.5518272218248678,,,,,0.269681555257084,,,,,-0.3100410027743936
05_056,-0.6486084950728364,,,,,0.2921962162732373,,,,,-0.3286748803491214
05_057,-0.7003313208414991,,,,,0.3036961613878009,,,,,-0.31192649847823384
05_058,-0.7011768746344285,,,,,0.29131353214326594,,,,,-0.3633772743416561
05_059,-0.7093871402475131,,,,,0.30085185374346873,,,,,
05_060,-0.6587481404939757,,,,,0.28131197669208174,,,,,
05_061,-0.6166621272431809,,,,,0.2947606527465733,,,,,
05_062,-0.6284808421622223,,,,,0.27835913618844543,,,,,
05_063,-0.572612278145315,,,,,0.2755347131830902,,,,,
05_064,-0.5520035428940097,,,,,0.2852297337083439,,,,,
