Tag,Distance_Center,Nationality_Italy,Nationality_Spain,Nationality_UK,POI_Restaurants_Hotels,POI_Education,Intercept
02_164,,,,,0.22246367404334966,,
02_165,,,,,0.19985836615247482,,
02_166,,,,,0.197904181600902,,
02_167,,,,,0.18835980631276075,,
02_168,,,,,0.19238574679109724,,
02_169,,,,,0.20387718822190387,,
02_170,,,,,0.21366517878791394,,
02_171,,,,,0.1989250997287902,,
02_172,,,,,0.19724499454528902,,
02_173,,,,,0.18970087501702307,,
03_001,,,,,0.18438966136576598,,
03_002,,,,,0.18281532727955357,,0.30683748637014974
03_003,,,,,0.18134864723973507,,
03_004,,,,,0.18018270158259575,,
03_005,,,,,0.18204940386781981,,0.3195411104610672
03_006,,,,,0.18595231525035963,,0.33934932542511964
03_007,,,,,0.18648434516928963,,
03_008,,,,,0.18834955805267667,,
03_009,,,,,0.18921743726760892,,
03_010,,,,,0.19487749458334208,,
03_011,,,,,0.19285857359496,,
03_012,,,,,0.20106056185334845,,
03_013,,,,,0.2000074313751154,,
03_014,,,,,0.20600466854293353,,
03_015,,,,,0.2120392795799811,,
03_016,,,,,0.22351086650605312,,
03_017,,,,,0.2130853703989901,,
03_018,,,,,0.22210604076525436,,
03_019,,,,,0.23838161251413117,,
03_020,,,,,0.26049726090828346,,
03_021,,,,,0.24317341791747538,,
03_022,,,,,0.2255942710418531,,
03_023,,,,,0.20319851227343547,,
03_024,,,,,0.18617221711820914,,0.34528290978329534
03_025,,,,,,,0.4044124664567701
03_026,,,,0.2534547184286144,,,0.33619586935993684
03_027,,,,0.256593899503559,,,0.3285135447843007
03_028,,,,0.2593698209965508,,,0.3268457541110225
03_029,,,,0.25505127236378444,,,0.3437523700834143
03_030,,,,0.2500301393335891,,,0.3587614348802495
03_031,,,,,,,0.3754826919437826
03_032,,0.3123786041679329,,,,,0.3855725599407664
03_033,,,,0.2446680992810483,,,0.3638927303772476
03_034,,,,0.2463272839001665,,,0.3638314263555203
03_035,,,,0.2531753533990638,,,0.34583878608834157
03_036,,,,0.26031298417013166,0.17849184953373767,,0.3196877055126737
03_037,,,,0.2509790985571665,,,0.3490629985748464
03_038,,,,,,,0.3715569175681821
03_039,,,,0.24968637282882658,,,0.34670519396093036
03_040,,,,0.25209782656160445,0.18367038334317032,,0.3303845608899538
03_041,,,,0.24789208068085192,0.18765528816732546,,0.32380221701411693
03_042,,,,,,,0.32397895574664576
03_043,,,,0.24108584380395362,0.18879959235912472,,0.3134992720919089
03_044,,,,0.2296171101366211,0.18951600432713514,,0.2922356257633723
03_045,,,,,,,0.2944551474611865
03_046,,,,,,,0.27863640824965846
03_047,,,,,,,
03_048,,,-0.26856404338009404,0.2398389903549428,,,
03_049,,,,0.2496838354997528,0.18786737272538354,,
03_050,,,,0.26087991850973996,0.19508610845600444,,0.21559035929648873
03_051,,,,0.2617282812406913,0.1969598465349931,,0.25225803209771525
03_052,,,,0.2504336438086737,0.19760318965398815,,0.250800866745913
03_053,,,,,,,0.23823338630295005
03_054,,,,,,,0.2691318097814107
03_055,,,,0.2447943213196396,0.1934589751974964,,0.28485022604663096
03_056,,,,0.2476157222293816,0.192025177951057,,0.2988323293444473
03_057,,,,0.26251024969034004,0.19768528549193976,,0.27550053009430964
03_058,,,,0.2595565485832112,0.19229705440174893,,0.30116692369951353
03_059,,,,0.26339161349870294,0.1911003781044872,,0.30080206195862225
03_060,,,,0.2705818566589909,0.18748762565119587,,0.27755576359512957
03_061,,,,0.2668641922101468,0.18596919858132246,,0.2940815622212496
03_062,,,,0.27369177198702593,0.18120376746227462,,0.27273933935596195
03_063,,,,0.26954009143606045,0.17941886099535204,,0.28837429622828387
03_064,,,,0.26578716379658124,0.17208002002302134,,0.29239458981088495
03_065,,,,0.2681158985013467,0.17373582495472276,,0.286436175358845
03_066,,,,0.26671823596032546,0.1684869670552152,,0.26232865378072157
03_067,,,,0.2704498002293245,0.17215823902798402,,0.2695886942480725
03_068,,,,0.2712521160110731,0.170364662168491,,0.2520129004228492
03_069,,,,0.26540077638647813,0.16691630650398784,,0.236689858015505
03_070,,,,0.2582741906125181,0.16476114319919033,,0.21302940050163338
03_071,,,,0.25570730794885527,0.16491767988837086,,0.20296973033052448
03_072,,,,0.24984503100693675,0.16407185999755355,,0.190940308408442
03_073,,,-0.18073377660984347,0.2485623640393412,0.16480677709551936,,0.1693730457848643
03_074,,,,0.23753366909124496,0.16313254811578812,,0.158433200943885
03_075,,,,0.23308610854385575,0.16209681801694623,,0.16825475242035395
03_076,,,,,0.16261401063069428,,0.14421756125388058
03_077,,,,,0.16374491809671385,,
03_078,,,-0.18287236695112946,,,,0.1344230451913468
03_079,,,-0.187955441931467,,0.16564023241553952,,
03_080,,,-0.18842488276898925,,0.17300411667280685,,
03_081,,,-0.19939865540893786,,0.16600021880495933,,
03_082,,,-0.20643844685058554,,,,
03_083,,,-0.19508303619324216,,,,
03_084,,,-0.20384124645015203,,,,
03_085,,,-0.21701522983948351,,,,
03_086,,,-0.2267852290737399,,,,
03_087,,,-0.23550685045201727,0.21231143840850472,,,
03_088,,,-0.2420542126913925,0.2285608583485852,0.15757198668501235,,
03_089,,,-0.22340283505654135,0.25446636529570626,0.1650062265643259,,0.1449984675491203
03_090,,,-0.19902959897102723,0.2746263345422276,0.1754928413360717,,0.19002490104787273
03_091,,,-0.19604317127371895,0.26563771045323914,0.16988169790293242,,0.1771808254105592
03_092,,,-0.2172948091082422,0.24207643184541255,0.1619415242101449,,
03_093,,,-0.212167179706168,0.2234251735013103,0.15861061396833484,,
03_094,,,-0.19591632666961328,0.24662250838542438,0.16433782764701896,,0.1524939933916189
03_095,,,-0.18156612965158414,0.25832377573062565,0.16642208800897035,,0.18223100443381063
03_096,,,,0.27435460194507577,0.17392207062103546,,0.2033913135137751
03_097,,,,0.26889493051222974,0.1697522399914371,,0.2116023626915551
03_098,,,,0.2741797896076677,0.17191085489365523,,0.2359048247305953
03_099,,,,0.2780039806198553,0.18074099688867473,,0.25374981139934005
03_100,,,,0.28015858399904153,0.17859291842256306,,0.22811160074875558
03_101,,,,0.27862914710697706,0.18437390180879729,,0.24225381228177
03_102,,,,0.2763111077868709,0.19038963405326823,,0.25496760039869215
03_103,,,,0.27126183857912506,0.19882566441146024,,0.2594064312233296
03_104,,,,0.2752683146113013,0.19749774904290626,,0.24292032974037175
03_105,,,-0.19828073395016974,0.2779400867949782,0.18409392438638011,,0.21102200503764684
03_106,,,-0.240548038039197,0.26804693535805874,0.18128563486872265,,0.177374806213
03_107,,,-0.27110342187523767,0.258469516385911,0.16945939542366237,,
03_108,,,-0.21402448802804241,0.27310381806860007,0.1760581146593009,,0.18256648653981428
03_109,,,-0.23731206999472423,0.25868177646256996,0.1671470095368139,,0.14395016629386734
03_110,,,-0.255696916370406,0.2368209226253252,0.1612767305948085,,
03_111,,,-0.28224237424167575,0.2445732655968015,0.1668963754427661,,
03_112,,,-0.2875886438472775,0.2299421792318126,,,
03_113,,,-0.323291129057005,,0.17263703965219776,,
03_114,,,-0.3339551405190522,,0.18142019420362718,,
03_211,,,,0.24878038223141558,,,0.35719736377793504
03_212,,,,0.2571949306023788,,,0.3347858050226578
03_213,,,,0.2573096436964187,0.17639877724235986,,0.32927952327683646
04_001,,,-0.2989301543082254,,0.17982904039230868,,
04_002,,,-0.2766638132272283,,,,
04_003,,,-0.29558328424176755,,,,
04_004,,,-0.2886406062655545,,,,
04_005,,,-0.27557181364973765,0.21857525040443024,,,
04_006,,,-0.2620164954454348,0.21702531612249454,,,
04_007,,,-0.2711951048132865,,,,
04_008,,,-0.2730107872887459,,,,
04_009,,,-0.27431599317473604,,,,
04_010,,,-0.2749674210219528,,,,
04_011,,,-0.2579607842386792,,,,
04_012,,,,,,,
04_013,-0.3748506635031909,,,,,,
04_014,-0.4716776883574176,,,,0.18613258440737362,,-0.24737769327899883
04_015,,,-0.2551066871785405,,0.17550829610497656,,
04_016,-0.43491251133737396,,-0.28548834250309496,,0.19169772829012033,,
04_017,-0.5421690191435454,,,,0.20630326193538134,,-0.27134167059761094
04_018,-0.6269033686757629,,,,0.23667626459069527,,-0.3534917895952253
04_019,-0.6430576646993331,,,,0.2520235780672285,,-0.40217824034708133
04_020,-0.632881969670579,,,,0.22236431960702333,,-0.37038031853668946
04_021,-0.6458206243013864,,,,0.20544099360185042,,-0.3966524821645712
04_022,-0.49138849498224146,,,,,,-0.30333164612767116
04_023,-0.618160942211494,,,,,,-0.3777554552980101
04_024,-0.41313927216908797,,-0.2685557467666726,,,,-0.26962359646422557
04_025,,,-0.24974905747228007,,,,-0.16939304521358242
04_026,,,-0.2789169044557429,,,,
04_027,,,-0.2779894852257722,,,,-0.19015862440546105
04_028,,,-0.3110807747045984,,,,-0.15867768516963218
04_029,,,-0.31505185434283217,,,,
04_030,,,-0.28744118665280005,,,,
04_031,,,-0.27531417868463537,,,,
04_032,,,-0.26116819192702007,,,,
04_033,,,-0.2550254654906345,,,,
04_034,,,-0.2564224831364383,,,,
04_035,,,-0.24564906047401183,,,,
04_036,,,-0.2540661776552918,,,,
04_037,,,-0.2331028753994536,,,,
04_038,,,-0.21944766370907523,,,,
04_039,,,-0.2327991128413591,,0.161227606464216,,
04_040,,,-0.2112685624723318,,0.16626801050373813,,
04_041,,,-0.2134975191152117,,0.17429552059338196,,
04_042,,,-0.19963332297864653,,0.17687615961983838,,
04_043,,,-0.23551995086196875,,0.19411547581804517,,
04_044,,,-0.21212322013069512,,0.1953892164320295,,
04_045,,,-0.21430008141791645,,0.20558703948449858,,
04_046,,,-0.22285599637377826,,0.2109448081937632,,
04_047,,,-0.23776094783526988,,0.2270566601945253,,
04_048,,,-0.2785328835849594,,,,
04_049,,,-0.28455615940958995,,0.17069949252894445,,
04_050,,,-0.3303306381418956,,,,-0.22320466089455807
04_051,,,-0.3365606474179905,,,,-0.22972098432988344
04_052,,,-0.3317234926989628,,,,-0.2061920528077806
04_053,,,-0.2846436287025012,,0.2114831299257527,,-0.20090797770729305
04_054,,,-0.2545076007404588,,0.24017386450660214,,
04_055,,,-0.29172214553228487,,0.19688821008315094,,-0.2626503710661771
04_056,,,-0.24209425033403464,,0.25782976953498393,,-0.302652055247371
04_084,,,-0.2901322190808201,,,,
05_001,,,,,0.30832530326482316,,-0.7225629866014639
05_002,,,,0.2598048771529106,,,-0.4462316248728009
05_003,,,,,0.27176492769534977,,-0.6105878839776038
05_004,,,,,,,-0.4650675894774239
05_005,,,,,0.23026250462184844,,-0.4800480821183142
05_006,,,-0.25519593185440115,,0.18484869630481032,,-0.33494768053575663
05_007,,,,,0.17120568501851777,,-0.42322913211657004
05_008,-0.5269252449237494,,,,,0.16195119810938213,-0.41328706381642055
05_009,,,,,,,-0.39841495597099724
05_010,-0.4141928716942624,,,,,0.14460568130284387,-0.3704906269591947
05_011,-0.584479599374882,,,,,0.18265915207455738,-0.3801730765787154
05_012,-0.5765486477167733,,,,,0.1806426539760919,-0.37375003703296417
05_013,-0.40914515049830047,,-0.23668565778415307,,,0.1422826563774578,-0.3482162162419289
05_014,,,-0.2865524230407732,,,,-0.29698191741762786
05_015,-0.4206619633794634,,-0.2509972475376934,,,0.14490015127678013,-0.33479320694680076
05_016,-0.40756245319745105,,-0.2655536283329243,,,0.13960898201003163,-0.31958396770525316
05_017,,,-0.32146428750502165,,,,-0.24949332434275762
05_018,-0.3460043728215568,,-0.3012666516246532,,,,-0.2772180782797847
05_019,-0.4529375195024727,,-0.26124599536308124,,,0.13434321266333504,-0.3054323635847987
05_020,-0.6535475167897953,,,,,0.14746044427913227,-0.38964716211921224
05_021,-0.7477772112950474,,,,,0.145698386256136,-0.4425666631059782
05_022,-0.6811680699361423,,,,,0.16635514160898301,-0.3962148787581078
05_023,-0.5912412184230271,,,,,0.17947559026467483,-0.3717193221953341
05_024,-0.7082253454879041,,,,,0.18188403502392614,-0.3949479706009492
05_025,-0.7450914475234285,,,,,0.18042539402675722,-0.3780582088743791
05_026,-0.750156710406841,,,,,0.18069231072118508,-0.3384542351980481
05_027,-0.7305819316617058,,,,,0.1931635401963221,-0.3775606123262813
05_028,-0.6847397030831309,,,,,0.19498247860222387,-0.3848655755932875
05_029,-0.7508152901901539,,,,,0.20192711450625003,-0.3817651545633669
05_030,-0.7702432082391959,,,,,0.18998919948446014,-0.33766608813554244
05_031,-0.7251583217836277,,,,,0.1794839004111422,-0.31129550631691083
05_032,-0.5433903467254357,,,0.2004244641542386,,,-0.27399137541980145
05_033,-0.5419536563722765,,-0.2988843201140813,0.22861013355416676,,,
05_034,-0.6237677666925635,,-0.2884099038788424,0.211127730406993,,,
05_035,-0.6557440239364953,,-0.2949271442296835,,,,
05_036,-0.6634807778329491,,-0.2953504734126626,,,,
05_037,-0.6458431147012121,,-0.28889868177929184,,,,
05_038,-0.6223034797001609,,,,,,
05_039,-0.6826195528245199,,-0.2812211521163215,,,,
05_040,-0.6825897306479584,,,,,,
05_041,-0.6252578153367072,,,,,,
05_042,-0.6820715771356377,,,,,,-0.23614491697438672
05_043,-0.6956471904149513,,,,,,-0.22584079559430806
05_044,-0.7206172398448777,,,,,0.1538539622934708,-0.25638309549041816
05_045,-0.7211672395829468,,,,,0.15765760466134895,-0.23705137847832775
05_046,-0.7464736571178532,,,,,0.1733806515853321,-0.288039071602351
05_047,-0.7392783573532686,,,,,0.16480473147561264,-0.3014218116085517
05_048,-0.7288215379160331,,,,,0.15367265841039524,-0.3080043564119443
05_049,-0.7367725730529522,,,,,0.14840691109366833,-0.3559117071502362
05_050,-0.6440208554043374,,,,,,-0.2389046273725215
05_051,-0.5009122433243963,,,,,,
05_052,-0.6096760993049439,,,,,,-0.27494258414840844
05_053,-0.753902686695717,,,,,0.14402696302366427,-0.4014520042380559
05_054,-0.7038038872329395,,,,,,-0.40554994200013905
05_055,-0.7790249257704307,,,,,0.14492682453315878,-0.44883064188457217
05_056,-0.7457963675755119,,,,0.1864158916050631,,-0.4634774248371332
05_057,-0.712022404727021,,,,0.21104884927264705,,-0.4531256579118793
05_058,-0.6251291636257085,,,,0.22934362649239284,,-0.3944313578084953
05_059,-0.5382670063705186,,,,0.27037826539233784,,-0.34740637687239717
05_060,-0.5415897702058016,,,,0.22091203212669694,,-0.3207669071162448
05_061,-0.4035911373930973,,,,0.2896525353358093,,
05_062,-0.48295673268553524,,,,0.2237293467179709,,-0.2723927914376318
05_063,,,,,0.21889434400914506,,
05_064,,,,,0.2755471979071196,,
05_065,,,,,0.3017136367457932,,
05_066,,,,,0.2927726098388835,,
05_067,,,,,0.26758669418438247,,
05_068,,,,,0.20846155181900425,,
05_069,,,-0.37494628015958187,,0.24858012591708148,,
05_070,,,-0.367179115573454,,0.2410030096663049,,
05_071,,,-0.40371883780614015,,,,
05_072,,,-0.35284837555538495,,0.2297719333483783,,
05_073,,,-0.36215974231596154,,,,
05_074,,,,,0.20264134683788812,,
05_075,,,-0.34648083406942437,,,,
05_076,-0.45987651645705346,,,,,,
05_077,-0.526935272507183,,-0.31769189040700324,,,,
05_078,-0.5503936504885432,,,,,,
05_079,-0.4681597997503104,,-0.32497459035424214,,,,
05_080,-0.4885415004670674,,-0.37294052282235823,,,,
05_081,,,-0.396597381780477,,,,
05_082,,,-0.41800569177058244,,,,
05_083,-0.48504660150467604,,-0.4284424024566259,,,,
05_084,-0.5379158007220792,,-0.39916373767810065,,,,
05_085,-0.529954183248446,,-0.3825705063866564,,,,
05_086,-0.5326004300497411,,-0.35563979604899426,,,,
05_087,-0.5268830470308109,,-0.33820292679006575,,,,
05_088,-0.6241578304996696,,-0.33944534576741797,,,,
05_089,-0.6256534318310796,,-0.36983393570079315,,,,
05_090,-0.7056564257438387,,-0.3090756496793795,,,,
05_091,-0.7910040070185352,,,,,,
05_092,-0.6563402041763449,,-0.3063588662874068,,,,
05_093,-0.61502690591329,,-0.2999447380726743,,,,
05_094,-0.6569020078751746,,-0.2947661666993057,,,,
05_095,-0.6442298673286206,,,0.20726641890752867,,,
05_096,-0.6813048825148066,,-0.273960191408027,0.19717811240890423,,,
05_097,-0.6820172878405852,,-0.29282699273926766,,,,
05_098,-0.7324790781947084,,,,,,
06_001,-0.6875551524907663,,-0.3024528909106918,,,,
06_002,-0.6438032453758109,,-0.2880373909401684,,,,
06_003,-0.7169102880542895,,,,,,
06_004,-0.7163592984754595,,,,,,
06_006,-0.6737632503566229,,,0.19804491122313575,,,
06_007,-0.7317919431509098,,,,,,
06_008,-0.6679820547176418,,,0.20672792732844564,,,
06_009,-0.41749155802551163,,,0.24854214729804341,,,
06_010,-0.5079766194307982,,,0.2213634373288516,,,
