Tag,Distance_Center,Nationality_Spain,Nationality_Italy,Nationality_UK,Percentage_Age_65_Plus,POI_Restaurants_Hotels,Education_University,Percentage_Age_0_14,Rent_Number_Flats,POI_Clothing,POI_Education,Intercept
03_080,,,,,,0.19640295518474452,,-0.14787381235263897,,,,
03_081,,,,,,0.19019660885970505,,-0.14726511208344756,,,,
03_082,,,,,,0.17953729512945843,,,,,,
03_083,,,,,,0.1662040016704112,,,,,,
03_084,,,,,,0.16368312931724063,,,,,,
03_085,,,,,,0.16853425863020172,,,,,,
03_086,,,,,,0.15969618740736247,,,,,,
03_087,,,,,,0.14889219923368024,,,,,,
03_088,,,,,,,,,,,,
03_089,,,,,,,,,,,,
03_090,,,,,,,,,,,,0.1368251394037852
03_091,,,,,,,,,,,,0.1319140416275631
03_092,,,,,,,,,,,,
03_093,,,,,,0.15342023795195706,,,,,,
03_094,,,,,,,,,,,,
03_095,,,,,,,,,,,,0.13883413108201545
03_096,,,,,,,,,,,,0.1505616872961001
03_097,,,,,,,,,,,,0.16070603331314132
03_098,,,,,,,,,,,,0.18228051002201595
03_099,,,,,,,,,,,,0.19258243034928157
03_100,,,,,,,,,,,,0.1680534838182662
03_101,,,,,,,,,,,,0.17811929220382416
03_102,,,,,,,,,,,,0.1859205187199749
03_103,,,,,,,,,,,,0.1799659895788609
03_104,,,,,,,,,,,,0.1683225698780938
03_105,,,,,,,,,,,,0.14733244901531814
03_106,,,,,,,,,,,,
03_107,-0.32890020056297475,,,,,,,,,,,
03_108,,,,,,,,,,,,
03_109,,,,,,,,,,,,
03_110,,,,,,,,,,,,
03_111,-0.3395136131952751,,,,,,,,,,,
03_112,-0.3527032786002674,,,,,,,,,,,
03_113,-0.45118959209343623,,,,,,,,,,,
03_114,-0.505337761907556,,,,,,,,,,,
03_211,,,,,,0.1816484274484639,,,,,0.11806512597334025,0.30712005416519195
03_212,,,,,,0.164751807687139,,,,,0.112278499990025,0.2777275366750688
03_213,,,,,,,,,,,0.11282282649162392,0.27373699223491366
04_001,-0.48026189649252915,,,,,,,,0.14883864681830622,,,
04_002,-0.37684389984151745,,,,,,,,0.14669825317473253,,,
04_003,-0.4201974840846169,,,,,,,,0.14406842528071495,,,
04_004,-0.36787473973477847,,,,,,,,,,,
04_005,,,,,,,,,,,,
04_006,,,,,,,,,,,,
04_007,,,,,,,,,,,,
04_008,,,,,,,,,,,,
04_009,,,,,,,,,,,,
04_010,,,,,,,,,,,,
04_011,-0.3360787527342486,,,,,,,,0.1425684902184715,,,
04_012,-0.38748457108374057,,,,,,,,0.16580156877842567,,,
04_013,-0.44950874110775196,,,,,,,,0.1852502251542078,,,
04_014,-0.521697232557983,,,,,,,,0.18438092202936385,,,
04_015,-0.4622154506472884,,,,,,,,0.17234093608005627,,,
04_016,-0.5275257701917183,,,,,,,,0.1541719684693329,,,
04_017,-0.5800565692042642,,,,,0.17626913824784854,,,0.16416242981775095,,,
04_018,-0.6579986076818964,,,,,0.19867438616789337,,,0.1605267136975998,,,
04_019,-0.6950656539333435,,,,,0.1975759712871137,,,0.18459565391804333,,,
04_020,-0.6388508530109911,,,,,0.18201502652308188,,,0.18596168315039413,,,
04_021,-0.6246774483781876,,,,,0.1684813797650651,,,0.2053618857458217,,,
04_022,-0.4612630685252791,,,,,,,,0.19002985255514637,,,
04_023,-0.4528134274497997,,,,,,,,0.1863123457795484,,,
04_024,,,,,,0.157233756750783,,,0.13810477088411846,,,
04_025,,,,,,,,,0.14283358281434144,,,
04_026,,,,,,,,,,,,
04_027,,,,,,0.14989615161801256,,,,,,
04_028,,,,,,0.16111550628139043,,-0.16951710339499135,,,,
04_029,,,,,,0.16910552184909144,,-0.17359785512912143,,,,
04_030,,,,,,0.1647891178124712,,-0.1633283764078359,,,,
04_031,,,,,,0.15598292011943612,,,,,,
04_032,,,,,,,,,,,,
04_033,,,,,,0.15337768139368263,,,,,,
04_034,,,,,,0.16722187063043636,,-0.15454783349688053,,,,
04_035,,,,,,0.15926420916069395,,,,,,
04_036,,,,,,0.1799178265530236,,-0.1580172151001348,,,,
04_037,,,,,,0.1768120371195941,,,,,,
04_038,,,,,,0.18636167699535944,,-0.1509056355958155,,,,
04_039,,,,,,0.19452676866439494,,-0.15819058436991373,,,,
04_040,,,,,,0.19417285595461664,,-0.1531052002557044,,,,
04_041,,,,,,0.2025502790474523,,-0.1581170995046197,,,,
04_042,,,,,,0.20219759730331302,,-0.15436008093799036,,,,
04_043,,,,,,0.21770971087003735,,-0.16939821074987418,,,,
04_044,,,,,,0.21811898409699293,,-0.16729122435295624,,,,
04_045,,,,,,0.22404955749164665,,-0.16949383412702124,,,,
04_046,,,,,,0.22580047001501138,,-0.17161736487392432,,,,
04_047,,,,,,0.22792949707518373,,-0.17715936831348605,,,,
04_048,,,,,,0.1826682966186538,,-0.1664472585826532,,,,
04_049,,,,,,0.20327221995533862,,-0.1754177049331013,,,,
04_050,,,,,,0.1687639531365493,,-0.18141777251642754,,,,
04_051,,,,,,0.17521509263110582,,-0.18667890779614127,,,,
04_052,,,,,,0.18654999992729088,,-0.1882605191344362,,,,
04_053,,,,,,0.21130232308494398,,-0.19212996237998572,,,,
04_054,,,,,,0.2282739642918694,,-0.18650568115598928,,,,
04_055,,,,,,0.1982315858252678,,-0.20631794831388647,,,,
04_056,,,,,,0.22830855822027873,,-0.22114167065486617,,,,
04_084,,,,,,0.17922281592914996,,-0.16800891606568882,,,,
05_001,,,,0.22996247657227895,,0.22237244774518602,,-0.37305409149548246,,,,
05_002,,,,0.3344070935042289,,,,-0.37277949342134037,0.13230328703485136,,0.14525748534400712,
05_003,,,,0.19750365421664545,,0.20617093558929006,,-0.3483803991923041,,,,
05_004,,,,0.23738470521138044,,,,-0.35684948448086984,0.1547279766589087,,0.12743882117758676,
05_005,,,,,,0.1926776564347867,,-0.2929412168289132,,,,
05_006,,,,,,0.18431236116959596,,-0.22709754431998522,,,,
05_007,,,,,,0.1626821454711355,,-0.2757540938890807,0.13654717276537912,,,
05_008,,,,,,,,-0.2805095489588347,0.15843743009969338,,0.12725312523323834,
05_009,,,,,,0.1624526103476365,,-0.25122745843373234,0.1349188635202231,,,
05_010,,,,,,0.15955071091343154,,-0.23424558302694742,0.13629633004358047,,,
05_011,,,,,,,,-0.2220232278346897,0.15372609587301184,,0.12322510208962222,
05_012,,,,,,,,-0.20529630710285904,0.15823228833532205,,0.12379459264560483,
05_013,,,,,,0.15977859565918345,,-0.21865049561364142,0.13448540231214584,,,
05_014,,,,,,0.16836069209383434,,-0.20183347262593335,0.12310640156928733,,,
05_015,,,,,,0.15491911484697662,,-0.20017104283846915,0.1387049076862581,,,
05_016,,,,,,0.15680251360885886,,-0.19268206903396853,0.13712333006322927,,,
05_017,,,,,,0.17553127849602881,,-0.192181677594589,,,,
05_018,,,,,,0.16266686334861075,,-0.18662929064005565,0.12886485705350437,,,
05_019,,,,,,0.152404203901032,,,0.14631084107964937,,,
05_020,-0.4433155072915267,,,,,,,,0.1871302339066146,,,
05_021,-0.5745189034249469,,,,,,,,0.22355944167029648,,,-0.295756422499594
05_022,-0.4814952711032961,,,,,,,,0.19903158394784812,,,
05_023,-0.36972722239839934,,,,,,,,0.16859091908727694,,0.11683808279810957,
05_024,-0.5175987901482709,,,,,,,,0.20646674112635263,,0.12784461666456642,-0.30892454515981493
05_025,-0.5939569443723599,,,,,,,,0.22196967408808047,,0.1449209226764379,-0.37664171761254794
05_026,-0.6018622241732248,,,,,,,,0.21915918748013283,,0.16262354317437813,
05_027,-0.5217533114831058,,,,,,,,0.20258794978441802,,0.1540533087823135,-0.3170142716926069
05_028,-0.3553373206288663,,,,,,,-0.22099512551773565,0.17184182214873275,,0.1429648394748101,
05_029,-0.4563387283638416,,,,,,,,0.1899740824132568,,0.16179110395504637,
05_030,-0.5346963752660051,,,,,,,,0.20211601594912096,,0.17148093058258496,
05_031,-0.48774365248178025,,,0.17940085440983605,,,,-0.24526624001969582,0.19062628810712137,,0.1745788319204985,
05_032,-0.3649406061477888,,,0.2587389943948913,,,,-0.3229731592656861,0.16394689066064164,,0.17221458391818162,
