Tag,Distance_Center,Education_University,Nationality_Spain,Nationality_Italy,Nationality_UK,POI_Restaurants_Hotels,Percentage_Age_65_Plus,Percentage_Age_0_14,POI_Daily_Others,POI_Clothing,Intercept
03_070,,,,,,0.1712712475124055,,,,,0.16450609342195974
03_071,,,,,,0.17163119023339907,,,,,0.15557950177937485
03_072,,,,,,0.17358389747464625,,,,,0.14597787175435528
03_073,,,,,,0.16993388617385094,,,,,0.13144708737284358
03_074,,,,,,0.17540397357137924,,,,,0.12358064354550413
03_075,,,,,,0.1809974167522321,,,,,0.12826497267738257
03_076,,,,,,0.18715964286214903,,,,,
03_077,,,,,,0.18773069653713118,,-0.14568800840873047,,,
03_078,,,,,,0.18182325618620634,,,,,
03_079,,,,,,0.18960783152719496,,-0.15596644145193034,,,
03_080,,,,,,0.19420483218880694,,-0.16301230655087642,,,
03_081,,,,,,0.18868539137039803,,-0.16228897573123435,,,
03_082,,,,,,0.18309377872293917,,-0.1593987861790514,,,
03_083,,,,,,0.17764233099899485,,-0.14479243770147507,,,
03_084,,,,,,0.17616863143580772,,-0.14781193180620744,,,
03_085,,,,,,0.17933214906487743,,-0.15905402166086863,,,
03_086,,,,,,0.17445600397501593,,-0.15812313902770528,,,
03_087,,,,,,0.17088388307209385,,-0.15599244225784786,,,
03_088,,,,,,0.16754731336823175,,-0.15036477223416128,,,
03_089,,,,,,0.16419823774475434,,,,,
03_090,,,,,,,,,,,0.1433977155996018
03_091,,,,,,,,,,,0.1362971548600848
03_092,,,,,,,,,,,
03_093,,,,,,0.170911229184518,,-0.14590419961951462,,,
03_094,,,,,,0.16688969691989675,,,,,
03_095,,,,,,0.1662025181325652,,,,,0.13967360865778505
03_096,,,,,,,,,,,0.151570743231638
03_097,,,,,,0.1666575168089189,,,,,0.1580111535311349
03_098,,,,,0.18538024596254532,0.16672715087235962,,,,,0.17748990258982753
03_099,,,,,0.1956148577324583,0.16562029991975577,,,,,0.18927363908443695
03_100,,,,,,0.16219744245705633,,,,,0.1675394468895952
03_101,,,,,0.18792999352113,,,,,,0.1773918963951852
03_102,,,,,0.1954120017786573,,,,,,0.18539800141886886
03_103,,,,,0.1951712319191199,,,,,,0.18119830504177778
03_104,,,,,0.18753742717299063,,,,,,0.17204280488567147
03_105,,,,,,,,,,,0.1550120394931879
03_106,,,,,,,,,,,
03_107,,,,,,0.1688861086947127,,,,,
03_108,,,,,,,,,,,0.1373979578263839
03_109,,,,,,0.16431243568769144,,,,,
03_110,,,,,,0.16909360420145236,,,,,
03_111,,,,,,0.1737593865204556,,,,,
03_112,,,,,,0.17891832031711513,,,,,
03_113,-0.42244081448111626,,,,,0.19225968552881842,,,,,
03_114,-0.48657669738275133,,,,,0.21550707385707668,,,,,
03_211,,,,,0.2330993321176868,0.23325299089317658,,,,,0.2937992689161601
03_212,,,,,0.23120067238506348,0.2096437682658093,,,,,0.2649209290532389
03_213,,,,,0.2286998364753385,0.2056140676781594,,,,,0.260683654044664
04_001,-0.44324706359216703,,,,,0.2147415505875721,,,,,
04_002,,,,,,0.19131727396170872,,,,,
04_003,-0.36685225903250196,,,,,0.19495171197663172,,,,,
04_004,,,,,,0.18209895408900734,,,,,
04_005,,,,,,0.1746121079328266,,-0.15774774452374962,,,
04_006,,,,,,0.17250949447105407,,-0.161366184496466,,,
04_007,,,,,,0.17536684270373248,,-0.16710795697282715,,,
04_008,,,,,,0.17485862279538653,,-0.1742336506000562,,,
04_009,,,,,,0.1762352093014335,,-0.18190861444413703,,,
04_010,,,,,,0.18002822180976805,,-0.19134015464962745,,,
04_011,,,,,,0.18905506614208956,,-0.1845051194864991,,,
04_012,,,,,,0.1983324840186892,,-0.17626054031633315,,,
04_013,,,,,,0.2147919584969818,,,,,
04_014,-0.4551245025681835,,,,,0.2385691336966415,,,,,
04_015,-0.3975903512327653,,,,,0.2142363542963573,,,,,
04_016,-0.49915422121659986,,,,,0.23729638390116337,,,,,
04_017,-0.5504521566052095,,,,,0.25951596768134877,,,,,
04_018,-0.6307137360314445,,,,,0.28492096658170263,,,,,
04_019,-0.6288403799516085,,,,,0.2890868385959998,,,,,
04_020,-0.5891954811134962,,,,,0.27648193574414565,,,,,
04_021,-0.5209443406278944,,,,,0.2660171575994644,,,,,
04_022,,,,,,0.22045092982907633,,-0.18632771902822712,,,
04_023,,,,,,0.21889040994042158,,-0.20020650531029527,,,
04_024,,,,,,0.20272048277798282,,-0.21042023431242418,,,
04_025,,,,,,0.1919864641155603,,-0.2013680778830499,,,
04_026,,,,,,0.18439030555604163,,-0.19786416940692736,,,
04_027,,,,,,0.18912459564007478,,-0.2076541438731932,,,
04_028,,,,,,0.18792909433848987,,-0.20599470388381766,,,
04_029,,,,,,0.1853996047438337,,-0.2041059080192444,,,
04_030,,,,,,0.18049939214611832,,-0.19412735532419556,,,
04_031,,,,,,0.17861556229121364,,-0.18682685102903476,,,
04_032,,,,,,0.17467866193574788,,-0.17058153120357616,,,
04_033,,,,,,0.17760431728185952,,-0.17262513945807334,,,
04_034,,,,,,0.17932442442211868,,-0.17976263945401905,,,
04_035,,,,,,0.1752481945290882,,-0.16956591257368514,,,
04_036,,,,,,0.18167268229578573,,-0.18062823884228327,,,
04_037,,,,,,0.1818866332745175,,-0.17033914895239644,,,
04_038,,,,,,0.18503617736774017,,-0.16934575432866333,,,
04_039,,,,,,0.18731762163384935,,-0.1776346092367646,,,
04_040,,,,,,0.18897101693508253,,-0.17011238060424347,,,
04_041,,,,,,0.19207544109091856,,-0.17643659687230662,,,
04_042,,,,,,0.19394732634231548,,-0.17211846539450706,,,
04_043,,,,,,0.19357012708862403,,-0.19032612913643812,,,
04_044,,,,,,0.19814401022999545,,-0.18722707113711184,,,
04_045,,,,,,0.19903837349325854,,-0.19030871248649836,,,
04_046,,,,,,0.1981016682816,,-0.19326538898165557,,,
04_047,,,,,,0.19521774751861493,,-0.19685781077682563,,,
04_048,,,,,,0.18538436291267296,,-0.19137981163229145,,,
04_049,,,,,,0.18834267728303378,,-0.19908278677537822,,,
04_050,,,,,,0.1954184689746161,,-0.21445265956404422,,,
04_051,,,,,,0.195174309054702,,-0.21585033019845035,,,
04_052,,,,,,0.1918377020927504,,-0.21349722873060387,,,
04_053,,,,,,0.19277085545726394,,-0.20941317058251213,,,
04_054,,,,,,0.1994420111691459,,-0.20157137869387431,,,
04_055,,,,,,0.19803910344060466,,-0.21972239595059206,,,
04_056,,,,,,0.21982980332520569,,-0.22192863669972945,,,
04_084,,,,,,0.18426079415255855,,-0.1946396536905692,,,
05_001,,,,,,0.26239447532241833,,-0.3178959652659598,,,
05_002,,,,0.2515982968096425,0.2594057477406613,,,-0.2807531060630014,,,
05_003,,,,,,0.24610858944972822,,-0.3012454153585881,,,
05_004,,,,,,0.2030919545564043,,-0.3043365010358425,,,
05_005,,,,,,0.22831737759636855,,-0.2631036509812926,,,
05_006,,,,,,0.20645347266397543,,-0.23203381639350443,,,
05_007,,,,,,0.21353841896879686,,-0.25655004094308426,,,
05_008,,,,,,0.2057689291601843,,-0.2590638453171497,,,
05_009,,,,,,0.20993777969828653,,-0.24536186670538998,,,
05_010,,,,,,0.20757706714825847,,-0.23819720589395865,,,
05_011,,,,,,0.2069886124468642,,-0.2351217597916252,,,
05_012,,,,,,0.207955011759705,,-0.2278286944583701,,,
05_013,,,,,,0.20496483652826714,,-0.23144795024219475,,,
05_014,,,,,,0.19970778372748,,-0.2230524482577889,,,
05_015,,,,,,0.20409856901096537,,-0.22413321004012388,,,
05_016,,,,,,0.20469180036177062,,-0.2214373569511456,,,
05_017,,,,,,0.1959634748377354,,-0.2184826092713393,,,
05_018,,,,,,0.20244740379114207,,-0.21826309377243275,,,
05_019,,,,,,0.20760222703587666,,-0.218108754431165,,,
05_020,,,,,,0.21913828097315272,,-0.21006056073535986,,,
05_021,-0.346314854038772,,,,,0.23288233368243394,,-0.1972789400136395,,,
05_022,,,,,,0.22196155731038705,,-0.21341767768787678,,,
05_023,,,,,,0.21356472236346188,,-0.2225645764344958,,,
05_024,-0.3225331717021774,,,,,0.22126198495969912,,-0.21590041305435104,,,
05_025,-0.38859466394416864,,,,,0.21239258457442944,,,,,
05_026,-0.40609464281171076,,,0.2667050316897251,,0.19032617521890116,,,,,
05_027,,,,,,0.2068477318915258,,-0.21887825992645343,,,
05_028,,,,,,0.206509813263319,,-0.2336085528511718,,,
05_029,,,,0.2510334741657982,,0.19978194415688313,,-0.22675194729168965,,,
05_030,-0.360787872935946,,,0.2695585500444385,,0.18044004072122516,,,,,
05_031,-0.34478748098165535,,,0.2692338974377324,,0.16811621388710873,,,,,
05_032,,,,0.25757612769522786,0.18295193393561798,,,-0.26397532699335435,,,
05_033,-0.48932963498540794,,,,0.21188099804022775,,,,,,
05_034,-0.6307572569703622,,,,,,,,,,
05_035,-0.6234126927466203,,,,,,,,,,
05_036,-0.5859882497656349,,,,,,,,,,
05_037,-0.6074317962455518,,,,,,,,,,
05_038,-0.5867938466905996,,,,,,,,,,
05_039,-0.5529888202689426,,,,,,,,,,
05_040,-0.5364708110406958,,,,,,,,,,
05_041,-0.546517925335085,,,,,,,,,,
05_042,-0.49743992381655555,,,,,0.17354826421798725,,,,,
05_043,-0.5076484255769147,,,0.2511118483615275,,,,,,,
