Tag,Distance_Center,Nationality_Italy,Nationality_Spain,Education_University,Nationality_UK,POI_Restaurants_Hotels,Rent_Number_Flats,Intercept
03_050,,,,,0.280327371751988,0.20207066315300568,,
03_051,,,,,0.27731323077566056,,,0.18338717261725554
03_052,,,,,0.27406605946141943,,,
03_053,,,,,0.26445830630106354,,,
03_054,,,,,0.2687277725966271,,,0.2221588870933241
03_055,,,,,0.27019235501679156,,,0.2296501860632991
03_056,,,,,0.2695323227894164,,,0.25124799311238893
03_057,,,,,0.2724744742094747,,,0.215570509770907
03_058,,,,,0.26458344146633817,,,0.2634946523798529
03_059,,,,,0.2613659397156288,,,0.26891921603080016
03_060,,,,,0.26316050548632525,0.18711957179506677,,0.24564160103487837
03_061,,,,,0.2595290693185542,0.1815432860955109,,0.2691634337204157
03_062,,,,,0.2627437427991681,0.19114287572509625,,0.24417457550971527
03_063,,,,,0.258464800133671,0.18466449597397275,,0.2673431397184296
03_064,,,,,0.257515872094154,0.18007454497095737,,0.27662365497334174
03_065,,,,,0.25857966644338587,0.18315262040793803,,0.26621110889397703
03_066,,,,,0.25739130324921655,0.18642102200483202,,0.24280959117248901
03_067,,,,,0.25833626230136103,0.18784066862748666,,0.2494794938895259
03_068,,,,,0.26046781198170627,0.19246120346538492,,0.22906951588560748
03_069,,,,,0.2570429110107072,0.19241212553331496,,0.21260166151264656
03_070,,,,,0.2502531408127753,0.19728891808084598,,0.1903106466694077
03_071,,,,,0.24669360547706265,0.19987077555125762,,0.1795375496695843
03_072,,,,,0.24139095584960754,0.2027289340362685,,0.16873738287715737
03_073,,,,,0.23863934034295498,0.21357340123907884,,0.14913526084915432
03_074,,,,,0.22927404796146908,0.21413827879875583,,
03_075,,,,,0.22695462605565025,0.20528351546703927,,0.14787990278461693
03_076,,,,,,0.20823079860658894,,
03_077,,,,,,0.21332706063812387,,
03_078,,,,,,0.21388523522002126,,
03_079,,,,,,0.219401280048525,,
03_080,,,,,,0.22411204804102094,,
03_081,,,,,,0.22338033192237045,,
03_082,,,,,,0.22202720892605757,,
03_083,,,,,,0.22094796114867232,,
03_084,,,,,,0.22150601902717523,,
03_085,,,,,,0.2218871531281525,,
03_086,,,,,,0.22162923428207015,,
03_087,,,,,0.2167297526740161,0.21972004835063091,,
03_088,,,,,0.23172364234909745,0.21739623752189194,,
03_089,,,,,0.24855870449805503,0.21847136138421627,,
03_090,,,,,0.2610270778998254,0.21615137556425987,,0.15726671544186321
03_091,,,,,0.2530343041948299,0.21807589630367524,,0.15185396077434676
03_092,,,,,0.2350380152995806,0.2197209540729627,,
03_093,,,,,0.21798683945823072,0.22070779967675147,,
03_094,,,,,0.2365163006768885,0.21755551794353326,,
03_095,,,,,0.24777741870628994,0.2135159142422885,,0.1599703469303282
03_096,,,,,0.2586052196990314,0.21185095339625196,,0.1740176240443259
03_097,,,,,0.2559800650538599,0.20525626860911803,,0.1856661901822449
03_098,,,,,0.2621881619112411,0.1985411285942664,,0.20761791894164125
03_099,,,,,0.26542657093350974,0.19799455945683261,,0.2202599964426702
03_100,,,,,0.26539993179620314,0.2052313492651603,,0.1930642527462558
03_101,,,,,0.2687242235784717,0.2019577948598505,,0.20165268287665333
03_102,,,,,0.26872996755661516,0.1972455738732589,,0.21125907813824485
03_103,,,,,0.27301422921806984,0.1927982497068447,,0.20095922588769902
03_104,,,,,0.274911559427752,0.2007636177685424,,0.18415336030657434
03_105,,,,,0.27066657708975544,0.20913981062611509,,0.16362043741478197
03_106,,,,,0.280638174080604,0.20759372628360656,,
03_107,-0.42312641581740246,,,,0.27163346156231144,0.2099371674965308,,
03_108,,,,,0.2632787242459392,0.21138935617555848,,
03_109,,,,,0.2560098835563784,0.21447715056778682,,
03_110,,,,,0.24614619594505643,0.2153433612025839,,
03_111,-0.42975969403064235,,,-0.2843158051572148,0.2599871724547865,0.21133031761563265,,
03_112,-0.46504510514734987,,,-0.3005273989393094,0.2551998778845852,0.212847099020548,,
03_113,-0.6222077207505855,,,-0.38983799937302427,0.2583254838441712,0.215118495549531,,
03_114,-0.6964885147794365,,,-0.4125163986031167,0.24058571279455485,0.22191142555783552,0.17256440531008688,
03_211,,,,,0.2698341933245703,,,0.37860990906913744
03_212,,,,,0.2586237837088356,,,0.33662654541076326
03_213,,,,,0.25809967094406966,,,0.33496560675365067
04_001,-0.6762180184520482,,,-0.3804497573822933,,0.21925468356872965,0.17826992137548156,
04_002,-0.4956641214874677,,,-0.31996113136526744,0.22467713222844457,0.20543116655324276,,
04_003,-0.5880045108248744,,,-0.3587600439788569,0.233890076575681,0.21347495845851822,,
04_004,-0.49508925371560414,,,-0.3190506873391854,0.2414469378083455,0.21055467417582766,,
04_005,,,,-0.26378285016010095,0.2404080249539663,0.21061057330821914,,
04_006,,,,-0.22216756664101586,0.22886611640699098,0.21346212748284765,,
04_007,,,,-0.25482941591343816,0.2245888070530773,0.2098035456700957,,
04_008,,,,-0.26563585737734624,0.21520067380848382,0.20738928107248294,,
04_009,,,,-0.2745093953780835,,0.20394230755736467,,
04_010,,,,-0.2857582104902685,,0.197169598423601,,
04_011,-0.3903060134598699,,,-0.2953080015430155,,0.19348819046500923,,
04_012,-0.4935052665546803,,,-0.30504241995777864,,0.19518049653585165,0.17225658386468445,
04_013,-0.5647148240796813,,,-0.28975722690509037,,0.19325694464376808,0.18817278990040706,
04_014,-0.645711374898519,,,-0.2986455124081576,,0.20389091330020112,0.19593391400891721,
04_015,-0.6127616742826001,,,-0.3281129195339509,,0.20696231555773012,0.18341563722219573,
04_016,-0.7064070544680481,,,-0.37251148512745846,,0.22426738025687382,0.18368599039810088,
04_017,-0.7240110099740079,,,-0.33689561175164845,,0.22651397519509564,0.18757446241938375,
04_018,-0.749164140992235,,,-0.3090999597405459,,0.24848268152312925,0.17825784779600481,
04_019,-0.7228234006585597,,,,,0.24765608850137,0.18563154491849979,
04_020,-0.7215716555814978,,,,,0.22314341762846124,0.1967893358752984,
04_021,-0.6940503673931332,,,,,0.19809446157157756,0.2108432188669139,-0.3556741082418043
04_022,-0.5745578000844129,,,,,,0.19607483668850603,
04_023,-0.6251500921132118,,,,,,0.19271197764033218,-0.35008425603306204
04_024,,,,-0.275752595290071,,,,
04_025,,,,-0.28904351116368726,,,,
04_026,,,,-0.29910684952000277,,0.18900758353094593,,
04_027,,,,-0.3012080932349213,,,,
04_028,,,,-0.3156889935449964,,0.17751996289882302,,
04_029,,,,-0.3132475545094158,,0.18673312410303805,,
04_030,,,,-0.2808840188019665,,0.20175397081359592,,
04_031,,,,-0.26182323314121114,,0.2058313073654315,,
04_032,,,,-0.2206362874189158,,0.2142748049512341,,
04_033,,,,-0.22027306210079642,,0.21462555618662094,,
04_034,,,,-0.2309422201352263,,0.2142950796106078,,
04_035,,,,,,0.21838543106273017,,
04_036,,,,-0.23636192875846807,,0.21530969469606911,,
04_037,,,,,,0.22037506661267722,,
04_038,,,,,,0.22243780439445415,,
04_039,,,,-0.23693838659339023,,0.2208282576363604,,
04_040,,,,-0.202695813169148,,0.22491201792507995,,
04_041,,,,-0.2298062104689463,,0.22616921672577553,,
04_042,,,,-0.20461366777409887,,0.22784011210370003,,
04_043,,,,-0.2887480680260698,,0.22206435707242705,,
04_044,,,,-0.2641241341340885,,0.22697068429122225,,
04_045,,,,-0.2738616184773431,,0.22763869417727448,,
04_046,,,,-0.29047124354190895,,0.22594570661878424,,
04_047,,,,-0.3152454030631826,,0.22363767308092344,,
04_048,,,,-0.2721678056813417,,0.20669281983438254,,
04_049,,,,-0.31067225749076305,,0.20735177329142265,,
04_050,,,,-0.32217025925852855,,0.16629466623799558,,
04_051,,,,-0.3307290358528251,,0.17033871555067695,,
04_052,,,,-0.3438675299743878,,0.18443354088648947,,
04_053,,,,-0.34741967319195366,,0.20523152215498205,,
04_054,,,,-0.33415514853472333,,0.21790915570749653,,
04_055,,,,-0.3549655011483283,,0.1934678018739953,,
04_056,,,,-0.3645285255177095,,0.21073975577132445,,
04_084,,,,-0.282816181372954,,0.20298832317043722,,
05_001,,,,-0.3163533189850255,0.24599903573685591,0.21638045511054846,,
05_002,,,,-0.2933195470833422,0.4099812855815634,,,
05_003,,,,-0.337878058976771,,0.19312166476676437,,
05_004,,,,-0.2682731631221307,0.271483291789329,,,
05_005,,,,-0.32746836072443186,,0.1869985042777745,,
05_006,,,,-0.33048837163494094,,0.18481700377521632,,
05_007,,,,,,,,
05_008,,,,,,,,
05_009,,,,,,,,
05_010,,,,,,,,
05_011,,,,,,,,
05_012,,,,,,,,
05_013,,,,-0.2616471965765414,,,,
05_014,,,,-0.31370874054860076,,0.17568311473407638,,
05_015,,,,-0.2597042316493829,,0.16729534520868372,,
05_016,,,,-0.2549298657941658,,,,
05_017,,,,-0.33380629424396746,,0.1752898438424151,,
05_018,,,,-0.2885110131188309,,0.16240482710615697,,
05_019,,,,-0.23961580846066335,,,,
05_020,-0.6014417370529362,,,,,,0.17426996516929172,-0.37336112268577526
05_021,-0.7531264490235753,,,,,,0.2139643829165271,-0.5155044750930516
05_022,-0.6116220644857961,,,,,,0.17189047624206774,-0.44203958892110745
05_023,-0.41200959294761336,,,,,,,
05_024,-0.5895226319748045,,,,,,0.16278882449468296,-0.4877859786879718
05_025,-0.6183821807047084,,,,,,0.1820132516111838,-0.5450163060986097
05_026,-0.5530985425198645,,,,,,0.17622275740772878,-0.5216816642398349
05_027,-0.508114504658391,,,,,,,-0.488501988595658
05_028,-0.3725689061084529,,,,,,,
05_029,-0.43881463998087733,,,,,,,
05_030,-0.469666462917404,,,,,,0.14276554372120887,
05_031,-0.40585945259201534,,,,0.20776931987763703,,,
05_032,,,,-0.29999343486513563,0.33365644285816576,,,
05_033,-0.4109289430585175,,,-0.2950160289968029,0.41969232782551075,,0.1549042063816524,
05_034,-0.5443589877497924,,,-0.30141047061199583,0.38471071391652223,,0.18580456347879476,
05_035,-0.5531159249402341,,,-0.29639362219229665,0.31582052207876277,,0.21261291712373395,
05_036,-0.5244927220200835,,,-0.2941669246634223,0.3077255598175808,,0.20238246165010493,
05_037,-0.5699606905741857,,,,0.2726695268847271,,0.2250887491546277,
05_038,-0.5851049802406146,,,,0.24665133281230786,,0.23423792314580547,
05_039,-0.5239609948406053,,,,0.2702584432308418,,0.20397204151027515,
05_040,-0.5410152956105078,,,,0.24096190466212555,,0.21460461180983295,
05_041,-0.5911470788874584,,,,0.22187251026040147,,0.23896804694032847,
05_042,-0.5916875792620968,,,,,,0.23369350847620443,
05_043,-0.5538003394899828,,,,0.21376645198990363,,0.2150124379300157,
05_044,-0.5577107610266623,,,,,,0.20711395429555002,
05_045,-0.5082289077409076,,,,0.2235377266321644,,0.18554089226796894,
05_046,-0.5050407444649251,,,,,,0.17539918232377305,
05_047,-0.575006035861147,,,,,,0.20339898353356548,
05_048,-0.629996674526054,,,,,,0.22337892962564462,
05_049,-0.7069834425569542,,,,,,0.23644884943508093,-0.5938036452398422
05_050,-0.6320836266691466,,,,,,0.25052407090817475,
05_051,-0.6366094533834575,,,,,,0.25182554505585003,
05_052,-0.6877250929486434,,,,,,0.25869839800131395,
05_053,-0.7718437794746308,,,,,,0.24122847707511025,-0.6170146120806623
05_054,-0.7610273126870148,,,,,,0.2413786701275589,-0.5636504338760173
05_055,-0.7932475430817189,,,,,,0.23045657042108697,-0.5911836271011185
05_056,-0.757692609783135,,,,,,0.22479216599881965,-0.5162347547225845
05_057,-0.7277470353650571,,,,,,0.21664857449204836,-0.4452330221669342
05_058,-0.70664473044563,,,,,0.20252601280905466,0.21844501979893186,
05_059,-0.6643924307519886,,,,,0.2599887688546084,0.17975341469921274,
05_060,-0.6747318712974828,,,,,,0.22476780323793666,
05_061,-0.5951680299482007,,,,,0.2828134754356307,,
05_062,-0.6442198193532627,,,,,,0.22333660928355692,
05_063,-0.5955743420152084,,,,,,0.22068538604475588,
05_064,-0.5321278113614187,,,,,0.2432939441511327,0.18078227406136674,
05_065,-0.5022576965805016,,,,,0.2867546310426373,,
05_066,,,,,,0.27405469665474946,,
05_067,,,,,,0.26256629716067426,,
05_068,,,,,,,,
05_069,,,,,,,,
05_070,,,,,,,,
05_071,,,,,,,,
05_072,,,,,,,0.18079062216661293,
05_073,-0.4860537300214152,,,,,,0.2022505781172012,
05_074,-0.5292765719424866,,,,,,0.21381853468270548,
05_075,-0.5702224222944172,,,,,,0.22338135676595633,
05_076,-0.6132557353620571,,,,,,0.24555634991696673,
05_077,-0.6485008826479419,,,,0.2164744557205624,,0.24546621401880775,
05_078,-0.6361786647797785,,,,,,0.2572714597562634,
05_079,-0.6175650644596443,,,,,,0.23884950523509202,
05_080,-0.615100046761184,,,,,,0.21451671381318455,
05_081,-0.5162556775320147,,,,,,0.18106614883743802,
05_082,,,,,,,,
05_083,-0.4949343298305581,,,,,,,
05_084,-0.5966113132356007,,,,,,0.18759546245317688,
05_085,-0.6336834767966062,,,,,,0.20661244786109245,
05_086,-0.6715354438984736,,,,,,0.22860792721527504,
05_087,-0.6668251757090081,,,,0.2160703425895131,,0.23899994406555122,
05_088,-0.7071542920825779,,,-0.3622027927261747,0.23325135099187966,,0.21694817114921028,
05_089,-0.6460262020578786,,,,,,0.18250920056014977,
05_090,-0.7239927541582009,,,-0.30387680868470895,0.25878859527856596,,0.19583750390251636,
05_091,-0.760878054020329,,,-0.25105349412232236,0.30057582253006593,,,
05_092,-0.6960509741552726,,,-0.3377505536735698,0.2856379964961384,,0.22046376584355118,
05_093,-0.614004444236397,,,-0.33211964380226633,0.2686359686801385,,0.23155359572025816,
05_094,-0.5986126529937579,,,-0.3028839964605308,0.32723638974557967,,0.2129251170491637,
05_095,-0.6036348833558669,,,-0.29467733264845675,0.38500446661859433,,0.17725255001846238,
