,Distance_Center,Nationality_Italy,POI_Restaurants_Hotels,Nationality_Spain,Nationality_UK,Education_University,Intercept
0,-0.4723772358637112,0.21028080431224283,0.14940197982985728,-0.15036628898119453,0.1044471462111651,-0.1176892707389755,-2.546047205999791e-16
1,-0.4434703623124846,0.22895755230551884,0.16344908189983184,-0.13285318189875547,0.11096369041722663,-0.0991479233139817,-2.355582264559684e-16
2,-0.4651217052533584,0.1789847349232112,0.16989558730419754,-0.13452135616127436,0.13436364462968525,-0.0947974705831752,2.1004213059956658e-16
3,-0.4326653861156669,0.19216488939542062,0.16240695127195862,-0.18003639570528424,0.11054489728461134,-0.09308608171653311,-7.107761600751584e-17
4,-0.47776029986906815,0.2089641766932459,0.15844677141567617,-0.1436983978255587,0.10429390833862062,-0.12838484918435933,1.1691326706019354e-16
5,-0.5006302046032756,0.1982001829801573,0.14819805270675315,-0.1302262107501614,0.11018849097595963,-0.11650809731643562,-7.044542393509219e-17
6,-0.44963988594786447,0.19281243705448087,0.150365539211144,-0.16596321286085633,0.11944644082561573,-0.09082570888461695,1.2123242557435558e-16
7,-0.4275970530312672,0.2243252184326539,0.17326144544729466,-0.15170970629732422,0.10376233546677249,-0.1006706087171978,-1.822323146824947e-16
8,-0.45705927763309195,0.20480759814836116,0.16547231407823904,-0.15397602801299765,0.10952697825469708,-0.12380952253540344,-3.322556314801192e-16
9,-0.45798164244026757,0.20235070225527213,0.16716943952298483,-0.1368411061479404,0.12037031639084118,-0.10377779888748162,8.5257448144974e-18
10,-0.4498566297411816,0.2011573125557365,0.15281838837388134,-0.16312329272585752,0.12241713015152536,-0.10324740456275323,1.696640335217853e-16
11,-0.4587497027955954,0.2282633721153986,0.17487953614817367,-0.12080596615759005,0.1038158825688203,-0.12422806949710591,2.8011535233363895e-17
12,-0.44914305410086264,0.19697892622798974,0.16256415438488864,-0.16168460527676337,0.11269760127507131,-0.09073605770728987,-2.647038066075903e-16
13,-0.4732228732512775,0.18816613948204464,0.15729234921855545,-0.15497246035845752,0.10979538331111846,-0.11512402698828236,-6.508298726302401e-16
14,-0.4617235256117609,0.20967180366632943,0.15638898563924852,-0.13841243144636803,0.11374592774893182,-0.10220328760341228,-9.152286472112668e-17
15,-0.45706003535220596,0.2152797833256172,0.1655153382750784,-0.13869422057979092,0.11127487925672559,-0.1162310114882726,-1.0723235040039361e-16
16,-0.4444029826856578,0.21626766054267033,0.1844872629488846,-0.1423198190557865,0.11363113838681892,-0.112823693681463,2.8452655815451083e-16
17,-0.4749562607247196,0.20264492716610066,0.14906502775177646,-0.15558723468717028,0.10907635114576271,-0.12096063318913387,3.1890278869981475e-16
18,-0.45061835441424075,0.18578161807100954,0.15324791603962684,-0.1434940248964206,0.13929891687039594,-0.09004547883811359,2.326417335983271e-16
19,-0.4657423790697627,0.20323766903566093,0.15128580671502137,-0.15877918569052646,0.08942905762803662,-0.09417457069668014,-3.2915767534111384e-16
20,-0.4752244479645153,0.18608000908837397,0.14317183517410054,-0.14929562795469806,0.1365540868582538,-0.1102141247765035,-2.6919690008408023e-16
21,-0.40971471406212057,0.22567895503512136,0.15855653370668293,-0.14823136531015674,0.1315852547071604,-0.10046837414884949,-8.089361966429273e-17
22,-0.4922463999638331,0.18794611597113803,0.1459475877789204,-0.17223241920580618,0.08992736068696949,-0.11391984121927648,2.4786197520427197e-16
23,-0.4474050097740639,0.21454297677779166,0.16494042312859408,-0.14418396386499757,0.10235503836964129,-0.09584717761533973,-3.817087181510742e-16
24,-0.4695408593755588,0.21242562858563913,0.18846963607659328,-0.12382816941763418,0.10195788498091626,-0.11666067023841736,-1.2298980800017737e-16
