Tag,Distance_Center,Education_University,Nationality_Italy,Nationality_UK,Nationality_Spain,POI_Restaurants_Hotels,Intercept
03_041,,,0.36751545809174857,,,,0.2629637657974779
03_042,,,0.44132842827315777,,,,0.26340189404379677
03_043,,,0.40914112443187395,,,,0.24437930053675758
03_044,,,0.4596530102013918,,,,0.22606269905047108
03_045,,,0.47030364682491566,,,0.23416662845685343,0.28593600318796664
03_046,,,0.46035912075408414,,,0.24138395743672614,0.24751951109149484
03_047,,,0.37561391371943026,,,0.27026688703312374,
03_048,-0.4441744930171351,-0.3709804489073794,,,,0.2407446154957585,
03_049,,-0.35064974057162884,,,,0.2401910528556044,
03_050,,,0.3026253689821248,,,0.2265212398064857,
03_051,,,0.3430598824762056,,,0.21080940802810824,0.17865155811844863
03_052,,,0.38154770356375506,,,0.22218472642823003,
03_053,,,0.4188229719661753,,,0.2590693204078849,
03_054,,,0.4455391078381411,,,0.2294755756071191,
03_055,,,0.4235333306133127,,,,0.20035642254222585
03_056,,,0.401382376365702,,,,0.21995153692466435
03_057,,,0.3412249586611278,,,,0.20363992979611192
03_058,,,0.3349210182936522,,,,0.24178908691483722
03_059,,,0.3087652475596953,,,,0.25315842734557015
03_060,,,,,,0.17670606534079952,0.24021702939603343
03_061,,,0.2835838556450778,,,,0.2589762358709954
03_062,,,,,,0.17357724895917262,0.24475338368046862
03_063,,,,,,0.17414690567276694,0.2606928923284605
03_064,,,,0.23230493129327442,,0.17634953153929234,0.275030851057953
03_065,,,,,,0.17500976142686991,0.2671471815989283
03_066,,,,0.22648618147026695,,0.17244947221652174,0.25206552811071953
03_067,,,,,,0.1728115748080435,0.25260383136251746
03_068,,,,,,0.170181841642624,0.23868911793016606
03_069,,,,,,0.16865439957613293,0.22840601290422777
03_070,,,,,,0.1663612659735709,0.21136773800674555
03_071,,,,,,0.16576185123305906,0.2022333886467883
03_072,,,,,,,0.19284444844320636
03_073,,,,,,,0.1716613051741279
03_074,,,,,,,0.1656832916766159
03_075,,,,,,,0.1763885481711462
03_076,,,,,,,0.15754584891412757
03_077,,,,,,0.17534501230569444,
03_078,,,,,,,0.1497488854951108
03_079,,,,,,0.1815259780167603,
03_080,,,,,,0.1957021854341327,
03_081,,-0.197785823393959,,,,0.19295856696958272,
03_082,,,,,,0.185250373923077,
03_083,,,,,,0.17307988830318025,
03_084,,,,,,0.1741358075617492,
03_085,,,,,,0.18149037296958534,
03_086,,,,,,0.1773904567613691,
03_087,,,,,,0.17512887720186118,
03_088,,,,,,0.1734724330312538,
03_089,,,,,,0.17317537420860932,0.14679950664701197
03_090,,,,,,0.1741518952313471,0.17354141531710698
03_091,,,,,,0.1706577205981581,0.1684704635581794
03_092,,,,,,0.17317455168442933,
03_093,,,,,,0.17488226408764573,
03_094,,,,,,0.170770597523546,0.15693854604867408
03_095,,,,,,,0.1788016498847838
03_096,,,,,,0.16845040378333315,0.1881486841913107
03_097,,,,,,0.1662459381728546,0.2009304179331279
03_098,,,,,,0.16797409852908418,0.2196696171439592
03_099,,,,,,0.1726016518891065,0.2259071984948701
03_100,,,,,,0.1700177329651994,0.2037372256459903
03_101,,,,,,0.1789669704291412,0.2106052375470017
03_102,,,,,,0.18382060837497471,0.2160289199029973
03_103,,,0.2933555376781083,,,0.19539370056343922,0.20065020261458302
03_104,,,,,,0.19587687146841207,0.1946343367861137
03_105,,,,,,0.18537634582930554,0.18295707327031419
03_106,,,,,,0.2059486243308498,
03_107,,,,,,0.1898049290081338,
03_108,,,,,,0.1787505093955049,0.16650762232290545
03_109,,,,,,0.1756879543841956,
03_110,,,,,,0.17374036947540178,
03_111,,,,,,0.1834415936099085,
03_112,,-0.26671423343679224,,,,0.18218842465969615,
03_113,-0.4686654223120967,-0.3257946115034122,,,,0.20567291188025755,
03_114,-0.5376238254142817,-0.3335944609607855,,,,0.22181060174203734,
03_211,,,,,,,0.34449279283886286
03_212,,,,,,,0.3125440008354983
03_213,,,,,,,0.3079274036444947
04_001,-0.5290415681123463,-0.32186041966170714,,,,0.21400644202931773,
04_002,,-0.30840991772862536,,,,0.18455421018515683,
04_003,-0.4433899973796541,-0.3157646115174393,,,,0.19684870489468206,
04_004,,-0.2890275838493842,,,,0.18254444223977714,
04_005,,-0.25495583079484246,,,,,
04_006,,-0.2428224487182957,,,,0.17394532915242622,
04_007,,-0.27283121866602655,,,,,
04_008,,-0.2961698580334607,,,,0.17507698795517296,
04_009,,-0.3147207150667546,,,,0.1748419039555112,
04_010,,-0.3443852501959288,,,,0.17496717699212933,
04_011,,-0.3395651026224574,,,,,
04_012,-0.4106923702318073,-0.3334327548849674,,,,0.19061297687543272,
04_013,-0.48804460025829327,-0.3268226969485873,,,,0.20271807359866964,
04_014,-0.5626370943666582,-0.3160150156354183,,,,0.23003561726378333,
04_015,-0.5028588343438961,-0.3192617966336622,,,,0.209448980808773,
04_016,-0.5872557245228854,-0.3202948833144954,,,,0.23320220707176065,
04_017,-0.6256248768756277,-0.3106446662911665,,,,0.257297775953006,
04_018,-0.6734950552371982,,,,,0.29651722051385343,
04_019,-0.6726577848533588,,,,,0.318570370314228,
04_020,-0.6574426631192437,,,,,0.27889237392302957,
04_021,-0.6348272154524887,-0.3091246875882938,,,,0.2672280179866513,
04_022,-0.49045484896416836,-0.35843292298846247,,,,0.2072234876704248,
04_023,-0.4895785390758707,-0.39091132904587494,,,,0.21161951340928306,
04_024,,-0.45220390749289774,,,,0.2134798373895687,
04_025,,-0.3888371363159312,,,,0.18143557567998841,
04_026,,-0.3758134254583386,,,,0.17901336282328376,
04_027,,-0.42060933834882336,,,,0.18749566613547758,
04_028,,-0.4297010203541421,,,,0.19478240906870076,
04_029,,-0.42519188731703755,,,,0.20365487219695574,
04_030,,-0.3661168852297829,,,,0.19040848038683708,
04_031,,-0.3293875967951293,,,,0.1809933129885722,
04_032,,-0.2616023709457438,,,,0.17561706711562958,
04_033,,-0.2637527501586437,,,,0.17776282961587103,
04_034,,-0.2900554685384625,,,,0.1853910880758118,
04_035,,-0.24892365209400946,,,,0.18001566761438048,
04_036,,-0.31046227343563276,,,,0.19738996375327245,
04_037,,-0.24999522965693496,,,,0.18881488661991905,
04_038,,-0.25141142131360456,,,,0.1960417741412019,
04_039,,-0.3115254801724309,,,,0.21061694813822465,
04_040,,-0.2571227801652521,,,,0.203707211946111,
04_041,,-0.30064844436277377,,,,0.21707814344878196,
04_042,,-0.26141377130492427,,,,0.2118206810883391,
04_043,,-0.40240401943367343,,,,0.24464154201460822,
04_044,,-0.3631312464500028,,,,0.24013516048565975,
04_045,,-0.3816430230497262,,,,0.24782508458451358,
04_046,,-0.40675994368168145,,,,0.25180670148692097,
04_047,,-0.44764558682380456,,,,0.2598149798334691,
04_048,,-0.37154623462251896,,,,0.20792980772445444,
04_049,,-0.4408613488032369,,,,0.24016120995957954,
04_050,,-0.4792610161653388,,,,0.22643625455325808,
04_051,,-0.49639255384050435,,,,0.23819814192384203,
04_052,,-0.49945902155693866,,,,0.24369132714911157,
04_053,,-0.5044970784374533,,,,0.25903608741524725,
04_054,,-0.4817750710942957,,,,0.2636920928219844,
04_055,,-0.5297893250378882,,,,0.2589951055370102,
04_056,,-0.5347497494463556,,,,0.2722699585535876,
04_084,,-0.3845000149605664,,,,0.206581672269596,
05_001,,-0.3437082541913825,,,,0.24877049425068568,
05_002,,-0.3408877401613738,0.3292521409267896,0.24937899007306502,,,
05_003,,-0.43174075129942335,,,,0.25741964426807107,
05_004,,-0.40612000612165855,,,,0.19595252623263043,
05_005,,-0.5390150905988222,,,,0.266193435771945,
05_006,,-0.5412325586104049,,,,0.2594616134119411,
05_007,,-0.5372023467473516,,,,0.2457668801386369,
05_008,,-0.4678883444152679,0.32757512655852566,,,0.21656278081643368,
05_009,,-0.5206415196526546,,,,0.25066005685588727,
05_010,,-0.5055634458907076,,,,0.25014280068163747,
05_011,,-0.4473415583196471,,,,0.242051638434689,
05_012,,-0.4347660893193953,0.3127184907628864,,,0.24268756499165214,
05_013,,-0.5026121755226559,,,,0.2519022057263825,
05_014,,-0.5167039260779402,,,,0.25256666115841786,
05_015,,-0.48624661918207135,,,,0.24902818470391389,
05_016,,-0.47597601460924266,,,,0.24648393775208827,
05_017,,-0.5122239977572235,,,,0.24752420223927138,
05_018,,-0.48108203888148926,,,,0.2408187709306831,
05_019,,-0.4554264430054879,,,,0.23564162422605803,
05_020,-0.48737841814537713,-0.400994092231839,0.2983384876447179,,,0.22400544817918103,
05_021,-0.596542069321766,-0.3508919174265575,0.33651602160056443,,,0.23096987951571493,
05_022,-0.5212501705919451,-0.3769594023205461,0.3386326207934482,,,0.23006480135356547,
05_023,-0.4270342306830649,-0.4120116672849685,0.315943637919503,,,0.23916901514650682,
05_024,-0.5556932317931705,-0.3398320434486922,0.37855369407247474,,,0.23100641285553403,
05_025,-0.6277388703734625,,0.41957077337170245,,,0.21898435126099974,
05_026,-0.6401599631393347,,0.44176308059438774,,,0.19526416036954197,
05_027,-0.5637356493928632,,0.4020467277218451,,,0.22123419895396945,
05_028,-0.4423299249202458,-0.3947610642173652,0.35378560922289615,,,0.22925536081200532,
05_029,-0.5248451878911873,-0.3565322932007486,0.3911058233468588,,,0.2085467039934143,
05_030,-0.5972100807615454,,0.4194071001921585,,,0.1729145471177817,
05_031,-0.5705436230492056,-0.4511119038989735,0.4029308464622311,,,,
05_032,-0.46224554694205194,-0.3787254401967678,0.3766934459820333,,,,
05_033,-0.6557957639888964,,,,,,
05_034,-0.8854551277729898,,,,,,
05_035,-0.8639510718173609,,0.3145682968437708,,,,
05_036,-0.8155527098437259,,0.34673332813989516,,,,
05_037,-0.8446727692870473,,0.3436489782721253,,,,
05_038,-0.8319884216119592,,0.35825993360313757,,,,
05_039,-0.7796107757490369,-0.33171858617854555,0.38410343871062325,,,,
05_040,-0.7651752211362488,,0.40105141906880126,,,,
05_041,-0.7961099966200926,,0.3964440480299809,,,,
05_042,-0.7355399074087031,,0.4470642740947818,,,,
05_043,-0.7351770134720385,,0.42629670090445654,,,,
05_044,-0.707779340686005,,0.4418774758311027,,,,
05_045,-0.7067103029523332,-0.3878709873570574,0.4180741450736562,,,,
05_046,-0.6623238358127107,,0.43217288862910147,,,,
05_047,-0.6812702894353272,,0.4562860547261107,,,,
05_048,-0.6940264062697026,,0.47087599574487043,,,,
05_049,-0.6852358740657487,,0.4722973785056776,,,0.20696355280824003,
05_050,-0.7327060385530401,,0.46026439399147007,,,,
05_051,-0.6435067581348564,,0.44407274129428687,,,,
05_052,-0.6809363240471529,,0.4786767561600259,,,0.20050252432976784,
05_053,-0.6779637704926864,,0.45524753015255465,,,0.22884886330299806,
05_054,-0.6624073044540992,,0.44285042319343854,,,0.25772401182415866,
05_055,-0.6590158141232711,,0.40743748408823327,,,0.24414301009528863,
05_056,-0.6549043047285378,,0.3653640047466318,,,0.27542912408250414,
05_057,-0.6584483854547333,,,,,0.2870133131064357,
05_058,-0.643322144515228,,0.3905305792963451,,,0.31575590123094477,
05_059,-0.6316075211668867,,0.35073075449534313,,,0.34327741750983565,
05_060,-0.6027029129411297,,0.43793955627362985,,,0.30158395874944277,
05_061,-0.5562421880807467,,0.365424584629724,,,0.34199861491755407,
05_062,-0.5720670204984601,,0.44664672626965446,,,0.28684311256646366,
05_063,-0.5315314422221948,,0.4363473232120291,,,0.26578394625300045,
05_064,-0.4772467619852377,,0.3901155102375028,,,0.30853405242385656,
05_065,-0.4669594101075885,,,,,0.3165735108206654,
05_066,,,,,,0.27631123564019555,
05_067,,,,,,,
05_068,,,,,,,
05_069,,,,,,,
05_070,,,,,,,
05_071,,,,,,,
05_072,,,,,,,
05_073,-0.5103839443104177,,,,,,
05_074,-0.5018309159092161,,0.3673588023268227,,,0.21407228720576169,
05_075,-0.6546053670778854,,,,,,
05_076,-0.65977812229579,,0.39429353893089486,,,,
05_077,-0.8262236854516583,,0.32054820216412094,,,,
05_078,-0.7789197126502329,,0.39089696868068813,,,,
05_079,-0.7325424340161649,,0.319227061699968,,,,
05_080,-0.779498127530941,,,,,,
05_081,-0.6214840287930656,,,,,,
05_082,-0.5894570698368923,,,,-0.42995455003063865,,
05_083,-0.6424514518224096,,,,-0.4648711369892706,,
05_084,-0.7983570112880282,,,,,,
05_085,-0.8310828375719203,,,,,,
05_086,-0.8754944725316182,,,,,,
05_087,-0.8599597830015325,,,,,,
05_088,-0.9626452487771976,,,,,,
05_089,-0.8853995778757667,,,,-0.39397534010462054,,
05_090,-1.006315013069419,,,,,,
05_091,-1.0721021355248765,,,,,,
05_092,-0.982929964760891,,,,,,
05_093,-0.8830365756457372,,0.30602392290210506,,,,
05_094,-0.9323046908556522,,,,,,
05_095,-0.9468004791403274,,,,,,
05_096,-0.9895270823784632,,,,,,
05_097,-0.998837030981742,,,,,,
05_098,-1.045555414112691,,,,,,
06_001,-0.852661179515707,,,,-0.432200317940151,,
06_002,-0.742249560613422,,,,-0.44595231372642063,,
06_003,-0.8858413284688185,,,,,,
06_004,-0.9607262661701894,,,,,,
06_006,-0.999257742928637,,,,,,
06_007,-1.0504853919840202,,,,,,
06_008,-0.9798217361174539,,,,,,
06_009,-0.5769818645105386,,,0.22210014476057038,,,
06_010,-0.7590854971510306,,,,,,
06_011,-0.8131323870037074,,,,,,
06_012,-0.9982717887293815,,,,,,
06_013,-1.0204837211184972,,,,,,
06_014,-0.9321701940071313,,,,,,
06_015,-0.8698847453512646,,,0.21404646374884947,,,
06_016,-0.8319027925908196,,,0.2331468076656381,,,
06_017,-0.8488807236082861,,,,,,
06_018,-0.596782720725504,,,,,,
06_019,-0.7084219523477406,,,,-0.4039220646155338,,
06_020,,,,,-0.49204066979722644,,
06_021,,,,,,,
06_022,,,,,,,
06_023,,,,,,,
06_024,,,,,,,
06_025,,,,,,,
06_026,,,,,,,
06_027,,,,,,,
06_028,,,,,,,
06_029,,,,,,,
06_030,,,,,,,
06_031,,,,,,,
06_032,,,,,,,
06_033,,,,,,,
06_034,,,,,-0.4466294472402241,,
06_035,,,,,-0.46961409543062155,,
06_036,,,,,-0.536589631765686,,
06_037,,,,,-0.536121320728169,,
06_038,,,,,-0.5427321383108199,,
06_039,,,,,-0.5192715691773061,,
06_040,,,,,-0.5080809968912615,,
06_041,,,,,-0.474310644183122,,
06_042,,,,,,,
06_043,,,,,,,
06_044,,,,,,,
06_045,-0.424601327202116,,,,,,
06_046,-0.45418264935939884,,,,,,
06_047,-0.4251337568160646,,,,,,
06_048,,,,,,,
06_049,,,,,,,
06_050,,,,,,,
06_051,,,,,-0.4720626757115715,,
06_052,,,,,,,
06_053,,,,,,,
06_054,-0.4537845565004425,,,,,,
06_055,-0.4992599968116649,,,,,,
06_056,-0.5562403292721504,,,,,,
06_057,-0.5081054389154475,,,,,,
06_058,-0.6153032805968006,,,,,,
06_059,-0.6154463936495789,,,,,,
06_060,-0.5532817607386661,,,,,,
06_061,,,,,,,
06_062,-0.5111907701410344,,,,,,
