"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat any a any","Nombre"
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","73 anys",170
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","73 anys",144
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","73 anys",223
2017,2,"Eixample",10,"Sant Antoni","Home","73 anys",159
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","73 anys",134
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","73 anys",4
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","73 anys",117
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","73 anys",41
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","73 anys",59
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","73 anys",73
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","73 anys",109
2017,3,"Sants-Montjuïc",18,"Sants","Home","73 anys",154
2017,4,"Les Corts",19,"les Corts","Home","73 anys",244
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","73 anys",142
2017,4,"Les Corts",21,"Pedralbes","Home","73 anys",61
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","73 anys",16
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","73 anys",101
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","73 anys",56
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","73 anys",109
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","73 anys",192
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","73 anys",115
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","73 anys",79
2017,6,"Gràcia",29,"el Coll","Home","73 anys",32
2017,6,"Gràcia",30,"la Salut","Home","73 anys",60
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","73 anys",158
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","73 anys",146
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","73 anys",102
2017,7,"Horta-Guinardó",34,"Can Baró","Home","73 anys",46
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","73 anys",177
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","73 anys",50
2017,7,"Horta-Guinardó",37,"el Carmel","Home","73 anys",154
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","73 anys",52
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","73 anys",32
2017,7,"Horta-Guinardó",40,"Montbau","Home","73 anys",10
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","73 anys",39
2017,7,"Horta-Guinardó",42,"la Clota","Home","73 anys",3
2017,7,"Horta-Guinardó",43,"Horta","Home","73 anys",118
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","73 anys",110
2017,8,"Nou Barris",45,"Porta","Home","73 anys",122
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","73 anys",40
2017,8,"Nou Barris",47,"Can Peguera","Home","73 anys",5
2017,8,"Nou Barris",48,"la Guineueta","Home","73 anys",105
2017,8,"Nou Barris",49,"Canyelles","Home","73 anys",49
2017,8,"Nou Barris",50,"les Roquetes","Home","73 anys",76
2017,8,"Nou Barris",51,"Verdun","Home","73 anys",57
2017,8,"Nou Barris",52,"la Prosperitat","Home","73 anys",144
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","73 anys",17
2017,8,"Nou Barris",54,"Torre Baró","Home","73 anys",9
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","73 anys",49
2017,8,"Nou Barris",56,"Vallbona","Home","73 anys",8
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","73 anys",33
2017,9,"Sant Andreu",58,"Baró de Viver","Home","73 anys",6
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","73 anys",40
2017,9,"Sant Andreu",60,"Sant Andreu","Home","73 anys",272
2017,9,"Sant Andreu",61,"la Sagrera","Home","73 anys",117
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","73 anys",52
2017,9,"Sant Andreu",63,"Navas","Home","73 anys",84
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","73 anys",167
2017,10,"Sant Martí",65,"el Clot","Home","73 anys",100
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","73 anys",59
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","73 anys",25
2017,10,"Sant Martí",68,"el Poblenou","Home","73 anys",100
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","73 anys",56
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","73 anys",63
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","73 anys",72
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","73 anys",138
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","73 anys",147
2017,1,"Ciutat Vella",1,"el Raval","Home","74 anys",92
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","74 anys",43
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","74 anys",44
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","74 anys",55
2017,2,"Eixample",5,"el Fort Pienc","Home","74 anys",105
2017,2,"Eixample",6,"la Sagrada Família","Home","74 anys",180
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","74 anys",152
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","74 anys",123
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","74 anys",223
2017,2,"Eixample",10,"Sant Antoni","Home","74 anys",124
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","74 anys",113
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","74 anys",2
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","74 anys",103
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","74 anys",32
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","74 anys",44
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","74 anys",65
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","74 anys",95
2017,3,"Sants-Montjuïc",18,"Sants","Home","74 anys",146
2017,4,"Les Corts",19,"les Corts","Home","74 anys",191
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","74 anys",118
2017,4,"Les Corts",21,"Pedralbes","Home","74 anys",47
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","74 anys",13
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","74 anys",79
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","74 anys",54
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","74 anys",87
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","74 anys",175
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","74 anys",96
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","74 anys",48
2017,6,"Gràcia",29,"el Coll","Home","74 anys",17
2017,6,"Gràcia",30,"la Salut","Home","74 anys",54
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","74 anys",133
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","74 anys",126
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","74 anys",97
2017,7,"Horta-Guinardó",34,"Can Baró","Home","74 anys",42
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","74 anys",127
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","74 anys",45
2017,7,"Horta-Guinardó",37,"el Carmel","Home","74 anys",128
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","74 anys",53
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","74 anys",20
2017,7,"Horta-Guinardó",40,"Montbau","Home","74 anys",13
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","74 anys",37
2017,7,"Horta-Guinardó",42,"la Clota","Home","74 anys",0
2017,7,"Horta-Guinardó",43,"Horta","Home","74 anys",121
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","74 anys",102
2017,8,"Nou Barris",45,"Porta","Home","74 anys",87
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","74 anys",27
2017,8,"Nou Barris",47,"Can Peguera","Home","74 anys",5
2017,8,"Nou Barris",48,"la Guineueta","Home","74 anys",69
2017,8,"Nou Barris",49,"Canyelles","Home","74 anys",30
2017,8,"Nou Barris",50,"les Roquetes","Home","74 anys",57
2017,8,"Nou Barris",51,"Verdun","Home","74 anys",48
2017,8,"Nou Barris",52,"la Prosperitat","Home","74 anys",137
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","74 anys",20
2017,8,"Nou Barris",54,"Torre Baró","Home","74 anys",8
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","74 anys",49
2017,8,"Nou Barris",56,"Vallbona","Home","74 anys",2
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","74 anys",28
2017,9,"Sant Andreu",58,"Baró de Viver","Home","74 anys",8
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","74 anys",34
2017,9,"Sant Andreu",60,"Sant Andreu","Home","74 anys",199
2017,9,"Sant Andreu",61,"la Sagrera","Home","74 anys",112
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","74 anys",53
2017,9,"Sant Andreu",63,"Navas","Home","74 anys",88
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","74 anys",133
2017,10,"Sant Martí",65,"el Clot","Home","74 anys",84
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","74 anys",56
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","74 anys",23
2017,10,"Sant Martí",68,"el Poblenou","Home","74 anys",70
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","74 anys",58
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","74 anys",56
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","74 anys",51
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","74 anys",122
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","74 anys",158
2017,1,"Ciutat Vella",1,"el Raval","Home","75 anys",80
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","75 anys",32
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","75 anys",43
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","75 anys",51
2017,2,"Eixample",5,"el Fort Pienc","Home","75 anys",126
2017,2,"Eixample",6,"la Sagrada Família","Home","75 anys",154
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","75 anys",128
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","75 anys",124
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","75 anys",222
2017,2,"Eixample",10,"Sant Antoni","Home","75 anys",137
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","75 anys",104
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","75 anys",3
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","75 anys",112
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","75 anys",27
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","75 anys",55
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","75 anys",64
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","75 anys",87
2017,3,"Sants-Montjuïc",18,"Sants","Home","75 anys",136
2017,4,"Les Corts",19,"les Corts","Home","75 anys",212
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","75 anys",120
2017,4,"Les Corts",21,"Pedralbes","Home","75 anys",49
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","75 anys",12
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","75 anys",83
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","75 anys",63
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","75 anys",105
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","75 anys",169
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","75 anys",100
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","75 anys",54
2017,6,"Gràcia",29,"el Coll","Home","75 anys",35
2017,6,"Gràcia",30,"la Salut","Home","75 anys",57
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","75 anys",128
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","75 anys",112
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","75 anys",88
2017,7,"Horta-Guinardó",34,"Can Baró","Home","75 anys",31
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","75 anys",119
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","75 anys",35
2017,7,"Horta-Guinardó",37,"el Carmel","Home","75 anys",115
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","75 anys",47
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","75 anys",29
2017,7,"Horta-Guinardó",40,"Montbau","Home","75 anys",22
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","75 anys",34
2017,7,"Horta-Guinardó",42,"la Clota","Home","75 anys",0
2017,7,"Horta-Guinardó",43,"Horta","Home","75 anys",104
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","75 anys",92
2017,8,"Nou Barris",45,"Porta","Home","75 anys",93
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","75 anys",32
2017,8,"Nou Barris",47,"Can Peguera","Home","75 anys",5
2017,8,"Nou Barris",48,"la Guineueta","Home","75 anys",71
2017,8,"Nou Barris",49,"Canyelles","Home","75 anys",26
2017,8,"Nou Barris",50,"les Roquetes","Home","75 anys",48
2017,8,"Nou Barris",51,"Verdun","Home","75 anys",46
2017,8,"Nou Barris",52,"la Prosperitat","Home","75 anys",115
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","75 anys",15
2017,8,"Nou Barris",54,"Torre Baró","Home","75 anys",3
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","75 anys",37
2017,8,"Nou Barris",56,"Vallbona","Home","75 anys",3
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","75 anys",20
2017,9,"Sant Andreu",58,"Baró de Viver","Home","75 anys",5
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","75 anys",37
2017,9,"Sant Andreu",60,"Sant Andreu","Home","75 anys",172
2017,9,"Sant Andreu",61,"la Sagrera","Home","75 anys",111
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","75 anys",44
2017,9,"Sant Andreu",63,"Navas","Home","75 anys",76
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","75 anys",141
2017,10,"Sant Martí",65,"el Clot","Home","75 anys",74
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","75 anys",34
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","75 anys",23
2017,10,"Sant Martí",68,"el Poblenou","Home","75 anys",86
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","75 anys",43
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","75 anys",46
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","75 anys",56
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","75 anys",113
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","75 anys",115
2017,1,"Ciutat Vella",1,"el Raval","Home","76 anys",107
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","76 anys",38
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","76 anys",52
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","76 anys",65
2017,2,"Eixample",5,"el Fort Pienc","Home","76 anys",88
2017,2,"Eixample",6,"la Sagrada Família","Home","76 anys",187
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","76 anys",168
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","76 anys",168
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","76 anys",260
2017,2,"Eixample",10,"Sant Antoni","Home","76 anys",156
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","76 anys",114
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","76 anys",2
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","76 anys",103
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","76 anys",51
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","76 anys",56
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","76 anys",87
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","76 anys",91
2017,3,"Sants-Montjuïc",18,"Sants","Home","76 anys",170
2017,4,"Les Corts",19,"les Corts","Home","76 anys",245
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","76 anys",120
2017,4,"Les Corts",21,"Pedralbes","Home","76 anys",55
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","76 anys",17
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","76 anys",104
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","76 anys",58
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","76 anys",97
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","76 anys",195
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","76 anys",121
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","76 anys",79
2017,6,"Gràcia",29,"el Coll","Home","76 anys",34
2017,6,"Gràcia",30,"la Salut","Home","76 anys",57
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","76 anys",167
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","76 anys",187
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","76 anys",104
2017,7,"Horta-Guinardó",34,"Can Baró","Home","76 anys",39
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","76 anys",153
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","76 anys",45
2017,7,"Horta-Guinardó",37,"el Carmel","Home","76 anys",157
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","76 anys",52
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","76 anys",27
2017,7,"Horta-Guinardó",40,"Montbau","Home","76 anys",35
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","76 anys",30
2017,7,"Horta-Guinardó",42,"la Clota","Home","76 anys",2
2017,7,"Horta-Guinardó",43,"Horta","Home","76 anys",139
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","76 anys",104
2017,8,"Nou Barris",45,"Porta","Home","76 anys",142
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","76 anys",59
2017,8,"Nou Barris",47,"Can Peguera","Home","76 anys",10
2017,8,"Nou Barris",48,"la Guineueta","Home","76 anys",79
2017,8,"Nou Barris",49,"Canyelles","Home","76 anys",41
2017,8,"Nou Barris",50,"les Roquetes","Home","76 anys",62
2017,8,"Nou Barris",51,"Verdun","Home","76 anys",47
2017,8,"Nou Barris",52,"la Prosperitat","Home","76 anys",180
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","76 anys",19
2017,8,"Nou Barris",54,"Torre Baró","Home","76 anys",7
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","76 anys",44
2017,8,"Nou Barris",56,"Vallbona","Home","76 anys",4
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","76 anys",38
2017,9,"Sant Andreu",58,"Baró de Viver","Home","76 anys",12
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","76 anys",48
2017,9,"Sant Andreu",60,"Sant Andreu","Home","76 anys",257
2017,9,"Sant Andreu",61,"la Sagrera","Home","76 anys",117
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","76 anys",57
2017,9,"Sant Andreu",63,"Navas","Home","76 anys",100
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","76 anys",163
2017,10,"Sant Martí",65,"el Clot","Home","76 anys",117
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","76 anys",55
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","76 anys",29
2017,10,"Sant Martí",68,"el Poblenou","Home","76 anys",99
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","76 anys",51
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","76 anys",46
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","76 anys",47
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","76 anys",128
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","76 anys",161
2017,1,"Ciutat Vella",1,"el Raval","Home","77 anys",68
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","77 anys",23
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","77 anys",33
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","77 anys",38
2017,2,"Eixample",5,"el Fort Pienc","Home","77 anys",74
2017,2,"Eixample",6,"la Sagrada Família","Home","77 anys",105
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","77 anys",92
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","77 anys",84
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","77 anys",128
2017,2,"Eixample",10,"Sant Antoni","Home","77 anys",81
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","77 anys",76
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","77 anys",2
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","77 anys",68
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","77 anys",26
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","77 anys",27
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","77 anys",44
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","77 anys",60
2017,3,"Sants-Montjuïc",18,"Sants","Home","77 anys",98
2017,4,"Les Corts",19,"les Corts","Home","77 anys",115
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","77 anys",76
2017,4,"Les Corts",21,"Pedralbes","Home","77 anys",33
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","77 anys",9
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","77 anys",46
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","77 anys",42
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","77 anys",57
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","77 anys",86
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","77 anys",76
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","77 anys",31
2017,6,"Gràcia",29,"el Coll","Home","77 anys",18
2017,6,"Gràcia",30,"la Salut","Home","77 anys",30
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","77 anys",73
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","77 anys",92
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","77 anys",68
2017,7,"Horta-Guinardó",34,"Can Baró","Home","77 anys",18
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","77 anys",91
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","77 anys",23
2017,7,"Horta-Guinardó",37,"el Carmel","Home","77 anys",114
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","77 anys",26
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","77 anys",25
2017,7,"Horta-Guinardó",40,"Montbau","Home","77 anys",13
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","77 anys",20
2017,7,"Horta-Guinardó",42,"la Clota","Home","77 anys",0
2017,7,"Horta-Guinardó",43,"Horta","Home","77 anys",83
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","77 anys",72
2017,8,"Nou Barris",45,"Porta","Home","77 anys",69
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","77 anys",26
2017,8,"Nou Barris",47,"Can Peguera","Home","77 anys",4
2017,8,"Nou Barris",48,"la Guineueta","Home","77 anys",65
2017,8,"Nou Barris",49,"Canyelles","Home","77 anys",18
2017,8,"Nou Barris",50,"les Roquetes","Home","77 anys",27
2017,8,"Nou Barris",51,"Verdun","Home","77 anys",43
2017,8,"Nou Barris",52,"la Prosperitat","Home","77 anys",95
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","77 anys",13
2017,8,"Nou Barris",54,"Torre Baró","Home","77 anys",5
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","77 anys",31
2017,8,"Nou Barris",56,"Vallbona","Home","77 anys",4
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","77 anys",25
2017,9,"Sant Andreu",58,"Baró de Viver","Home","77 anys",5
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","77 anys",34
2017,9,"Sant Andreu",60,"Sant Andreu","Home","77 anys",137
2017,9,"Sant Andreu",61,"la Sagrera","Home","77 anys",70
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","77 anys",25
2017,9,"Sant Andreu",63,"Navas","Home","77 anys",53
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","77 anys",80
2017,10,"Sant Martí",65,"el Clot","Home","77 anys",45
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","77 anys",25
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","77 anys",10
2017,10,"Sant Martí",68,"el Poblenou","Home","77 anys",47
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","77 anys",27
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","77 anys",39
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","77 anys",38
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","77 anys",82
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","77 anys",109
2017,1,"Ciutat Vella",1,"el Raval","Home","78 anys",85
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","78 anys",36
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","78 anys",31
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","78 anys",41
2017,2,"Eixample",5,"el Fort Pienc","Home","78 anys",85
2017,2,"Eixample",6,"la Sagrada Família","Home","78 anys",109
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","78 anys",74
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","78 anys",91
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","78 anys",162
2017,2,"Eixample",10,"Sant Antoni","Home","78 anys",111
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","78 anys",105
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","78 anys",5
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","78 anys",97
