"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat any a any","Nombre"
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","12 anys",81
2017,9,"Sant Andreu",60,"Sant Andreu","Home","12 anys",249
2017,9,"Sant Andreu",61,"la Sagrera","Home","12 anys",124
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","12 anys",59
2017,9,"Sant Andreu",63,"Navas","Home","12 anys",103
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","12 anys",137
2017,10,"Sant Martí",65,"el Clot","Home","12 anys",126
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","12 anys",53
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","12 anys",52
2017,10,"Sant Martí",68,"el Poblenou","Home","12 anys",195
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","12 anys",76
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","12 anys",109
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","12 anys",101
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","12 anys",103
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","12 anys",123
2017,1,"Ciutat Vella",1,"el Raval","Home","13 anys",179
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","13 anys",43
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","13 anys",35
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","13 anys",49
2017,2,"Eixample",5,"el Fort Pienc","Home","13 anys",102
2017,2,"Eixample",6,"la Sagrada Família","Home","13 anys",184
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","13 anys",170
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","13 anys",159
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","13 anys",200
2017,2,"Eixample",10,"Sant Antoni","Home","13 anys",149
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","13 anys",153
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","13 anys",7
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","13 anys",154
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","13 anys",51
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","13 anys",50
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","13 anys",78
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","13 anys",83
2017,3,"Sants-Montjuïc",18,"Sants","Home","13 anys",148
2017,4,"Les Corts",19,"les Corts","Home","13 anys",182
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","13 anys",94
2017,4,"Les Corts",21,"Pedralbes","Home","13 anys",72
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","13 anys",23
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","13 anys",156
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","13 anys",131
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","13 anys",171
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","13 anys",284
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","13 anys",175
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","13 anys",73
2017,6,"Gràcia",29,"el Coll","Home","13 anys",34
2017,6,"Gràcia",30,"la Salut","Home","13 anys",61
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","13 anys",191
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","13 anys",125
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","13 anys",86
2017,7,"Horta-Guinardó",34,"Can Baró","Home","13 anys",38
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","13 anys",165
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","13 anys",41
2017,7,"Horta-Guinardó",37,"el Carmel","Home","13 anys",141
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","13 anys",57
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","13 anys",26
2017,7,"Horta-Guinardó",40,"Montbau","Home","13 anys",23
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","13 anys",24
2017,7,"Horta-Guinardó",42,"la Clota","Home","13 anys",3
2017,7,"Horta-Guinardó",43,"Horta","Home","13 anys",134
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","13 anys",94
2017,8,"Nou Barris",45,"Porta","Home","13 anys",105
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","13 anys",73
2017,8,"Nou Barris",47,"Can Peguera","Home","13 anys",8
2017,8,"Nou Barris",48,"la Guineueta","Home","13 anys",69
2017,8,"Nou Barris",49,"Canyelles","Home","13 anys",33
2017,8,"Nou Barris",50,"les Roquetes","Home","13 anys",93
2017,8,"Nou Barris",51,"Verdun","Home","13 anys",45
2017,8,"Nou Barris",52,"la Prosperitat","Home","13 anys",108
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","13 anys",27
2017,8,"Nou Barris",54,"Torre Baró","Home","13 anys",19
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","13 anys",57
2017,8,"Nou Barris",56,"Vallbona","Home","13 anys",6
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","13 anys",49
2017,9,"Sant Andreu",58,"Baró de Viver","Home","13 anys",15
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","13 anys",67
2017,9,"Sant Andreu",60,"Sant Andreu","Home","13 anys",266
2017,9,"Sant Andreu",61,"la Sagrera","Home","13 anys",92
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","13 anys",50
2017,9,"Sant Andreu",63,"Navas","Home","13 anys",103
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","13 anys",124
2017,10,"Sant Martí",65,"el Clot","Home","13 anys",110
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","13 anys",50
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","13 anys",62
2017,10,"Sant Martí",68,"el Poblenou","Home","13 anys",154
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","13 anys",76
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","13 anys",109
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","13 anys",98
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","13 anys",110
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","13 anys",131
2017,1,"Ciutat Vella",1,"el Raval","Home","14 anys",190
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","14 anys",45
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","14 anys",39
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","14 anys",69
2017,2,"Eixample",5,"el Fort Pienc","Home","14 anys",122
2017,2,"Eixample",6,"la Sagrada Família","Home","14 anys",170
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","14 anys",170
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","14 anys",131
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","14 anys",192
2017,2,"Eixample",10,"Sant Antoni","Home","14 anys",112
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","14 anys",156
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","14 anys",8
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","14 anys",150
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","14 anys",34
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","14 anys",44
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","14 anys",62
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","14 anys",77
2017,3,"Sants-Montjuïc",18,"Sants","Home","14 anys",163
2017,4,"Les Corts",19,"les Corts","Home","14 anys",186
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","14 anys",100
2017,4,"Les Corts",21,"Pedralbes","Home","14 anys",65
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","14 anys",37
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","14 anys",154
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","14 anys",106
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","14 anys",139
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","14 anys",256
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","14 anys",126
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","14 anys",65
2017,6,"Gràcia",29,"el Coll","Home","14 anys",34
2017,6,"Gràcia",30,"la Salut","Home","14 anys",46
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","14 anys",164
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","14 anys",126
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","14 anys",107
2017,7,"Horta-Guinardó",34,"Can Baró","Home","14 anys",36
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","14 anys",144
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","14 anys",47
2017,7,"Horta-Guinardó",37,"el Carmel","Home","14 anys",136
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","14 anys",49
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","14 anys",35
2017,7,"Horta-Guinardó",40,"Montbau","Home","14 anys",20
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","14 anys",26
2017,7,"Horta-Guinardó",42,"la Clota","Home","14 anys",2
2017,7,"Horta-Guinardó",43,"Horta","Home","14 anys",112
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","14 anys",112
2017,8,"Nou Barris",45,"Porta","Home","14 anys",92
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","14 anys",67
2017,8,"Nou Barris",47,"Can Peguera","Home","14 anys",10
2017,8,"Nou Barris",48,"la Guineueta","Home","14 anys",65
2017,8,"Nou Barris",49,"Canyelles","Home","14 anys",29
2017,8,"Nou Barris",50,"les Roquetes","Home","14 anys",81
2017,8,"Nou Barris",51,"Verdun","Home","14 anys",48
2017,8,"Nou Barris",52,"la Prosperitat","Home","14 anys",121
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","14 anys",37
2017,8,"Nou Barris",54,"Torre Baró","Home","14 anys",16
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","14 anys",55
2017,8,"Nou Barris",56,"Vallbona","Home","14 anys",7
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","14 anys",57
2017,9,"Sant Andreu",58,"Baró de Viver","Home","14 anys",16
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","14 anys",71
2017,9,"Sant Andreu",60,"Sant Andreu","Home","14 anys",224
2017,9,"Sant Andreu",61,"la Sagrera","Home","14 anys",108
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","14 anys",54
2017,9,"Sant Andreu",63,"Navas","Home","14 anys",90
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","14 anys",128
2017,10,"Sant Martí",65,"el Clot","Home","14 anys",119
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","14 anys",48
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","14 anys",50
2017,10,"Sant Martí",68,"el Poblenou","Home","14 anys",176
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","14 anys",71
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","14 anys",100
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","14 anys",83
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","14 anys",116
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","14 anys",106
2017,1,"Ciutat Vella",1,"el Raval","Home","15 anys",194
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","15 anys",36
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","15 anys",51
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","15 anys",77
2017,2,"Eixample",5,"el Fort Pienc","Home","15 anys",104
2017,2,"Eixample",6,"la Sagrada Família","Home","15 anys",168
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","15 anys",172
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","15 anys",146
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","15 anys",194
2017,2,"Eixample",10,"Sant Antoni","Home","15 anys",117
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","15 anys",155
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","15 anys",4
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","15 anys",160
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","15 anys",29
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","15 anys",52
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","15 anys",81
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","15 anys",74
2017,3,"Sants-Montjuïc",18,"Sants","Home","15 anys",144
2017,4,"Les Corts",19,"les Corts","Home","15 anys",155
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","15 anys",92
2017,4,"Les Corts",21,"Pedralbes","Home","15 anys",76
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","15 anys",27
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","15 anys",147
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","15 anys",94
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","15 anys",148
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","15 anys",237
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","15 anys",151
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","15 anys",67
2017,6,"Gràcia",29,"el Coll","Home","15 anys",41
2017,6,"Gràcia",30,"la Salut","Home","15 anys",56
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","15 anys",175
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","15 anys",116
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","15 anys",85
2017,7,"Horta-Guinardó",34,"Can Baró","Home","15 anys",34
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","15 anys",150
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","15 anys",56
2017,7,"Horta-Guinardó",37,"el Carmel","Home","15 anys",140
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","15 anys",58
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","15 anys",32
2017,7,"Horta-Guinardó",40,"Montbau","Home","15 anys",21
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","15 anys",18
2017,7,"Horta-Guinardó",42,"la Clota","Home","15 anys",1
2017,7,"Horta-Guinardó",43,"Horta","Home","15 anys",128
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","15 anys",99
2017,8,"Nou Barris",45,"Porta","Home","15 anys",89
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","15 anys",64
2017,8,"Nou Barris",47,"Can Peguera","Home","15 anys",10
2017,8,"Nou Barris",48,"la Guineueta","Home","15 anys",55
2017,8,"Nou Barris",49,"Canyelles","Home","15 anys",40
2017,8,"Nou Barris",50,"les Roquetes","Home","15 anys",70
2017,8,"Nou Barris",51,"Verdun","Home","15 anys",49
2017,8,"Nou Barris",52,"la Prosperitat","Home","15 anys",109
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","15 anys",46
2017,8,"Nou Barris",54,"Torre Baró","Home","15 anys",21
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","15 anys",65
2017,8,"Nou Barris",56,"Vallbona","Home","15 anys",4
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","15 anys",41
2017,9,"Sant Andreu",58,"Baró de Viver","Home","15 anys",15
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","15 anys",62
2017,9,"Sant Andreu",60,"Sant Andreu","Home","15 anys",235
2017,9,"Sant Andreu",61,"la Sagrera","Home","15 anys",101
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","15 anys",56
2017,9,"Sant Andreu",63,"Navas","Home","15 anys",88
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","15 anys",118
2017,10,"Sant Martí",65,"el Clot","Home","15 anys",124
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","15 anys",47
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","15 anys",60
2017,10,"Sant Martí",68,"el Poblenou","Home","15 anys",160
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","15 anys",56
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","15 anys",104
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","15 anys",72
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","15 anys",103
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","15 anys",143
2017,1,"Ciutat Vella",1,"el Raval","Home","16 anys",194
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","16 anys",44
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","16 anys",48
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","16 anys",71
2017,2,"Eixample",5,"el Fort Pienc","Home","16 anys",131
2017,2,"Eixample",6,"la Sagrada Família","Home","16 anys",195
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","16 anys",164
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","16 anys",153
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","16 anys",214
2017,2,"Eixample",10,"Sant Antoni","Home","16 anys",134
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","16 anys",162
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","16 anys",8
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","16 anys",153
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","16 anys",42
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","16 anys",63
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","16 anys",82
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","16 anys",85
2017,3,"Sants-Montjuïc",18,"Sants","Home","16 anys",161
2017,4,"Les Corts",19,"les Corts","Home","16 anys",190
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","16 anys",93
2017,4,"Les Corts",21,"Pedralbes","Home","16 anys",68
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","16 anys",31
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","16 anys",142
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","16 anys",116
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","16 anys",134
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","16 anys",269
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","16 anys",121
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","16 anys",77
2017,6,"Gràcia",29,"el Coll","Home","16 anys",24
2017,6,"Gràcia",30,"la Salut","Home","16 anys",54
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","16 anys",167
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","16 anys",103
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","16 anys",91
2017,7,"Horta-Guinardó",34,"Can Baró","Home","16 anys",36
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","16 anys",139
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","16 anys",43
2017,7,"Horta-Guinardó",37,"el Carmel","Home","16 anys",138
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","16 anys",52
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","16 anys",32
2017,7,"Horta-Guinardó",40,"Montbau","Home","16 anys",15
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","16 anys",35
2017,7,"Horta-Guinardó",42,"la Clota","Home","16 anys",2
2017,7,"Horta-Guinardó",43,"Horta","Home","16 anys",128
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","16 anys",110
2017,8,"Nou Barris",45,"Porta","Home","16 anys",89
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","16 anys",52
2017,8,"Nou Barris",47,"Can Peguera","Home","16 anys",14
2017,8,"Nou Barris",48,"la Guineueta","Home","16 anys",69
2017,8,"Nou Barris",49,"Canyelles","Home","16 anys",31
2017,8,"Nou Barris",50,"les Roquetes","Home","16 anys",80
2017,8,"Nou Barris",51,"Verdun","Home","16 anys",56
2017,8,"Nou Barris",52,"la Prosperitat","Home","16 anys",110
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","16 anys",37
2017,8,"Nou Barris",54,"Torre Baró","Home","16 anys",25
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","16 anys",58
2017,8,"Nou Barris",56,"Vallbona","Home","16 anys",6
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","16 anys",50
2017,9,"Sant Andreu",58,"Baró de Viver","Home","16 anys",13
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","16 anys",58
2017,9,"Sant Andreu",60,"Sant Andreu","Home","16 anys",270
2017,9,"Sant Andreu",61,"la Sagrera","Home","16 anys",118
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","16 anys",60
2017,9,"Sant Andreu",63,"Navas","Home","16 anys",98
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","16 anys",159
2017,10,"Sant Martí",65,"el Clot","Home","16 anys",126
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","16 anys",54
2017,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","16 anys",70
2017,10,"Sant Martí",68,"el Poblenou","Home","16 anys",151
2017,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","16 anys",72
2017,10,"Sant Martí",70,"el Besòs i el Maresme","Home","16 anys",112
2017,10,"Sant Martí",71,"Provençals del Poblenou","Home","16 anys",78
2017,10,"Sant Martí",72,"Sant Martí de Provençals","Home","16 anys",112
2017,10,"Sant Martí",73,"la Verneda i la Pau","Home","16 anys",119
2017,1,"Ciutat Vella",1,"el Raval","Home","17 anys",210
2017,1,"Ciutat Vella",2,"el Barri Gòtic","Home","17 anys",38
2017,1,"Ciutat Vella",3,"la Barceloneta","Home","17 anys",39
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","17 anys",118
2017,2,"Eixample",5,"el Fort Pienc","Home","17 anys",121
2017,2,"Eixample",6,"la Sagrada Família","Home","17 anys",183
2017,2,"Eixample",7,"la Dreta de l'Eixample","Home","17 anys",166
2017,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","17 anys",154
2017,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","17 anys",187
2017,2,"Eixample",10,"Sant Antoni","Home","17 anys",126
2017,3,"Sants-Montjuïc",11,"el Poble Sec","Home","17 anys",139
2017,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","17 anys",0
2017,3,"Sants-Montjuïc",13,"la Marina de Port","Home","17 anys",139
2017,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","17 anys",49
2017,3,"Sants-Montjuïc",15,"Hostafrancs","Home","17 anys",52
2017,3,"Sants-Montjuïc",16,"la Bordeta","Home","17 anys",72
2017,3,"Sants-Montjuïc",17,"Sants - Badal","Home","17 anys",88
2017,3,"Sants-Montjuïc",18,"Sants","Home","17 anys",172
2017,4,"Les Corts",19,"les Corts","Home","17 anys",174
2017,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","17 anys",90
2017,4,"Les Corts",21,"Pedralbes","Home","17 anys",57
2017,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","17 anys",25
2017,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","17 anys",139
2017,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","17 anys",118
2017,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","17 anys",145
2017,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","17 anys",253
2017,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","17 anys",152
2017,6,"Gràcia",28,"Vallcarca i els Penitents","Home","17 anys",67
2017,6,"Gràcia",29,"el Coll","Home","17 anys",33
2017,6,"Gràcia",30,"la Salut","Home","17 anys",67
2017,6,"Gràcia",31,"la Vila de Gràcia","Home","17 anys",148
2017,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","17 anys",113
2017,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","17 anys",101
2017,7,"Horta-Guinardó",34,"Can Baró","Home","17 anys",42
2017,7,"Horta-Guinardó",35,"el Guinardó","Home","17 anys",151
2017,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","17 anys",57
2017,7,"Horta-Guinardó",37,"el Carmel","Home","17 anys",128
2017,7,"Horta-Guinardó",38,"la Teixonera","Home","17 anys",49
2017,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","17 anys",40
2017,7,"Horta-Guinardó",40,"Montbau","Home","17 anys",20
2017,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","17 anys",23
2017,7,"Horta-Guinardó",42,"la Clota","Home","17 anys",3
2017,7,"Horta-Guinardó",43,"Horta","Home","17 anys",116
2017,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","17 anys",85
2017,8,"Nou Barris",45,"Porta","Home","17 anys",110
2017,8,"Nou Barris",46,"el Turó de la Peira","Home","17 anys",67
2017,8,"Nou Barris",47,"Can Peguera","Home","17 anys",15
2017,8,"Nou Barris",48,"la Guineueta","Home","17 anys",62
2017,8,"Nou Barris",49,"Canyelles","Home","17 anys",37
2017,8,"Nou Barris",50,"les Roquetes","Home","17 anys",84
2017,8,"Nou Barris",51,"Verdun","Home","17 anys",56
2017,8,"Nou Barris",52,"la Prosperitat","Home","17 anys",123
2017,8,"Nou Barris",53,"la Trinitat Nova","Home","17 anys",32
2017,8,"Nou Barris",54,"Torre Baró","Home","17 anys",13
2017,8,"Nou Barris",55,"Ciutat Meridiana","Home","17 anys",50
2017,8,"Nou Barris",56,"Vallbona","Home","17 anys",5
2017,9,"Sant Andreu",57,"la Trinitat Vella","Home","17 anys",52
2017,9,"Sant Andreu",58,"Baró de Viver","Home","17 anys",15
2017,9,"Sant Andreu",59,"el Bon Pastor","Home","17 anys",61
2017,9,"Sant Andreu",60,"Sant Andreu","Home","17 anys",246
2017,9,"Sant Andreu",61,"la Sagrera","Home","17 anys",144
2017,9,"Sant Andreu",62,"el Congrés i els Indians","Home","17 anys",60
2017,9,"Sant Andreu",63,"Navas","Home","17 anys",84
2017,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","17 anys",127
2017,10,"Sant Martí",65,"el Clot","Home","17 anys",132
2017,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","17 anys",48
