,Distance_Center,Nationality_Italy,Nationality_Spain,POI_Restaurants_Hotels,Nationality_UK,Percentage_Age_25_39,Intercept
0,-0.35105376582623526,0.2042159827433975,-0.16377484867272393,0.14172480483546618,0.08043319420497769,0.10201755134797691,-3.6741554222724555e-16
1,-0.35891648497509054,0.16908012153085875,-0.15552789637936917,0.1603501832675216,0.10846728940613093,0.0922193947487236,-6.101667437170091e-16
2,-0.37692068561129155,0.14345413723999967,-0.14487839879027606,0.16853979756142878,0.11859432958144697,0.1007564230439054,-2.2544298394276094e-17
3,-0.32029087786474253,0.1775509210416074,-0.17255565248816324,0.15201000504880519,0.11274979377596588,0.1182948030150665,-4.213094333857157e-16
4,-0.36090600747735313,0.1885323563088222,-0.17753316683389564,0.15279206949666418,0.08188571959161188,0.08465194794644038,9.116432850737723e-17
5,-0.38407497188348333,0.18799568208689746,-0.13953107219411454,0.13754705853857907,0.08227904630107108,0.11030728758709576,7.404884372126182e-17
6,-0.34303129047192243,0.18062795813316465,-0.18850093767117845,0.14653420011098123,0.13061171644555222,0.05973722211500686,3.6275388436203164e-16
7,-0.3378203864677106,0.17728476526816145,-0.16796393246495414,0.1704628644398235,0.0879142983328261,0.10888968933863921,-1.0126408515094966e-17
8,-0.338146927141529,0.17246051714840793,-0.15190361235345828,0.1632761944874161,0.09911083335074336,0.13062092806782688,-2.32457452007879e-16
9,-0.365869193503017,0.16850858782695965,-0.1667751844857705,0.1578062180281674,0.09768427043437503,0.08617013220825567,-4.409851820457339e-16
10,-0.34162548608330195,0.2015676489018891,-0.17525976370899327,0.14478625560587866,0.10083986571484374,0.08432312404527359,-5.781873390817051e-17
11,-0.34901474343097455,0.18537678475551048,-0.14098945137320829,0.15618817408888014,0.09169074530250018,0.12312237755189878,6.445794052638862e-17
12,-0.3647118508959192,0.17030971165086373,-0.18927284408750739,0.16321906308112932,0.09276713077924231,0.07282961305641113,-2.390047079534663e-16
13,-0.36219868387582144,0.15437559906647638,-0.15217707351032256,0.14913351518873064,0.10435259970031377,0.12081741887326455,-3.3993800161215354e-17
14,-0.35180454931894023,0.17471392166267996,-0.15769015495592578,0.1602173369784815,0.10876073393681496,0.09594734009018951,-1.398356299112893e-16
15,-0.3560253625030047,0.17951504469198704,-0.1599923422856802,0.15805113081925914,0.09208000400595054,0.10352977780342905,3.769723070531713e-17
16,-0.35778113638122766,0.18220571064117538,-0.15715470649020244,0.16642751494279417,0.0851192878421875,0.10301137610338779,2.2110612330010152e-16
17,-0.36130868049076864,0.15881824556011984,-0.16664194567694707,0.15398175826126287,0.11500435875747739,0.09723789197886255,-3.31321339254424e-16
18,-0.3463853796997347,0.18093483647061206,-0.15978543417834287,0.1603712488990474,0.10644468110124933,0.09523271258594002,-9.39452473468106e-17
19,-0.3452635591264214,0.18423913550135013,-0.17238302027912447,0.13578631319495216,0.10206317662034109,0.09730416117207122,-1.1778096397520738e-16
20,-0.37853913533233186,0.1619362435618228,-0.15885179190302087,0.14583528638994286,0.09657133225848846,0.10431220725941166,-4.4498902089712145e-17
21,-0.3076359845989876,0.2156507474371307,-0.1718031616741474,0.14772050122930896,0.10486587184590197,0.09484503872265525,5.471079800407868e-17
22,-0.38681814682180743,0.16293237104841085,-0.17804572003063773,0.14203424304085593,0.0761107221574007,0.10324182867727362,-6.723574655692868e-17
23,-0.3438451902204509,0.17215445411490943,-0.1542177950158452,0.1621759168704518,0.11597866470327242,0.09786075201755604,3.070187582124093e-17
24,-0.35055993780413813,0.17712955172809755,-0.14992091768527854,0.17625789871849817,0.10299492341900966,0.09808658807113088,-2.0693506034194341e-16
